"","asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongAB_ruta1","b_CongCD_ruta1","b_CongAB_ruta2","b_CongCD_ruta2","b_CongAB_ruta3","b_CongCD_ruta3","b_CongAB_rutaEC","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC","b_ACC_0_ruta1","b_ACC_0_ruta2","b_ACC_0_ruta3","b_ACC_0_rutaEC","b_ACC_1_ruta1","b_ACC_1_ruta2","b_ACC_1_ruta3","b_ACC_1_rutaEC","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP"
"asc_ruta2",147990.250879822,-20170.0502321926,-36776.3395558634,0.00205393842872137,-0.0281356377241749,-0.000557089699222992,0.100910670367019,-0.0454157134035408,-0.0460951949275377,16.4094952068303,0.221536109851538,-0.050237566085259,-0.0447391745091845,0.885006549171251,-98429.745412875,1.64527436249876,-0.629816205606201,0.877111443056379,-98429.6688499077,1.65380674219613,-0.684410166283967,0.914534195087774,-98429.7233314225,1.70184647206876,-0.767863698096526,0.855010256366885,-98429.6006262944,1.59743516267203,-0.832899599827021,-36782.0756999602,-86341.6514856373,-16612.8881946447,-4.10752316493893,-36782.0224199985,-86341.5368932344,-16612.8763831554,-4.40634555598932,0.0359171243440762,0.0588573975928561,-0.000898950121980598,0.0641598749655205
"asc_ruta3",-20170.0502321926,-3472.46010899094,-14564.3219897704,-0.00161109213182183,-0.0129025861253176,0.0115414280588921,0.0446889743941649,0.0243859963943288,0.0348947140943452,2.13963759929509,0.0430326660428862,-0.0190607359551077,-0.014862311162943,0.224335285778941,3091.64151565768,-0.124417487098774,-0.3572289441288,0.232186927101696,3091.63941100288,-0.128517003254961,-0.36878439117463,0.263285745603817,3091.63418731428,-0.109851815060379,-0.386477506085866,0.277823876522728,3091.76315738607,-0.130622565063899,-0.346705124769015,-14566.711803992,2511.93569259573,-11093.9049784016,-1.76004636002488,-14566.6959966045,2512.05987984109,-11093.9037092727,-1.85704926667928,0.0157624941679773,0.0236762033390822,-0.00646311228692961,0.0292175266542166
"asc_rutaEC",-36776.3395558634,-14564.3219897704,-27299.32272192,-0.000892017018613966,-0.0475245516014644,0.0313574620765977,0.0893835234855356,0.0766433729798279,0.0922346806253622,4.48895254631465,0.236162111790794,-0.0522913244912913,-0.0436171229853222,0.323885432855708,5225.24053664908,1.03954177278827,-1.09589058796265,0.325895223186265,5225.23875275815,1.05618093136106,-1.1181230941203,0.38660124557121,5225.19817446345,1.14654398733752,-1.19654552693822,0.406344352952447,5225.61402239941,1.05208801389123,-1.14698734368495,-27306.8538374386,4244.58062348935,-12743.3305887001,-6.00492555234025,-27306.7624828129,4245.00572992726,-12743.2880447739,-6.29143694714586,0.0564386133832804,0.0723234322826994,0.00345788367348192,0.0628798911994335
"b_tt",0.00205393842872137,-0.00161109213182183,-0.000892017018613966,0.00079827658367557,-0.00106129686636815,-0.000260560892444186,-0.000711062002672056,0.00014751965767029,-0.000593038018062357,0.00179797705809734,0.000629335165032344,0.00494527801624361,0.00367325457757253,0.00290560070124867,-0.000154799941579726,0.00246318772451719,0.00215011005904304,0.00149654753312157,-0.000356857409648457,0.00214488592205654,-7.94701371517778e-05,0.00164532684805207,-0.000865666660311681,0.00160567846025588,-0.000138223699812729,0.00238441109926712,-0.000877059249379778,0.000344022003093621,-0.000382357309335422,9.51767453280355e-05,-0.000784823091320016,-0.000841175248587607,-0.00379834497519147,0.000431657613581139,-0.00155060236392153,-0.00233324727580073,-0.00659616920442048,-0.00091985707412652,0.000471627356096805,-0.000553828931744908,-0.000520259040602202
"b_dt",-0.0281356377241749,-0.0129025861253176,-0.0475245516014644,-0.00106129686636815,0.0176729488911579,-0.00209636895235136,-0.00128987968406823,-0.00905625371353116,-0.00574048787429914,-0.00331349011921376,-0.00496196460134199,-0.0041556244156785,-0.00393752438881178,0.0145094434182051,0.00301416661781771,-0.00533555983277429,0.0098089904766734,0.0188524701668149,0.00188804845498998,7.55050056441101e-05,0.0131705110551507,0.0149949201989307,0.00108922904080613,0.0026634075508228,0.0125812682186537,0.0122921553472461,-0.00121645295071274,0.005605170588221,0.00978650726354598,-0.0374146635489482,0.00361691566058745,-0.012833222097035,0.0241122506525814,-0.0410709599791296,0.000296091843201031,-0.0159487497838516,0.0292357472698189,-0.00281350058327526,-0.000839445069529523,-0.00104354471207573,-0.00571983490612389
"b_CongAB_ruta1",-0.000557089699222992,0.0115414280588921,0.0313574620765977,-0.000260560892444186,-0.00209636895235136,0.247302862268714,0.0487106465190108,0.0605120044198763,0.0201448546529873,0.0774287534032841,0.0252252883968057,0.020643620092612,0.0125425790671814,-0.0460627387550718,0.02979901570946,0.00408853095648397,0.0243676119943859,-0.0303134536023629,0.00580029344808883,-0.0112059221047969,-0.00723753185447323,-0.0356221224663732,0.00263109559638342,-0.012276009457124,-0.01718228545608,-0.00904258528680164,0.00476569873913364,-0.00996239105498678,-0.00334776324330279,0.00435349118539673,0.00227028476982323,0.00922542031346344,-0.0198852474753458,0.00485526958041828,-0.00269582776216234,0.011489410437034,-0.0198948548467423,-0.00568868301354473,0.00298949398450005,-0.00944879810591738,-0.000277995556957361
"b_CongCD_ruta1",0.100910670367019,0.0446889743941649,0.0893835234855356,-0.000711062002672056,-0.00128987968406823,0.0487106465190108,0.0942886672783761,0.0188187592482594,0.0206238438297344,0.00896996536395545,0.0164052611322198,0.00764945829196694,0.0116525037547671,-0.0137143521968992,-0.0095781555378193,0.00111083094779922,0.00502435466428784,-0.00394920228408545,-0.0107133428466644,0.000799017658841132,0.0125059843771926,-0.00653208580072849,-0.012790928782699,0.00270093321124924,0.00727815677091155,-0.00424389511421279,-0.0146115332592555,0.00255681112878726,0.00524848168753167,0.0496197828110713,-0.00823014290451205,0.0384066705790897,-0.0174535367571293,0.0425535660575718,-0.00857815156129308,0.0398732403301709,-0.00899984614076226,0.00493583497951866,-0.00293392179140069,-0.00453393875733126,0.00842054922315475
"b_CongAB_ruta2",-0.0454157134035408,0.0243859963943288,0.0766433729798279,0.00014751965767029,-0.00905625371353116,0.0605120044198763,0.0188187592482594,1.2504493839232,0.0839146160336045,0.0678152684921841,0.0279725739714277,0.0179189656649185,0.0263157141146619,-8.30856077778516e-05,-0.251914853853445,0.0347494793976058,0.0340060274703335,-0.00862133319800265,-0.0142273965063745,-0.00608548393879132,-0.000752974174102173,-0.0119483445687652,0.0421214170360138,-0.00747141280377217,0.00146372845128771,-0.00660861219180419,0.0504332006563306,0.00122130997725868,0.00410952822656306,0.0539011042415208,0.0178127159312027,0.0274894728645203,-0.0427708149926134,0.0597087803560011,0.053131679183969,0.0359902169819697,-0.0337698921339491,0.0132631339167619,0.00437836795995553,-0.00648146548680879,0.00936366403500617
"b_CongCD_ruta2",-0.0460951949275377,0.0348947140943452,0.0922346806253622,-0.000593038018062357,-0.00574048787429914,0.0201448546529873,0.0206238438297344,0.0839146160336045,0.200743728154257,0.0123145109284136,0.0191484051705289,0.00847148321425342,0.0137885495923839,-0.0183026913702302,0.00733826207498184,-0.00855517266335371,-0.0175092810435423,-0.0106668723355402,0.00610036908286151,-0.0043120662439234,-0.00773442676709402,-0.00455035087833938,0.0356955179755613,-0.00305377428519371,-0.00414194237840881,-0.00347569045089952,0.0415276501384382,-0.000157511730736167,-0.0034346799689974,0.0643587602459934,0.0238788694500856,0.0319668889695212,-0.0277027789249387,0.0606548389450345,0.0515353945080701,0.0355905439136833,-0.0305358847258247,0.00616712523137741,-0.002675939365128,0.00100542658652519,0.0140874278479354
"b_CongAB_ruta3",16.4094952068303,2.13963759929509,4.48895254631465,0.00179797705809734,-0.00331349011921376,0.0774287534032841,0.00896996536395545,0.0678152684921841,0.0123145109284136,22785053.2046472,0.140079290461501,0.0196577855097445,0.0122266986526744,0.0227989703830097,-5.73181015963813,-0.246384171833116,0.0489821262979179,0.0061639493529108,-5.76536070075199,-0.123102091032551,0.000830585150898345,-0.0154342642314066,-5.7766920690034,-0.0434817667154301,-0.0125135237191925,-0.00732966301526861,-5.77774094674774,-0.0161701277574394,-0.0100273688247644,4.47971607829779,-6.16545371914127,2.28701982090334,-0.024397055284359,4.47645621901095,-6.1637586124739,2.35993707925469,-0.0243051741866742,-0.0203371313552122,0.00697353129778709,-0.014564015443362,0.0197872654585825
