"","asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongAB_ruta1","b_CongCD_ruta1","b_CongAB_ruta2","b_CongCD_ruta2","b_CongAB_ruta3","b_CongCD_ruta3","b_CongAB_rutaEC","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC","b_ACC_0_ruta1","b_ACC_0_ruta2","b_ACC_0_ruta3","b_ACC_0_rutaEC","b_ACC_1_ruta1","b_ACC_1_ruta2","b_ACC_1_ruta3","b_ACC_1_rutaEC","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP"
"b_Sem_1_rutaEC",-0.00235668674841875,NA,NA,-0.00372588313278389,0.13123512144937,-0.0192787058841983,0.0539498317020671,-0.00089196740306825,-0.0228669951696889,2.30494783029325e-07,-0.00450258854985539,0.0217218142799163,0.0487716869738536,0.382918118035769,0.000489171205664364,0.140056930144418,0.800079150820748,0.40582525370148,0.000472800670644102,0.181262969206007,1,0.362219627734988,0.000211985903779799,0.162522371897668,0.899937768709604,0.257425834686833,-5.98850404843808e-05,0.139844542343308,0.772725696055535,NA,0.000452628138684356,NA,-0.00381667070926766,NA,0.000577485487754332,NA,0.0649357003972171,0.0775498521976429,-0.0429768526415794,0.0152414310728361,0.0164982454450803
"b_Sem_2_ruta1",0.00271352910669613,NA,NA,0.0664701376865666,0.128748072827773,-0.0817629043413789,-0.024281371910588,-0.0121962345781293,-0.0115924433603008,-3.69072763251411e-06,-0.0271923867256256,0.0238670054688238,0.0370284820308515,0.845396996396979,-0.000991501833371627,0.1330941396533,0.306568432054763,0.913115025907322,-0.000990837511901143,0.180175367500678,0.362219627734988,1,-0.00101601128842438,0.185005202181136,0.380644669808316,0.841030708751121,-0.00128411551594555,0.158420923544424,0.234443409651155,NA,-0.000940087327207647,NA,0.0218011990868693,NA,-0.000924362745848909,NA,-0.0422596135439416,0.0319988593571047,-0.00417159278356004,0.0265783242046819,-0.0256370316626609
"b_Sem_2_ruta2",-1.45816150903499,NA,NA,-0.000174610322932977,4.66939506505554e-05,3.01521284884907e-05,-0.00023739318711602,0.00021466727014809,0.000454034249413048,-6.8968393996038e-06,-0.000244018723295579,8.64380441063507e-05,0.000109003070061839,-0.00103938445553271,0.999977964845334,-0.000930421826508331,9.25419779931682e-05,-0.00109171381776856,0.999996361531345,-0.00117595931043867,0.000211985903779799,-0.00101601128842438,1,-0.00116264915363579,0.000446094920828703,-0.000892781808433812,0.999993602282498,-0.00106285872860409,0.000566580394935933,NA,3.11940444041773,NA,0.000954423610593826,NA,3.1193568890242,NA,0.00107411856865941,-8.98503033161906e-05,-0.000227359445920521,-2.26560992420215e-05,-0.000211289797138511
"b_Sem_2_ruta3",0.00377648315751644,NA,NA,0.0485138357061697,0.0171027852496437,-0.0210730001163405,0.00750875308032145,-0.00570365700007368,-0.00581834765801487,-7.77617247814908e-06,0.0269818929135768,-0.00491591434219156,0.0011103602972961,0.174974755616493,-0.00111752985644798,0.664536297078023,0.139906342043617,0.189273730143475,-0.00110521414932667,0.854535643945909,0.162522371897668,0.185005202181136,-0.00116264915363579,1,0.158945711449004,0.119856239310514,-0.00135379568094406,0.841108295759221,0.0409366931608838,NA,-0.00115286720295446,NA,0.00357355368344383,NA,-0.00115641782163475,NA,-0.0153490666864071,-0.00529359487303381,-0.0446521580054114,0.0596316469095844,-0.0288576637734807
"b_Sem_2_rutaEC",-0.00273518383838352,NA,NA,-0.00670385723738066,0.129684732056437,-0.0473462184023991,0.0324795943168701,0.00179368590234783,-0.0126678233549002,-3.59230775910079e-06,-0.0165908838705188,0.0202186729023248,0.0597655430658398,0.33019258855304,0.000394778038423156,0.109766418054242,0.757194411903526,0.364683334586111,0.000392350545947402,0.14839259158967,0.899937768709604,0.380644669808316,0.000446094920828703,0.158945711449004,1,0.282294626248197,0.000244515445987123,0.137641420555266,0.799569810487652,NA,0.000556220350741218,NA,0.0275577335951785,NA,0.000717032047069573,NA,0.0885488715004844,0.0607099236878096,-0.0700927812566432,0.0435129039797352,-0.00732830007588844
"b_Sem_3_ruta1",0.0024427453886613,NA,NA,0.092752979788938,0.101624158017647,-0.019984876696194,-0.0151900192520458,-0.00649532131203464,-0.00852596467456954,-1.68765012390091e-06,-0.0200434675616468,0.079308891398877,0.10702716930314,0.758816152268043,-0.000831204495718971,0.0847674685205777,0.225916072243858,0.821471408257293,-0.000837380752941832,0.115760241890204,0.257425834686833,0.841030708751121,-0.000892781808433812,0.119856239310514,0.282294626248197,1,-0.00089785034872285,0.100649849939845,0.226437775740274,NA,-0.000880582141148064,NA,0.00588400350320564,NA,-0.000910920389751124,NA,-0.0601438672338571,0.0560830752422942,-0.00882764656020452,-0.00025591248062449,-0.025889190494431
"b_Sem_3_ruta2",-1.4581496062786,NA,NA,-0.000176907055116918,-5.21475273541326e-05,5.46141185757234e-05,-0.000271180812418192,0.000257025603456077,0.000528213235846175,-6.89804395441496e-06,-0.000230267136920907,7.76578312581008e-05,0.000131043664213264,-0.00134345561045917,0.999973819342802,-0.00111492795079733,-0.000159279828517808,-0.00141115981771287,0.999992293398101,-0.00140346706031018,-5.98850404843808e-05,-0.00128411551594555,0.999993602282498,-0.00135379568094406,0.000244515445987123,-0.00089785034872285,1,-0.00123420840356203,0.000611886951802456,NA,3.11938305369337,NA,0.00035482858985552,NA,3.11933707083053,NA,0.000522086180729571,6.29400032525176e-06,-0.000259629010155469,-7.33338115141603e-05,-0.00024631925061713
"b_Sem_3_ruta3",0.00343785012563264,NA,NA,0.0100806788236613,0.0349071648200793,-0.0165855266533781,0.00689364876639456,0.000904217898510307,-0.000291053056018231,-2.80458547549846e-06,-0.0403441177146673,-0.0284828663054543,-0.0154369031181121,0.146919781021052,-0.0010268491827066,0.638802457884051,0.118386956035304,0.161163064637996,-0.00102500867421707,0.818618329303165,0.139844542343308,0.158420923544424,-0.00106285872860409,0.841108295759221,0.137641420555266,0.100649849939845,-0.00123420840356203,1,0.0413562945942983,NA,-0.00106825167884985,NA,0.0236566620583357,NA,-0.00108537404940741,NA,0.0114393679596995,0.00361755054399503,-0.0365031823421518,0.0218055260275939,-0.0168271282155219
"b_Sem_3_rutaEC",-0.00273178489496506,NA,NA,-0.0170750939094134,0.0928845777448174,-0.0084939669025537,0.0215662351722745,0.00463691685325252,-0.009672431966168,-2.65052780790155e-06,-0.0150799482131766,0.111972451003559,0.167986182729262,0.190386160992381,0.000492544357926471,0.018247284996908,0.641883348634459,0.216682334203918,0.000498865994804108,0.0283322101014581,0.772725696055535,0.234443409651155,0.000566580394935933,0.0409366931608838,0.799569810487652,0.226437775740274,0.000611886951802456,0.0413562945942983,1,NA,0.000610632709783559,NA,-0.0416961391504459,NA,0.000713708742234852,NA,0.0421234030010993,0.0574761110004009,-0.0930502361546634,0.00717776006808348,-0.0176132512677047
"b_ACC_0_ruta1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_ACC_0_ruta2",-1.68600360396324,NA,NA,-0.000208665080893916,0.000204380083273365,3.42941832998465e-05,-0.000201341049511754,0.000119660767514915,0.00040035703936275,-9.70274726464959e-06,-0.000220570160699248,0.000144562626736249,0.000145888517225338,-0.000837864589410521,3.11933907446816,-0.000872198157045288,0.000306483226263521,-0.000899557664657281,3.11940358291265,-0.00112598092036305,0.000452628138684356,-0.000940087327207647,3.11940444041773,-0.00115286720295446,0.000556220350741218,-0.000880582141148064,3.11938305369337,-0.00106825167884985,0.000610632709783559,NA,1,NA,0.000889050911981939,NA,0.999988748273038,NA,0.00100260344046843,4.43860331077143e-06,-0.000247874339459725,0.000139031077431671,-7.36908881410586e-05
"b_ACC_0_ruta3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_ACC_0_rutaEC",-0.00680887133450807,NA,NA,-0.0857293182785365,0.115663118667897,-0.0254992899984122,-0.0362464397973697,-0.0243908045805973,-0.0394288402337834,-3.25929781986642e-06,-0.0679991523524993,-0.21829655378295,-0.207002989203146,0.0173018806614617,0.000891852599610026,0.0159860638905164,0.00747323939422588,0.0246110232306189,0.000891738770716392,0.0163615468612033,-0.00381667070926766,0.0218011990868693,0.000954423610593826,0.00357355368344383,0.0275577335951785,0.00588400350320564,0.00035482858985552,0.0236566620583357,-0.0416961391504459,NA,0.000889050911981939,NA,1,NA,9.51133254644839e-05,NA,0.951886361486373,-0.0668984428573648,-0.0553075714446505,0.00220472105181002,-0.0149729284039074
"b_ACC_1_ruta1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_ACC_1_ruta2",-1.68597570840694,NA,NA,-0.000412260606668659,1.67309277615062e-05,-4.07216776101085e-05,-0.000209851490356605,0.000356918101718423,0.000864037722576745,-9.69993201009308e-06,-0.000126535871958631,-0.000183125225474857,2.44849964064175e-05,-0.000876123417146293,3.11929389434215,-0.000898481472186899,0.000321681657138399,-0.000902232494692182,3.11935809910969,-0.00116632892844341,0.000577485487754332,-0.000924362745848909,3.1193568890242,-0.00115641782163475,0.000717032047069573,-0.000910920389751124,3.11933707083053,-0.00108537404940741,0.000713708742234852,NA,0.999988748273038,NA,9.51133254644839e-05,NA,1,NA,0.000289837046015425,0.000246116682626829,-0.000386676572677909,0.000376734518157387,0.00025128854282285
"b_ACC_1_ruta3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
