"asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_1","b_HTRB_2","b_HTRB_3","b_EduSuperior","b_Exper_2","b_Exper_3","b_Exper_4","b_Exper_5","b_Info_traf","logLike"
-0.19801815736793,-1.73783970892792,-1.57289474035424,0.0850776591173238,-0.661873690459459,-0.0455503641183255,0.350069672896245,1.11518119598099,1.50412225347419,1.99596055516409,-0.690853735481102,-4.70151398763832,-0.458390394154378,-0.460612190477493,-0.0930861617999582,0.182420888971375,0.354777516536207,-2.77874474535108,0.123028396948955,-0.385337946790593,-0.770439139639545,-0.329563903573815,-0.494899941776923,1.10614278559479,0.42286407539916,0.0902543242768989,2.14829619007617,0.186474449488263,-0.124905132035793,0.00983438633628544,0.193502182023055,-312.074376784311
-0.613136060803971,-1.4827079913798,-1.66211508547635,0.0605159809718688,-0.627121207338229,-0.0358960600706512,0.947480040546302,1.09059031754135,1.31269295675365,1.49834007943736,-0.419088329309744,-5.16694431058552,-0.173363949374133,-0.693055419307875,0.0977583426633006,0.280491984591814,0.318244027405296,-2.93044597012304,-0.883554830745091,-0.423960907049853,-0.38709215147202,-0.262582159772326,-0.561965275999216,0.943082001595144,0.188996886345917,0.534022690268108,1.93024873136544,0.209105521471849,0.105793531923823,-0.223722388124905,-0.171288929611346,-302.839765773179
-0.626462330359226,-1.20800445789321,-1.91704969911254,0.0761372812251238,-0.547367803840787,-0.0554045451714513,1.16323383871221,0.8483174745994,0.602485062895898,1.10455628723695,-0.347368632121067,-4.98438147718986,-0.366308582533783,-0.045217974044759,0.232752154235268,0.278796411520603,0.0836903411781789,-2.6757941958113,-1.12845758469984,-1.28017859074341,0.133689912629485,0.243050914799771,-0.581927629130279,0.65414434900181,0.503473053232382,0.715240995964735,1.46686548132211,0.168449840955053,0.221823906568865,-0.338065945430133,-0.0299618998050391,-302.344327309253
-0.463666468949278,-1.25522465854203,-1.88019660824127,0.0682205344351449,-0.451356785775818,0.0190464940309656,0.791201200941985,0.183283532140763,0.608238221236362,0.871880328907101,-0.513983512526617,-4.38992010152553,-0.912502803241569,-0.199654978528796,0.181564891966458,0.232248027443555,-0.0661477236444143,-2.40758064419386,-1.36325003553197,-1.42890005690723,0.461157504075193,0.05801779730496,-0.579989990617226,0.426944765887282,0.669783723678534,0.394747424325437,0.859266299185669,0.0386666906013453,0.187999750602461,-0.132826776249662,0.304152831374919,-297.781170083328
-0.317387977489595,-1.16134789767066,-2.04686672133827,0.0639607158648022,-0.319255976067499,0.0565858023893002,-0.34454951739151,0.452619944524529,0.178180797439089,0.827832531812243,-0.615605843901457,-3.44897363649405,-1.10084214757331,-0.556049134263224,-0.051500804423118,0.30043329419721,0.0579256662519076,-2.04763865103418,-1.281413918459,-1.10041903865028,0.600973850601897,-0.241156720027042,-0.574376073058183,0.249519188199565,0.513644294229639,-0.0749039864585481,0.488295793586428,-0.0111306975462179,0.0960391805649528,-0.397124513935124,0.568379345554199,-297.62275634889
-0.285172405966368,-1.1787064385533,-2.10624114207799,0.0641436481632751,-0.298051655238003,0.0639765224263603,-0.453245156790306,0.368622892085904,0.247940849174914,0.803425561071161,-0.57211021469484,-3.31159009827855,-1.03468492277223,-0.531830749811073,-0.0911667855438761,0.330134531088734,0.0830935783435931,-1.9929262444801,-1.17869525900095,-0.992734374215258,0.572746190130644,-0.236984843808287,-0.575276678202544,0.264888475196682,0.446675413179497,-0.0914047679624856,0.534364159443359,-0.0233441811716686,0.0783707202260889,-0.508017268847972,0.57592003320767,-295.620316475294
-0.30409801496791,-1.30380454097818,-2.29664487109169,0.072053300645657,-0.262222164420092,0.0495313804798582,-0.250688029503494,0.168450873425784,0.143802750793988,0.8620000966528,-0.420671020391096,-3.02596064506533,-0.92454960065643,-0.669354126803568,-0.0126524127784246,0.289109751701759,-0.0406319706425866,-1.90290932093544,-0.664290956172346,-0.446409230281548,0.000654825305351325,-0.187781678322238,-0.602027432138102,0.366574763785332,0.414045271452547,0.0748259357182764,0.860666288513011,-0.246773903833384,-0.189802658166938,-0.395422637685142,0.258554605141334,-292.032475024167
-0.443430381371512,-1.40866374437969,-2.28420258833253,0.0709089754664043,-0.287642498444674,0.0511667632408298,0.0465583490987967,0.410149831279136,0.414263306208452,0.572405675121591,-0.525241280261556,-3.09051471469116,-0.993628698007816,-0.502749780226613,-0.0758133983473575,0.14992523807749,0.031564269910925,-1.91297276117152,-0.395794222018953,-0.335125905719235,-0.1461149384498,-0.387728642877732,-0.640272459696895,0.474925108183545,0.37694375625995,0.253483125977438,1.0220877996472,-0.318491407530959,-0.178852152667214,-0.380076885294417,0.113241077018585,-290.753766333456
-0.530434201120912,-1.67729023365432,-2.11583230227686,0.0714154640160311,-0.329198826626055,0.03692136018307,0.483042570632521,0.440023152900157,0.462598725314441,0.862346832575171,-0.60140639786051,-3.28346482082118,-0.86656221031245,-0.35565412954206,-0.067816765797056,0.0728042788772762,0.183367130298369,-1.94262335296914,-0.398200147530026,-0.34728299585496,-0.0300525206769887,-0.543226070733676,-0.693097372583507,0.598496215219512,0.228635932764574,0.305471285588617,1.11157848966561,-0.270754460385331,-0.0257103112640074,-0.544857247558374,0.140292085889959,-290.078823714284
-0.592503288572581,-1.62698993584934,-2.14316619282426,0.0727535175759696,-0.350531173105995,0.0210024180570558,0.660581510748467,0.535792122186473,0.751590284100295,1.04425370229598,-0.551937635717145,-3.48410122008698,-0.473791713309352,-0.389771321560802,-0.0922986251124137,0.0403416012918625,0.137727365575556,-1.99016695331122,-0.589950274463413,-0.515847705127047,0.00253181604983495,-0.332365099187329,-0.74348168802974,0.630549203230601,0.279048045487692,0.139189375621407,1.0517407065164,-0.155549740245949,-0.0879352907911721,-0.482706634790875,0.286857363897634,-288.895122034981
-0.57215081124566,-1.63120030571947,-2.10752299846456,0.072886345842828,-0.342595059510787,0.022479946207252,0.50488811139995,0.543183411203434,0.822303278873278,1.06956864964772,-0.407826496070175,-3.49960713930862,-0.5987427770627,-0.368871084174442,0.0235012596441558,0.164390652765244,0.0835416146885317,-1.99155943368831,-0.701428013208424,-0.577572532417072,-0.0324828451696642,-0.21100370803837,-0.766053889270579,0.588910730255066,0.30512501926744,0.159593430401153,0.972030806819758,-0.0813051548573373,-0.120322699040887,-0.53053671596613,0.19956255455132,-288.448559175451
-0.54361360572699,-1.57290470875917,-2.11965498636202,0.072078433492598,-0.331913019117764,0.0159362025941484,0.340327711381977,0.448277584020231,0.746350801753682,1.03573885689857,-0.406511581957274,-3.44672804996818,-0.646557542150866,-0.386103610459635,-0.0837341949708101,0.25313929558559,0.0901964374856449,-1.98995193612398,-0.714302478243213,-0.654621709736693,-0.0237334461236099,-0.184855122477635,-0.787483326123413,0.525108425137986,0.251357104072359,0.23127610054418,0.915390752404179,-0.117210550900195,-0.151665954317112,-0.473728826764019,0.123055865884784,-288.120669742129
-0.513836225130957,-1.52024078244282,-2.13468229112034,0.0719659736643598,-0.31768193598212,0.0247792196211407,0.196317987630626,0.351158904839,0.617250141451609,0.91351791734352,-0.455448998591165,-3.3441695936926,-0.644117423357815,-0.404381901184021,-0.0348664679499222,0.242282765768323,0.103283987111464,-1.98896532771259,-0.714895396296055,-0.627740563633621,-0.0429057932858271,-0.206905412693207,-0.815965275290589,0.446100172225986,0.330562720780074,0.239018455046875,0.90238131264493,-0.180611271273521,-0.110047597049824,-0.484501543941785,0.181278449629574,-287.829255706603
-0.509791235882782,-1.51180544324021,-2.13358813484703,0.0711998229258095,-0.308406783853409,0.0277908171385433,0.181580882935168,0.335327264226001,0.542003724790837,0.831600522726677,-0.445660549197359,-3.28502523954362,-0.697858778448433,-0.420849837193513,-0.036623643810724,0.198001691730126,0.0352550325478511,-1.9813180989264,-0.680015377281371,-0.573966573536056,0.00730576431392981,-0.17028674158841,-0.842102671847598,0.459718990798172,0.278852047456962,0.16287156883894,0.916405769424195,-0.179734605099738,-0.110541754210693,-0.481184048475608,0.228977975055083,-287.772408227861
-0.507287746586038,-1.5038726975746,-2.14184134037212,0.0705842808954148,-0.304519457706741,0.0305209612312323,0.199184603102059,0.336414960876745,0.534083065511522,0.828923058172607,-0.416450707803545,-3.25378252425652,-0.699486443284402,-0.420855656986881,-0.0361339162943495,0.181367955545296,0.0485901191039961,-1.96231171799883,-0.665360937661499,-0.576444234881524,0.0314407449791163,-0.209717217454441,-0.862675842929354,0.469790365124473,0.298834665645076,0.129299961226698,0.925750131024762,-0.159168640519942,-0.137766966776751,-0.477338908810443,0.207009861081336,-287.752410427772
-0.50453912672565,-1.50635831818614,-2.13937084017733,0.0709184924489289,-0.304191557531774,0.0303207557626487,0.214508005597882,0.349973202374244,0.546671178848035,0.846482080625641,-0.429026359204411,-3.23134912164196,-0.696245625923933,-0.420950558067928,-0.0459698770417666,0.177786867069145,0.0481323203481721,-1.94517490916326,-0.669182224671981,-0.571843545208749,0.0237717327861121,-0.215037079343553,-0.884284235087033,0.480061897282341,0.311979414956363,0.146947455280824,0.91926895731085,-0.154730948884886,-0.139229159632362,-0.48257219570999,0.205019482942176,-287.733502040644
-0.498079805172987,-1.5023474805711,-2.14558315962492,0.0713471915227293,-0.300880510927222,0.0278800039798723,0.242032774850293,0.376443129027851,0.577499169050398,0.879086790554966,-0.44816896293945,-3.18991548137212,-0.683256516061319,-0.420735175332113,-0.0204164820612625,0.184189497022506,0.0737096637664341,-1.92903933218235,-0.65603295140159,-0.577844618591928,0.00432670805430052,-0.223171992753316,-0.937175749433456,0.495557690270969,0.29728801662934,0.171723850045079,0.890252809061319,-0.165288493251018,-0.117520549404673,-0.465450046922034,0.204638909269932,-287.723088231068
-0.498014814379711,-1.50387467623093,-2.13715294475771,0.0713447172847531,-0.302348775560368,0.0269588513996854,0.248309517024446,0.381674394428279,0.580634732894371,0.882806956119988,-0.438208527422619,-3.17959587179612,-0.678286492008921,-0.417443396266446,-0.0311692128792948,0.195560411155898,0.0696014020356108,-1.92771868566351,-0.656466779439006,-0.580244303328834,-0.00760427754707023,-0.230754372486625,-0.969745672018065,0.484494497523585,0.302117633434508,0.171578700489657,0.892236199118105,-0.177799701354807,-0.101094751449234,-0.46485370410776,0.208535659437517,-287.713911553658
-0.495369937454303,-1.501210336678,-2.1234291874103,0.0712831224663361,-0.303510821919308,0.0264535497786239,0.247085209015156,0.37734131651978,0.578543858584521,0.879110051198059,-0.449746926223136,-3.16943361931824,-0.676445459326015,-0.413814782076459,-0.0351161107446349,0.197311309584724,0.0746294223083017,-1.92855022937484,-0.663072841436656,-0.577313521482743,-0.00818339587614724,-0.224111646742956,-1.0173243908612,0.466874483911822,0.305541475093597,0.172966673114708,0.905247980986257,-0.177782081076002,-0.110602691632807,-0.470690023189545,0.205326884923403,-287.702862771611
-0.493754546816632,-1.49954379436464,-2.11503164735384,0.0709129819464838,-0.303750745016121,0.0275734668741037,0.237984746560435,0.372694122290715,0.574986090220691,0.877158188919965,-0.447672607641788,-3.15889081027849,-0.669471793755159,-0.415138852275829,-0.0370829700078091,0.188160608396068,0.0635849053305993,-1.93657937933057,-0.656776687202137,-0.57376795944369,0.0013942818066545,-0.225773426577375,-1.06560432085198,0.46502101075492,0.311926989638762,0.187092758773679,0.900595423141127,-0.168158609002024,-0.113931640499958,-0.473683099917119,0.204660880790115,-287.697549320592
-0.493082097280701,-1.49697387543705,-2.11142189039667,0.0708503253098994,-0.304738622457987,0.0272527222425299,0.235133687071884,0.367697840280735,0.568537655098621,0.871563796853294,-0.443406953085299,-3.14553083413755,-0.671200753087789,-0.415410784672315,-0.0437390345281018,0.184372980139585,0.0678490254213362,-1.93212205258391,-0.660843481690324,-0.572465739507326,-0.00359849790323898,-0.221724500447812,-1.1195206373541,0.47636046984925,0.315652484751994,0.188853736686736,0.898520943823861,-0.158845842547452,-0.113427493763991,-0.474459492234778,0.208393869306202,-287.692274293501
-0.490506066668924,-1.49508502426355,-2.10675436103133,0.0708221202420718,-0.305467953700154,0.0274041703867903,0.230428340221737,0.366051115740785,0.564376832575914,0.866482316806882,-0.449531658875953,-3.12047255299621,-0.667657691850278,-0.413340169877361,-0.0424671199272757,0.191523851958139,0.0560221220051143,-1.91626888590996,-0.668354622531116,-0.575322827608018,-0.00154761087516749,-0.222903715489672,-1.21298300010495,0.490174594088117,0.317342727164184,0.184236275399993,0.906303750011545,-0.158016706495391,-0.113753240596484,-0.473595277609495,0.204858151254584,-287.686159310415
-0.487574414432031,-1.49202222249777,-2.10486010405467,0.0706438375189566,-0.305206539357373,0.0272233715303041,0.231192625170605,0.36786392394111,0.566736587570057,0.869654072851566,-0.44859709323295,-3.09916964383887,-0.670191290713218,-0.412362035149333,-0.0453345402835611,0.186014516827734,0.0568310980021258,-1.91059819662517,-0.668916982529021,-0.571402788602308,0.00247012153837613,-0.216127471441281,-1.29677145177687,0.482548948511221,0.319019874322387,0.179639853175235,0.907429940950644,-0.16133490779778,-0.109767488717267,-0.473705753825128,0.199694596447076,-287.680815751596
-0.48446962164278,-1.48784921792583,-2.1005815428806,0.0702924407688899,-0.305495539945228,0.0272359127400911,0.237888146158032,0.371122450028855,0.567432246916492,0.869842021066572,-0.443182614578559,-3.06727820402001,-0.673654509394079,-0.41354352877086,-0.0449532529721923,0.190609210317409,0.0584582320454079,-1.90716917807349,-0.666780279486065,-0.570985206914506,0.0022430401060037,-0.215983900091165,-1.43703800868318,0.468351619931923,0.313770947501689,0.182159991949423,0.908904045636702,-0.157952750624209,-0.119352038734077,-0.474529284247035,0.21252716490332,-287.673714188597
-0.483972911556957,-1.48538985385085,-2.10094504613393,0.0703065156950726,-0.306150908799895,0.0265581570018562,0.240987859915678,0.368999808210125,0.565293800050364,0.867318184009697,-0.446784806197625,-3.04754022778663,-0.673004845006787,-0.412409205483097,-0.0454592709913528,0.196619046928542,0.0581100185987635,-1.91138504598108,-0.662841194607224,-0.568885366830948,-0.000584937464684995,-0.215056093749706,-1.5558490649286,0.466800718391106,0.313371870087943,0.175482098950792,0.901256593519038,-0.152218301453641,-0.117853328580236,-0.477402304920454,0.20942910703304,-287.668760715598
-0.486114291420678,-1.48627497906995,-2.10268425291607,0.0698580759389747,-0.306121164616583,0.0268270495248329,0.234981554624736,0.367296667514447,0.564149177259607,0.866041753723194,-0.440986378433038,-3.02303935133636,-0.672764658007435,-0.412629184298069,-0.0421762394383185,0.190979724260323,0.0616194599630525,-1.90914444108479,-0.664920406153068,-0.570855587713233,0.00284898639809729,-0.211959626077408,-1.7426165749265,0.472536853320427,0.311141752290344,0.176628050111376,0.902598925582331,-0.15865726964833,-0.115544525203251,-0.473908921605371,0.209514877097721,-287.661283730442
-0.498158358276501,-1.49647178777601,-2.12193555386477,0.0692125096227932,-0.305331517780825,0.0272737401681123,0.233817466421913,0.367839803003608,0.566892481285481,0.869237132827717,-0.437215096943701,-2.99889364364901,-0.672843200923664,-0.413353188634213,-0.0350028149729302,0.187262628290845,0.0603225141586548,-1.90164707333993,-0.661910742735906,-0.573653931217506,0.0031210213238482,-0.213414935754389,-2.19907004930476,0.464102487332028,0.301390749865924,0.176112948478548,0.896323452988493,-0.156913120385437,-0.112491060260785,-0.470331628420733,0.211477601766422,-287.649539384952
-0.501948371069742,-1.50025556118733,-2.12681213452917,0.0693909881279495,-0.306212097227212,0.0271846689548462,0.236719505595626,0.370610815460428,0.568044764681623,0.869490208966066,-0.433763657129724,-3.00074124231864,-0.673816538513477,-0.414908001301087,-0.0325631137681786,0.191577498972869,0.0650217385522693,-1.92126339852437,-0.663558926811541,-0.577421958168199,0.00896012742243218,-0.212309341600818,-2.64311355170175,0.479137842502685,0.303545264961944,0.174680730266408,0.88408533529524,-0.184643846275014,-0.12649225652551,-0.481987902909307,0.212824105162676,-287.641391856213
-0.519665793821334,-1.51976796473991,-2.14719804116981,0.069433115937115,-0.304907305154278,0.0279425136004144,0.229364337302908,0.366381991983861,0.567973888922685,0.869756591630789,-0.438338988877267,-3.03685859456955,-0.670596219801497,-0.414549063836538,-0.0297377867027645,0.184814319927937,0.0615031137136246,-1.91297550092916,-0.667505585001719,-0.583482443364149,0.00210681415469811,-0.217677998977141,-3.33752059660362,0.469122661680333,0.29681472630866,0.179010525646524,0.886465241355,-0.169460719862256,-0.118229384614423,-0.475034433361868,0.211765279584392,-287.629949349485
-0.51657689641234,-1.51783177359468,-2.14323781145989,0.0699060424607327,-0.304888982381842,0.0280511180773467,0.23307606862526,0.368025656514484,0.569101148019698,0.871213706766785,-0.441284324357859,-3.08300057284754,-0.671201862613697,-0.414800939673574,-0.033802620090973,0.186862949738332,0.0599760439543361,-1.90624547107733,-0.666277411322446,-0.580305022851577,0.00176924465737402,-0.21841505361518,-3.9837272146648,0.468029733005443,0.300801808488051,0.179779268095836,0.881960398769761,-0.173619903842928,-0.124631102034983,-0.481975061239949,0.212900047853772,-287.622175409619
-0.505113894279558,-1.50867799137475,-2.12885525961007,0.0704414797036842,-0.304889428068947,0.0280021498721154,0.234346730551716,0.368819334555702,0.568533691673131,0.870170695068971,-0.443334757049347,-3.10429797059338,-0.67180451879109,-0.414779599203009,-0.0378272936872921,0.188797451721979,0.0601805338951278,-1.90637113255803,-0.667366880273557,-0.578544616647333,0.0021509276496241,-0.216676156867131,-4.56444041314994,0.469094192965488,0.304985517883164,0.180434340341011,0.88784240610202,-0.168215858816657,-0.122028028209224,-0.479131947920109,0.212976362966326,-287.619358522026
-0.498787362055015,-1.50143815046091,-2.1216617195695,0.0704086926302366,-0.304929289860073,0.0280296523145147,0.23480876079843,0.368600464117072,0.568295930521553,0.869898457834925,-0.442821658179588,-3.11358976425497,-0.671673276579089,-0.414766748811698,-0.0383392323182155,0.189778203730954,0.06046564927023,-1.89828629432309,-0.663197834359481,-0.574557799778802,0.002692757804384,-0.216376358760935,-4.94024580392185,0.469164003162879,0.305922677388046,0.180383314170852,0.886828184170658,-0.168036272783803,-0.121724834977741,-0.479146861929082,0.21355261620282,-287.618619354138
-0.492747348634175,-1.49544347969582,-2.11557808951601,0.0704425781659881,-0.304977962114575,0.028031391159713,0.235329687413421,0.369162763949525,0.568549350342551,0.870078659396415,-0.442274369566112,-3.11017886973396,-0.671958001845015,-0.414898651372452,-0.0383495371597699,0.19060480810661,0.0606229622903123,-1.89683559205558,-0.661614987462712,-0.57312308127662,0.00353364072542811,-0.215756807809972,-5.44284514810725,0.469643545807066,0.306389276183498,0.180442781050218,0.889264475002703,-0.165216970004835,-0.118914068503439,-0.476235819502263,0.213778085018187,-287.617945651025
-0.491623783278518,-1.4938977885579,-2.11458230009353,0.0703481124589479,-0.305032654670039,0.0280196379955463,0.23492869041945,0.368974851062069,0.568459757222345,0.869941942266227,-0.441522723728808,-3.10239272352546,-0.671793361891014,-0.41490254117297,-0.0375519458612068,0.190743307380183,0.0609886098690967,-1.89632588525177,-0.660583655066404,-0.57265424355439,0.00385622046567328,-0.215700162217253,-6.09212427190387,0.470104480890374,0.305921352496162,0.180333084714667,0.889478054290523,-0.164937196070649,-0.117927656046021,-0.475109755002472,0.213778969013956,-287.617361239745
-0.494531651878904,-1.49673677596549,-2.1179329019394,0.070290458928591,-0.305056231772687,0.0279986017687299,0.234777784156236,0.368975778974173,0.568548579688539,0.870114864210047,-0.441397931187601,-3.09636961705477,-0.671854060439502,-0.414883608888919,-0.0371178524365429,0.190263999742115,0.0609253190296811,-1.89873103095509,-0.661748105834594,-0.573923974771203,0.00371995436803233,-0.215805353387133,-6.73825314257962,0.470009529427797,0.305349436658242,0.180189419562195,0.889227205458511,-0.165699867681818,-0.118431532306842,-0.475607871036595,0.213592290373689,-287.617056583566
-0.497863872977782,-1.50010942558787,-2.12137895168418,0.0702650967053015,-0.305033827981343,0.0279751853711284,0.234495656401567,0.368749074541637,0.568398170441772,0.869990250001792,-0.441552163484278,-3.09493468661511,-0.671780075292857,-0.414792380488565,-0.037054775295422,0.189733492937108,0.0608405500866889,-1.90023327322658,-0.662906364773581,-0.574937742123703,0.00334726016785828,-0.215986583917771,-7.35265999735792,0.469684351783794,0.304976413094092,0.180025992931352,0.888272664625643,-0.166929403428152,-0.119682203988295,-0.476824863923487,0.213414621370191,-287.616917944982
-0.499640522907724,-1.50195501869676,-2.12319929965411,0.070269475956694,-0.305015555694125,0.0279703244250711,0.234504195255923,0.368717763556868,0.568390011212596,0.870026857720868,-0.441789592226831,-3.09594917663609,-0.671820593763995,-0.414768855672114,-0.0371805381027314,0.189453656797851,0.060710162013967,-1.90114679892471,-0.663684224657767,-0.575566087533238,0.00312341013168001,-0.216073325588369,-7.96261683344599,0.46946479256208,0.304907850494033,0.179985231757987,0.887882497124915,-0.167527619445554,-0.120421694168297,-0.477636291993962,0.213336041323617,-287.616847514384
-0.499849325271921,-1.50222674821217,-2.12335090017518,0.0702840575476519,-0.305000984851213,0.0279690383816057,0.234498532043088,0.368684684033165,0.568341725873367,0.869965380905256,-0.441886784955323,-3.09734075746487,-0.671792808232966,-0.414745831879803,-0.0373009900289092,0.189425688370915,0.0606705772618342,-1.90096557035745,-0.66375196174988,-0.575540471974448,0.00305196089828169,-0.216101902711134,-8.60125876574071,0.469360970439502,0.304958389622112,0.179979363236658,0.887661729969025,-0.167667723692266,-0.120670015358381,-0.477866197517435,0.213338270144791,-287.616807272477
-0.499114973677966,-1.50148779251931,-2.12257411595037,0.0702924298203304,-0.305001751304861,0.0279784953932983,0.234583292817125,0.368743002062427,0.568391214472434,0.870016017637766,-0.441900300457191,-3.09826866690406,-0.671821915971543,-0.414779205580405,-0.037346033185955,0.189549396438182,0.0606801559645386,-1.90065379437173,-0.663516054927248,-0.575338013147737,0.00312102344822968,-0.216071299830383,-9.2740086699247,0.469445527976399,0.305076161275018,0.180037614379926,0.887902742415024,-0.167392650098209,-0.120408280777041,-0.477643087298249,0.213381744153577,-287.616784306506
-0.498340515592227,-1.50070609396732,-2.12177703694183,0.0702970109370451,-0.3050082216822,0.0279805964085031,0.2345944215273,0.368759906886513,0.568390227374703,0.869991713337533,-0.441821783163358,-3.09827404158091,-0.671798750873392,-0.414781451945399,-0.0373290639010395,0.189673140168956,0.060718268277522,-1.9001693642692,-0.663179787190294,-0.575035224939784,0.00320668003103319,-0.216041116990392,-9.94618592152339,0.469505870707532,0.30512579477316,0.180059012162762,0.888016759654496,-0.167150110909945,-0.120139224626967,-0.477333589140963,0.213421644590035,-287.616772808987
