"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_1","b_HTRB_2","b_HTRB_3","b_EduSuperior","b_Exper_2","b_Exper_3","b_Exper_4","b_Exper_5","b_Info_traf"
"b_USOCINTURON",0.0532458170845744,0.0570218772564427,0.0588949052180874,-0.00107532765337808,0.00122685799217355,0.00412660250646168,0.00365134007464809,0.000817010813880808,-0.00602821588750391,-0.00891150922008345,0.00797626174532452,-0.00137296986705829,-0.0044516894023326,-0.00136324491361493,0.00404150212935217,-0.0240576056398987,-0.00657603216967499,0.00176023300989426,-0.0124276491507402,-0.0122204629189671,0.110965356727873,0.00691257564599385,-0.0250986874907953,0.00346264106597333,0.0104958556044694,-0.0200762562382086,-0.00584527140764998,-0.00670401433592891,-0.00315360958219152,-0.00408923805206815,0.00419027422578435
"b_USODISPMOB",0.02314545189554,0.0208469450646671,0.0206433138271775,0.00033348559393803,0.00192443034948231,-0.00220632458740406,-0.0121382345451264,-0.00361687642288801,0.000638415309868783,-0.000263788335926937,0.00626672297669083,0.00964594272459888,-0.000349038574889066,-0.00288567460170085,0.00497026108029956,0.00491177710452999,0.00127268164833623,-0.0321611546816431,-0.0337715047306947,-0.0125696168027832,0.00691257564599385,0.0865948313077294,-0.0316542846677953,-0.00853082763342109,7.837941334185e-06,0.00414730750561361,0.00196886263711723,-0.00719735043866038,0.00814280054658361,0.00412626039962101,-0.013411881931463
"b_HTRB_1",0.0604603893592869,0.0581648262662204,0.0626405230185618,0.00208960998520973,-0.00121660266453224,-0.0134022484036621,0.0045952999068418,-0.0016842610195388,-0.00647348687328042,-0.00467893829575849,-0.00740029679165685,-0.0113378549973414,-0.0516571059895859,0.00492467588859519,-0.0177011574979146,-0.00844791042199638,0.0307372797959547,-0.390067433144842,-0.00981010877974931,0.0137726544441004,-0.0250986874907953,-0.0316542846677953,331620.840349745,0.0840176854698547,0.0580762140949207,-0.0699381739118428,0.24621945884693,0.0559499880147352,0.0773962704166554,0.0668597261181438,-0.10262994114329
"b_HTRB_2",0.0553969667952759,0.0563487269154878,0.055113815563078,0.00134657304482888,-0.00562346985221195,-0.00182021416972722,0.00804407980419619,0.0137669230068791,-0.00126156395968806,0.00636629865351501,0.00780518718956189,-0.0112537739555278,0.0108520936914138,-0.00939218999510481,-0.00246242760887172,-0.0151326955742673,0.00537388149199913,-0.0130767780435521,-0.00658427013000684,0.00357327611651126,0.00346264106597333,-0.00853082763342109,0.0840176854698547,0.318540037358092,0.0492157670155618,0.0162301665218733,0.0176200958718531,0.00916690430788681,0.0247877054043335,0.0169179786795386,-0.0194348899519807
"b_HTRB_3",0.0594475348173166,0.0600233464276541,0.0574706108229107,0.000517829758555771,-0.00302380897270619,0.00168705896815831,0.00640304211813946,0.000742046296103624,0.0037779331359106,0.00839489755170165,0.000250462739389633,-0.0167319885971048,0.0021393678294764,-0.00161873307611878,-0.00192448239334563,-0.00437126985360786,0.00448100709434257,-0.0065378335481026,-0.000537924640792325,0.00498372109207697,0.0104958556044694,7.837941334185e-06,0.0580762140949207,0.0492157670155618,0.0784415176180084,0.00434874047208392,0.00422648361933906,0.00151889317925159,0.0118460063517004,0.002843278906628,-0.00798923619292871
"b_EduSuperior",0.0375746332013825,0.0368089265936357,0.03520445108513,-0.000243273291171552,-0.00195051984671297,0.00121739024920908,0.00501686154324503,0.00962889534781361,0.0139278143762074,0.0176125641897677,-0.00221165916617858,-0.0103723106429697,0.00496016046494682,-0.00498168645265795,0.00354931800556059,0.00333821722374299,0.0064610041273352,-0.00991457013840103,-0.00156475927112591,-0.00510775729158378,-0.0200762562382086,0.00414730750561361,-0.0699381739118428,0.0162301665218733,0.00434874047208392,0.132934064029099,0.0238144205798218,0.0355485188720055,0.0268264356370084,0.0307298218724804,-0.00791359225861808
"b_Exper_2",0.117973605885836,0.115441353790355,0.115697294553323,0.00041995327356398,-0.00228641420632286,-0.000149851671195403,0.00635175765974118,0.0118250466841993,0.0125463236257761,0.0136061392727859,-0.00570361195808362,-0.00136647622807307,-0.00688451936772888,-0.000366396958613098,0.00722569592048486,0.00359098188840031,-0.00106344286438016,-0.13196051743163,-0.0158096123726737,0.0103886408593219,-0.00584527140764998,0.00196886263711723,0.24621945884693,0.0176200958718531,0.00422648361933906,0.0238144205798218,0.307541578905758,0.113432516358463,0.114978120011116,0.110552514871337,-0.0196378934959251
"b_Exper_3",0.126218470065355,0.12592248466498,0.120933299101517,-0.000116143051034473,0.000181719872429434,0.00506251358421402,0.00624293087305903,0.00695686405107133,0.0129027900898508,0.0192314498331962,-0.00611546883134511,0.00746229580051666,0.0118272002803612,-0.00467111564008732,0.00353593665325694,-0.00362701341041866,-0.017816848153585,0.0404025420701812,0.0120479330598089,0.00707903462167535,-0.00670401433592891,-0.00719735043866038,0.0559499880147352,0.00916690430788681,0.00151889317925159,0.0355485188720055,0.113432516358463,0.31111719502359,0.127861555687817,0.128725880382313,0.000737834534536193
"b_Exper_4",0.15796741309316,0.155702199989094,0.152804018764383,0.000548128431810396,-0.00120659881550905,0.00165907328755991,-0.00432992247347928,0.0102294555418813,0.0094097153564595,0.0108159878617614,-0.00844335170504019,0.0149008124204055,0.0129837780441112,0.0025825221685987,0.00557645068150775,0.0102952327467846,-0.00497846022227262,0.0384827410361707,0.0104280398583048,0.012642574538939,-0.00315360958219152,0.00814280054658361,0.0773962704166554,0.0247877054043335,0.0118460063517004,0.0268264356370084,0.114978120011116,0.127861555687817,0.231972541134646,0.129766608353185,-0.0103074027289592
"b_Exper_5",0.160566995238122,0.158989740716534,0.156041913333502,-0.000234105527371066,-0.000225066785754323,0.00176631664532368,-0.00696074046191735,0.00418858754666664,0.00895430352591816,0.0139494541973752,0.0061435860826656,0.00260205116126471,0.00965679577576676,0.00098112277554861,0.00704963330669343,0.00804280296116057,-0.00184328393674935,0.0550452567632899,0.0326247897882585,0.0190617236565311,-0.00408923805206815,0.00412626039962101,0.0668597261181438,0.0169179786795386,0.002843278906628,0.0307298218724804,0.110552514871337,0.128725880382313,0.129766608353185,0.168852537346314,-0.00731984673685069
"b_Info_traf",0.0212765899875464,0.0234332830566721,0.0243391738565376,-0.000117438267021751,-0.00132305804352542,0.00147532130975235,0.00671769214056121,0.000552342072180917,-0.00349128153970525,-0.00206617452254096,0.00363811458184792,0.00324234281043275,-0.00261791838212794,-0.00660901888160388,0.00164545636823918,0.00194485329803913,0.00310255292966275,0.022073686234623,0.0200672717258459,0.0100611861975315,0.00419027422578435,-0.013411881931463,-0.10262994114329,-0.0194348899519807,-0.00798923619292871,-0.00791359225861808,-0.0196378934959251,0.000737834534536193,-0.0103074027289592,-0.00731984673685069,0.117059871206926
