"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_1","b_HTRB_2","b_HTRB_3","b_EduSuperior","b_Exper_2","b_Exper_3","b_Exper_4","b_Exper_5","b_Info_traf"
"asc_ruta1",0.547255607384168,0.534135086407502,0.496377225193767,0.00535727925428258,-0.0212845901941762,0.0100712781314389,0.0207387512772069,0.00896946134181549,0.0232262698589367,0.0213866092463298,0.0522057799239396,0.0551054933825525,-0.0240946207111858,-0.0211311734201119,0.00227820619808095,0.114469865808362,0.0353009145458091,0.191276512559644,0.194490085602313,0.172679760120659,0.0572725664476423,0.0174045415983009,0.0436092700447445,0.0580453464106809,0.0735962587779839,0.0398957148886469,0.104481854015745,0.12076733910553,0.149333148616697,0.163567435427721,0.0386149817908195
"asc_ruta2",0.534135086407494,0.570893911579501,0.506224415264164,0.00392122803704774,-0.0227279533638106,0.0117624840575125,0.0163006363249979,0.00369738899945972,0.0128181035731216,0.00803855691607697,0.0600181602917049,0.025247319500254,-0.0154037250565919,-0.0222775932423625,0.00140465498084547,0.118760226981956,0.0337436253323358,0.202486974684257,0.188299341778219,0.167154613150268,0.0654251655404546,0.0179632948141334,0.0424233550998121,0.0639930397690454,0.0711039048218007,0.0326132813919919,0.0910447828713653,0.119832478225507,0.151431413001266,0.165985753114278,0.0331514978578779
"asc_ruta3",0.496377225193763,0.506224415264168,0.541662927175476,0.000268529237134761,-0.0177786875558461,0.0113771146122337,0.0121424899885126,0.0105003170963944,0.0140825654761829,0.010704058821844,0.0457879497427979,-0.0202678013155078,-0.00928565239999975,-0.0195144761695319,0.00113430979983217,0.11102492262934,0.0344506461072806,0.17380178743418,0.174285407829032,0.1556960858065,0.0597873044056334,0.0176727455224089,0.0529527450398055,0.0637131801477193,0.0654387405115612,0.0407541797983402,0.102967972677298,0.127596278156822,0.144782627254311,0.157857332509499,0.0353418336309264
"b_time",0.00535727925428259,0.00392122803704776,0.000268529237134773,0.00123718715438153,-0.00173226489092017,-0.00146085133639467,0.00331669773221093,0.00141143820751023,0.000751396765797991,-0.000889424749555149,0.00151070738363474,0.00924843800918117,-0.00201191202134467,-0.000272002393384054,-0.000996604295437507,0.000787483459878899,0.000507845565586981,0.000715361699333018,0.00220076906727127,0.000861571301750281,-0.00163135390159773,0.00101315078922216,0.00289290661626449,0.00179190962297275,0.00122474085101942,-0.000704600464246661,0.000351864726546928,-0.00119119225019494,-0.000651014299093777,0.000110071117602968,0.000415396257851478
"b_dist",-0.0212845901941761,-0.0227279533638108,-0.0177786875558462,-0.00173226489092017,0.0134078859437779,0.000646598374291667,-0.00973787698807485,-0.00637108417000644,-0.00342958587522948,-0.00426596259466708,-0.00304068533397217,0.0439975358538801,0.000481924505105608,0.00334864711593394,-0.000532285916470075,-0.00632320856944512,-0.00224548446928195,0.000194203931678894,0.00083154927017844,0.000687848111974623,0.000392294200010727,0.00145456138573829,0.00363618153043949,-0.00804596397366588,-0.00539240348490696,0.000973575055546542,-0.00418325852631203,0.00053776749675608,-0.000254424961858758,-0.000563184906233952,-0.00364786641556207
"b_cong",0.0100712781314388,0.0117624840575126,0.0113771146122337,-0.00146085133639467,0.000646598374291668,0.00913155503563546,-0.00169115609599568,-0.000750997532537195,0.000384761038566304,-5.67524694457895e-05,0.00134326903677809,0.00668660666991393,-0.00105583735046702,-0.00198558805148288,0.00454745589846614,-0.00290006565425615,-0.00369962335621558,0.00890181060243011,0.00501056319849098,0.00610363108234952,0.00827934219145687,-0.00307771216872818,-0.0121402678287014,-0.00177537511564543,0.00239229190453339,0.0020463897870275,0.00190735459725647,0.00700666684086037,0.00400483337913406,0.00144514237352634,0.00324249722628041
"b_Sem_1",0.0207387512772067,0.0163006363249978,0.0121424899885124,0.00331669773221093,-0.00973787698807485,-0.00169115609599569,0.184504155925152,0.0924867440731154,0.068170648436597,0.0557275545617161,-4.51131705170707e-05,0.0505963719367762,-0.00163284758643753,0.00757696267905707,-0.0020902211689565,0.00490239171714273,0.00665147045646286,-0.00578876904021952,0.00770520056858524,-0.00252913639427367,0.00826555147093134,-0.00421861486908022,0.00914896556975065,-0.000315339979765643,0.014341010904715,0.00107918125707845,0.0112387943241875,0.000872388576328879,-0.0041401575662922,-0.0136146951930371,-0.00330630303466001
"b_Sem_2",0.00896946134181534,0.00369738899945976,0.0105003170963943,0.00141143820751023,-0.00637108417000644,-0.000750997532537194,0.0924867440731154,0.100594466236239,0.0673182435913226,0.0567668255917522,-0.00786259837349765,0.00210554994684242,-0.00190687431197085,0.00907379790869005,-0.000518736148638116,0.00857162478377066,0.00125484200109838,-0.00696983686247698,-0.010537783823065,-0.0114044195602437,0.00611109359345673,-0.00297281136313996,0.00076221731580695,0.0055568876552803,-0.000680944033341874,0.00361102373122927,0.00719800815744789,0.00356323154338094,0.0111217938582782,-0.00865737488171615,-0.00600073151979518
"b_Sem_3",0.0232262698589367,0.0128181035731217,0.0140825654761828,0.000751396765797991,-0.00342958587522948,0.000384761038566307,0.068170648436597,0.0673182435913226,0.0867056565674904,0.0626415771236332,-0.0113152493035271,0.00618636113115086,-0.00274872847120318,0.0055318467642197,0.00014016320823945,0.0213492191288441,0.000647239636356326,-0.00312046990499634,-0.0119105527847875,-0.0188199118503098,-0.00233204044009472,0.00253935577308698,-0.00788784245012921,-0.00437152335070384,0.00499135552304417,0.0149189834692439,0.0101901818283218,0.0166579387435227,0.0221500960803415,0.00426577283983874,-0.0104857219190095
"b_Sem_4",0.0213866092463299,0.0080385569160772,0.0107040588218441,-0.00088942474955515,-0.00426596259466708,-5.67524694457837e-05,0.0557275545617161,0.0567668255917521,0.0626415771236332,0.0988520458860904,-0.00145492871197119,-0.0750368809840407,0.0030733311262612,0.00222315862859233,-0.00753530430368526,0.0131831334983728,-0.0037694078718618,-0.00739056790937338,-0.0102538260382358,-0.0134408188728573,-0.00311451025451348,-0.000632994151974551,-0.00816431272895002,0.00226874030897828,0.00844358529495316,0.0124864139794337,0.0159775625871572,0.0254323596770199,0.0182747846942872,0.0131935266142426,-4.79863380018017e-05
