"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB"
"asc_ruta1",0.259429625001893,0.244149445066458,0.240327027769529,0.00225767221311248,-0.00704826361748817,0.00105390954527867,0.0127509014532765,0.0121350809912832,0.0104800945800492,0.00527856891748229,0.016200117531625,0.000241437612682804,-0.0128226148617525,-0.00802301314228067,-0.00279732594910981,0.0906937307473985,0.0232508136168289,0.111090575293953,0.12331165800395,0.109452927626032,0.0492930141321783,0.0204273064673329
"asc_ruta2",0.244149445066458,0.277041913176742,0.244335945471748,0.00138371908644857,-0.00908047629333207,0.00241612115793809,0.0183619532799295,0.00969388710502493,0.00250833238906007,-0.00687996923253075,0.020491082032506,-0.00637835945933849,-0.00778825699703219,-0.00819025512681175,-0.00094604963189272,0.0875761594905184,0.0251334949363618,0.109064588867945,0.121960427693062,0.110128198331615,0.052620479818777,0.0185883535444143
"asc_ruta3",0.240327027769529,0.244335945471748,0.302318532875692,0.000426087797877616,-0.00834191020119542,0.00251326941253626,0.0165622104843768,0.012952090970065,0.00143507667630933,-0.0140645816840968,0.0212072472928457,-0.0256260075676096,-0.0070777869594763,-0.00859703233384059,-0.00179564556150086,0.0863463283955754,0.0253695421584887,0.105408941623444,0.119120580699065,0.108834078125754,0.0548012804548343,0.0185611869664499
"b_time",0.00225767221311248,0.00138371908644857,0.000426087797877616,0.000710543240331843,-0.00103034334108043,-0.000912971135659717,0.00141362924671267,0.000153737125951382,0.000102530578750912,-5.23658290686183e-05,-0.000904207527738666,0.00319686710148073,-0.000646509438551402,0.000330105505843048,-0.000561454698235021,0.00100731396705912,-0.000674036419754105,0.000289632734846807,0.00108993867009981,4.37791255248109e-05,-0.00109749646387461,0.000343087841106033
"b_dist",-0.00704826361748817,-0.00908047629333207,-0.00834191020119542,-0.00103034334108043,0.0131100668588998,0.0009219386145099,-0.00190085629091814,0.000317482583850828,-0.000114578217051238,-0.000867018525719128,0.00141073915110141,0.02943965610972,-0.00157657135031542,-0.000260397197789672,0.000195439968500931,-0.00402505488356195,-0.0010278376021363,0.00138285523706836,0.00180430656327513,0.00177810355128684,0.00137481883902339,0.0018846461192768
"b_cong",0.00105390954527867,0.00241612115793809,0.00251326941253626,-0.000912971135659717,0.0009219386145099,0.00710988660493945,-0.000292800057786144,0.000124150574527884,0.00119364072730299,2.86528966075579e-05,0.00175420882053305,-0.000191183438131606,-6.10470315248284e-05,-0.00114247595430367,0.0017845796566055,-0.00356503728291785,-0.00139151867658666,0.00829340479938604,0.00334520419422555,0.00362249388735718,0.00396147116400438,-0.00222283644347545
"b_Sem_1",0.0127509014532765,0.0183619532799295,0.0165622104843768,0.00141362924671267,-0.00190085629091814,-0.000292800057786144,0.260299715333655,0.120841719918347,0.0914660613213665,0.0857379812889002,-0.00834729180434797,0.0377250092148843,0.00272941467976373,0.0113332183995029,-0.00364736724822596,0.00738756343473546,0.00160433367455666,0.00882197392451145,0.018095434822406,0.00532733020910542,0.00285677440536407,-0.0109890790450384
"b_Sem_2",0.0121350809912832,0.00969388710502493,0.012952090970065,0.000153737125951382,0.000317482583850828,0.000124150574527884,0.120841719918347,0.130044349049546,0.0914739554047517,0.0877557472751888,-0.00179406411207265,0.0112663309991862,-0.0011736158440219,0.00703494325638484,-0.00235965073430574,0.0104846352252228,0.00304763472663264,0.00783872784111012,-0.000110572867849121,-0.00177248114318514,0.00235837476799113,-0.00426005071468973
"b_Sem_3",0.0104800945800492,0.00250833238906007,0.00143507667630933,0.000102530578750912,-0.000114578217051238,0.00119364072730299,0.0914660613213665,0.0914739554047517,0.127910223993307,0.104703964323376,-0.00506420308696346,-0.00919690447173975,-0.00649336931883099,0.00280683854067066,-0.00244033925431404,0.0140372128737855,0.00349598149477371,0.00832422291601204,-0.00108675875125768,-0.00551935182989662,-0.00447070325050686,-0.0019841445276941
"b_Sem_4",0.00527856891748229,-0.00687996923253075,-0.0140645816840968,-5.23658290686183e-05,-0.000867018525719128,2.86528966075579e-05,0.0857379812889002,0.0877557472751888,0.104703964323376,0.159913892742546,-0.00752185051341018,-0.0232868340692458,-0.00471109720438692,0.00286925190982755,-0.0083322234203148,0.0122812040887208,0.00403894276063625,0.00614174174489565,-0.00234231592565776,-0.00657908210777204,-0.00841441535603498,-0.00180739914094941
"b_ACC_1",0.016200117531625,0.020491082032506,0.0212072472928457,-0.000904207527738666,0.00141073915110141,0.00175420882053305,-0.00834729180434797,-0.00179406411207265,-0.00506420308696346,-0.00752185051341018,0.0949984212870862,0.0331765597392934,-0.00532760540204532,-0.00501636288615344,-0.00111532006156641,0.00293959772971461,0.00191769813066341,0.00551943496690195,0.00726404454911092,0.00431163694625112,0.00853324804458142,0.00662097946164674
"b_ACC_2",0.000241437612682804,-0.00637835945933849,-0.0256260075676096,0.00319686710148073,0.02943965610972,-0.000191183438131606,0.0377250092148843,0.0112663309991862,-0.00919690447173975,-0.0232868340692458,0.0331765597392934,1.37339753998181,-0.0134037261583444,0.00445973089206803,-0.0181609188876047,-0.0100209321475767,-0.0213130098365323,0.0167887663573565,0.0336849222693581,0.00836761380155494,0.00139179950844078,0.00832264593691003
"b_SI_CAMFD",-0.0128226148617525,-0.00778825699703219,-0.0070777869594763,-0.000646509438551402,-0.00157657135031542,-6.10470315248284e-05,0.00272941467976373,-0.0011736158440219,-0.00649336931883099,-0.00471109720438692,-0.00532760540204532,-0.0134037261583444,0.0799671602495447,-0.00343139731221824,0.00703677927667806,-0.00289482174750059,-0.00134473732317112,0.00461376401292452,-0.00362088391340671,0.00246549441760642,-0.00467235317431386,-0.000726873715933645
"b_SI_PANEL",-0.00802301314228067,-0.00819025512681175,-0.00859703233384059,0.000330105505843048,-0.000260397197789672,-0.00114247595430367,0.0113332183995029,0.00703494325638484,0.00280683854067066,0.00286925190982755,-0.00501636288615344,0.00445973089206803,-0.00343139731221824,0.0453627302954928,0.000255500169700249,-0.000495880517189311,0.000312436263657691,-0.000146746013047699,-0.00199300344068588,-0.00213578313848324,-0.0014464987865408,-0.00379752117564341
"b_SI_ZER",-0.00279732594910981,-0.00094604963189272,-0.00179564556150086,-0.000561454698235021,0.000195439968500931,0.0017845796566055,-0.00364736724822596,-0.00235965073430574,-0.00244033925431404,-0.0083322234203148,-0.00111532006156641,-0.0181609188876047,0.00703677927667806,0.000255500169700249,0.0661719030219614,-0.000286855985627787,-0.00530865212587904,0.00166326548881101,-0.00596093284488114,-0.000819591282395467,0.00409393242901974,0.00375361179655072
"b_CSECO",0.0906937307473985,0.0875761594905184,0.0863463283955754,0.00100731396705912,-0.00402505488356195,-0.00356503728291785,0.00738756343473546,0.0104846352252228,0.0140372128737855,0.0122812040887208,0.00293959772971461,-0.0100209321475767,-0.00289482174750059,-0.000495880517189311,-0.000286855985627787,0.123610959450975,0.00182489568042554,-0.0138792274855542,0.00970181237504501,-0.0034035965716109,-0.0231469620858863,0.0024146996232779
"b_Hvalle",0.0232508136168289,0.0251334949363618,0.0253695421584887,-0.000674036419754105,-0.0010278376021363,-0.00139151867658666,0.00160433367455666,0.00304763472663264,0.00349598149477371,0.00403894276063625,0.00191769813066341,-0.0213130098365323,-0.00134473732317112,0.000312436263657691,-0.00530865212587904,0.00182489568042554,0.0724845216167063,-0.00118503101564226,0.00299944303190269,0.00204564583080679,-0.00582018700775715,0.00135672485080123
"b_Joven30",0.111090575293953,0.109064588867945,0.105408941623444,0.000289632734846807,0.00138285523706836,0.00829340479938604,0.00882197392451145,0.00783872784111012,0.00832422291601204,0.00614174174489565,0.00551943496690195,0.0167887663573565,0.00461376401292452,-0.000146746013047699,0.00166326548881101,-0.0138792274855542,-0.00118503101564226,0.381681621917381,0.13629407119345,0.127332266169694,0.00212771153490103,-0.0312568301841763
