"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB"
"b_ACC_1",0.0336193037300537,0.0405346022116943,0.0289152809273139,0.000939802091633421,-0.00297483520880411,0.00190198049064355,-0.000686393154361417,-0.00316665293553581,-0.00472221481306053,0.00100954222079393,0.099156377240687,0.0209122968949269,-0.0163637529792999,-0.00942929487135506,-0.00930007220812902,0.00367173394445524,0.00423223297583674,0.0105278824562182,0.0159906683734756,0.013560060027278,0.0125120783016968,0.00369848588805061
"b_ACC_2",0.0375561853422834,0.0118151499532203,-0.0270821810819577,0.00855589315678323,0.0320184820247618,0.00787716729232093,0.053956096204106,0.00631074199951527,0.00535635747008005,-0.0663919957861827,0.0209122968949269,0.860525510353118,-0.0272717128959856,-0.0101592529524334,-0.0161092468085282,-0.0188267541660058,-0.00285917108286893,0.0374907653341694,0.0666374610808074,0.0508734525410077,0.00717471234922372,0.0003081050335617
"b_SI_CAMFD",-0.0313777095932808,-0.0247228807136857,-0.0170848728547059,-0.00197840834717254,0.00116543204001818,-0.00135471841311798,-0.00459704455502253,-0.00494414988661052,-0.00416841809024373,0.00143261511434961,-0.0163637529792999,-0.0272717128959856,0.0687573362125835,0.00111375515564442,0.00525497430771543,-0.00789761603906368,-0.00273160643954891,0.00656617800135188,-0.00468084565393639,-0.0024038531985308,-0.0116406302225997,0.00136994743051182
"b_SI_PANEL",-0.00625044441772173,-0.00891581456048906,-0.00416619891366429,-4.67540842662165e-05,0.00218770412781762,-0.00149562851315232,0.00832974728580607,0.00918148907099192,0.0056956975407222,0.00319117122683711,-0.00942929487135506,-0.0101592529524334,0.00111375515564442,0.0329358919190251,-0.00457610358254963,0.000941099641119875,0.000604688612991855,0.0064063777427976,-0.000414706381592591,-0.0010749410336165,-0.00184712404265756,-0.00145607450160059
"b_SI_ZER",0.00422039892347872,0.00359002862942366,0.00491599597706969,-0.00109363841247979,0.00111596851004493,0.00384021497630997,-0.00253641501104854,-0.000583643954585098,-0.000902855687595996,-0.00878918457594235,-0.00930007220812902,-0.0161092468085282,0.00525497430771543,-0.00457610358254963,0.0657142203454951,0.0020168203171688,-0.00304797370136618,0.016273010072882,-0.0037303137053673,0.00776263126523285,0.00529920883267771,-0.00154999107142906
"b_CSECO",0.0941175209785029,0.0981288347754291,0.0928439571226384,0.000945871994058036,-0.00593054606179519,-0.00418376770560761,0.0101149999257156,0.0114238608264239,0.0191248508045115,0.0123948173809692,0.0036717339444552,-0.0188267541660058,-0.00789761603906368,0.000941099641119864,0.00201682031716879,0.127706316308408,0.00628065373567446,-0.00270169433695162,0.0150482801288958,-0.00310147771785864,-0.0242735501830377,-0.00216705084417047
"b_Hvalle",0.0266562353736352,0.0254248276601355,0.0272102047941584,0.000169629547343245,-0.00175973487787034,-0.00265010385173677,0.0039339013526834,0.00284592661786081,0.00370385280284598,-0.00261572014257938,0.00423223297583675,-0.00285917108286897,-0.00273160643954891,0.000604688612991852,-0.00304797370136618,0.00628065373567458,0.0730219426317301,-0.0119388389351873,0.000718897102137211,-0.00250112231061974,-0.00468885251197367,0.00106014420050481
"b_Joven30",0.133202590395106,0.130992593027352,0.119059370625429,0.00132098599476607,-0.00486354334830157,0.00860541058283164,0.0121947919401251,0.0010647337918267,-0.00195402655068521,-0.0089454171461611,0.0105278824562182,0.0374907653341694,0.00656617800135191,0.00640637774279763,0.016273010072882,-0.00270169433695186,-0.0119388389351874,0.356974938665503,0.144009527521597,0.139888495911086,-0.000383012613077582,-0.0194262434059649
"b_Adulto40",0.150743488974083,0.142838068760827,0.134165669184668,0.00191124336256418,-0.000341407160243023,0.00568307534133225,0.0145272158413979,-0.0025575390810779,-0.00681678950830539,-0.0100123115773029,0.0159906683734756,0.0666374610808075,-0.00468084565393642,-0.0004147063815926,-0.0037303137053673,0.0150482801288958,0.000718897102137169,0.144009527521597,0.205938085680532,0.140023232469298,-0.00516258158405625,-0.0205246606310628
"b_Adulto60",0.132442207364432,0.125678592913731,0.118791622941049,0.000650998199918869,0.00135377455280697,0.00620189053699261,-0.000881003120786671,-0.00792606525296097,-0.0146569636406984,-0.0123972864615843,0.013560060027278,0.0508734525410077,-0.00240385319853082,-0.00107494103361651,0.00776263126523285,-0.00310147771785843,-0.00250112231061967,0.139888495911086,0.140023232469298,0.169456817625017,-0.00535574212203546,-0.00398587345173121
"b_USOCINTURON",0.0586147411159874,0.0638982661702637,0.0601204694529304,-0.00137589637044938,0.000641076075661123,0.00765138478309336,0.00779272158551891,0.00862581323915603,0.00261119235457805,-0.00182044190309383,0.0125120783016968,0.00717471234922366,-0.0116406302225997,-0.00184712404265756,0.00529920883267772,-0.0242735501830376,-0.00468885251197363,-0.000383012613077499,-0.00516258158405649,-0.00535574212203556,0.109144210727203,1.12863619771858e-05
"b_USODISPMOB",0.0162370847404703,0.0161096061183106,0.0177736069091474,0.00110403245756075,0.0012390876997514,-0.00323073879452106,-0.00484482930840788,-0.00394676729011288,-0.00115818839774775,-0.000692478073072425,0.0036984858880506,0.00030810503356171,0.00136994743051182,-0.00145607450160059,-0.00154999107142906,-0.00216705084417045,0.00106014420050479,-0.0194262434059648,-0.0205246606310629,-0.00398587345173136,1.12863619772087e-05,0.076075249523893
