"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB"
"b_ACC_1",0.193657561092313,0.225989529630268,0.161775946034818,0.0847053366069241,-0.0881128776289323,0.0654029056432823,-0.00514629242298288,-0.0320849864057162,-0.051992037006359,0.0104055324400004,1,0.0715911824693352,-0.198181480255944,-0.165000088509715,-0.115211628450175,0.0326290695798209,0.0497373394114684,0.0559579554310116,0.111902027507895,0.104609653465997,0.120273174997918,0.0425835582222303
"b_ACC_2",0.0734354343148949,0.0223604269380494,-0.0514338010326442,0.26176897275955,0.32192570919925,0.0919474109476815,0.137322116268163,0.0217050238989634,0.0200188487207227,-0.232291862253573,0.0715911824693352,1,-0.112116884200341,-0.0603455409355039,-0.0677428838356537,-0.0567920294091459,-0.0114059529768975,0.0676431101254218,0.158295376960212,0.133223185632013,0.0234111240824726,0.00120419058124889
"b_SI_CAMFD",-0.217053996446977,-0.16552449832975,-0.114788686744,-0.214136699765267,0.0414537887107159,-0.0559423650567024,-0.0413905343968125,-0.0601580602898396,-0.0551141571129548,0.0177325075606249,-0.198181480255944,-0.112116884200341,1,0.0234042911189133,0.0781774311474335,-0.0842811213629874,-0.0385506686483365,0.0419116024957173,-0.0393365677693587,-0.0222699323388044,-0.134374425290117,0.0189418628569629
"b_SI_PANEL",-0.0624715457561973,-0.0862480015784727,-0.0404438177403094,-0.00731171966092833,0.112432189780294,-0.0892360488172024,0.108362484383453,0.161413600473557,0.10880870057266,0.0570710075159738,-0.165000088509715,-0.060345540935504,0.0234042911189133,1,-0.09836292892912,0.0145109118692382,0.012330207486538,0.0590825137060114,-0.00503544281563887,-0.0143886617736015,-0.0308078218678017,-0.0290888926895342
"b_SI_ZER",0.0298627564690318,0.0245861745452307,0.0337853713367586,-0.121081771653149,0.0406030873697454,0.162209829523514,-0.0233599805629137,-0.00726407014666862,-0.0122106864053429,-0.111280495689416,-0.115211628450175,-0.0677428838356537,0.0781774311474335,-0.09836292892912,1,0.0220156412134986,-0.0440002196423324,0.10624765405326,-0.0320661884356144,0.0735613607365609,0.0625721391608796,-0.0219218814026824
"b_CSECO",0.477716629408107,0.48207341421473,0.45771412095508,0.0751209149367709,-0.15478372420486,-0.126768889261758,0.0668253954019637,0.10199254585326,0.185542449740031,0.112572961137517,0.0326290695798206,-0.0567920294091458,-0.0842811213629875,0.0145109118692381,0.0220156412134986,1,0.0650387177426833,-0.0126535142849727,0.0927923861114964,-0.0210830264390096,-0.20560172707953,-0.0219857466613821
"b_Hvalle",0.178927952457413,0.165178704230176,0.177399330657094,0.0178159712351998,-0.0607375609684271,-0.106190951642466,0.0343699275097774,0.0336015045678274,0.0475202204778577,-0.0314170014386876,0.0497373394114686,-0.0114059529768976,-0.0385506686483365,0.012330207486538,-0.0440002196423324,0.0650387177426846,1,-0.0739463152900321,0.00586234949349906,-0.0224842660703621,-0.0525217911795331,0.0142238301583481
"b_Joven30",0.404389504747181,0.384902386382206,0.351068267674836,0.06275004480952,-0.0759225392335242,0.155956702199168,0.0481878304241733,0.00568569935469444,-0.011338693504498,-0.0485939139362723,0.0559579554310114,0.0676431101254219,0.0419116024957175,0.0590825137060117,0.10624765405326,-0.0126535142849738,-0.0739463152900326,1,0.531133905552104,0.568765982619128,-0.00194041158970396,-0.117882210069893
"b_Adulto40",0.602526698975509,0.552584071929899,0.520858700528486,0.119531493366371,-0.00701683213520884,0.135602091673368,0.075578087104443,-0.0179810753449752,-0.0520790397047064,-0.0716087622210762,0.111902027507895,0.158295376960212,-0.039336567769359,-0.00503544281563898,-0.0320661884356144,0.0927923861114965,0.00586234949349871,0.531133905552105,1,0.749552816587854,-0.0344348535148447,-0.163978140213345
"b_Adulto60",0.583583435231717,0.535987319292393,0.508397200354479,0.0448833180889008,0.0306728139720227,0.163134525598146,-0.00505277274681922,-0.0614313187024753,-0.123442840577313,-0.0977456096808292,0.104609653465997,0.133223185632013,-0.0222699323388046,-0.0143886617736016,0.0735613607365608,-0.0210830264390082,-0.0224842660703616,0.568765982619129,0.749552816587854,1,-0.0393812758701558,-0.0351052677887865
"b_USOCINTURON",0.321819657063445,0.339556032219214,0.320603949775854,-0.118200704108157,0.0180986430541189,0.250778904744627,0.0556891578099504,0.0833031485194007,0.0274024839839362,-0.0178844923690328,0.120273174997918,0.0234111240824724,-0.134374425290117,-0.0308078218678018,0.0625721391608796,-0.205601727079529,-0.0525217911795327,-0.00194041158970354,-0.0344348535148463,-0.0393812758701565,1,0.000123860243602289
"b_USODISPMOB",0.106780618812818,0.102538263329932,0.113527411494346,0.113604318198936,0.0419003017406298,-0.126832766265426,-0.041470438746014,-0.0456542849596169,-0.0145582420794076,-0.00814862777572087,0.0425835582222303,0.00120419058124892,0.0189418628569629,-0.0290888926895343,-0.0219218814026824,-0.0219857466613819,0.0142238301583478,-0.117882210069893,-0.163978140213345,-0.0351052677887878,0.00012386024360254,1
