"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_1","b_HTRB_2","b_HTRB_3"
"asc_ruta1",1,0.922586571165296,0.874763279224375,0.174023790435642,-0.146325198666894,0.0505379977407477,0.059180996121939,0.0616461445214058,0.0619633861483216,0.0484129213773811,0.103420369925923,-0.0202466553343829,-0.073940190448169,-0.0855723089121774,-0.0317695307792573,0.449969947815451,0.183671279258485,0.3167897010857,0.511643917131473,0.529778948462431,0.319319533273645,0.121514137448305,4.90235810096234e-05,0.128924651183238,0.369924758313958
"asc_ruta2",0.922586571165296,1,0.862419664862347,0.112601445777417,-0.17458000541216,0.0777719849081873,0.0767905008320916,0.0470394221997887,0.0204435370924043,-0.00648715012968482,0.12673959105271,-0.0307301948938384,-0.0402387113888352,-0.0837819921906734,-0.0178760481238965,0.420138125796133,0.190861731687141,0.300722868003498,0.491057044537989,0.517110552977392,0.328791283572799,0.106472859876037,4.88168870964165e-05,0.131700677019628,0.364051758236159
"asc_ruta3",0.874763279224375,0.862419664862347,1,0.0463473527568121,-0.154976928402523,0.0757548738814639,0.0684846737151062,0.0622031084396271,0.0145770537182741,-0.0381258898414545,0.125003420960158,-0.0555605530278544,-0.0340887934329221,-0.084013236221242,-0.0245616846552532,0.401166957490124,0.184969057630013,0.280972847835828,0.464503021366426,0.493808816202361,0.327842377344401,0.102742324228833,5.4731376193103e-05,0.124270252624931,0.336046567299562
"b_time",0.174023790435642,0.112601445777417,0.0463473527568121,1,-0.342537823138661,-0.403237820373807,0.10435730495446,0.0183111914458038,0.00897210156220433,-0.00514814385006832,-0.104988756842808,0.0999596099604582,-0.0830172004054536,0.0483686827009884,-0.0859160401860629,0.095720591773548,-0.085905840235442,0.00973547944746319,0.08912284185051,0.00635950870328055,-0.121762669637499,0.0362527090369418,9.68289681100739e-05,0.0798079005267917,0.0622776840684977
"b_dist",-0.146325198666894,-0.17458000541216,-0.154976928402523,-0.342537823138661,1,0.0891452752147849,-0.0341596202179224,0.00429989102715875,-0.0024172849093746,-0.0260392093424606,0.0340515895579816,0.223765768475845,-0.0481865999220276,-0.000910466340907039,0.0122121215075187,-0.0881010425928884,-0.0391278313766417,0.0226297219249996,0.034404165508873,0.033777428576208,0.0246781238531512,0.0656932878233819,-2.78487791693095e-05,-0.0954533983489077,-0.0943240919986322
"b_cong",0.0505379977407477,0.0777719849081873,0.0757548738814639,-0.403237820373807,0.0891452752147849,1,-0.00492706878504941,-6.27039835477776e-05,0.0443648269212442,0.00459847487384756,0.0687051789339206,-0.00968021713320802,0.00179137678004038,-0.0585108645010715,0.0829257211848886,-0.117245041730822,-0.0590445881065115,0.164640255743509,0.0860678044823829,0.111994813917062,0.157373315739418,-0.0877988611662063,-0.000210755191543798,-0.0248689578611965,0.0742996807073496
"b_Sem_1",0.059180996121939,0.0767905008320916,0.0684846737151062,0.10435730495446,-0.0341596202179224,-0.00492706878504941,1,0.654522867799929,0.500109110529842,0.421003757062859,-0.0498972968812178,0.0583675821653603,0.0261887835940302,0.0987338306024537,-0.0300360937904553,0.0382802251196659,0.0141071638226264,0.0292178460449139,0.0801012391248571,0.0303498444264612,0.0195387162450799,-0.0755608759527513,2.02040003479176e-05,0.0277282354024845,0.0377501305954789
"b_Sem_2",0.0616461445214058,0.0470394221997887,0.0622031084396271,0.0183111914458038,0.00429989102715875,-6.27039835477776e-05,0.654522867799929,1,0.706399527340585,0.607127015359475,-0.0120662178347122,0.024346983823198,-0.00385188986594585,0.0856002842959658,-0.0264617273678213,0.0768884702922131,0.0309674810067324,0.0369961715956336,-0.00312451838461148,-0.012585112681792,0.0212994631051364,-0.0442449636208495,-2.09480081534581e-05,0.056395880124907,-0.00281834209912229
"b_Sem_3",0.0619633861483216,0.0204435370924043,0.0145770537182741,0.00897210156220433,-0.0024172849093746,0.0443648269212442,0.500109110529842,0.706399527340585,1,0.732961689049109,-0.0477399120145851,-0.0245885515961387,-0.0641858028451269,0.0399998448427202,-0.0264370852274825,0.110575728873769,0.0361210404911215,0.0428704484101762,-0.00773580758692262,-0.0378264749631793,-0.0340358674156072,-0.017177409638138,-3.96201622227144e-05,-0.0215160615148844,0.0262096999415041
"b_Sem_4",0.0484129213773811,-0.00648715012968482,-0.0381258898414545,-0.00514814385006832,-0.0260392093424606,0.00459847487384756,0.421003757062859,0.607127015359475,0.732961689049109,1,-0.0619396561310141,-0.0524008334981896,-0.0371089852516599,0.0304548686887489,-0.0829051388105196,0.0830225252645761,0.0409446741739995,0.0307425692268399,-0.0112164066022135,-0.0356929174203829,-0.0559279178032208,-0.0147859572557756,-2.356375131536e-05,0.0176009421689573,0.0611977537528767
"b_ACC_1",0.103420369925923,0.12673959105271,0.125003420960158,-0.104988756842808,0.0340515895579816,0.0687051789339206,-0.0498972968812178,-0.0120662178347122,-0.0477399120145851,-0.0619396561310141,1,0.0919986360016008,-0.0561777952682989,-0.0811810551981561,-0.0145038959651876,0.0203089188971733,0.0252327466475273,0.0302004501009699,0.0560253180840607,0.0393897883395405,0.092590659871857,0.0690088460833833,-1.08418695471178e-05,0.0520849212432971,0.0108835521677145
