"asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_cong","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_CSECO","b_Hvalle","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_1","b_HTRB_2","b_HTRB_3","logLike"
0.453001377225495,-1.09111387647857,-2.22190764575731,0.0714323236394834,-0.306251767821155,0.0465209616522731,-0.0129351912570895,0.634139471381148,0.962850550958311,1.60135989102508,-0.444893543392743,-3.35701386578833,-0.803623384252239,-0.189634515867781,-0.205420509818507,0.426637981767866,0.118651122577079,-0.955452075895897,0.0709335966165429,-0.118425741771982,-0.168787708794168,-0.367235625560672,-0.293673579731602,0.982546477064344,0.529526114060513,-303.200152835505
-0.0260664853942216,-1.19236007628979,-2.08037218846023,0.0570628977626799,-0.379816220577275,0.0478087978439695,0.754721872190029,0.173399028837287,0.867037594296545,1.30462505362723,-0.36998358064291,-4.0812379801343,-0.577979819057351,-0.321034929359878,-0.0226185208185542,0.394291224589928,0.117006224384624,-0.922342856923894,-0.790086245311919,-0.329004312014943,0.151978048861862,-0.290566003203608,-0.388248664501573,0.837716944901802,0.261066585678698,-301.561436841422
-0.113240769220712,-1.166945907058,-2.07299802995559,0.0591112525773244,-0.393464910091096,0.0389653292015507,0.810743849995603,0.251475366547994,0.716558446191058,1.19570324399085,-0.364349657002623,-4.16283636197936,-0.556413000967669,-0.259570510165427,0.0129843628976451,0.359140611961702,0.0851386415226213,-0.90962465263064,-0.848304229620561,-0.474385997826806,0.230438920722194,-0.235801402540609,-0.408635918041313,0.755146853677406,0.283493436124218,-299.540700524373
-0.232603802898249,-1.22321251896732,-1.94743904402353,0.0545599796536992,-0.382494506565298,0.0727879354815816,0.444939527272669,0.208364870328279,0.901028877730273,0.796209784425381,-0.358925552450108,-4.051055966101,-0.621335801758325,-0.196493276742295,0.0187979726643433,0.19692717540605,0.000943240637363424,-1.04743616852108,-0.705583162075343,-0.636617599311001,0.387039724721855,-0.256396139821176,-0.481246099547262,0.468490048284149,0.368363499355942,-297.774123826685
-0.356524804904217,-1.41963040733556,-1.66266531161144,0.0548369592952149,-0.342876483932665,0.0763053422383565,-0.376338590763603,0.159836742235528,0.44007339296037,0.858123269588521,-0.358654006964011,-3.59320796420791,-0.763676489292226,-0.527494027029526,0.0564870256177405,0.0145919326427228,0.0239245332681153,-1.34254111026727,-0.540783310553108,-0.51122646435781,0.373620548198215,-0.333738576239199,-0.627000563864051,0.0184960335286078,0.296475421044282,-296.767699144009
-0.368305870339629,-1.29366408781845,-1.86421888933139,0.0688640370458185,-0.309763546420709,0.0260279091811876,-0.567733782808955,0.0728353958395742,0.357858963508826,0.819928420132739,-0.352881214519473,-3.29633213196767,-0.479267820027646,-0.566352969195315,-0.0924153340237867,0.155666839156608,0.169925534359479,-1.32652885981788,-0.338417191958028,-0.511894424608811,-0.0615202276286089,0.0369492186194889,-0.695834626426551,0.119098856937168,0.214043303294201,-295.537397906248
-0.36289070125315,-1.32362949061265,-1.90260605310776,0.0758548365307453,-0.311556027914051,0.0215757885207417,-0.366794080182831,0.167296333627193,0.380333832819685,0.749411978801215,-0.408155067461822,-3.17901289170309,-0.580517103721419,-0.507609012037598,-0.0149329360511458,0.343540708922895,0.0686734728696721,-1.16078717713724,-0.357835805180685,-0.528838849033448,-0.292343928783118,-0.100998468241051,-0.724376243114098,0.406324166322693,0.328670058507612,-294.243871823591
-0.327974769844315,-1.34815251448003,-1.93933553601962,0.0733144329035302,-0.301277491002803,0.0256575920377663,-0.0587332251836443,0.294202186698455,0.470975869161604,0.856879630830056,-0.446974922964881,-3.14456944827981,-0.552351760969185,-0.459170261054184,-0.0839135040960573,0.281125296573604,0.0483776546286988,-1.02095608725414,-0.276792784968916,-0.626363107379806,-0.066382787543915,-0.244833374967448,-0.750301584721711,0.694209446169251,0.253237637449081,-293.320126966821
-0.279872475257111,-1.24493206615426,-2.02076876965523,0.0704620624706464,-0.289613818587141,0.0382394584237879,0.201084901065972,0.480178660551291,0.619599095031104,0.946702126919988,-0.37978700717682,-3.16067377138391,-0.557893642049579,-0.4345951407173,-0.0797812386811447,0.0267325317870429,0.0345121790002805,-0.959021536507462,-0.430056107945627,-0.483953129975899,0.0799935105361379,-0.218097119776251,-0.785665475620964,0.744240986872497,0.407558307841799,-293.101355563439
-0.269165552931005,-1.25322930259689,-2.00935956232705,0.0703963664147759,-0.28812462865498,0.0388005640481675,0.223992708279034,0.463717997150324,0.627456835789824,0.965449857838453,-0.374279671500649,-3.16783130394898,-0.573951309679575,-0.42550438239099,-0.0634944982664141,0.0227086886497061,0.0332940412681185,-0.958727524665794,-0.427372163442677,-0.496135885292248,0.0841677847831988,-0.193798314109554,-0.792007678957449,0.723977071170171,0.42239725561902,-293.001398136933
-0.239586709489634,-1.23009938101531,-1.9660179201159,0.0697888013629731,-0.292651658438078,0.034088732258476,0.219801290694007,0.441400752787715,0.638723524959441,0.953466984352487,-0.387003880201275,-3.21167549387526,-0.610638446548717,-0.397007545160802,-0.0567177108333005,0.148845597829554,0.0322323726994477,-0.995872728288633,-0.458997491842237,-0.525665687400847,0.0804028398903861,-0.184778565099509,-0.832443391168903,0.568481823068305,0.346203077755733,-292.72578616418
-0.233701541918155,-1.22452138050739,-1.94061156470385,0.0698705431967295,-0.299872008993843,0.0354940990355517,0.193272345232057,0.365727583186694,0.59696751972292,0.935704823061172,-0.381822435418668,-3.2227368302906,-0.547044009896509,-0.399825351582152,-0.0650316399401582,0.193179944317619,0.0268560749420824,-1.01556866001905,-0.444152249748099,-0.552761111324139,0.0642490768939447,-0.242977251553417,-0.877014359730495,0.514490473372831,0.387876318517406,-292.669486284663
-0.238667167824218,-1.23587235433708,-1.91038516321381,0.069637157419554,-0.299859210917453,0.0350483497894029,0.148314460000556,0.311219142414383,0.549750180822887,0.882578848658183,-0.394860174206149,-3.22266092176081,-0.560657418485742,-0.393919598226416,-0.0447141589215326,0.192987169275852,0.0324066072922882,-1.02014940319928,-0.4232355529809,-0.541144705228571,0.0533728952273162,-0.2261689598082,-0.932914027614137,0.53625809759366,0.361228845840172,-292.577144388392
-0.237715901459165,-1.24289273095692,-1.89559084943548,0.0692658617999359,-0.298263788617198,0.0351361792848805,0.120791566340818,0.306596916016915,0.550634869237712,0.886998443367226,-0.361828747530171,-3.20857428455975,-0.576648763412004,-0.398339112060113,-0.0577970919594344,0.206744364600604,0.0154294670162764,-0.995404104724129,-0.435342981047113,-0.555744391590177,0.0541215724316657,-0.206625894350052,-0.975196925024791,0.541470616238957,0.349007176531656,-292.557269688075
-0.230890891058997,-1.24008319323777,-1.89026499045131,0.0692251946271714,-0.294163253837513,0.0351562710679434,0.106974700386059,0.311952734577375,0.561989845546615,0.896619706926485,-0.36801212958807,-3.18328417792896,-0.582047592158162,-0.395809592987527,-0.0298692175994371,0.215791758120694,0.0371714076492817,-0.978961264969249,-0.443054155198024,-0.569304677631197,0.0559879916595263,-0.199397062862027,-1.03180308153197,0.533211327755943,0.337065625536639,-292.542281885417
-0.226192494199486,-1.24257283327065,-1.87707594534877,0.0695624138097199,-0.292214631020991,0.033196589721812,0.121810081260773,0.316787877442328,0.564490363745874,0.899219459854361,-0.400652221980653,-3.15650089096052,-0.593095335022381,-0.391479930877941,-0.0383542640299204,0.218317479445843,0.0310970763470726,-0.98409148395942,-0.434160519610199,-0.560490062920986,0.0507419017126679,-0.184468290961884,-1.10682162404281,0.514581357020088,0.328319507672648,-292.525924420669
-0.226801976468085,-1.24098807199549,-1.87462413455475,0.0692016444712696,-0.290129148803562,0.0326514408545081,0.140350108084209,0.321195639222066,0.560104273034116,0.889857697731188,-0.381408853672885,-3.14178648404558,-0.600893921087455,-0.389942793727933,-0.029610101721842,0.219408465162787,0.0304067505740747,-1.00268785803869,-0.409983932294025,-0.547172403809447,0.0449318268374328,-0.184766699516495,-1.17140700164204,0.505193420562751,0.314421936002065,-292.5186051327
-0.221310527707103,-1.23285356224525,-1.86956490374793,0.068995775608942,-0.292043351513171,0.032507040164671,0.125024929693046,0.301967222875582,0.542261339644303,0.869308576941076,-0.383823286948053,-3.11887689080649,-0.61013682711365,-0.38568806731275,-0.0423463128157647,0.20942224741018,0.043988298627948,-1.00148297638734,-0.42033560248533,-0.545343923699214,0.0504820927918874,-0.18474158829043,-1.34943389993108,0.520386418296343,0.319626212136672,-292.503529914369
-0.213705388569928,-1.22379816514189,-1.87112135627858,0.0688665584245851,-0.291577073441577,0.0340015593163733,0.0995533509752708,0.284016727076574,0.528519981118962,0.855417164112344,-0.395799256245711,-3.08768053832202,-0.592295508842981,-0.386299153970011,-0.0251710228310219,0.205702620603617,0.0122178488538292,-0.997789000654497,-0.429298139302076,-0.534642448568034,0.0680467712606134,-0.174316807725945,-1.59037227377701,0.54001350541624,0.318902531452012,-292.493124698056
-0.228067364473366,-1.23560787987213,-1.87908512155222,0.0682020417434288,-0.291314617458023,0.0339768943232166,0.11798994212006,0.29984510169401,0.542377041182103,0.870409748856501,-0.392199087673446,-3.04112640457917,-0.585505325511629,-0.385640900349266,-0.0379196675667812,0.197568585775212,0.0238024044129385,-0.958229536397641,-0.421002929840232,-0.531748182075804,0.0556459907870071,-0.186260336123533,-1.97688465133935,0.520695397427346,0.320150878054949,-292.464341978293
-0.224512751790152,-1.23026128685322,-1.87427276170478,0.0681536799262706,-0.292390992888507,0.0327964700188938,0.136049481156983,0.323059342456648,0.558837674861104,0.892715242198075,-0.378191535253444,-2.99115574077945,-0.587330915012172,-0.39053969119792,-0.0431182391891258,0.213904541685653,0.0347622546496461,-1.00381170219809,-0.436514058346436,-0.560414777634327,0.0575585792265983,-0.184256857980951,-2.52702778127138,0.528737565514444,0.332303727220416,-292.447309392705
-0.237672321652066,-1.24267428361113,-1.89310314211518,0.0673878461985664,-0.29182893883814,0.0338877237052687,0.130204578510609,0.318505685103799,0.55637061140635,0.890978089712469,-0.37671339856676,-3.00128985819295,-0.587754817254135,-0.390382647627085,-0.0354324385554031,0.207482207907984,0.028223303917128,-0.964636821499479,-0.421297039252187,-0.54946482364895,0.0522198251585107,-0.190454758976269,-2.96496487232614,0.504233288414727,0.321672324328796,-292.436298793449
-0.240175696874441,-1.24619928655622,-1.89338526200963,0.0676277373337878,-0.292741908349908,0.0340505266078844,0.130732344573034,0.316882439233718,0.55665102898493,0.888496584891431,-0.379589044957572,-3.02163012824747,-0.584792425003249,-0.388598318678893,-0.0314577189950798,0.206939016747889,0.0246039773151859,-0.963572356102906,-0.422587203188586,-0.546043283526912,0.0523686460329621,-0.187967657050779,-3.36866692625233,0.508797998856623,0.318486758120603,-292.427827089447
-0.235281057217952,-1.24352961747018,-1.89041610374382,0.0682085254600787,-0.29323513281872,0.0343255468172633,0.124922671024866,0.311560168481795,0.552959512263208,0.884547303680798,-0.385213537472962,-3.07803077746637,-0.588074128476713,-0.389867703425869,-0.0309089490587162,0.208768717509979,0.0226647503623595,-0.971449885845486,-0.425025566523369,-0.547545126573569,0.0551695725656229,-0.184868416338757,-4.14657586667195,0.514855552243149,0.319389633060386,-292.417345348477
-0.231204663571312,-1.24081128903947,-1.88563848766282,0.0686851179312673,-0.292784518553347,0.034273633393074,0.127404685582726,0.313583987737246,0.55476570228504,0.885553799049154,-0.384822930172603,-3.10386438816213,-0.587874752485979,-0.389849260767647,-0.0335655700733648,0.209495725978953,0.0250484917578175,-0.972406048531961,-0.425747249612511,-0.547749831869112,0.0553243214941998,-0.184989888373961,-4.73393992148182,0.516506479888394,0.320877331945574,-292.413860830894
-0.228693271204615,-1.23838824810328,-1.88356792788346,0.0687885945782628,-0.292193298254152,0.0343187232808695,0.127646159535689,0.314176110323341,0.555043495827599,0.886128002349371,-0.384420537837278,-3.11380327749059,-0.588322197867358,-0.390602302633193,-0.0352876008539202,0.209407446494328,0.0261665816065064,-0.971312843264653,-0.424789022174591,-0.547711357766085,0.0553820290122178,-0.185885827707145,-5.22580172246131,0.515747483283043,0.322039993944808,-292.412665971364
-0.227867487907519,-1.23764418142836,-1.88278609302208,0.0688201292037538,-0.291871799804854,0.0342844229770586,0.128113755330503,0.314699416389867,0.555258916147084,0.886333718668243,-0.383775753889288,-3.11175127986693,-0.588136403186043,-0.39057414325928,-0.0360026728724244,0.209189626153766,0.0266914053466421,-0.970501661435779,-0.424264663176857,-0.547288772141878,0.0552902960028395,-0.186339820279703,-5.71195684389227,0.515165103103505,0.32234416260745,-292.411977492751
-0.228186086001944,-1.23760660669474,-1.88295529287403,0.0687395236994375,-0.291860599201721,0.0342641698909437,0.128185191708826,0.314718381447369,0.555193415855068,0.886336846790281,-0.383541600496488,-3.105690030777,-0.587965156398288,-0.390518702023993,-0.0358687011246538,0.209011456960069,0.0266226933426727,-0.970390806334033,-0.424182245251453,-0.547191888244039,0.0552360336793914,-0.186439912323713,-6.39239075677291,0.515038080171307,0.322308773913671,-292.411318008888
-0.229192173330348,-1.23850891433213,-1.88390177346818,0.0686705778444726,-0.292052217818,0.0342363877670473,0.127901865599471,0.314414588531806,0.554927366728909,0.886083237213067,-0.383616556329651,-3.09893163633501,-0.587876954973154,-0.390279395523619,-0.0352824952838409,0.208984303201958,0.0262139295910592,-0.970825779993502,-0.424446347304759,-0.547242694002919,0.0552145068794436,-0.186184006991856,-7.10251508702083,0.515125262139611,0.321930005460838,-292.410943843501
-0.229898540884209,-1.23903764771201,-1.88445944461936,0.0686201618803731,-0.292244212333203,0.0342385634380986,0.127803875397009,0.314222127901488,0.554859727571104,0.886010660681442,-0.383829945911263,-3.09719433921078,-0.587843989067299,-0.390201173747786,-0.0348124600494222,0.209039076628106,0.0259190337609576,-0.971245119138031,-0.42476310880745,-0.547437511400855,0.0552104129806782,-0.185952894476768,-7.71498358735223,0.515412164977425,0.321705229498369,-292.410807089774
-0.230105195389714,-1.23931058591634,-1.88471266739739,0.0686211176533748,-0.292297468741007,0.0342376437184444,0.127683398742628,0.314121218965479,0.554792745030489,0.885939016128281,-0.383913479397756,-3.0968388416103,-0.587877726431964,-0.390161562298484,-0.0346845880985553,0.209071297339217,0.0258134433707574,-0.971366863264739,-0.424832305126719,-0.547473024122641,0.0552145414463305,-0.18586670949518,-8.29256480692737,0.515438176982775,0.321606393360784,-292.410741771058
-0.23003154868091,-1.23922082090737,-1.88460772883612,0.0686262055421467,-0.292296350636067,0.0342442632368982,0.127746318202766,0.314161953264499,0.554851223376113,0.885987616535418,-0.383938411977466,-3.0980768604918,-0.587878847119088,-0.390192384886719,-0.0347130957199822,0.209091260810653,0.0258459634198686,-0.971353096834183,-0.424848085311302,-0.54750207139317,0.0552166375629272,-0.185872940013013,-8.9743330085321,0.515486223141279,0.321641379779249,-292.41069506864
-0.229793629329682,-1.23906616251974,-1.88444137121715,0.0686468794388272,-0.292234762841347,0.0342445768850971,0.12775263902804,0.314209545932717,0.554863649038259,0.88600243234477,-0.38388331745051,-3.09883044274443,-0.587906787210503,-0.390222558612368,-0.0348689393514128,0.209080070594479,0.0259361354467857,-0.971219026022082,-0.424739452443507,-0.547439316701351,0.0552208003300268,-0.185943608535841,-9.68670166786869,0.515386526665735,0.321710423190015,-292.410669238181
-0.229658294800149,-1.23891010168424,-1.88428354277076,0.068650585391075,-0.292204718920113,0.034246783731935,0.127825053231324,0.314271545940341,0.554911247212587,0.886047446539473,-0.383849276398656,-3.09945995299754,-0.587894221989796,-0.390249329694308,-0.034948955806119,0.209072426730964,0.0260016844159742,-0.971150817601346,-0.424705790074548,-0.54742620669088,0.0552206720583832,-0.185987749362804,-10.3333204770556,0.515379769589331,0.321769771584032,-292.410658696327
-0.229611129033942,-1.23888852440402,-1.88426381571873,0.0686550071774257,-0.292188710519598,0.0342453952998179,0.1278116777476,0.31427409754275,0.55490117300932,0.886040860721278,-0.383829197837857,-3.09937497359225,-0.587902665813643,-0.390251217083802,-0.0349845092305857,0.209064451005812,0.0260179521585726,-0.971117905653838,-0.424671906994747,-0.547402599493387,0.0552209684047339,-0.186005899511124,-10.9610979181228,0.515342162863211,0.321780354256977,-292.4106535336
-0.229644177317543,-1.23889899380521,-1.88427577399394,0.0686450753451631,-0.292199255189328,0.0342450948318858,0.127822461986201,0.314273834844029,0.554905928083165,0.886044166295451,-0.383835863554057,-3.09930228218267,-0.587893439729101,-0.390248050894164,-0.0349616314193381,0.209066452451918,0.0260084999127048,-0.971137533658962,-0.424691712913052,-0.547414462784043,0.0552208035337934,-0.185996208938449,-11.6500017701645,0.515363624714045,0.32177459896341,-292.410650322352
