"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP"
"asc_ruta1",0.127778442482603,0.105190155752652,0.0988798297841137,0.00561150363393077,-0.00625817590978297,-0.00822381301495725,-0.0206978903278274,-0.0101916031478583,-0.0111810667585551,-0.0539467764256367,-0.0526970896795315,-0.0178524118865889,-0.00530756675128252,0.00476373404507139,0.0161484115843333
"asc_ruta2",0.105190155752652,0.125978389852188,0.0895723169589142,0.00442828671459997,-0.00786227004230066,-0.00652055492589068,-0.0163920041490981,0.000364545746980876,-0.00429563655894867,-0.0321747822167295,-0.0225473317777913,-0.0087824165428696,-0.00844497916732786,-0.000163622823568943,0.0281013586367274
"asc_rutaEC",0.0988798297841135,0.0895723169589142,0.127781691840964,0.00114171606093039,0.00458873503777424,-0.0469196818512414,-0.0248897505297166,-0.00999708701129053,-0.0102781547880685,-0.0529382563664571,-0.0533891204332939,0.00658546629166583,-0.000570474671877437,0.0135681494263271,0.006302963135294
"b_tt",0.00561150363393077,0.00442828671459997,0.00114171606093039,0.000998744441595155,-0.00139500209745727,0.00240168021956103,0.000321135640137198,0.00314242294968157,0.00169765959222278,-0.00822656261387954,-0.00815966159390047,-0.00291386021852089,4.56012633868017e-05,-6.37091560670273e-05,0.000496384189049022
"b_dt",-0.00625817590978296,-0.00786227004230064,0.00458873503777425,-0.00139500209745727,0.0106212241895413,-0.000942720718752346,0.00154045345736466,-0.0027461301854116,3.24124574374135e-05,-0.023502753494014,-0.027457113906677,0.00654808252326818,0.00179250032200696,0.000610042119961024,-0.00356804199430149
"b_CongAB",-0.00822381301495724,-0.00652055492589071,-0.0469196818512414,0.00240168021956103,-0.000942720718752335,0.0798125124574734,0.0336655829429072,-0.00347222172405527,-0.0034612426125231,-0.00176564546508199,-0.00876018914671577,0.00111052172819855,0.0037363304144976,-0.0103271722794446,0.00773225538367465
"b_CongCD",-0.0206978903278275,-0.0163920041490981,-0.0248897505297167,0.000321135640137199,0.00154045345736466,0.0336655829429072,0.0496551501213558,0.00412376634434415,0.00460559054725672,0.00460613245441804,0.00315805124182642,0.0100193561090649,0.00538927690345811,-0.00435393386052462,0.00500596562624103
"b_Sem_1",-0.0101916031478582,0.000364545746980888,-0.00999708701129052,0.00314242294968157,-0.0027461301854116,-0.00347222172405528,0.00412376634434414,0.12959500235189,0.0638080672449182,-0.0893039660140336,-0.0888053935802315,-0.007843677166266,0.00942098522189944,0.001972359496699,0.00332808939850356
"b_Sem_2",-0.0111810667585551,-0.00429563655894867,-0.0102781547880685,0.00169765959222278,3.24124574374128e-05,-0.0034612426125231,0.00460559054725672,0.0638080672449182,0.0615577010458165,-0.0699896549219004,-0.0722320498688235,-0.00350108615653138,0.0054510738752126,0.00495429054143414,-0.00145085336039297
"b_ACC_0",-0.0539467764256367,-0.0321747822167295,-0.0529382563664571,-0.00822656261387954,-0.023502753494014,-0.00176564546508206,0.00460613245441803,-0.0893039660140336,-0.0699896549219005,0.802453376251572,0.791732477207055,0.00895314233211984,0.00473231523342205,0.000382205939296518,0.0221690987364666
"b_ACC_1",-0.0526970896795316,-0.0225473317777913,-0.0533891204332939,-0.00815966159390047,-0.027457113906677,-0.00876018914671582,0.00315805124182641,-0.0888053935802315,-0.0722320498688235,0.791732477207053,0.870728796063499,-0.00650833843131532,-0.00298622649450374,-0.006412547486265,0.0303400473849256
"b_SI_CAMFD",-0.0178524118865888,-0.00878241654286958,0.00658546629166584,-0.00291386021852089,0.00654808252326818,0.00111052172819854,0.0100193561090649,-0.00784367716626601,-0.00350108615653138,0.0089531423321198,-0.00650833843131535,0.0833350877869004,0.000597626811023803,0.00684310857941789,0.00939328809160378
"b_SI_PANEL",-0.00530756675128253,-0.00844497916732787,-0.00057047467187744,4.56012633868014e-05,0.00179250032200696,0.0037363304144976,0.00538927690345811,0.00942098522189944,0.0054510738752126,0.00473231523342207,-0.0029862264945037,0.000597626811023804,0.0358844824668006,-0.00594838048812798,-0.00239528695478169
"b_SI_ZER",0.00476373404507138,-0.000163622823568944,0.0135681494263271,-6.3709156067028e-05,0.000610042119961023,-0.0103271722794446,-0.00435393386052462,0.001972359496699,0.00495429054143414,0.0003822059392965,-0.006412547486265,0.00684310857941789,-0.00594838048812798,0.0600855350070909,-0.0132909256623827
"b_Si_MTRP",0.0161484115843333,0.0281013586367274,0.006302963135294,0.000496384189049022,-0.00356804199430149,0.00773225538367465,0.00500596562624103,0.00332808939850356,-0.00145085336039297,0.0221690987364667,0.0303400473849256,0.00939328809160378,-0.00239528695478169,-0.0132909256623827,0.112732890750009
