"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP"
"asc_ruta1",1,0.795561533736434,0.762068091319599,0.227918909146817,0.0259959512556582,-0.0568303705408696,-0.151085215767553,-0.152839752818025,-0.156773512173036,-0.0523709594129232,-0.0610181545526293,-0.0830266495222065,0.020731118575816,-0.0158307386774688,0.0330839799896689
"asc_ruta2",0.795561533736434,1,0.703899670629198,0.124209063597871,-0.0307435028950858,-0.0533154730694487,-0.097435995145573,-0.055799599685447,-0.0846135084268385,-0.0337837233423476,-0.031562315165581,-0.0106721159085739,0.00472081817052653,-0.00152795883936705,0.0971652700716243
"asc_rutaEC",0.762068091319599,0.703899670629198,1,-0.134652546029204,0.230029971895742,-0.471487311651328,-0.262252604366084,-0.106463795484218,-0.114197103649807,-0.0326665404412867,-0.0341788086924653,0.0358162054269351,0.0386326218938248,0.0807907649736637,-0.0203081364900294
"b_tt",0.227918909146817,0.124209063597871,-0.134652546029204,1,-0.362300258426317,0.242505709937817,0.0431666149330233,0.102326593440098,0.0336039304641393,-0.102476218074637,-0.122547921865417,-0.151669027184731,0.0971952231849505,-0.114819220258871,-0.0159599619984504
"b_dt",0.0259959512556582,-0.0307435028950858,0.230029971895742,-0.362300258426317,1,-0.0700662518717656,-0.047567921199828,-0.0663371298961142,0.0234096137612535,-0.149362510652192,-0.143135922462816,-0.0177987866543808,-0.0243620308691407,0.0177206380539953,-0.102433483129334
"b_CongAB",-0.0568303705408696,-0.0533154730694487,-0.471487311651328,0.242505709937817,-0.0700662518717656,1,0.546627308037593,-0.0320315390750652,-0.0394702643072638,-0.042586395045028,-0.052835071203038,-0.0216780411034451,0.0619369415451705,-0.124751944837971,0.0429066013755201
"b_CongCD",-0.151085215767553,-0.097435995145573,-0.262252604366084,0.0431666149330233,-0.047567921199828,0.546627308037593,1,-0.0412384397744574,-0.00884813778919753,0.00646958982264939,0.00993855888140229,0.0858359640001154,-0.00283029069116524,-0.0608013103496237,0.0435806886216812
"b_Sem_1",-0.152839752818025,-0.055799599685447,-0.106463795484218,0.102326593440098,-0.0663371298961142,-0.0320315390750652,-0.0412384397744574,1,0.674532093990695,-0.0600438193682099,-0.0505340386819073,-0.0257880216967375,0.0587599355562629,0.0332670541827427,0.0898459633016335
"b_Sem_2",-0.156773512173036,-0.0846135084268385,-0.114197103649807,0.0336039304641393,0.0234096137612535,-0.0394702643072638,-0.00884813778919753,0.674532093990695,1,-0.0400901809665034,-0.0284926204604704,0.0161966648144021,0.0134320096176779,0.0873187555606241,0.0140577315460247
"b_ACC_0",-0.0523709594129232,-0.0337837233423476,-0.0326665404412867,-0.102476218074637,-0.149362510652192,-0.042586395045028,0.00646958982264939,-0.0600438193682099,-0.0400901809665034,1,0.964800480166117,0.0325532549004851,-0.0367666112108759,0.0407595155830751,0.0392482170625094
"b_ACC_1",-0.0610181545526293,-0.031562315165581,-0.0341788086924653,-0.122547921865417,-0.143135922462816,-0.052835071203038,0.00993855888140229,-0.0505340386819073,-0.0284926204604704,0.964800480166117,1,0.0205352574967568,-0.0525171063083932,0.0332959431241741,0.0486152419123404
"b_SI_CAMFD",-0.0830266495222065,-0.0106721159085739,0.0358162054269351,-0.151669027184731,-0.0177987866543808,-0.0216780411034451,0.0858359640001154,-0.0257880216967375,0.0161966648144021,0.0325532549004851,0.0205352574967568,1,-0.0795130533496814,0.119036701944915,0.074528913689218
"b_SI_PANEL",0.020731118575816,0.00472081817052653,0.0386326218938248,0.0971952231849505,-0.0243620308691407,0.0619369415451705,-0.00283029069116524,0.0587599355562629,0.0134320096176779,-0.0367666112108759,-0.0525171063083932,-0.0795130533496814,1,0.00527702300922128,-0.0491441463414174
"b_SI_ZER",-0.0158307386774688,-0.00152795883936705,0.0807907649736637,-0.114819220258871,0.0177206380539953,-0.124751944837971,-0.0608013103496237,0.0332670541827427,0.0873187555606241,0.0407595155830751,0.0332959431241741,0.119036701944915,0.00527702300922128,1,-0.0628812174141087
"b_Si_MTRP",0.0330839799896689,0.0971652700716243,-0.0203081364900294,-0.0159599619984504,-0.102433483129334,0.0429066013755201,0.0435806886216812,0.0898459633016335,0.0140577315460247,0.0392482170625094,0.0486152419123404,0.074528913689218,-0.0491441463414174,-0.0628812174141087,1
