"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-389.548715474689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-389.548715474689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-389.548715474689
0.00887999998667511,-0.0100000000020373,0.0191199999790115,0.0947339706544881,-0.00644523435767042,0.0096799999846553,-0.00743999999031076,0.00136000000566128,0.00192000001334236,0.00495999998747721,-0.000240000008489005,-0.00567999999475433,-0.00823999998829095,-0.00271999999313266,0.000159999999596039,-378.853447582201
0.325274982423649,-0.252369063582246,0.458021355716371,0.135855668890398,-0.505021349526792,0.263577359543293,-0.171037003224714,0.0428214891888292,0.0338839966294959,0.103639981950152,-0.0216372114404682,-0.159565914739657,-0.193654002879983,-0.0522131437213721,0.00761986456255885,-341.574882869198
0.720454149437078,-0.314361504070823,0.572634236557074,0.120351357292048,-0.382288526323203,0.30634469751756,-0.254595943837987,0.106985444884033,0.0368398976899034,0.228323418406364,-0.046022860737547,-0.278749469415363,-0.30164113013119,-0.107572265897405,7.12808951523394e-05,-323.906871234882
1.17282913776418,0.229010153225936,0.762215289086925,0.153697875812001,-0.549327315091232,0.0133733996223336,-0.235707587067082,0.0865809416273011,-0.0235050983987259,0.41129108179023,-0.0334369685164766,-0.608966330528253,-0.240075470406166,-0.0740898906482003,0.039592263514604,-314.401561164668
1.37353363597738,1.03281269698033,1.49501933044392,0.116147593576693,-0.370814737790499,-0.0550625122054161,-0.491669475148427,0.00251445579849936,-0.110903918201796,0.607780695254368,0.105785026906971,-0.999957360792398,-0.104820048967564,-0.0305339156708563,0.135006474827078,-310.047875436362
1.53682347688494,1.08141556110441,1.70411267377341,0.111417748457502,-0.336399961291807,-0.18526145360011,-0.559618399269103,-0.095530170245752,-0.177167357675502,0.555560070686255,0.294676200995155,-0.909844051073059,0.0154786736962649,0.0209982305651012,0.199704000739836,-307.211103006088
1.77965516707172,1.26480463483736,2.14616472313818,0.0792523711778059,-0.295123431954514,-0.720680182610129,-0.795101094850328,-0.554494477701282,-0.397620500597707,1.01202073936821,0.620956361763673,-0.266331955796487,-0.535883785382798,0.0132042679366737,0.223857189031638,-305.218120621219
