"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","logLike"
1.90582065722287,1.09065458706766,2.13891791504587,0.0707209401483145,-0.278655530544556,-0.638484129298577,-0.723901141626358,-0.712876267887324,-0.531201029384227,1.58799675532178,0.844521637772108,-0.345123868176202,-0.340155024484792,0.116078611629682,0.159017215989727,-300.688583647182
1.97624518729364,1.09670322125276,2.03730768000523,0.0724961861775221,-0.294487490722735,-0.528523010967612,-0.728568782702237,-0.703333625127273,-0.510485206276485,1.66196280663076,1.11376727212051,-0.440926143075904,-0.364883689061744,0.0787233887434135,0.117003289905287,-298.463745138237
1.97855032232928,1.08135444625111,2.06501266600444,0.0702438968523164,-0.287635546739753,-0.525070165967056,-0.624198977097354,-0.601824583226258,-0.493296772836625,1.69473115006343,1.21587889242027,-0.47582952272449,-0.37924011216376,0.0220500243815614,0.14719585434166,-297.853862512621
2.03175384244859,1.12359145254465,2.00505620922819,0.0763162225709874,-0.341898527423254,-0.486373499050839,-0.684469603030503,-0.185973461815712,-0.191923238426014,1.93121651044953,1.42714001105369,-0.43467324029302,-0.23939368351496,-0.0733888966542793,0.401235543786919,-297.186947438121
2.03771492013359,1.12372735473831,1.99531662738032,0.0773883414474205,-0.343976275519847,-0.477962561045868,-0.693236540669039,-0.131003599643839,-0.201038884417215,1.95435178388445,1.46858525469886,-0.457794009602712,-0.24911630787879,-0.0147969724976231,0.414494757301133,-296.927272482206
2.07818359487893,1.08546958406325,2.00523359986479,0.0757770148702325,-0.319617739270957,-0.461151907198681,-0.634078647318761,-0.230815821291971,-0.0602357891167504,2.06749495898921,1.68997825864099,-0.682620168863772,-0.262341404123774,0.117946590163873,0.292545285965515,-296.605122125637
2.15912900964799,1.10699575338625,1.9713517146483,0.085452115095795,-0.346782357182763,-0.352127393150643,-0.648670522499083,-0.330632342459423,-0.317244356897359,2.26350679777145,2.0026023946175,-0.906282362725289,-0.146056878263649,-0.057961293169552,-0.036099442817065,-296.180380041317
2.20305040783335,1.15648561813801,1.94907285866122,0.0894222041516104,-0.34539248813556,-0.243256428004632,-0.584102995616908,-0.416576751233712,-0.384913455994045,2.2916302453916,2.01593194255539,-0.876905163200401,-0.175855403554351,-0.0642112579983647,0.113090770700733,-295.890677830688
2.13793446830563,1.14268396587002,2.04700125794898,0.0834209094051292,-0.332924705777446,-0.464502693390271,-0.709686298994128,-0.262151038487863,-0.332600809040629,2.34085290661626,1.93971210777977,-0.726037135862279,-0.30483009053922,0.0264534529641032,0.333760998706621,-295.59904832815
2.17105517707478,1.19106391469143,2.06850563522713,0.0857175322764491,-0.335661179136312,-0.413152168131084,-0.662319022566505,-0.232891114568593,-0.300406221409605,2.36883152444817,1.95634342941609,-0.642853454111468,-0.293999340285383,0.0668477609184598,0.258612810321145,-295.534690373147
2.20904935582249,1.19225904512499,2.02721394839062,0.0890678283082557,-0.336585227582433,-0.33101786950487,-0.631392573593562,-0.339555213494378,-0.341226638069996,2.49429394563407,2.14257282482792,-0.777192674196731,-0.237488913166377,-0.0161346721576117,0.194767103242875,-295.347971502928
2.20196064628304,1.1917465586628,2.0428846797148,0.0885475506827292,-0.332922801969174,-0.360891229977509,-0.648582561685699,-0.315472525518219,-0.332227776943095,2.55070375309199,2.18147361748565,-0.755530722830091,-0.254787768205795,-0.00438608174330748,0.214651438729335,-295.298946834518
2.20082369558334,1.19227719268627,2.05293853343216,0.0888518875409229,-0.327902774847771,-0.376351236061036,-0.659236566164523,-0.303365894967737,-0.325075192300185,2.66288626442628,2.28250277291739,-0.747109355327991,-0.263898982531974,-0.00281168242572272,0.218849424342028,-295.272470940219
2.20145290196124,1.19071788355205,2.05262469066019,0.0893503992711789,-0.324945632506828,-0.375806403694195,-0.660470727485789,-0.30354758626773,-0.322875491187507,2.74176575865017,2.35986089483507,-0.749561720933795,-0.263919586561037,-0.00671082287649369,0.213837192999702,-295.265332833337
2.20101237340649,1.18879410724922,2.04974594966044,0.0895210946869752,-0.324226381852626,-0.372629118971612,-0.658967618889217,-0.305535860001155,-0.322948118280251,2.76485009318734,2.38425394408665,-0.751943559871064,-0.262309124410567,-0.00880679533576146,0.210632939426218,-295.264626012378
2.20039220352247,1.18794395635546,2.04857967552546,0.0895280583351835,-0.324201594946561,-0.371814700182038,-0.65842573549922,-0.305992801707394,-0.323068026358013,2.76612148405566,2.38596343012583,-0.752226634609303,-0.261901400433684,-0.00905257722645388,0.210130078798252,-295.26460482334
2.20005009004243,1.18758737506523,2.04816415165858,0.0895231663511432,-0.324199824008432,-0.371668988616131,-0.658294155861021,-0.30604055152995,-0.323082162061365,2.76572972090645,2.38566473784852,-0.752170413755482,-0.26183799081613,-0.00903942174437997,0.210086316926941,-295.264603144478
