"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP"
"asc_ruta1",0.0980720034695521,0.0806673705868632,0.0815328309581402,0.00188475722849891,0.000961385738013397,-0.00500686235839521,-0.0106819708630216,-0.0186422161621615,-0.0134519910024996,-0.0186650245561951,-0.0219604354192239,-0.00730798563331087,0.00136993375301408,-0.00125902216720647,0.00352716929706289
"asc_ruta2",0.0806673705868632,0.104834252270994,0.0778625429945228,0.00106195820542053,-0.00117550474815233,-0.00485643420380213,-0.00712242561488501,-0.00703673787280373,-0.00750641654615012,-0.0124487178794935,-0.0117443722349791,-0.000971202480504074,0.000322532275787995,-0.000125638553960861,0.010710227485589
"asc_rutaEC",0.0815328309581402,0.0778625429945228,0.116716549896837,-0.00121473998318788,0.00928047242373983,-0.0453157186422576,-0.0202275333867634,-0.0141663137040673,-0.0106896298333103,-0.0127009110781809,-0.0134193814028622,0.00343916839916226,0.00278499686770432,0.00700950926412417,-0.00236195884746154
"b_tt",0.00188475722849891,0.00106195820542053,-0.00121473998318788,0.00069727657052498,-0.00112977150703671,0.00180151194547752,0.000257340076462606,0.00105239733977272,0.000243127436073961,-0.00307957749603431,-0.00371892861197686,-0.00112565961684425,0.000541566465441285,-0.00076997531568882,-0.000143473079955812
"b_dt",0.000961385738013397,-0.00117550474815233,0.00928047242373983,-0.00112977150703671,0.0139456536499108,-0.00232777481224574,-0.00126820805155746,-0.00305115874951789,0.000757451870391253,-0.0200736595617852,-0.0194257338064112,-0.000590768708054542,-0.000607067849916042,0.000531445171623825,-0.00411810494964993
"b_CongAB",-0.00500686235839521,-0.00485643420380213,-0.0453157186422576,0.00180151194547752,-0.00232777481224574,0.0791453278211716,0.0347184926482224,-0.00350977387281379,-0.00304245408146721,-0.0136348081473551,-0.0170822192878201,-0.00171411645926628,0.00367677203578281,-0.0089129124186268,0.00410934674978249
"b_CongCD",-0.0106819708630216,-0.00712242561488501,-0.0202275333867634,0.000257340076462606,-0.00126820805155746,0.0347184926482224,0.0509699012711341,-0.00362616708108853,-0.000547331104950345,0.00166226076802221,0.00257863376897286,0.00544670474511829,-0.000134831773156962,-0.00348601706050957,0.00334955425479316
"b_Sem_1",-0.0186422161621615,-0.00703673787280373,-0.0141663137040673,0.00105239733977272,-0.00305115874951789,-0.00350977387281379,-0.00362616708108853,0.151697134842502,0.071983451027601,-0.0266147573341537,-0.022619450592005,-0.00282302266261826,0.00482919015589252,0.0032905061562406,0.011913058948442
"b_Sem_2",-0.0134519910024996,-0.00750641654615012,-0.0106896298333103,0.000243127436073961,0.000757451870391253,-0.00304245408146721,-0.000547331104950345,0.071983451027601,0.0750728171212814,-0.0125010037398979,-0.0089718727267559,0.00124731056177777,0.000776580815169406,0.00607587131761639,0.00131127153710548
"b_ACC_0",-0.0186650245561951,-0.0124487178794935,-0.0127009110781809,-0.00307957749603431,-0.0200736595617852,-0.0136348081473551,0.00166226076802221,-0.0266147573341537,-0.0125010037398979,1.29518266694621,1.2618634969811,0.0104128012554479,-0.00882924201572202,0.0117802416360955,0.0152062272618424
"b_ACC_1",-0.0219604354192239,-0.0117443722349791,-0.0134193814028622,-0.00371892861197686,-0.0194257338064112,-0.0170822192878201,0.00257863376897286,-0.022619450592005,-0.0089718727267559,1.2618634969811,1.32074419040759,0.00663310933635285,-0.0127354545337029,0.00971762976113605,0.0190203208169053
"b_SI_CAMFD",-0.00730798563331087,-0.000971202480504074,0.00343916839916226,-0.00112565961684425,-0.000590768708054542,-0.00171411645926628,0.00544670474511829,-0.00282302266261826,0.00124731056177777,0.0104128012554479,0.00663310933635285,0.0789978546181355,-0.00471574579615346,0.00849665936041265,0.0071312961441956
"b_SI_PANEL",0.00136993375301408,0.000322532275787995,0.00278499686770432,0.000541566465441285,-0.000607067849916042,0.00367677203578281,-0.000134831773156962,0.00482919015589252,0.000776580815169406,-0.00882924201572202,-0.0127354545337029,-0.00471574579615346,0.0445254803602602,0.000282782785177997,-0.00353030424219864
"b_SI_ZER",-0.00125902216720647,-0.000125638553960861,0.00700950926412417,-0.00076997531568882,0.000531445171623825,-0.0089129124186268,-0.00348601706050957,0.0032905061562406,0.00607587131761639,0.0117802416360955,0.00971762976113605,0.00849665936041265,0.000282782785177997,0.064494004868995,-0.00543646562821347
"b_Si_MTRP",0.00352716929706289,0.010710227485589,-0.00236195884746154,-0.000143473079955812,-0.00411810494964993,0.00410934674978249,0.00334955425479316,0.011913058948442,0.00131127153710548,0.0152062272618424,0.0190203208169053,0.0071312961441956,-0.00353030424219864,-0.00543646562821347,0.115896965344738
