"","asc_Op1","asc_Op3","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_SI_MTRP","lambda4","lambda5","gamma_USOCINTURON","gamma_USODISPMOB","gamma_EXP_2","gamma_LV4","zeta_PrPer","zeta_AmbTr","zeta_ComVrb","zeta_ComAfec","zeta_ConCl","zeta_Ans","zeta_StrC","tau_PrPer_1","tau_PrPer_2","tau_PrPer_3","tau_PrPer_4","tau_AmbTr_1","tau_AmbTr_2","tau_AmbTr_3","tau_AmbTr_4","tau_ComVrb_1","tau_ComVrb_2","tau_ComVrb_3","tau_ComVrb_4","tau_ComAfec_1","tau_ComAfec_2","tau_ComAfec_3","tau_ComAfec_4","tau_ConCl_1","tau_ConCl_2","tau_ConCl_3","tau_ConCl_4","tau_Ans_1","tau_Ans_2","tau_Ans_3","tau_Ans_4","tau_StrC_1","tau_StrC_2","tau_StrC_3","tau_StrC_4"
"asc_Op1",0.0421120903357034,0.0282955534837381,0.00123485482395705,0.00371118605631995,0.00272515495560048,0.00136813797868125,0.00624094061195129,0.00984016430808947,-0.0109388327297266,-0.00999924086680181,0.00119649756462818,0.00873594469049983,0.00709217401113571,0.00471713600923085,0.00010302515744499,-0.000468395698268876,1.39756947911228e-05,-9.37910234880432e-05,0.000153779055166512,3.98985991899782e-05,-0.000296659745371014,2.68341662261832e-05,-1.79039025852622e-05,-0.000201376755580775,-0.000124406075610561,1.42907300833799e-05,0.000123207816355342,0.000291321992994125,-2.53408271136772e-05,-0.000271777715273759,-0.000558104138351707,-1.495512766187e-05,2.13471247172579e-06,2.46836904323722e-05,4.5840236582829e-05,-4.70693615121129e-06,-2.54140613138453e-06,1.28879242595321e-06,3.92691393904139e-06,2.20086303508803e-05,-7.94430325452855e-05,-0.000166002674920362,-0.0002850033105807,2.39270244817069e-06,-4.83081585280294e-05,-0.000108792747859418,-0.000133021300219,-7.21870934335968e-06,-1.6578032931781e-06,3.75067513555966e-06,1.18787852726878e-05,-5.17774523313474e-05,8.30389689260006e-06,8.16055776904692e-05,8.94654089573718e-05
"asc_Op3",0.0282955534837381,0.0706692309373575,-0.00172054293151548,0.0121561771647018,-0.0351035592252006,-0.00546396434779785,0.00791551714030234,0.00975735443066387,-0.00934349498598412,-0.00722684679260645,0.0128597134328934,0.00912315295772047,0.0154812845131473,0.000795881402504876,0.000501003872423173,0.00541265345335803,0.00290328798273755,0.00313543234241455,0.00307014120800663,0.00098800802406352,-0.00149937617632484,-0.000799684391260316,-3.21284008330383e-05,-0.00259078913181908,-0.0017937450760532,9.95931374635976e-05,-0.000237802485410085,0.0192153183941138,0.0191867971018171,0.0178613826095536,0.0174070138262729,0.00993710981578137,0.00979512727048125,0.00944104170351947,0.00914750069360349,-0.00187911929235024,-0.00186221069547408,-0.00184738084671981,-0.0018383092215936,0.0134059325901821,0.0118603186950492,0.0113717856204169,0.0108853226599104,0.0123240535243608,0.0121078913595996,0.0120779685524626,0.0118282817008991,0.0034774260435406,0.0035531710302872,0.00361449851443878,0.0036867578667234,0.00702405704945571,0.00707947953507542,0.00717538145360937,0.00716019720636658
"b_tt",0.00123485482395705,-0.00172054293151548,0.000645151101483556,-0.00117746647983138,0.00158653804206804,0.000168957377740993,0.000800218573975411,0.000111464474770795,-0.00170290150480656,-0.00237168388076923,-0.000866067655657603,0.000442658608662976,-0.000733924343657588,-0.000444374464706404,-0.00034712960844522,0.000113325646501454,4.54349372000788e-07,-2.84141203788234e-05,1.82250155530513e-05,-1.66992542928483e-06,-6.84526668957398e-05,8.25334803210776e-06,-1.04314774154165e-05,0.000102199701171157,-3.80705568519917e-05,5.63402950994621e-06,-1.64832725388798e-05,5.14708804104718e-05,-2.32941511937678e-05,-9.41786616893182e-05,-0.000219835655052703,-1.2832668501654e-05,-9.3475078144578e-06,-8.73572986968669e-06,-1.10865480886699e-05,2.50133168543795e-06,4.00067575902083e-06,5.02922193359165e-06,5.75798975484033e-06,-3.87110135169841e-05,4.82189219753871e-05,7.66638921514547e-05,8.73092882025288e-05,-2.09695962030703e-05,-5.43508075050438e-05,-8.18942266723526e-05,-8.72850697153135e-05,-6.63536163534009e-06,-5.65284595749788e-06,-4.73592748018166e-06,-3.21025798750837e-06,-2.80887209258993e-06,-8.54948140786237e-06,-2.28329750854743e-05,-2.88645933069083e-05
"b_dt",0.00371118605631995,0.0121561771647018,-0.00117746647983138,0.0131909320781889,-0.00241905211850496,-0.00123080765564069,-0.00618386309437713,-0.00103602216043574,-0.0138859250668724,-0.0112753582146008,-0.000886979062058104,-0.00104235568286437,0.00103638800267271,-0.00552345972605604,0.00065312656666358,1.18851523213232e-05,-1.73559405317583e-06,-3.93655317270816e-05,-2.32954082028364e-05,1.86119247494038e-05,8.84184574290351e-05,-2.49297561425956e-05,-4.1412001043841e-06,-0.000772371609303994,0.000328028235513155,-1.16011829501979e-05,0.000188622635523233,-0.00012830935527734,-9.62720580564896e-06,9.54157506149545e-05,0.000246477937448452,-2.36892273664467e-06,-1.20761435956174e-05,-2.04295808205661e-05,-2.34489779811436e-05,1.73559920767807e-07,-1.46535897793485e-06,9.51190568251192e-07,3.71421541020636e-06,0.000103731809809483,-0.000497738924518294,-0.000749380021971705,-0.000969667753106399,2.28648231650323e-05,0.00022777476559524,0.000396337919250471,0.000465873958429087,1.44458344340567e-06,1.23057505859859e-07,-1.78548514399946e-06,-6.95353295489397e-06,-0.000100405640367534,-1.87096923618481e-05,0.00011636512575163,0.00014641690979389
"b_CongAB",0.00272515495560048,-0.0351035592252006,0.00158653804206804,-0.00241905211850496,0.0760016420877565,0.0307279733452148,-0.00377975068787817,-0.00350602923725793,0.00156616315523175,-0.000467950284850652,-0.00540853056074142,0.0039494344980837,-0.00913784340683511,0.00409854878890442,0.0012379801429059,0.00116138850886243,-1.18595954833962e-05,-0.000254732883498116,0.000153793542721908,0.000399446910961423,-0.00113529051066983,-0.00029709914006724,0.000420711271005315,0.000925322445766306,6.85487568069855e-05,2.63499516164987e-05,0.000990298363411324,0.000327970546411395,-0.000269178340376234,-0.000849161070019985,-0.00204791219093901,-0.000108847279857032,-0.00011785229062652,-0.000169325479821097,-0.000261808179789142,4.41413990921618e-05,-2.89893928174414e-05,-9.2064976478864e-05,-0.000133493328837597,-0.000112369735760666,3.85831117963546e-05,-3.69857382768922e-05,-4.3170181811705e-05,-6.2181341534305e-05,-0.00044238377077184,-0.000943831579532832,-0.00111323646055054,-0.000135342426373274,-0.000106926240364987,-7.92503265874923e-05,-2.86330427555807e-05,-0.000340439091658027,-6.17170189254431e-05,0.000278248759987833,0.000375215725158445
"b_CongCD",0.00136813797868125,-0.00546396434779785,0.000168957377740993,-0.00123080765564069,0.0307279733452148,0.0510292803975626,-0.00353278667128746,-0.00158175495942922,0.00783026659597133,0.0109333602734182,0.00251285814736713,-0.000865614725154728,-0.00574343451789206,0.00469593672977986,0.00274688132340376,-0.00012318942850782,-4.46280216917248e-05,-0.00020269621889187,-0.000245671691667841,6.77814278962769e-05,-0.000317869532472301,-0.000104720369206377,9.066216290343e-05,0.000699889701811924,-0.000317106995721023,1.56758507620716e-05,0.000199330794938438,-0.000215708163384587,-0.000393246606675989,-0.000557192120253893,-0.00102063295088285,-0.000171736525072702,-0.000186620752524038,-0.000222843157462376,-0.000273918454004939,5.02172150572403e-05,3.64576485748903e-05,2.43101884278444e-05,1.45593430798315e-05,-0.000418861838787818,-6.946750697855e-06,0.000113398747425296,0.000373607110889589,-0.000368213128909162,-0.000540253352280631,-0.000748373237759406,-0.000894628273067317,-0.000100133342526913,-9.19017088975459e-05,-8.52033809863304e-05,-7.16355616361417e-05,-0.000233230183782569,-0.000203844098489447,-0.000100170357668387,-5.16554631177568e-05
"b_Sem_1",0.00624094061195129,0.00791551714030234,0.000800218573975411,-0.00618386309437713,-0.00377975068787817,-0.00353278667128746,0.127376499663029,0.056926900822768,-0.0187075850143364,-0.0118882506437156,-0.00278808742561686,0.00685955700336609,0.00296856777695912,0.0143808138290826,0.00655126474186069,-0.00683022153761353,-0.000126251175150473,0.000196168169977183,-0.000106062753235617,-0.000240388244921531,-9.2912137769977e-05,0.000366633595497939,0.000116008748643966,-0.00122872537993744,-0.000370803488121033,6.59907889691403e-05,-0.000149794126560711,0.000127245365531142,-0.000631482424587099,-0.000907857610711488,-0.000169147084872721,-0.00032713064718838,-0.000244274387733434,-5.00779907499148e-05,0.00020070556449859,3.47011375953858e-06,-2.4804848593594e-06,-1.07150623979147e-05,-1.89994648977145e-05,0.000123229658372177,-0.000453958973119407,-0.000906126130233991,-0.00123295238020027,4.30635590920307e-05,0.000222981191006008,0.000215076324184633,1.76370142072145e-05,-6.64418637934426e-05,-5.79039624257038e-05,-4.65956042262491e-05,-2.40904803715479e-05,-5.27160361450978e-05,-1.01734154782182e-05,8.89786834519528e-05,0.000106580953526485
"b_Sem_2",0.00984016430808947,0.00975735443066387,0.000111464474770795,-0.00103602216043574,-0.00350602923725793,-0.00158175495942922,0.056926900822768,0.0764092185847998,-0.014180006305259,-0.00658830172732515,0.000377685207824726,0.0014371952429651,0.0048122413935701,-0.00121994102561358,0.00294079968934433,-0.00383709620439382,-3.70703994659687e-05,3.73816278818582e-05,0.00029655093454654,-0.000196433486723319,0.000658413082490419,0.000290437485249633,-4.50767450464293e-06,-0.000433029028157904,-0.000843894854062866,2.70659278269694e-05,-0.000112565680691349,-0.000438900313961708,-0.00027733736572466,-2.4333925247241e-05,0.00107496936374049,-0.000177329019283847,-0.000134334959148596,-3.38356443294891e-05,0.000104344301665303,-4.32865931132604e-06,5.29301219611415e-06,1.00591120841686e-05,9.58850311552039e-06,-7.6279503290616e-05,-5.79715791139113e-05,-0.000101879298226689,-0.000160968496818443,-0.000106761041073699,-0.000233458922551804,-0.000421574372052364,-0.000615325818811355,-6.55377877232726e-06,-1.20050331173954e-05,-1.68735605375437e-05,-2.6719136371019e-05,-3.11737175440152e-05,-5.18343369841273e-06,5.01697710294508e-05,5.37646561896807e-05
"b_ACC_0",-0.0109388327297266,-0.00934349498598412,-0.00170290150480656,-0.0138859250668724,0.00156616315523175,0.00783026659597133,-0.0187075850143364,-0.014180006305259,0.297879434989115,0.252492012235125,0.0107193149790615,0.00241402613181396,0.0194453616415909,0.0311653541267546,-0.00505282996545995,0.00628981460732828,5.94334954027887e-06,0.00012688976175986,-3.56504230922194e-05,-9.72953177567401e-05,-0.00102377452589835,4.09569534223719e-05,4.04813665605565e-05,0.00144867851473154,0.00016931395027776,6.51936733968174e-05,4.53148156281781e-05,0.000872874124503874,9.2098856152231e-05,-0.0010533808679204,-0.00315245964794513,-1.54528683835494e-05,4.50714576304429e-05,-1.16786371393992e-05,-9.53662727476189e-05,1.50072267709733e-05,1.52640046311091e-06,-8.71076162743929e-06,-1.39010561408703e-05,-9.88671664938793e-05,0.000577457123387767,0.000950131189839456,0.00147093644965095,8.28898809608236e-06,-0.00022436030832996,-0.000426633597817065,-0.00037821785349827,-4.21016040110398e-05,-3.37238723273097e-05,-2.72529783924541e-05,-1.55982047361699e-05,4.86672399800071e-05,1.61712032539723e-06,-0.00011860751660457,-0.000134766667481599
"b_ACC_1",-0.00999924086680181,-0.00722684679260645,-0.00237168388076923,-0.0112753582146008,-0.000467950284850652,0.0109333602734182,-0.0118882506437156,-0.00658830172732515,0.252492012235125,0.303712936324187,0.00461271723515416,-0.00343988075690538,0.0143748587758374,0.0320340398825226,0.00544898764242293,-0.000960579218956773,-5.18832388611441e-05,-0.000146925792570507,-0.000463672071413488,0.000279727204664073,-0.00100079340390714,-0.0002489112893341,0.000291096337799561,-0.00062749657012463,0.000392069431615679,-4.71976160312408e-05,0.000771324521685138,4.53629644324573e-05,-0.000484264187081739,-0.000771182455856392,-0.00101610130883855,-0.00022308109475188,-0.000194999239075001,-0.000131019773354899,-5.82801507683418e-05,5.65820096064827e-05,-9.43531223422797e-07,-4.41728506359131e-05,-6.47830354811967e-05,5.83275675344105e-05,-0.000814938835008356,-0.00144865775364287,-0.00177809410405095,-0.000117733445741411,1.8256326886304e-05,-0.000100996928782729,-0.000334091405772159,-0.000106724122729743,-9.30863015534467e-05,-7.87242789645336e-05,-3.85145378298526e-05,-0.000408857520544604,-0.000156918520199222,0.000274050296776281,0.000370353009105052
