"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.216827600721953,-0.0935185690514559,-0.277357489668827,0.393832528331325,0.082353140256843,-0.160253998066933,0.0489718241150944,-0.111621374758376,0.0724676348640204,0.0162913987971258,-0.168088521221928,-0.0411330324195956,0.0775475611928734
"asc_ruta4",0.216827600721953,1,0.028230935705612,0.102699380771153,0.224702909463004,-0.0301001050706571,0.00971961627585737,-0.066066491027341,0.501361785632552,0.0780937642977339,-0.115225435066554,-0.201098359667524,-0.595761713133382,-0.436426453681123
"b_gain",-0.0935185690514558,0.0282309357056119,1,-0.313020053133925,-0.156127751224603,0.204441784344246,0.0791010432114677,0.0582031428215507,0.125704084977631,-0.00805589059827786,-0.164998270525204,0.0625770521243715,0.065315822961268,0.030120488796197
"b_loss",-0.277357489668827,0.102699380771153,-0.313020053133925,1,-0.00449869006115699,0.12385311824515,-0.0434720306059861,-0.0551272881014298,0.0631257592821216,-0.0496492992899602,0.0973252887899361,-0.0790790973621731,-0.18220376569179,0.0714397360712788
"b_dt",0.393832528331324,0.224702909463004,-0.156127751224603,-0.00449869006115702,1,0.183001490422697,-0.182793914554175,0.0804341003014005,-0.0582646325104028,0.117658108668231,-0.0761969120384073,-0.296244719027921,-0.120892400495528,0.0616764007640641
"b_Sem",0.0823531402568429,-0.0301001050706572,0.204441784344246,0.12385311824515,0.183001490422697,1,-0.0986705613190611,0.0306197018131166,-0.0167893732578963,0.00828537115136196,-0.0070581468115115,-0.0184459434192446,-0.0451883391736893,0.0786403197588417
"b_ACC_1",-0.160253998066933,0.00971961627585751,0.0791010432114677,-0.0434720306059861,-0.182793914554175,-0.0986705613190611,1,0.0467368617955174,0.0178430531961805,-0.0239259512839852,-0.179771438804564,0.180085600483083,-0.127194015154356,-0.024461393047874
"b_ACC_2",0.0489718241150943,-0.066066491027341,0.0582031428215507,-0.0551272881014298,0.0804341003014005,0.0306197018131166,0.0467368617955173,1,-0.102602942928651,0.060103408761954,0.0877716305167772,-0.0632161581927192,0.0420234918922348,0.0936231181755772
"b_SI_CAMFD",-0.111621374758376,0.501361785632552,0.125704084977631,0.0631257592821217,-0.0582646325104026,-0.0167893732578962,0.0178430531961806,-0.102602942928651,1,0.0290994537365906,-0.0750790581360576,-0.0993526393038018,-0.0551585896323804,0.0759916817795716
"b_SI_PANEL",0.0724676348640203,0.0780937642977338,-0.00805589059827792,-0.0496492992899601,0.117658108668231,0.00828537115136194,-0.0239259512839852,0.0601034087619541,0.0290994537365906,1,-0.145909515183261,-0.0456285031035324,0.0317185448040618,0.025075489756536
"b_SI_ZER",0.0162913987971258,-0.115225435066554,-0.164998270525204,0.0973252887899361,-0.0761969120384073,-0.00705814681151148,-0.179771438804564,0.0877716305167772,-0.0750790581360578,-0.145909515183261,1,-0.0290940398507092,0.0243362836879413,0.157086136520809
"b_Si_MTRP",-0.168088521221928,-0.201098359667523,0.0625770521243715,-0.0790790973621731,-0.296244719027921,-0.0184459434192446,0.180085600483083,-0.0632161581927192,-0.0993526393038017,-0.0456285031035324,-0.0290940398507092,1,0.0202721304273191,-0.0047812799700248
"b_No_Info",-0.0411330324195956,-0.595761713133381,0.0653158229612679,-0.18220376569179,-0.120892400495528,-0.0451883391736892,-0.127194015154356,0.0420234918922347,-0.0551585896323787,0.0317185448040615,0.024336283687941,0.020272130427319,1,-0.0261186115289728
"b_UsoCel_F",0.0775475611928738,-0.436426453681124,0.0301204887961969,0.0714397360712783,0.061676400764064,0.0786403197588417,-0.024461393047874,0.0936231181755772,0.0759916817795711,0.025075489756536,0.157086136520809,-0.00478127997002482,-0.0261186115289705,1
