"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.055042672889675,0.0292731792623232,-0.0333680243681997,-0.0140014221928658,0.0236316331514884,0.00352609673115828,-0.0128994361421459,0.00897263510021265,-0.00907448477030053,0.00379660521674587,0.00101797686183296,-0.0158982714236148,-0.00365368677562009,0.00678106109480992
"asc_ruta4",0.0292731792623232,0.331139616064136,0.0247066422549973,0.0127161572923632,0.0330709492791718,-0.00316109743498447,0.00191896381761764,-0.0296900397370076,0.0999727526903327,0.0100351420147509,-0.0176597154419001,-0.0466526364462226,-0.12979829506841,-0.093604427861539
"b_gain",-0.0333680243681997,0.0247066422549972,2.31294745584845,-0.102432445204695,-0.0607288955529462,0.0567435949195448,0.0412740599500699,0.0691278877706859,0.0662456134170547,-0.00273588625947204,-0.06683316829059,0.0383671974536814,0.0376090284469174,0.0170735823736572
"b_loss",-0.0140014221928658,0.0127161572923631,-0.102432445204696,0.0462982943398378,-0.000247571680237571,0.00486355399102125,-0.00320925715922095,-0.00926345704339972,0.00470667230320266,-0.00238559773910379,0.00557747935143572,-0.00685971847414723,-0.0148433070748332,0.00572930698031439
"b_dt",0.0236316331514884,0.0330709492791717,-0.0607288955529462,-0.000247571680237572,0.0654131088520506,0.00854183783436857,-0.0160400687175569,0.0160655859882015,-0.00516371492530441,0.00671979235078222,-0.00519038461357617,-0.0305453499708265,-0.0117063693925333,0.00587937514742237
"b_Sem",0.00352609673115827,-0.00316109743498448,0.0567435949195449,0.00486355399102125,0.00854183783436857,0.0333064695702566,-0.0061782289082631,0.00436404504763336,-0.00106175334058126,0.000337658637174446,-0.000343071595417053,-0.00135714817067692,-0.00312234945529676,0.00534920604215654
"b_ACC_1",-0.0128994361421458,0.00191896381761766,0.0412740599500699,-0.00320925715922095,-0.0160400687175569,-0.0061782289082631,0.11771293602654,0.0125226318027205,0.00212131966379626,-0.00183308627332143,-0.0164271629309033,0.0249088213340407,-0.0165222656600042,-0.00312804532629497
"b_ACC_2",0.00897263510021264,-0.0296900397370076,0.0691278877706859,-0.00926345704339972,0.0160655859882015,0.00436404504763336,0.0125226318027204,0.609884976120646,-0.0277657006204974,0.0104815296297334,0.0182560958839294,-0.019902799127202,0.0124253013978947,0.0272512748836068
"b_SI_CAMFD",-0.00907448477030052,0.0999727526903328,0.0662456134170548,0.00470667230320267,-0.00516371492530438,-0.00106175334058126,0.00212131966379627,-0.0277657006204974,0.120074200269981,0.00225170391473595,-0.00692904595126882,-0.0138792613331214,-0.00723650442895171,0.00981455612473277
"b_SI_PANEL",0.00379660521674587,0.0100351420147509,-0.00273588625947206,-0.00238559773910379,0.00671979235078222,0.000337658637174446,-0.00183308627332143,0.0104815296297334,0.00225170391473595,0.0498658458578131,-0.00867790684563536,-0.00410771127182339,0.00268167212261955,0.00208704000906858
"b_SI_ZER",0.00101797686183296,-0.0176597154419001,-0.06683316829059,0.00557747935143572,-0.00519038461357617,-0.000343071595417052,-0.0164271629309033,0.0182560958839294,-0.00692904595126884,-0.00867790684563535,0.0709348326621175,-0.00312389117907587,0.00245400171218514,0.0155936358532401
"b_Si_MTRP",-0.0158982714236148,-0.0466526364462225,0.0383671974536814,-0.00685971847414723,-0.0305453499708265,-0.00135714817067692,0.0249088213340407,-0.019902799127202,-0.0138792613331213,-0.00410771127182339,-0.00312389117907587,0.162526501259188,0.00309422800649987,-0.000718432587540723
"b_No_Info",-0.00365368677562009,-0.12979829506841,0.0376090284469173,-0.0148433070748332,-0.0117063693925333,-0.00312234945529675,-0.0165222656600042,0.0124253013978946,-0.00723650442895149,0.00268167212261952,0.00245400171218511,0.00309422800649985,0.143344705142394,-0.00368570582751749
"b_UsoCel_F",0.00678106109480995,-0.0936044278615393,0.0170735823736571,0.00572930698031435,0.00587937514742235,0.00534920604215654,-0.00312804532629497,0.0272512748836068,0.00981455612473271,0.00208704000906858,0.01559363585324,-0.000718432587540726,-0.00368570582751717,0.138918316275173
