"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.0484366769036515,0.0278113802712006,-0.0137364730131272,-0.0116013908848627,0.0148408557449216,0.00464428801689084,-0.00367494783471414,-0.00310997809558225,-0.0035509571562057,-0.000882759163512069,-0.00340490809801579,-0.00683135480145177,-0.000679293741355282,0.00169278009179829
"asc_ruta4",0.0278113802712006,0.323428357436557,0.0119120124107111,0.000895524841972794,0.012108487354383,0.00015381906279965,0.0124161714461571,-0.0121625023310861,0.101005825685623,-0.00491704778813321,-0.0111807330669268,-0.0171260048699414,-0.113184392612971,-0.127785084866922
"b_gain",-0.0137364730131272,0.0119120124107111,2.24620852135263,-0.106629716968351,-0.039279282843498,0.0630727480823356,0.021663856639447,0.0532619077198126,-0.0111935317187299,-0.0235308418703896,-0.0246098476992711,0.0274912058803137,-0.0315063488991084,0.0122810823508351
"b_loss",-0.0116013908848627,0.000895524841972794,-0.106629716968351,0.0448244626795297,0.000693127081684341,0.00140340206889553,-0.004054172163513,-0.000508508064230762,-0.00148210647855809,-0.000335516605168436,0.00461465091412226,-0.00266403899177265,0.005398942207824,-0.00255573336619461
"b_dt",0.0148408557449216,0.012108487354383,-0.039279282843498,0.000693127081684341,0.0688500374876182,0.0135822320571499,-0.0082904145969931,0.00130434900241869,-0.00836445119743731,0.00337878636179545,-0.00919301309861156,-0.0155232255375519,-0.00218726637785001,0.00330342741166243
"b_Sem",0.00464428801689084,0.00015381906279965,0.0630727480823356,0.00140340206889553,0.0135822320571499,0.0422192345500112,-0.00536144890740713,0.0162371681399231,-0.00288784718444957,-0.000938694430336969,-0.00366586470866612,-0.00846465948725852,-0.00334955610305019,-0.00158524883232449
"b_ACC_1",-0.00367494783471414,0.0124161714461571,0.021663856639447,-0.004054172163513,-0.0082904145969931,-0.00536144890740713,0.130185152497075,0.0443544699268505,0.010445449110202,-0.00344438471629057,-0.00384913770172638,0.00882578922865108,-0.00924456831124183,-0.00037176491394049
"b_ACC_2",-0.00310997809558225,-0.0121625023310861,0.0532619077198126,-0.000508508064230762,0.00130434900241869,0.0162371681399231,0.0443544699268505,1.56686458778952,-0.00971635405079387,0.0211596669212374,0.00996981636020646,-0.0146993663402003,0.00376620348527412,0.00772067253496995
"b_SI_CAMFD",-0.0035509571562057,0.101005825685623,-0.0111935317187299,-0.00148210647855809,-0.00836445119743731,-0.00288784718444957,0.010445449110202,-0.00971635405079387,0.114747491878326,-0.00515320164899939,-0.0031362711653388,-0.00580156943841136,-0.00654439310343471,-0.00569339237543733
"b_SI_PANEL",-0.000882759163512069,-0.00491704778813321,-0.0235308418703896,-0.000335516605168436,0.00337878636179545,-0.000938694430336969,-0.00344438471629057,0.0211596669212374,-0.00515320164899939,0.0623106642050314,0.000917627521520459,-0.00449615016693373,0.00816910113630151,0.00210923423562684
"b_SI_ZER",-0.00340490809801579,-0.0111807330669268,-0.0246098476992711,0.00461465091412226,-0.00919301309861156,-0.00366586470866612,-0.00384913770172638,0.00996981636020646,-0.0031362711653388,0.000917627521520459,0.0836000963913121,-0.00277711235391775,0.00102252901351384,0.00852829688689711
"b_Si_MTRP",-0.00683135480145177,-0.0171260048699414,0.0274912058803137,-0.00266403899177265,-0.0155232255375519,-0.00846465948725852,0.00882578922865108,-0.0146993663402003,-0.00580156943841136,-0.00449615016693373,-0.00277711235391775,0.145565778608289,-0.000865184465376748,-0.00214578668795301
"b_No_Info",-0.000679293741355282,-0.113184392612971,-0.0315063488991084,0.005398942207824,-0.00218726637785001,-0.00334955610305019,-0.00924456831124183,0.00376620348527412,-0.00654439310343471,0.00816910113630151,0.00102252901351384,-0.000865184465376748,0.130652028869131,0.00697467949640336
"b_UsoCel_F",0.00169278009179829,-0.127785084866922,0.0122810823508351,-0.00255573336619461,0.00330342741166243,-0.00158524883232449,-0.00037176491394049,0.00772067253496995,-0.00569339237543733,0.00210923423562684,0.00852829688689711,-0.00214578668795301,0.00697467949640336,0.145365755796242
