"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_ADULTO40","gamma_EXP_1","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_JOVEN30","gamma_EXP_2","gamma_HTRB_2","gamma_HTRB_3","gamma_HTRB_4","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","sigma_OmLmVel","sigma_IgPare","sigma_UsoCel","sigma_PasoPeaton","sigma_UsoDirec","sigma_UsoPito"
"b_ACC_1",-0.0767203815538188,-0.0424827009809853,-0.118291222767412,-0.117765574398285,-0.19375682311277,-0.0505703787812406,0.0270216484253507,-0.0473945783788428,-0.0172780905084483,0.966427795676556,1,0.0264769389700646,-0.048526949313442,0.0383357703779048,0.0780565618927414,0.0966273863202766,-0.105003343518774,0.13390507381271,-0.0188104734198675,-0.0114276986254217,0.0205389729194413,-0.0585157686270042,-0.0570125885045022,-0.0566044191688033,0.00310934108723647,-0.0077094402312628,-0.000635082783871955,0.0181480898546935,0.0183019750050659,0.00908457554674886,0.0546251031286209,0.0344554713329963,0.0331819736212644,0.0348544120511158,0.030647245283389,0.0576253168148187,0.0576191822316958,-0.0189435059312289,-0.0190718907406186,-0.0196743415625598,0.0305683867855016,-0.0122131573057339,-0.0064493742921096,-0.0200200851375283,0.0122668529708824,-0.027329569806842,-0.0201533345684803,-6.81889537865005e-05,0.00604747346407709,0.0218989480565262,0.00286578029011972
"b_SI_CAMFD",-0.072428486681426,-0.00168747104968442,0.122185790633416,-0.122333632859242,-0.0256289566940637,-0.0409869945932045,0.0642033466003414,-0.0396203729786182,0.00586150322851847,0.0397460386979068,0.0264769389700646,1,-0.076542415295501,0.10003000419533,0.0681035022841884,-0.00585343607706368,0.0093642468175169,-0.0958993260796065,0.00347962349838351,-0.0019093918320377,-0.00437072317757803,0.0184163483495087,0.00578604956793862,0.00878722354773713,-0.00930796521674472,0.0145378819973456,-0.0176401072102165,0.00360371488077155,0.00414678739631949,0.00549287154289715,-0.00807831404960497,-0.00140293365226265,-0.00096035527320029,-0.0012120175224329,-0.000739857229179145,-0.00860487341220007,-0.00860554670751153,-0.00114378467160745,-0.00145383125562537,-0.00139594244555763,-0.000862003986830533,0.00364625140280536,-0.000887114243275177,0.00164760219412454,-0.00230763716792566,0.00383218278506203,0.00287572801770769,-0.00429117839593297,0.000503615852111583,-0.00228751537364398,-0.000942322842541401
"b_SI_PANEL",0.0141888294126622,0.00155869241620863,0.0112147230045356,0.0646795680688425,-0.0148351732512873,0.0580077370343254,-0.00542610210492155,0.0670996904182999,0.00341703772916778,-0.0310141296487203,-0.048526949313442,-0.076542415295501,1,0.00842815270640058,-0.0743672154969511,0.00426142067467705,0.000949275090731907,-0.00374082010581982,-0.000948495069207346,-0.00654408933403971,0.000983284968692055,0.00415276807300923,0.0045349141587791,0.00483771343725727,-0.00150868555647049,0.00243177509087388,-0.00277428963537448,-0.0104447448629201,-0.00413816432904976,-0.0026622659712372,-0.00442214068536105,0.00210304289891575,0.00185791443746018,0.00191404925613995,0.00193733220901143,-0.00455230054898736,-0.00454724110298653,0.0046998565589074,0.00444338694388047,0.00460222034082459,0.00175141403911096,-0.00173973993846054,0.000387499153473721,0.000316235145612996,-0.000390009126960538,0.00367796529422381,0.00308345537626292,-0.00317227353396903,-0.000195547056688879,-0.00327763169325455,0.000393153650485593
"b_SI_ZER",-0.00793727981012022,0.00740865955400158,0.101003567273409,-0.0864713541928442,0.0483654662954921,-0.109364026338464,-0.0556759346261843,0.0529989062365219,0.102461097151325,0.0384481107480767,0.0383357703779048,0.10003000419533,0.00842815270640058,1,-0.078556276817483,-0.159316960405268,0.179146140396702,-0.120580018664994,0.0643744856254832,0.0117342386257301,-0.0603313016836371,0.124134112163996,0.126472953672893,0.126167930687477,0.000592404276852701,0.00534481002091751,0.0136408180483481,-0.0155494164250129,-0.0205747574421002,-0.0115988913490913,-0.119847353237305,-0.0720375548526703,-0.0687376573269131,-0.0723581020447149,-0.0640788513758929,-0.128044797503706,-0.128044155509675,0.0236270538316621,0.0235963927352508,0.0239787702366588,-0.0635303318808242,0.027908755485859,0.0093619693073208,0.0381339217182514,-0.0241021175322783,0.0596927343434127,0.0450659882314024,-0.00467945449909343,-0.0101388464743905,-0.018516974294224,-0.00721850376300024
"b_Si_MTRP",0.0718471853999738,0.116315430146686,-0.104400269041555,-0.0150348650287714,-0.148042934829664,0.0485707257657973,0.0569289386518796,0.0831629092987387,0.0193792678213057,0.0716480396732167,0.0780565618927414,0.0681035022841884,-0.0743672154969511,-0.078556276817483,1,0.129591021080408,-0.122719946150092,0.130114624682119,-0.0300224631007729,-0.00827029395553886,0.0172075382150561,-0.0487317185236842,-0.0631773834610493,-0.055395904169295,0.0153274986144865,-0.0204236209798913,-0.00454917030103483,0.0138522669088561,0.0134458700929419,0.00760390987203537,0.0512425415158831,0.0338061534024868,0.0322709374336243,0.0341034000565372,0.030096929210016,0.0569857567204928,0.0569647429475822,-0.0122482803729015,-0.0121491305675522,-0.0130623768398547,0.029811157655425,-0.0124065544309293,-0.00395879789809911,-0.0189474551203734,0.0115595597848263,-0.0259589083869492,-0.0164902322699693,-0.00202688966558012,-0.00212519437985816,0.0220522285998265,0.00377653835513547
"lambda1",-0.0111004733374287,0.010121088551527,-0.286730982034432,-0.0284656728130291,-0.168132811448142,0.0148913279481331,0.0971034011333614,-0.0824622605084206,-0.0656103142025512,0.110480464581672,0.0966273863202766,-0.00585343607706368,0.00426142067467705,-0.159316960405268,0.129591021080408,1,-0.873376069773701,0.524899116944081,-0.0864445623055885,-0.0607558457334022,0.143594822912762,-0.417168846259477,-0.430171083338719,-0.296788091986459,0.0205027284579469,0.0109815206643192,-0.0300899469664356,0.0553804169700312,0.0600358444743647,0.0337466114119845,0.286231941283819,0.188585966938064,0.181597192604328,0.192715618901636,0.168126046266194,0.314674302164401,0.314525960989524,-0.0681288060851463,-0.068327008491478,-0.0709609281703403,0.169295854175481,-0.0519810261394929,-0.0230334294792086,-0.117433770183466,0.0737676556160623,-0.151933505892189,-0.0986441274524654,0.00168398292519291,0.0192718533695908,0.0919716183775589,0.0106112801120138
"lambda2",0.0146450258651933,-0.0055272219290119,0.352196564770083,0.0235608648717992,0.18325824288862,0.0148333374789447,-0.0975164301391094,0.0824030148161953,0.0662188175198937,-0.12612571471597,-0.105003343518774,0.0093642468175169,0.000949275090731907,0.179146140396702,-0.122719946150092,-0.873376069773701,1,-0.624003352680108,0.353666718697519,0.0396380451610382,-0.299814159000759,0.634719964182229,0.750535297086925,0.706830135966868,-0.024284652009503,-0.0189158521163863,0.045830783991124,-0.091332587086497,-0.114570761216987,-0.075356879986107,-0.680786008219294,-0.39003997514686,-0.374731394411326,-0.39366184548909,-0.348497304316911,-0.719141359225932,-0.719109295799115,0.150352252573075,0.15182654334079,0.15632106457747,-0.34601833759321,0.135537241180289,0.062322098520398,0.212848891593541,-0.128807425371704,0.334173861156843,0.247869390687808,0.00815614802558368,-0.04669746919331,-0.159553098324839,-0.0340295842010449
"lambda3",-0.00983865282217506,0.00492858261698621,-0.830550736205565,-0.013707432808064,-0.213036941453296,-0.0128446298587611,-0.00251090066124196,-0.0104738307116358,0.00428886041265027,0.148005385709528,0.13390507381271,-0.0958993260796065,-0.00374082010581982,-0.120580018664994,0.130114624682119,0.524899116944081,-0.624003352680108,1,-0.199752393385593,-0.0288572755183464,0.179753205695754,-0.364445901981086,-0.42405304264835,-0.391088214628158,0.142283056921035,-0.0332461908803115,-0.00540255542325414,0.00353311297632203,-0.00907684666148941,-0.0580415348306975,0.360589105494299,0.213522637980092,0.205178786428453,0.215877604154415,0.190441746111528,0.398759707701883,0.398764909386424,-0.00713447898559629,-0.00763435138256134,-0.0114143899109916,0.188826992076066,-0.0724314028402634,-0.0330285265071608,-0.119171013651209,0.0741956356065078,-0.186549853075069,-0.142194439402928,-0.0142047456424569,-0.00765109443139537,0.125577601300505,0.0235058100924514
"gamma_USOCINTURON",0.00092319062716784,0.000736568998691338,0.0976035519452678,-0.0154002882648834,0.0611195159418541,0.0183603721243255,-0.0434014665711467,0.0296340530173292,0.023316690499977,-0.0312574082429342,-0.0188104734198675,0.00347962349838351,-0.000948495069207346,0.0643744856254832,-0.0300224631007729,-0.0864445623055885,0.353666718697519,-0.199752393385593,1,0.0620838024202426,-0.280526412839952,0.3626859901713,0.507834502593043,0.591784575658981,-0.023262232354273,-0.0906403273075849,0.104430442146649,0.0443965236514888,0.0296130104355453,0.0423546338907672,-0.544802747273478,-0.516172890342655,-0.499941474793289,-0.517089787889575,-0.477037559586884,-0.608936091376371,-0.60948126404552,-0.0858195188908147,-0.084791630911977,-0.0814827950002364,-0.467238535449515,0.0820433471007197,0.0415733879118336,0.130811044830999,-0.113520073789565,0.332539736387955,0.353582509479578,0.0551801736897097,0.0692357470538957,-0.0471953230748243,-0.0359960507045162
"gamma_USODISPMOB",0.00293615972735849,0.000891701478936021,-0.0381618478388783,0.0164695815584383,0.0162794635360741,0.0160678712797996,0.00853310762643526,0.00836715955537093,0.00218980940120572,-0.0150665167598525,-0.0114276986254217,-0.0019093918320377,-0.00654408933403971,0.0117342386257301,-0.00827029395553886,-0.0607558457334022,0.0396380451610382,-0.0288572755183464,0.0620838024202426,1,-0.139300782504894,0.059516839776127,-0.0109186116339786,-0.0189991408848121,-0.0871371570302713,-0.10398233049021,0.0759269900360591,0.126226585767558,0.143723665485636,0.146730276962195,-0.0109609629190078,-0.525341402805679,-0.517251669221229,-0.531186005280449,-0.507116366270357,-0.0176387730170369,-0.0179003134550616,-0.157394939103996,-0.157849149266703,-0.160768219705315,-0.490062982110041,-0.0254597489023441,0.033754857773143,0.0768550107419952,-0.0226584540365005,-0.0203434373783688,0.00128202363457597,0.0225241396125069,0.0687417115786918,0.13986981292531,0.000387796443600505
"gamma_ADULTO40",-0.00216091727904287,-0.00166391101964676,-0.05435060681072,0.0101393677348032,-0.0490295613500177,-0.0135977638274315,0.035441008613483,-0.0228336001410724,-0.0141978748791274,0.0272260440921204,0.0205389729194413,-0.00437072317757803,0.000983284968692055,-0.0603313016836371,0.0172075382150561,0.143594822912762,-0.299814159000759,0.179753205695754,-0.280526412839952,-0.139300782504894,1,-0.314747758110857,-0.388481788568553,-0.403631032378209,0.0362947439129002,0.266093540588737,-0.256758219990532,-0.233490591654367,-0.2300965934036,-0.240309542618002,0.358601848897681,0.308974418613318,0.299557801650423,0.310263604818982,0.283677827105362,0.406891548476018,0.406682805076747,0.160336446243211,0.161063730022269,0.162681610094627,0.278169821242063,-0.0744368642761085,-0.0483262857166943,-0.114295269653705,0.0658204419362819,-0.197049209312657,-0.126137383953276,-0.00752292687673542,-0.0549361946393772,-0.0578007864939755,0.017888604292103
"gamma_EXP_1",0.0142388675330637,0.0044181652285786,0.227237916742345,0.00679658253137964,0.102682544389992,0.00456060173381677,-0.060740188368727,0.041942234195344,0.0277566325776321,-0.0712278371653971,-0.0585157686270042,0.0184163483495087,0.00415276807300923,0.124134112163996,-0.0487317185236842,-0.417168846259477,0.634719964182229,-0.364445901981086,0.3626859901713,0.059516839776127,-0.314747758110857,1,0.615304415308124,0.663385306549105,-0.00133489198400565,-0.0556112508899884,0.0805491029063703,-0.0634838867182191,-0.0836793339872943,-0.0572517260220202,-0.633441137214925,-0.369362629325768,-0.356743074131065,-0.372667576154087,-0.332087385256963,-0.674903032437645,-0.674677289416566,0.111156573010827,0.112089239014904,0.11540653874475,-0.332619561163559,0.106332406817484,0.05894014553266,0.176587206909764,-0.120529712657358,0.327821374078682,0.226438379122012,0.00479694455936028,-0.0331513026729254,-0.114982684675487,-0.0115161807579769
"gamma_HPICO",0.0111539913094884,0.00313333323485555,0.283555823453326,-0.0107852830223583,0.123773616429831,0.0219914811867402,-0.0850635029068448,0.049196917206944,0.0373150401048001,-0.073663504632355,-0.0570125885045022,0.00578604956793862,0.0045349141587791,0.126472953672893,-0.0631773834610493,-0.430171083338719,0.750535297086925,-0.42405304264835,0.507834502593043,-0.0109186116339786,-0.388481788568553,0.615304415308124,1,0.880087153681604,-0.0110080453651116,-0.04558537909595,0.0669899025017896,-0.0926112896291477,-0.129539718391041,-0.0928453383143331,-0.836138927002768,-0.468359103099378,-0.449783001285095,-0.471851486718412,-0.420268608989984,-0.896892435984485,-0.897011105981418,0.157734573925887,0.158884013031694,0.163264945219181,-0.414627132557457,0.162274088847257,0.0726082764630384,0.244647898177055,-0.141475745841556,0.419743946473208,0.334123617666389,0.0036748372992798,-0.0478284358698156,-0.152219250856323,-0.046852693248256
"gamma_LV1",0.0143407244752536,0.00477289995837682,0.267360279366542,-0.00629667335888716,0.11755622161905,0.0156024326648754,-0.0849531701459102,0.0448659816993068,0.0332350361403853,-0.0717892516712581,-0.0566044191688033,0.00878722354773713,0.00483771343725727,0.126167930687477,-0.055395904169295,-0.296788091986459,0.706830135966868,-0.391088214628158,0.591784575658981,-0.0189991408848121,-0.403631032378209,0.663385306549105,0.880087153681604,1,-0.00973828725777195,-0.0411414468974144,0.0624392784033607,-0.0879322046360747,-0.129922748677226,-0.0932321540754345,-0.941725184943739,-0.508533314224162,-0.487744467956091,-0.509671951992869,-0.454150085581159,-0.996929270062582,-0.997082383782152,0.172924708947003,0.174293291556897,0.17915931158159,-0.448202648513579,0.201213216851301,0.0933031277019607,0.259982985965712,-0.153911941657695,0.451528673259188,0.35346272414654,0.00824024535206115,-0.0489992292229937,-0.162056853888893,-0.050515844149307
"gamma_EDUBASICA",-0.00043100335174624,-0.0016768222923528,-0.0511594631354145,-0.0087147322332731,-0.00316906740961905,-0.0305052209766039,-0.0154408425947639,0.0118906253720367,0.00960559752982116,0.0080211416287091,0.00310934108723647,-0.00930796521674472,-0.00150868555647049,0.000592404276852701,0.0153274986144865,0.0205027284579469,-0.024284652009503,0.142283056921035,-0.023262232354273,-0.0871371570302713,0.0362947439129002,-0.00133489198400565,-0.0110080453651116,-0.00973828725777195,1,0.0188408550195638,-0.018882728709225,-0.323566001228813,-0.41494365284251,-0.424738884772347,-0.0365077142346892,0.0672146100971196,0.0663315560980358,0.0687331893567985,0.0643024517593449,0.0138860761679128,0.0140130938574568,0.292102531544462,0.288340419620345,0.288939666598096,0.0625276780750251,0.00426462484695992,-0.00494301547054726,-0.0181444262240704,0.00791214157400977,0.00510011725997363,-0.005668429555404,-0.0874822689484006,-0.0998819265043285,-0.0171596210441401,0.00163235665864143
"gamma_JOVEN30",0.00988124073752953,0.00155138043702589,0.0967463876415433,0.0129157950317156,0.00739109867158096,-0.00882041130750343,0.00615192579361894,-0.0287874699984285,-0.0111628304261293,-0.00694377099390416,-0.0077094402312628,0.0145378819973456,0.00243177509087388,0.00534481002091751,-0.0204236209798913,0.0109815206643192,-0.0189158521163863,-0.0332461908803115,-0.0906403273075849,-0.10398233049021,0.266093540588737,-0.0556112508899884,-0.04558537909595,-0.0411414468974144,0.0188408550195638,1,-0.46466682852676,-0.219779729138587,-0.227028791101782,-0.209390952211862,0.00455919725046355,0.098467937024519,0.0972061580887816,0.0994430976832562,0.094629867587877,0.0463332881734737,0.0462004859662105,0.220096851186877,0.220131636805029,0.222633548237869,0.0912439998706037,0.00274627195312352,-0.010391786616333,-0.015098560070048,0.00612697941469064,-0.0325346072708046,-0.0139234014131284,-0.0332760809500035,-0.0870721719763356,-0.115468769577437,0.00286315249917801
"gamma_EXP_2",-0.00511852618710111,-0.0035013292118201,-0.0751595896999903,-0.000706908109348209,0.00070652770605273,0.000306220269974152,-0.00676559326206121,0.0131439032501616,0.0135108994228464,-0.00194495223870676,-0.000635082783871955,-0.0176401072102165,-0.00277428963537448,0.0136408180483481,-0.00454917030103483,-0.0300899469664356,0.045830783991124,-0.00540255542325414,0.104430442146649,0.0759269900360591,-0.256758219990532,0.0805491029063703,0.0669899025017896,0.0624392784033607,-0.018882728709225,-0.46466682852676,1,0.190509865285809,0.195684170066066,0.208225382091894,-0.0250743859737858,-0.133754368299852,-0.131330953445122,-0.134555496252404,-0.127010820766506,-0.0698721514446325,-0.0698343507189328,-0.252491439571923,-0.250496955708876,-0.253585336622572,-0.124064074146508,-0.00174717873745217,0.00899070775838498,0.0162486199213203,-0.0185701318362898,0.0455280082008476,0.0375172175304347,0.0503984843721474,0.0772836508096359,0.0950912718410419,-0.00201725349781172
