"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_ADULTO40","gamma_EXP_1","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_JOVEN30","gamma_EXP_2","gamma_HTRB_2","gamma_HTRB_3","gamma_HTRB_4","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","sigma_OmLmVel","sigma_IgPare","sigma_UsoCel","sigma_PasoPeaton","sigma_UsoDirec","sigma_UsoPito"
"asc_ruta1",1,0.774808320532448,0.205335614801845,0.50880760763488,-0.166174840184885,-0.0708862201927867,-0.274353741500443,-0.071827815188538,-0.118452324806452,-0.229630841915771,-0.193124680723384,-0.251699719720582,-0.0322256763318986,0.0255071562341521,0.0789604843986123,-0.0788731467483286,0.0733737311205552,-0.0354095484110643,0.0687681071309418,0.0761498087071175,-0.0749421577605164,0.0716926886095686,0.0770574364188766,0.0641475618057401,0.0766194624704962,0.0280362851833634,-0.0563142079915911,-0.0528390079268741,-0.0774045904081003,-0.0626897076384177,-0.0736131018565289,-0.0610646223422891,-0.105668064036031,-0.0735167241017665,-0.0893172765450026,-0.0644898285550873,-0.0662159202580985,0.0753068170861988,0.0890067413058143,0.0894243320004909,-0.124966412455562,0.0521514669596007,-0.159077079020675,0.0776662767713269,-0.0411597300260641,0.0960661119875258,0.0844212147956791,-0.0770323849482076,-0.0338565091525242,0.00638873686634656,-0.1240328458438
"asc_ruta2",0.774808320532449,1,0.191359879414971,0.383367996976378,-0.18813131433026,-0.0886583435452612,-0.239680022213313,0.0369983297773021,-0.0106442343028412,-0.155571573003097,-0.10246685690378,-0.139354662483481,-0.0717695234166306,0.00498031587967209,0.159224909481639,-0.0551716472189925,0.0774983804989053,-0.0428136980402431,0.129496251830463,0.07945736567033,-0.0927544875171308,0.102710514209264,0.0831920902766166,0.0897242101491233,0.0680366869108463,0.0285156695438,0.000238741494962243,-0.0304898229290553,-0.0443211497765887,-0.0302009812214569,-0.100230823396833,-0.117025729682235,-0.143583617386231,-0.1190482023368,-0.13048629174497,-0.0903820123843934,-0.0906092367988872,0.0491052921308965,0.062208468809155,0.0579277051016386,-0.158819560205453,0.065731358652862,-0.151909772090876,0.0975542918428828,-0.000955850542736504,0.124895688129548,0.165724240986952,-0.0492133731310743,-0.0256810606606842,-0.00261489096716826,-0.139265086081864
"asc_rutaEC",0.205335614801849,0.191359879414972,1,-0.0364967869117935,0.460700238382197,-0.153409351270726,-0.234323148602052,-0.0522815441775094,0.00135164875833388,-0.28740265499954,-0.242235311791883,0.149965173452089,0.034633227486854,0.320914217298113,-0.274632137794056,-0.606769394133362,0.681306731839689,-0.862917797858388,0.537771990655169,0.216115895915932,-0.38303030499209,0.605444918285801,0.649592555604197,0.642839364306297,-0.113821075122332,0.138159607572278,-0.0761602225524246,-0.358124809670192,-0.375349595560548,-0.303959632332965,-0.632152934855471,-0.566823741324318,-0.569440870921673,-0.564349772599594,-0.533537507981832,-0.645153357306028,-0.644691780855153,0.434327786524494,0.441576540421061,0.443517293968376,-0.549132614090925,0.224867761584184,-0.0125107620337701,0.300420750495892,-0.340940556667327,0.421962146971802,0.339048230675799,0.0877143228752929,-0.235341919034675,-0.339968052316181,-0.0701929352727402
"b_tt",0.50880760763488,0.383367996976379,-0.0364967869117912,1,-0.478294286444161,0.257357209288096,0.0408015586867077,0.252020269799652,0.146766734785378,-0.285700081954333,-0.236220333181038,-0.337648451040904,0.00437392294475075,-0.13456994933867,0.0230661838752283,-0.0167513158619661,-0.00890991726274274,0.0248863907308545,-0.0389807793588987,0.110545210463518,-0.0377530990260296,-0.00741770900470811,-0.0335283448982916,-0.0261727373992695,0.0533153173847761,-0.0103452414149545,-0.0284779891182379,0.0566303496017193,0.019703664671098,0.0439429099234262,0.023337965108994,0.0307022508792463,-0.00602036969964002,0.0156663553788154,-0.0209997696922102,0.0270820108819791,0.0258791647772256,-0.0252821093001919,-0.0228084011406216,-0.0328966097539149,-0.0151082116524792,0.00344688146549106,-0.0487691496973907,-0.00662745845147547,-0.132369420936609,0.03832363574312,0.0315250512533536,-0.0670605685143931,0.0312525753844564,0.0684800794109857,0.0103118242956688
"b_dt",-0.166174840184881,-0.188131314330258,0.460700238382193,-0.478294286444162,1,-0.0973303975501051,-0.0716748331536796,-0.0685713953792601,0.0685315090933194,-0.333996969733393,-0.34516983209892,0.204707388423905,0.0755567952888026,0.284127041482916,-0.242538574221286,-0.389913376495864,0.431189472632402,-0.476825632785186,0.36646967967401,0.0744654137328229,-0.275669865809017,0.367104452736396,0.418984455838344,0.396793138632993,-0.123710764070248,-0.0311435557134961,0.0400129285493797,-0.118113798736188,-0.0902008839283044,-0.0701555961097592,-0.389591821133178,-0.339092653083531,-0.335777547120025,-0.336389076508337,-0.304580480979177,-0.400747278550458,-0.400245660138,0.146945896098384,0.149242686428726,0.154882741119046,-0.317371633791333,0.146984323235003,0.021076318071747,0.181302204208133,-0.132285669853545,0.220422723637704,0.169640726992448,0.058847423022782,-0.0822641850598126,-0.231653982722921,-0.0744047233792976
"b_CongAB",-0.0708862201927869,-0.0886583435452613,-0.153409351270728,0.257357209288096,-0.0973303975501045,1,0.531562542059546,0.00527975354660355,-0.0511933092940954,-0.020135861480157,-0.0261237793388928,0.000338639209448433,0.0964718014305814,-0.241317919853968,0.0867712726080293,0.0204040017994941,-0.0172245594181612,-0.0141123281399596,0.00561384536453008,0.0507351439983226,-0.0594549136473949,-0.0363476881385522,-0.0112144734873605,-0.0212436169406759,-0.0791839052371148,-0.0153998693906715,0.0121918424616805,0.118507407884387,0.0927432845547069,0.099476452440251,0.0352357585992541,0.000532797746154135,-0.00106573567011885,0.00250206744776983,-0.0122945552253125,0.0208629480784461,0.0196856309215337,-0.100321616224182,-0.111189295502654,-0.118172211608083,0.00248647929319769,-0.0943124669236095,-0.0336568265671862,-0.057782689203648,-0.0708713083175144,0.0445796519080431,0.0226667275343625,0.0307992095783472,0.0828888290359056,0.0643957586782128,-0.0149798596571596
"b_CongCD",-0.274353741500444,-0.239680022213314,-0.234323148602038,0.0408015586867083,-0.0716748331536726,0.531562542059547,1,-0.00171210565074679,0.0248216675971656,0.11967497425571,0.109434024857252,0.117962543203087,0.13958227679715,-0.237274439678022,0.0602780916030949,0.276290949606773,-0.280428952138241,0.167248433799188,-0.204727868006322,-0.0290523003086401,0.168847758703895,-0.262548013775829,-0.269122692468378,-0.260427994639127,0.0132222178915001,0.0505793301003915,-0.0845137998034788,0.109535956950308,0.115907119752007,0.109377762616662,0.274950172180325,0.224003259877847,0.231382661468149,0.228109482671195,0.198714239055844,0.260976731318987,0.26248301647832,-0.183513701810622,-0.180765010585982,-0.189980611197882,0.232462761352049,-0.165821216019617,-0.0055097563953225,-0.193946368263306,0.0296689787701804,-0.177524444111582,-0.110696874065147,-0.0855518434789152,0.166494526770744,0.172317064009029,0.102237292120982
"b_Sem_1",-0.0718278151885378,0.0369983297773023,-0.0522815441775244,0.252020269799652,-0.0685713953792674,0.00527975354660291,-0.00171210565074498,1,0.698301582778516,-0.221026362893442,-0.229924967237721,-0.100451923978707,0.0882619489107409,0.0989151172145499,0.128763024070532,-0.085749938776734,0.0824986715006462,0.000935060258958729,0.000581264830231579,-0.0620374213733468,-0.0472513381006251,0.0835173581324428,0.0633886453861609,0.080793103920096,-0.00453835263370413,-0.101954903024757,0.0518418960615932,0.0116530871490454,0.0144479785510473,0.02312080029743,-0.0787721388977242,0.0253742010777583,0.0450587236381735,0.0293807484955832,0.0213367860666288,-0.0753100212107065,-0.0755889761973419,0.0344219906544648,0.0310909334038629,0.0158731681400808,0.0206309981100317,0.0440522272880422,0.0393292704670522,-0.0349500523956839,-0.044785872774611,0.0330864973814707,-0.0354262162333325,0.0673330869732073,-0.125287776318817,-0.0343433169978641,0.00171952039503079
"b_Sem_2",-0.118452324806452,-0.0106442343028411,0.00135164875833244,0.146766734785378,0.0685315090933208,-0.0511933092940945,0.0248216675971625,0.698301582778519,1,-0.254957314270643,-0.283298637540318,-0.0491576864449471,0.0860164101028441,0.182130179166896,0.0109035630735531,-0.0824683763355478,0.0959699199350739,-0.033322284727688,0.0435341902234832,-0.0664781482746814,-0.0564610535805863,0.100493268076817,0.0872264461014691,0.101170397682163,-0.0403545952825084,-0.0597926489825586,0.00966348207572268,-0.04728805801743,-0.0373697856194425,-0.0319006754079088,-0.0964085231491087,-0.0335984243543535,-0.0180919172864706,-0.0312840922748964,-0.024543471438259,-0.0982259191367441,-0.0978784357259502,0.0802982637772253,0.0735181483505544,0.0668825317933075,-0.0327634272241058,0.0495075966532038,0.0635930280541625,0.00866973771396345,-0.017157581289666,0.036486904922327,-0.027528486537009,0.103910586321145,-0.104717349693421,-0.078367522147466,0.00669193413437469
"b_ACC_0",-0.229630841915774,-0.155571573003097,-0.28740265499955,-0.285700081954334,-0.333996969733401,-0.0201358614801592,0.119674974255721,-0.221026362893453,-0.254957314270646,1,0.935914948593843,0.068039772061083,0.041572542636276,-0.0779316244133347,0.161204129737601,0.297210125702276,-0.340631148283649,0.319705570725709,-0.275450314461022,-0.172314456411358,0.258267790799533,-0.313742509253685,-0.318359493981104,-0.320290530093962,0.0951458396752439,0.0338266881287528,-0.0399664376003327,0.0676059349773369,0.0729345129767026,0.040638861982853,0.321583734243003,0.297669873461104,0.311725443331039,0.303604489547607,0.284758314232832,0.322299353567897,0.322531850467106,-0.135464079952828,-0.138811149729582,-0.131412885023668,0.311919908104296,-0.0935119876144697,0.0128157999403506,-0.139049456286216,0.151798201508874,-0.18585322480787,-0.141101486343607,-0.0196527932484441,0.11063760218099,0.147343198942936,0.0635640253027573
