"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_ADULTO40","gamma_EXP_1","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_JOVEN30","gamma_EXP_2","gamma_HTRB_2","gamma_HTRB_3","gamma_HTRB_4","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"asc_ruta1",0.167855298580475,0.104817162036057,0.21538038884015,0.0202175561521429,-0.024755931842078,-0.000193747806224284,-0.00868094222383195,-0.0269307061725617,-0.0305781319023421,-0.0799608047635316,-0.1059793430912,-0.0200752608756054,0.00955783462914451,-0.0630975963878474,0.0304681608715073,0.269347743512542,-0.0422767625394066,0.00291355669026078,-0.00107869223235702,0.00357651503404758,-0.00551463048285794,0.0154366136953217,-0.00235746266562136,0.0227843524568931,0.00826762579873334,-0.012806338734607,0.00751021990097822,-0.0444515630747797,-0.0474095551150171,-0.0458049554797517,-0.00127111302282422,0.00382559791304408,-0.00171373241551685,0.00241741843251263,-0.00239303066710401,-0.00640712057339225,-0.0112976475779085,0.00372790387961861,0.000776083863188313,-0.0190454914981067,-0.0017046285173081,0.00354184672981107,0.00948461972139959,0.0102915240221992,0.0135188072231751,0.00523357575171989,0.00420963013013095,0.00420578594655277,0.00386116838107136,0.00514965267998274,0.0107096909487696,0.011612295023683,0.0148690522967919,0.00399223543631234,0.00273322426185523,0.00216022252366571,0.000911847474380182,0.00450162127647054,0.000234499091755976,0.000393379247050956,0.000521478049674779,0.00811384518107813,-0.0049223342054621,-0.00540224681021643,-0.00707413071492125,-0.0477785445244119,-0.0435998954536433,-0.0422875842137304,-0.0403337373537351,-0.065204649765563,-0.061027065419712,-0.0597834741275577,-0.0578719529072323,0.0256065947078904,0.0169375119424865,0.0138819499788589,0.000532087418037472,0.00382318958800652,0.00291756817297025,0.00282923216198411,0.00221629290641993
"asc_ruta2",0.104817162036057,0.121896538491942,0.11484353613358,0.00862026204360194,-0.0117451702648758,-0.0068785073348144,-0.00703976496479339,-0.0106077474617768,-0.0152906053248092,-0.0556907903757654,-0.0574140101549226,0.000276726471618353,0.00386355631267177,-0.0227248481045888,0.0363365560285932,0.089625415555076,-0.0159342711030155,0.00129991183376235,-0.000597119717001398,0.00157538468465411,-0.0026277493160651,0.0068245465780969,-0.000450307802935435,0.00661411886832842,0.00322277582798279,-0.0074644440311087,0.00373880896084465,-0.0115108509279681,-0.0128902334397059,-0.0121188210218653,-0.000394060787798526,0.00149751036035223,-0.00100361732884913,-0.0001866564590797,-0.0010922124313382,-0.00190638297573571,-0.0034254669546558,0.00156182817133723,3.647995480006e-05,-0.0085746970539891,-0.000687964764070026,0.00115859454404898,0.00379762545294209,0.00420224453606689,0.00588603075636725,0.00204949090973318,0.00151798988836494,0.00151493976153125,0.00143645518829882,0.00219236740523495,0.00355013187259449,0.00387029470971683,0.00487805170413386,0.00161297978931101,0.00105518954389811,0.000809593682580213,0.000348928073137169,0.00185945965174826,0.000736123360704209,0.00090831369500435,0.0010841651058887,0.0032169764950261,-0.000559514393759353,-0.000624498610949289,-0.000936378098705514,-0.0154597159281382,-0.0136003988407703,-0.0130336919354087,-0.0122307658293247,-0.0178532019928985,-0.0161009774622339,-0.015597294771618,-0.0148814917685095,0.0221931188079154,0.0184686969605721,0.0171293992974576,0.011199559828471,0.00141190313552707,0.00115891214952784,0.00115579914985251,0.00102841701572085
"asc_rutaEC",0.21538038884015,0.11484353613358,14.5536114109241,0.033332354190311,-0.167634306125772,-0.137793674394738,-0.0917750782289059,0.0509934566014647,0.030257514359053,2.2599028468316,2.10882209021892,-0.310198110551462,0.0318203383261512,-0.276100540051033,0.032579017479013,2.73893134044947,-2.52909654079343,1.28823454406258,-0.0081021717813664,-0.0081485084311417,-0.0312574721280697,0.181821076668193,0.110161753885896,-0.823028871870682,0.0297143471628016,-0.469723522862848,0.177263665713571,-2.88284744807488,-2.90918390197615,-2.94733818169403,0.0347276927568897,0.00630133870518182,-0.0138155560896,-0.0396908707042113,-0.00381049685850223,0.216384429007385,0.371786097533341,-0.0199814465758599,-0.0782675614421289,-0.129997699781207,-0.0144619121312749,-0.0618358939316403,-0.0308238879347723,-0.0236422596590121,0.0217067871477076,-0.0364049423817874,-0.0330279704060484,-0.0314836236907852,-0.0185502228205222,-0.0501419192752573,-0.0642500585746782,-0.0644805161238439,-0.0158220018382453,-0.023636706793286,-0.0189695069840463,-0.0179050140483071,-0.0115748197622933,0.0330581635516555,0.102346879549537,0.107268628280667,0.125086547720714,0.0106132480169874,0.310170005656625,0.339549892724266,0.428782836669379,-2.04343499843868,-2.03831105001674,-2.03415944178146,-2.01795759756219,-3.5407599953509,-3.56403080419233,-3.57512628366488,-3.59144672758483,-3.53909454678527,-3.58271419133665,-3.60370017763218,-3.67419226954375,-0.0242898008835349,-0.0271318020259237,-0.0269676940435008,-0.0244276014486351
"b_tt",0.0202175561521429,0.00862026204360194,0.033332354190311,0.00700791453209969,-0.0100618664213335,0.0139207242925061,0.00799827300403957,0.00638454590774958,0.000206582484890138,-0.0316897206839214,-0.0322998263815875,-0.00207210693635945,0.00362622039418478,-0.0179452166034288,-0.00321039846076535,0.0864730578147407,-0.00720560724426476,-0.00422722171287146,-7.9498456223424e-06,0.00123970000382565,-0.0015776061637664,0.00478306977964457,-0.000500123973486513,0.0102573623561399,0.00252757995716373,-0.00290898579022825,0.00100857341556313,-0.0177467635657136,-0.0196193915375152,-0.0189868885723176,-0.000500236905351677,0.000709946879789365,-0.000509304176689678,0.0014514454488945,-0.000814536708957358,-0.00282666984807638,-0.00488325731980109,0.00120066948912609,0.000315512708758625,-0.00619414141200774,-0.000577662270407912,0.0032640740836369,0.00454701573787441,0.00465718583236384,0.00499797484075693,0.00308922162089914,0.00273997265503935,0.00271689621698584,0.00245938345099057,0.00370356451084736,0.00614624264650555,0.00650296634720126,0.00739591364418036,0.00214294649869395,0.00168488910932195,0.00147457636766127,0.000984487094909252,0.00320299100479065,0.00154857603269538,0.00152327228309449,0.00144361383914191,0.00539445938586907,0.000350242285758273,0.000102783081259023,-0.000776333828144582,-0.01818585008468,-0.01683907884227,-0.0164202509541933,-0.0157764271022197,-0.0264347482466942,-0.024997761731507,-0.0245733586494096,-0.0239304632237581,0.00309860030167526,0.000214763125228426,-0.000771539041831376,-0.0050786133805181,0.00223758367146529,0.00189121603602552,0.00184257876007585,0.00157747588123378
"b_dt",-0.024755931842078,-0.0117451702648758,-0.167634306125772,-0.0100618664213335,0.0536113444476905,-0.021713009877016,-0.013555142672708,-0.0175660843651117,-0.00434842313064652,-0.109120828674323,-0.101734114595452,0.00941021550999645,-0.00420590691805554,0.0385208042792275,-0.00449093493291886,-0.229448097653379,0.103054041143974,-0.0410694115210347,0.000392734534100326,-0.00111176857806553,0.000106201940782554,-0.00365681066214633,-0.00173118738072732,0.0174183232173023,-0.00287303168823408,0.00113754009902658,0.00174433604867257,0.00835366036043813,0.0140638995648342,0.0130713720896229,-0.000544385981144832,0.00202824635823705,0.00258352342758155,0.00473572310080062,0.0015591445555409,-0.00414622412282754,-0.00714024469668099,-0.00134238847302615,-0.00075254316918783,0.00852719927156139,0.00144408531684049,-0.00190203600737137,-0.00305111301073576,-0.00339388723677538,-0.00370526026023337,-0.00203795281913088,-0.00167709180152259,-0.0015538774306014,-0.00119270415455088,-0.00310049349837693,-0.00251701258601841,-0.00257957819509001,-0.00117461846161786,-0.00158013465451951,-0.00116325220676538,-0.00103113046850547,-0.000884461007147157,-0.00289952482407294,-0.00417337221783277,-0.00444319321086702,-0.00466349054409488,-0.00370955927677163,-0.00969799353418101,-0.0105261010480337,-0.0115877230878754,0.014652618764106,0.0130492891861395,0.0125781457869683,0.0119313831182408,0.0212378480277999,0.0192229315127091,0.0185690968661947,0.017462129108801,-0.0220025676398932,-0.0180308286448706,-0.0165891774917931,-0.0105812976505101,-0.0012791063511288,-0.00131285728915923,-0.00132522012501676,-0.00143412061136274
"b_CongAB",-0.000193747806224284,-0.0068785073348144,-0.137793674394738,0.0139207242925061,-0.021713009877016,0.403037084023565,0.131633483415032,0.0121020322250136,-0.00885004775923169,-0.199411421896585,-0.187088955782265,0.0276302882415536,0.0225665983449013,-0.022696761575096,-0.00592044643374946,0.000435554257140349,0.0901799775992842,-0.0606296871384158,0.00324080343469739,0.00658957223099282,-0.00215707065180539,0.00563689966268503,0.0113069810210517,0.0417243730548821,0.0024449186934131,-0.0106897637138042,0.00862183631715442,-0.0675425617378879,-0.0754558241535603,-0.0723099246624654,-0.00139799969774815,-9.07077773117483e-05,0.000861397286437747,0.0122797284206724,-0.000345147937297226,-0.011186333826825,-0.0223171032155805,-0.000311232229020977,-0.00560086614679027,-0.0108512251998461,-0.0019373907301489,0.0242107505428702,0.024764276602763,0.0244981361323278,0.0233578176382378,0.0181865653794718,0.0192779486075258,0.0197789974851264,0.0195729726547541,0.0240076874974937,0.0398157927638777,0.0416070486846789,0.0492692173650718,0.0110672430782557,0.0107543731411102,0.0107788956877172,0.0101459659716853,0.0290214631065419,0.0248103729660787,0.0242909249318012,0.0236175329337123,0.0494018335753326,0.0200493679056485,0.0166316481377711,0.00892509944681799,-0.0476274763784065,-0.0463865512944124,-0.046095511145518,-0.0454026316603248,-0.06629171587445,-0.0663198079329826,-0.0669516236514793,-0.0692603989663178,-0.0461256273660634,-0.0502324176430542,-0.0512440862392907,-0.0568879603973882,0.014042574447371,0.0124377089548234,0.012255958042465,0.0109621715657189
"b_CongCD",-0.00868094222383195,-0.00703976496479339,-0.0917750782289059,0.00799827300403957,-0.013555142672708,0.131633483415032,0.165186087911118,-0.00141277224522156,0.00530952813313808,-0.0753425493242666,-0.0763689740386804,0.0279538800896194,0.00098073274544434,-0.00851089366579605,-0.00312660762596258,-0.078606455587507,0.0470712129152373,-0.0399373993804882,0.00156386350141876,0.000231770068518889,0.000653247094778465,0.0100482389901362,0.000418034745403048,0.0112090681078818,0.00304604821009017,0.00228250397806815,-0.00673343888135251,-0.0288245458920467,-0.0381055884323984,-0.036303054881423,-0.000290816293892647,-0.00442271762660321,-0.000547523708854463,-0.00107424499144918,-0.00136797395246683,-0.00278687157803143,-0.00428316560343847,0.000705667113362286,-0.0007040814396759,-0.00714419257414483,-0.00132550185538771,0.0122141188531374,0.00916658571683504,0.00865873522550769,0.00454826767031132,0.00802421066498941,0.00856202788487616,0.00880583428932432,0.00814291977141497,0.0129287396656986,0.0141609027851898,0.0145801447587632,0.0120943314324136,0.00535477373069072,0.00467759961539482,0.00445548780234666,0.00387650423350164,0.0102750982229818,0.00923758232484263,0.00915044952358516,0.00914402975936997,0.0159950432488822,0.0139484868532645,0.0140847764246604,0.0138061161760855,-0.0271088876709996,-0.0260169361973578,-0.025702659412374,-0.0251602315480333,-0.0421477052966572,-0.0410891545286358,-0.0407811957433095,-0.0406633353788626,-0.0135112824504294,-0.0173205030500998,-0.0186578592246252,-0.0232260487594035,0.00607434614803691,0.00550863529225113,0.005404658235514,0.00492485048164924
"b_Sem_1",-0.0269307061725617,-0.0106077474617768,0.0509934566014647,0.00638454590774958,-0.0175660843651117,0.0121020322250136,-0.00141277224522156,0.318517482605904,0.153280996985995,0.0434151251534653,0.0555079341048231,-0.0134588940903523,0.0132744394105719,-0.0197759454955598,0.00984570509863259,0.229842840994729,-0.0453008837089949,0.0160043581713317,0.000656860154454996,0.00216200042204906,-0.00303026259831985,-0.00293914953730113,0.000496518313639129,0.0108514297575591,0.0014330516447956,-0.00785323734113052,-0.00307493576576762,-0.00878052909948345,-0.0106430715156435,-0.00846942910450099,-0.000567357398943057,-0.000692773899566168,-0.000476554269312867,0.00667827983958262,-0.00140977160247514,-0.00357210120456733,-0.00685972348970976,0.00110060659200592,0.00193892225483336,-0.00632520073003499,-0.0013272350533125,0.00639952445993749,0.00664748904294099,0.00632207521817336,0.00594944470645714,0.00498010130897694,0.00493465798877231,0.0048521660379308,0.00475659086767993,0.00463535881174505,0.0137081029657523,0.0145846146001584,0.0192867985226708,0.00360081389683552,0.00282211770641528,0.00245588245165602,0.00160769435222056,0.00511333372786493,0.00249506522429749,0.00200190329150658,0.00129684961611896,0.00912998367914051,-0.00130814156099074,-0.00245976960945241,-0.00493531772151785,-0.0115905286213757,-0.01036370458339,-0.0100184401989503,-0.00957715680971898,-0.0225376871464364,-0.0202572013248405,-0.0193100894139953,-0.0175009490983866,0.0160670547236723,0.0129466609685971,0.0117207894354288,0.00694464598420832,0.0038805088705928,0.00310237136450385,0.00292326864071466,0.00230054690298777
"b_Sem_2",-0.0305781319023421,-0.0152906053248092,0.030257514359053,0.000206582484890138,-0.00434842313064652,-0.00885004775923169,0.00530952813313808,0.153280996985995,0.16774576833139,0.102166937653122,0.110408654088287,-0.00667833650084059,-0.0113790816016356,0.021654721321885,0.0207225546226525,0.206264593055024,-0.060341410467532,0.0208114765063054,-0.000411605861906718,0.000593292798888714,0.00035873571423196,-0.00548324296273398,-0.00121428330006824,0.000232929982363089,-0.000592080539384684,-0.000466812634726852,-0.00303046550292918,0.00358387020821118,0.0026418700110532,0.00242630081088066,-0.000212012582286687,-0.00208244628732309,-0.000247855087559992,0.00142348970285028,-0.000746666485958253,-0.00051005838059177,-0.00160572069645663,-0.000365332567163455,0.00177511354872686,0.00132523437124296,-0.00083617609416362,-0.00017217208916844,-0.00132997787995552,-0.00160674755619964,-0.00229172890099954,-0.000748211073975376,-0.000208619806704579,-0.000170280138328412,8.73000640961503e-05,-0.00198715652525784,0.00120360326945113,0.00139013457476649,0.00292936356217656,-9.40102752948257e-05,-0.0003312537939208,-0.00044354034458804,-0.000654509426285044,-0.00244697263183985,-0.00328228349317737,-0.00367616808830235,-0.0043033187560373,-0.00304670889957376,-0.00795012509445846,-0.00878809934842098,-0.0107090567770872,0.0029544018710724,0.00250098585471822,0.00233574782155262,0.00203898163315477,-0.0051523960700442,-0.00437373189770869,-0.00393080378898632,-0.00291293512010598,-0.00325999296584436,-0.00271859495511311,-0.002570380329544,-0.00194589101112212,-0.000207092123138249,-0.000490237516583905,-0.00053829880054801,-0.000658005355282623
"b_ACC_0",-0.0799608047635316,-0.0556907903757654,2.2599028468316,-0.0316897206839214,-0.109120828674323,-0.199411421896585,-0.0753425493242666,0.0434151251534653,0.102166937653122,8.49883545767858,8.22429772947283,-0.117561543472307,-0.0973799701109073,-0.0108662462602244,0.117760441137418,0.0162586948334628,-1.23742996558976,0.91336073534387,-0.0090203883800253,-0.0115095114132672,0.0207396559093713,-0.0610959426772542,0.0546554560023774,-0.627932161925071,-0.0301859887158642,0.0247408837910408,-0.0254595354097804,0.445540740806162,0.474562480843481,0.445332645775764,0.0266447314905163,-0.0196330950286516,-0.0182189978549483,-0.079058495016547,0.000571940871751017,0.162775954394998,0.27790938554645,-0.00799555676632699,-0.00102334779249879,0.0232783349143576,-0.00498703676045034,-0.0978230468432643,-0.0975202842969777,-0.0910912163473982,-0.058911985399355,-0.0743828672835611,-0.0732668115820338,-0.0721051885546038,-0.059946873011577,-0.0937335574699621,-0.152962644995123,-0.158165129240916,-0.149206482743858,-0.0457343052332018,-0.0415516921139043,-0.0387497717330837,-0.0266616395051927,-0.0506363325392141,0.0198022142805678,0.023237500032152,0.0296651922709771,-0.104073777096805,0.140917054081209,0.15993932181321,0.208242291324831,0.34456942645651,0.335360467346899,0.332326787622448,0.326379387076937,0.576317343198009,0.565597243887986,0.562018662096009,0.560208447317776,0.500623546076171,0.508920381634103,0.509952354402014,0.523486204973239,-0.0548266492675737,-0.049515419021699,-0.0478387247679094,-0.0385306954160609
