"asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_ADULTO40","gamma_EXP_1","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_JOVEN30","gamma_EXP_2","gamma_HTRB_2","gamma_HTRB_3","gamma_HTRB_4","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","sigma_OmLmVel","sigma_IgPare","sigma_UsoCel","sigma_PasoPeaton","sigma_UsoDirec","sigma_UsoPito","logLike"
1.48969804466373,-0.111389356914312,-0.375490215629115,0.0669639210953686,-0.567097584244246,0.132738455211159,-0.507584840528254,0.124228440787982,-0.168585636947422,0.319784763006387,-0.0607515626967252,-0.510155565852417,-0.493738333049703,-0.0125948143808096,0.257142758152875,-0.555521289080566,0.0192546936079272,0.640318388694902,0.965211253507256,0.297829315360749,-0.101348858423617,0.245279768809724,0.173447021394613,1.42995191217259,0.0937548656743613,-0.306599834238841,0.484529186006512,0.449648486119897,1.12760607423955,1.25636832012242,0.654468807278423,1.70255972162185,1.65332636114063,1.59991371178419,2.02326982118406,0.742470093789662,0.718871771127172,0.716877051618272,0.868442509647404,0.921381371103325,1.70817090582419,0.55165899149942,0.64908456120768,0.529898158964842,0.89385581062889,0.361293995861715,0.33787406282099,0.964667897046578,0.987585779359146,1.10737123767663,0.826123201372058,-4144.98553025965
1.73570901375011,-0.0563102389359355,-0.306360086859914,0.0781217256882201,-0.656798729092953,0.202979249881344,-0.629834578332333,0.133446795032472,-0.217934138631389,0.428308358979193,-0.070180836647821,-0.688175833078929,-0.598541098023441,-0.0191324755808697,0.375441003512534,-0.667952600554431,0.0519756700192521,0.637906506933281,0.96514341428306,0.403475545961595,-0.0755064457545719,0.226986457582493,0.106276949070958,1.43432405372943,-0.111345052360046,-0.432845540098357,0.542622320903998,0.750069581353765,1.17894038825071,1.44857848314347,0.552767084491042,1.6049323818868,1.54879054388801,1.51657062269187,1.99823936142245,0.737467405594961,0.713353774125054,0.788234327767927,0.913038834843762,1.00512907573524,1.70113381432507,0.47119102903034,0.640158230341397,0.507532396699341,0.880156296311596,0.367776959786223,0.338888198476416,1.03322741695532,0.887794062539252,1.11222405088098,0.846422488281321,-4144.40614746205
1.79127371491177,-0.0261407504799826,-0.291159977202883,0.0812637481265539,-0.661540152837143,0.211471447574529,-0.655079451628388,0.133185191712489,-0.232711200431308,0.458753069173161,-0.0717310531911536,-0.736066002622291,-0.620252791912473,-0.0205673487448378,0.410334167132595,-0.699052637689221,0.0772055527345945,0.629126509918407,0.962328731356624,0.417886796733127,-0.0803244803976365,0.217268670970484,0.0854174674605888,1.44037771960081,-0.166717609457528,-0.47151928786041,0.550671022667193,0.839709082660125,1.19233334233861,1.48485481585264,0.538808922397943,1.61669694858414,1.50915016312007,1.5178748158717,1.99864662442372,0.738815641416555,0.715015360244455,0.805313313384168,0.928418582799974,1.01901001127378,1.68392514240614,0.493373966667931,0.622644063277529,0.504801987643525,0.88647707365828,0.37092179997919,0.337164554161671,1.05688423337822,0.904844603572801,1.0907288596574,0.851458741363096,-4141.22576827178
1.84726198781016,0.0276311282340863,-0.269797595716501,0.0789445908708816,-0.651005736628672,0.214846444738424,-0.680066314835539,0.129627351920355,-0.252783321879695,0.498292871399688,-0.0722501764171696,-0.79727860562096,-0.640916956595589,-0.0220286272091481,0.458316749385238,-0.731720756688146,0.131092420532029,0.622688725128343,0.959553775013805,0.424782806505816,-0.0926280260846118,0.205992828581616,0.0596953078034281,1.45251104055979,-0.230562207426202,-0.523987404210452,0.553465582377911,0.962458955750554,1.21604512603622,1.51474731927656,0.538050589626452,1.6049046213968,1.52952782517422,1.51023789853283,1.99725416167673,0.738841319629489,0.715355875901386,0.8124753162584,0.939295626299373,1.02992721382055,1.66216017713833,0.480744695911116,0.610735403503575,0.515740186065565,0.896850643704733,0.374502707485625,0.337141886111069,1.08438979355643,0.951672711123446,1.05633252431085,0.848235647708456,-4136.47660924714
1.97896181087352,0.307464133578206,-0.191970125554772,0.0479655599331626,-0.528191041782761,0.183519669188799,-0.730302454300227,0.0969913260292275,-0.331477375605411,0.640975973233791,-0.0614494980835867,-1.01780733966212,-0.672334997690568,-0.0230797492684382,0.653563220687356,-0.830012628343906,0.344319046296268,0.537946370518043,1.01044039683429,0.408850266807871,-0.11847826804815,0.21119697242249,-0.00560524760914387,1.49426593714219,-0.378942697109809,-0.71890073373524,0.529431372556364,1.4472209180472,1.35684219236256,1.55931689187942,0.56003791186308,1.59442525581389,1.51527411535683,1.48977336167161,1.91872920561532,0.719715221086868,0.695895567507994,0.759323665152784,0.878084038688068,0.962454866707626,1.70987821361982,0.492317479400289,0.698774798680906,0.446576302934134,0.885688896671361,0.379171400324064,0.352314040219428,1.10581593893154,0.966984212473254,1.0435234700532,0.810978466593763,-4131.59539662621
2.02770168346637,0.445033603323299,-0.158856542515567,0.0400875185965882,-0.479731249709654,0.160945542940445,-0.744523603800154,0.0775999992260242,-0.367677691063712,0.700887381614322,-0.0523433619794849,-1.11422374478941,-0.677153987031051,-0.0208069540423807,0.744577348983891,-0.879008162876305,0.429507653576078,0.476253349304597,1.01605263273449,0.389715824798322,-0.123102660452719,0.21431056068025,-0.0232025608258089,1.50545629482637,-0.419664127352441,-0.802969731320578,0.518619833414846,1.66368195298546,1.42452444365574,1.58197209602007,0.572307171771663,1.59333457995831,1.51820249859018,1.4896522437549,1.90544722094212,0.715570264078281,0.690401655539474,0.732176954160234,0.848620256205468,0.944186346982254,1.70581720320281,0.505201910662378,0.693357918163878,0.497432513942695,0.873948966174641,0.378060165013264,0.362817114676018,1.08403197921749,0.929472039947822,1.06611789432686,0.824662339437405,-4125.70396727926
2.04763279187866,0.551213973083214,-0.123275292401183,0.0395910090089325,-0.472699101560198,0.144338172698726,-0.748901268622612,0.0578468574619486,-0.394045290692308,0.738116388872022,-0.0401766394666284,-1.18132331305568,-0.672348734591088,-0.0159334652645007,0.814041895883693,-0.907627630035655,0.509418474105393,0.457385120982063,0.98613448865913,0.399078493617867,-0.124266839573214,0.214739315957268,-0.0139636532174075,1.50029649158713,-0.417867176711664,-0.857063113553111,0.514445877446238,1.81437994975968,1.4812516504301,1.6064316470193,0.574206444028923,1.59297220229214,1.52090162070498,1.50240701593201,1.94108696011935,0.722694223205414,0.699485273663981,0.718122873074455,0.835350218249398,0.933018124228197,1.69151933620389,0.505393733510313,0.688643823249529,0.486196473588656,0.873899568868523,0.389661091108272,0.358138671421835,1.03741307315957,0.910315233743381,1.08902437747559,0.834289762623385,-4120.17532516321
2.06220779539435,0.645593055061091,-0.0915363629200183,0.0547716454855119,-0.489561048021863,0.125958998821607,-0.746674238424902,0.0361273318752153,-0.415828879205998,0.763415373395298,-0.0231295748812499,-1.23390382559633,-0.66029817191693,-0.00889976402599936,0.875868037576212,-0.940648158602612,0.546134057647785,0.414620125047952,0.935590001313924,0.378975183177663,-0.137655826268407,0.218588330590426,0.0130071540622018,1.49288446998783,-0.389220971602386,-0.896697516909253,0.511486346406781,1.93411842396825,1.53515367365421,1.63180181984904,0.574544971524964,1.5934721503779,1.51701225826038,1.49481292726132,1.94893716055672,0.732736605416077,0.710773659251709,0.72297978658449,0.85227907189175,0.945578830508412,1.70188337600186,0.503979626938819,0.717228582740715,0.485702346144806,0.871103839622124,0.392940648786958,0.355118906618172,1.00882199669238,0.919950054645155,1.09916534424133,0.838910996234185,-4115.56452280745
2.06523115237557,0.941047391267523,0.0670646387372188,0.0757242887798011,-0.623623069597625,0.0797427908870241,-0.718115283356697,-0.0560936028650462,-0.471081774318636,0.810776537761689,0.066433281818547,-1.36614963833879,-0.582081264159181,0.021155199649727,1.07671667932839,-1.00262546818438,0.612660644794056,0.330979092712705,0.924913655660433,0.379330017075291,-0.181859707185063,0.280119305150444,0.177595364004742,1.43404573098819,-0.202783475709064,-0.971740548940864,0.502743710052206,2.27327947251196,1.70825208022706,1.72086417559689,0.48104549593226,1.58521324247961,1.51332613665737,1.50294997639251,1.86525762543205,0.730143627698068,0.70951127813283,0.71653810057371,0.832029342117505,0.953164329626153,1.73729207058334,0.495640500844783,0.644330475468878,0.484379517568937,0.882355171996998,0.40968314528707,0.350078341178568,1.03497442750402,0.931673691687605,0.993928510754256,0.818282145913563,-4108.52201182723
2.06738155781404,0.974476142573244,0.0949902828891468,0.0772268147613051,-0.632194662971032,0.074764674066553,-0.710988396619459,-0.0705987102262655,-0.475441020150105,0.813139598106106,0.0856174453218839,-1.37438887046478,-0.565952076624236,0.0244056050410443,1.10232404219376,-1.0096851929475,0.601023358629645,0.32143383332956,0.933304944935468,0.370714203049282,-0.189690899797773,0.298526058522888,0.188613798857746,1.43057004110611,-0.183070973220167,-0.972270361916728,0.502231539761717,2.30710376804743,1.72494141712252,1.72945810290046,0.471011622105749,1.58202252633508,1.51151131578263,1.49690293964837,1.87663223080402,0.726407715206657,0.705186123967928,0.713971659621987,0.826725779140135,0.950832181762899,1.70398439284399,0.493885329242742,0.655987522422613,0.477061906784438,0.879968121636208,0.407455730354217,0.353084084884441,1.05126329829034,0.928488506221708,0.979929820688191,0.822550627502547,-4106.32070810189
2.08864363658149,1.05234822080603,0.234790796445308,0.0750592246227262,-0.610956513679143,0.0663241488491784,-0.671349120832432,-0.130419431928474,-0.478340650955135,0.805394267487019,0.189416932464595,-1.35442984760381,-0.486443394151099,0.0300256548495149,1.18405711237519,-1.03335797209691,0.541252807995753,0.378745681520748,0.937474503217477,0.352104415149846,-0.21042623060563,0.379493921706734,0.144841651513225,1.42536102087514,-0.173746439471304,-0.9274359170214,0.521513088472003,2.35252679453449,1.74085148085147,1.75176942662387,0.465143816764722,1.5866800903887,1.51280532584029,1.50053460782007,1.91876243111153,0.734012179101867,0.711220836689712,0.717413417918143,0.830517353628473,0.965152207371466,1.71528576765335,0.501768104907161,0.646816277440329,0.483664456028752,0.798529137276121,0.409606163480306,0.357980065582632,1.0734548862244,0.944093798593906,0.972046794604192,0.798047342878694,-4098.8470039401
