"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_ADULTO40","gamma_EXP_1","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_JOVEN30","gamma_EXP_2","gamma_HTRB_2","gamma_HTRB_3","gamma_HTRB_4","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","sigma_OmLmVel","sigma_IgPare","sigma_UsoCel","sigma_PasoPeaton","sigma_UsoDirec","sigma_UsoPito"
"asc_ruta1",0.0832986853804396,0.0644110783507731,0.0683539271604693,0.00164508393934405,0.00105718424465705,-0.00416710827510473,-0.00975415607453374,-0.0195936641692199,-0.0141661970011411,-0.0230427830703845,-0.0271660808808911,-0.00614769028794916,0.000905192392750355,-0.000614075335958284,0.00757578031290301,-0.00468973921276394,0.00121928533543586,-0.000587522140332023,2.27149771829598e-05,6.15182617906252e-05,-0.000117859221055996,0.00274653194999181,0.00249669389743383,0.0148488805625305,-2.29897199229721e-05,0.00104264400443743,-0.000415542439933734,-0.000926296918392529,-0.00114936028816719,-0.00118346510199279,-0.000304139145242701,-0.000130446785733822,-0.00012528553505553,-0.000123562914742814,-0.000151999720012327,-0.000325699909135489,-0.000314643233779241,0.000114476865355036,0.000149914271452705,0.000174742553336789,-0.000129303420973491,2.58275785649372e-05,2.6498735236399e-05,3.49981379310835e-05,-2.5473110668966e-05,6.42669714250626e-05,3.9941639889186e-05,-5.8716087457795e-05,-0.000124387864139881,-2.18550851058617e-05,-3.0385530813567e-06
"asc_ruta2",0.0644110783507731,0.0935169947184467,0.0613615769367,0.000936555947589693,-0.00130324318860912,-0.00476189714913987,-0.00651153300085088,-0.00698681924202801,-0.00700803602287855,-0.0165119826491335,-0.0159387608062399,-0.000151762718380082,0.000105361258061362,0.000607317505355874,0.0129951453409358,0.00453065107837428,-0.000487582721795881,0.000311843603027389,1.92026228167303e-05,1.97956634868403e-05,-9.6157180250321e-05,0.000902978388734373,0.000743135110005072,0.00523637994406294,-9.47689937012682e-05,0.000173447912727524,-0.000301182407346765,0.000382683500062317,0.000360110241838184,9.17076911169558e-05,-0.000103516167118673,-4.96066474727269e-05,-4.89080279647204e-05,-4.65315351250918e-05,-6.05429427902323e-05,-0.000113985087064755,-0.000110170957780287,5.70468973586345e-06,6.65735527288541e-06,2.65090676666194e-06,-4.99374684608688e-05,5.57684892030478e-06,1.3317112322739e-05,6.2195777856899e-06,-9.47640499153095e-07,2.34102466725371e-05,1.75656743966277e-05,-4.16034772472824e-05,-5.04750697596845e-05,6.64644496746573e-05,-9.18604593851619e-07
"asc_rutaEC",0.0683539271604693,0.0613615769367,1.2411199187906,-0.001599493312283,0.0341657726345744,-0.0618082327095178,-0.0208612612174294,-0.0246749708861915,-0.0229169314915724,-0.157744262334065,-0.16168009494374,0.0400323487597717,0.00276166298164928,0.030162995938069,-0.0424919860105001,-0.467594739199162,0.113184803769457,-0.191444356337662,0.00926988486388335,-0.00308632440513632,-0.0114424130419564,0.169191212977456,0.244997339361216,1.06858065473851,-0.0105333571628769,0.0394046185094706,-0.0235528060426356,-0.17030565367503,-0.163034377416572,-0.139629446789467,-0.0203383678457726,-0.00544882326654433,-0.00499287646149303,-0.00518133328997109,-0.00587477745976052,-0.0235668542643961,-0.0227704253038478,0.0110248337108094,0.0144686378194467,0.0176356449255659,-0.00507405106366307,0.00210410313245762,0.000670518634515016,0.0025924391033147,-0.00230381061631626,0.0043446339841707,0.0027095118665404,-0.000437328383231346,-0.00451098140130606,-0.0109096841306035,-0.000780525478014722
"b_tt",0.00164508393934405,0.000936555947589693,-0.001599493312283,0.000657301054474353,-0.00107368165495662,0.00186773529235125,0.000378084600810104,0.00100861394190873,0.000221629157406079,-0.00296279309716408,-0.00370422774901237,-0.000922383515342267,0.000366542662291563,-0.00059427206390899,-0.000140825154808911,-0.00106829633660404,0.000174248691988929,-7.27122892381784e-05,-3.36599029295893e-05,3.06527917263987e-05,4.91246409776335e-05,0.000116456274177774,-0.000214451769901355,-0.000579157757254732,-4.12924043365986e-05,0.000121062267824049,-5.09796102024995e-06,-1.61768508898815e-05,-9.02729090397733e-05,-0.000139529362984607,7.75934638697737e-06,-6.23691687457029e-06,-6.72189705614073e-06,-6.01931988844912e-06,-8.52920984167709e-06,1.21468341555125e-05,1.1733043253345e-05,8.54510570319033e-06,1.14628453649499e-05,1.34104160340321e-05,-6.96813227233319e-06,-1.68315910091891e-06,2.76288610484489e-06,-4.59184737903421e-07,1.90106248768631e-06,-2.70880233207331e-06,-1.77715119059579e-06,-1.25090543682286e-06,-9.62494272232213e-06,-3.37216713182977e-06,1.10707064281712e-06
"b_dt",0.00105718424465705,-0.00130324318860912,0.0341657726345744,-0.00107368165495662,0.0149640848633816,-0.00275884965373237,-0.00193008363207466,-0.00325108826642724,0.000690417651792433,-0.0301876926376943,-0.0290789852993359,-0.000922018221290469,-0.000401137217971181,0.00158595678999172,-0.00661624085031206,-0.0301068748837363,0.0064667300676869,-0.00539199557805272,0.000637392328146653,0.000144567434866159,-0.00113341626219173,0.0083948286279435,0.0117427302861971,0.0515910359456367,-7.16457639142168e-05,0.000330551839062033,2.43111588252252e-05,-0.00257163550195898,-0.00218717731926734,-0.000986263720167211,-0.000936836334864867,-0.000430626993738962,-0.000402021629400802,-0.000408288763132349,-0.000492752913126009,-0.00115390915224186,-0.00111479813889877,0.000140972241252057,0.000184356607826127,0.00022699525725499,-0.00042011067672034,9.10951066665248e-05,3.06318542487365e-05,0.000123721589678891,-0.000120529872241932,0.000223058834326658,0.000139075634898356,-1.13806067997046e-05,-5.42574733022589e-05,-0.000201711318938423,-3.42366443741038e-05
"b_CongAB",-0.00416710827510473,-0.00476189714913987,-0.0618082327095178,0.00186773529235125,-0.00275884965373237,0.0867569813120992,0.0368388878633565,-0.00352734352836342,-0.00241116418365989,-0.0162472672253454,-0.0182745034147962,-0.00355043679754441,0.00377670787609266,-0.00863490566264055,0.00522667322162802,0.00642057266834959,0.00126033857135287,-0.000782786519129546,0.000461036744547404,0.000343570498306474,-0.000756878311538117,0.000897768775012032,0.00502368756462247,0.01648724462042,-0.0016605820943915,-0.000949831459667233,2.53709969732601e-05,0.00235910400579798,0.00184810313873697,0.00304404339261531,-0.000219041192539309,-0.000340085873619797,-0.000327819669703406,-0.000324622847498602,-0.000415464230840542,-0.000397973204677597,-0.000385446734527223,-0.00015599218232816,-0.00020063556260903,-0.000220105982979082,-0.00034271303600679,-9.06714966537679e-06,1.24765522455771e-05,3.25993265985129e-05,-4.90876490156371e-05,8.39100631721548e-05,0.000100135226511561,0.00017465106243233,0.000246395885816558,-0.000231596892548143,-3.79566529166307e-05
"b_CongCD",-0.00975415607453374,-0.00651153300085088,-0.0208612612174294,0.000378084600810104,-0.00193008363207466,0.0368388878633565,0.0561038185760003,-0.00492052652703594,-0.00123851840584666,0.00671545906290999,0.00785245057446245,0.00447236636219053,-0.00028409227652207,-0.00353504231846227,0.00492637919038003,0.0336681128250765,-0.00666300499483278,-0.000123053867994398,-0.000876400184422814,0.000146726561045186,0.00158638514428454,-0.00961529199256744,-0.0156262726594314,-0.0721903835029458,-0.000675929133734792,0.00053273691976062,-0.000450768415310422,0.001364028887988,0.00237622841947985,0.00215674568489096,0.00134976453825378,0.000547305518272199,0.000515093799793282,0.000520210596155102,0.000627711656186351,0.00159843432888978,0.00154417861730935,-0.000206368671346728,-0.000269350917167559,-0.00032120912324463,0.000540453381106279,-0.000112452651727355,-5.82807091953152e-05,-0.000162336575620177,0.000149589571545978,-0.000317266235235446,-0.000198456917994666,5.848259498681e-05,0.000133979742019022,8.53781854838908e-05,1.85059767519697e-05
"b_Sem_1",-0.0195936641692199,-0.00698681924202801,-0.0246749708861915,0.00100861394190873,-0.00325108826642724,-0.00352734352836342,-0.00492052652703594,0.161601400118287,0.0738697330155519,-0.0288334059101155,-0.0233748259270755,-0.00468408335110341,0.00596236186413724,0.00571110778640617,0.012213799112711,-0.0485250416442654,0.00955568433072878,-0.00087115942080802,0.00101558308227123,0.000244177652956428,-0.00173461581488383,0.0112684518306374,0.015338269829127,0.0647058106988558,0.000883407770799154,-0.00423088824792732,0.0014862719977797,-0.000847023147416081,-0.00155761074732346,-0.000843479876594062,-0.00117360046604388,-0.000654657157303643,-0.000621359632605662,-0.000626607966183316,-0.000772500374771629,-0.00146584659696014,-0.0014161004281179,7.24796262422022e-05,9.70528721226441e-05,0.000120267164345915,-0.000654469465697267,8.55013499183768e-05,5.72215267549631e-05,0.000174369255690774,-0.00012434690265901,0.000294094338686548,0.000185978634916535,3.59377029920299e-05,-6.43736285855559e-06,-8.6697689302342e-05,-2.28876265416668e-05
"b_Sem_2",-0.0141661970011411,-0.00700803602287855,-0.0229169314915724,0.000221629157406079,0.000690417651792433,-0.00241116418365989,-0.00123851840584666,0.0738697330155519,0.0769813094941102,-0.0100252345402635,-0.00588146549497973,0.000478283227334077,0.000209564480774875,0.00762048371568642,0.00196439378324387,-0.0266472800488991,0.00529993083669798,0.000246209092100323,0.000551520169868785,4.41066697426373e-05,-0.000744427387288416,0.00514694533637509,0.00802957361697747,0.0330820452213262,0.000492550758661736,-0.00113232858504979,0.00105445558270218,-0.00122863844435415,-0.00199600214094949,-0.00116793972639177,-0.00060331793823648,-0.000315551184545741,-0.000297724729825014,-0.00030140825292804,-0.000370127645024335,-0.000748314766941789,-0.000722906230994175,8.79863556630832e-05,0.000116233359378536,0.000142824114187053,-0.000314707704432356,4.41422574808936e-05,2.05255284579425e-05,8.29002500154631e-05,-6.75196929545506e-05,0.000150317830697011,9.45461478941267e-05,1.49700183982684e-05,-2.19858892439239e-05,-9.4814962229277e-05,-1.21382135752944e-05
"b_ACC_0",-0.0230427830703845,-0.0165119826491335,-0.157744262334065,-0.00296279309716408,-0.0301876926376943,-0.0162472672253454,0.00671545906290999,-0.0288334059101155,-0.0100252345402635,1.48487537646537,1.44481278710791,0.0142436846217754,-0.00835371885887884,0.0125588796112723,0.0318968542723427,0.197069137544351,-0.0443348023562253,0.037315739235787,-0.00324713101820269,-0.00133279442178736,0.00626954316513655,-0.0580075992735871,-0.069616679361554,-0.313839770403125,0.00180640508298236,-0.00309346985573826,-0.00066666142453197,0.0147239289025789,0.014856451236965,0.00693062481518538,0.00577334463447807,0.00295916646518841,0.00278855549680119,0.00281167520696757,0.00341879601170667,0.00704910198943452,0.00680986598281891,-0.00101131676370453,-0.00133507689223953,-0.00164747684915789,0.00291602927573307,-0.000534774312407636,-0.000273700368235725,-0.000799782768136163,0.000762007021369024,-0.00136881008343858,-0.000842280149188048,-6.97159530828125e-05,0.000393437461466381,0.00157086302754809,0.000176965726583189
