"b_brand_Novum","b_brand_BestValue","b_brand_Supermarket","b_brand_PainAway","b_country_CH","b_country_DK","b_country_IND","b_country_RUS","b_country_BRA","b_char_fast","b_char_double","b_risk","b_price","lambda","gamma_reg_user","gamma_university","gamma_age_50","zeta_quality","zeta_ingredient","zeta_patent","zeta_dominance","tau_quality_1","tau_quality_2","tau_quality_3","tau_quality_4","tau_ingredients_1","tau_ingredients_2","tau_ingredients_3","tau_ingredients_4","tau_patent_1","tau_patent_2","tau_patent_3","tau_patent_4","tau_dominance_1","tau_dominance_2","tau_dominance_3","tau_dominance_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-19734.4678678452
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-19734.4678678452
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-19734.4678678452
5.25859087705612e-07,-1.13307356834412e-06,-4.38625767827034e-07,-2.40098701417446e-06,2.17021532356739e-06,1.61040760576725e-06,-6.57299935817719e-07,-1.85227553546429e-06,-1.28524175286293e-06,9.44925084710122e-07,4.39383780956269e-06,-0.00348635201232136,-3.98934705555439e-06,1.00000087999512,3.79477024078369e-07,5.05238220095635e-07,8.61690789461136e-07,0.999999596457556,0.999999331233665,0.999999726218656,0.999999271041214,-1.99999964332621,-0.999999757933468,1.00000027326025,2.00000013543804,-1.9999999559359,-0.999999795657054,1.00000000689943,1.99999980888715,-1.9999997345062,-0.999999585005328,1.00000022423501,1.99999998630942,-2.00000000871664,-0.999999929444283,1.00000012609886,2.00000001684877,-19647.1556901013
-0.0268073837523301,-0.042620603984349,0.0196699275780038,-0.165251438594185,0.133138172638812,0.0914130241587177,-0.0222727026883796,-0.126618280018627,-0.0609625189805755,0.090012142126706,0.303029146008948,-0.00377488671724413,-0.52042608702374,1.00918535849829,0.00833902514528747,0.0158400136521087,0.0456107258996657,0.984423827567186,0.948476620711071,0.993433765990549,0.945848538914672,-1.97481586747726,-0.986562645518353,1.01516857519373,2.00856940504431,-1.99790917234088,-0.988989349645245,0.994371069275658,1.98223480834016,-1.98204819565034,-0.972875072490672,1.01193068600896,1.99670318552003,-2.00195629523445,-1.00007512792563,1.002856895372,1.99884224305048,-18864.5451588809
0.00267714860979763,-0.161275079517018,-0.00718821284535427,-0.499787530364549,0.432148415127332,0.278657193331892,-0.111496589184432,-0.368467814054117,-0.210456807510985,0.276873229306943,0.817746006588528,-0.00353415990551666,-0.574472222988628,1.0976340668936,0.0458913824009895,0.069697586950804,0.151270161679547,0.937653516254866,0.85137786822515,0.96482206188303,0.842054881777645,-1.92641931975438,-0.954912284336511,1.04993420751376,2.02717518379961,-1.99192277776434,-0.963798828101783,0.991057006445331,1.95352002739355,-1.94563451256411,-0.918330511374107,1.04044186001766,1.99452476514274,-2.00377249640884,-0.993302668382318,1.0155111539506,1.99942081276629,-18012.9598208857
-0.487194497488797,-0.221138643112954,0.0861069187987767,-0.913430117305058,0.696210841208016,0.235539206123779,-0.147002651392873,-0.644950283662312,-0.444757159843738,1.28837843761143,0.857799352928133,-0.00365806890410299,-0.573847154725562,0.858268436991383,-0.10389206621026,-0.0545287034712803,0.207294053627604,0.92329591110633,0.502900226378818,0.994119235374542,0.495130841134143,-1.78970512922035,-0.885770349634871,1.10209534867668,2.07951164896816,-1.9705343857642,-0.930005707743915,0.917145527837194,1.83832848509446,-1.83467054117413,-0.798845633168767,1.08134075991515,1.98070966241751,-2.0132222114962,-1.01195166278448,0.982372861647391,1.97996571887214,-17970.9424132714
-0.637431622413793,-0.280160785935003,0.0830553894728832,-1.07554265951088,0.696473443707813,0.19568294498,-0.214347801023227,-0.769198514531992,-0.625619693831404,1.19111276258149,0.875873535403036,-0.00368677794371528,-0.551290898830722,0.609900312667156,-0.298215405388989,-0.221587973245644,0.224434000919598,0.937921486852545,0.121089021153941,1.04343303235274,0.128584158853262,-1.67653784431135,-0.823034010045232,1.14184576827426,2.13408280551275,-1.9463622790056,-0.919468627489727,0.824375325324627,1.72015083465883,-1.73475879269876,-0.709653271562144,1.11274538125302,1.97912996161537,-2.02378260928327,-1.03992006491607,0.926045368824857,1.94830717658076,-17742.9925196357
-0.572743339843897,-0.327523081233903,0.021991318080107,-1.12974992826426,0.684921616181539,0.202911859148284,-0.273086660708493,-0.832484211874213,-0.721309149816291,1.20662842970944,0.837487070130812,-0.00367238931115407,-0.563604735694718,0.537664429002022,-0.436906246413182,-0.33546305733785,0.238936155559804,0.952415986479936,-0.146359865606526,1.07591125862855,-0.112241610183711,-1.62828465855311,-0.792426490264303,1.1644855638466,2.16999334978183,-1.93271099393461,-0.924995801767087,0.761258332867428,1.64328716040345,-1.69200001753014,-0.674311258913066,1.12788506848041,1.98613116473408,-2.03356305239417,-1.06129009088259,0.885691660468425,1.9207081443492,-17612.2107633261
-0.711279008188438,-0.416107948430192,-0.00802373522513015,-1.13631634066044,0.646953505392736,0.108753060002636,-0.336988995927708,-0.877761334365962,-0.724740900202755,1.198889236651,0.906066137739082,-0.00366627191663094,-0.561923239952034,0.790955830568323,-0.776397527102374,-0.580056266728822,0.280637902239441,0.940358132472172,-0.634158193329641,1.06737064469929,-0.491686274760295,-1.66112525733297,-0.798501516622984,1.1890887501826,2.23825983667624,-1.93590854061894,-0.985315501802872,0.682361046930315,1.53478183689189,-1.73516165899781,-0.718141606236492,1.12493505515415,2.02487363745352,-2.07700792675652,-1.10970964819241,0.849942716130357,1.86105488563587,-17558.3864418651
