"","asc_ruta1","asc_ruta2","asc_rutaEC","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem_1","b_Sem_2","b_ACC_0","b_ACC_1","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_USOCINTURON","gamma_USODISPMOB","gamma_ADULTO40","gamma_EXP_1","gamma_HPICO","gamma_LV1","gamma_EDUBASICA","gamma_JOVEN30","gamma_EXP_2","gamma_HTRB_2","gamma_HTRB_3","gamma_HTRB_4","gamma_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"asc_ruta1",1,0.732772534402037,0.137801276882701,0.589476820343956,-0.260965683181121,-0.000744897921212943,-0.0521329864574156,-0.116469866264053,-0.182229060308248,-0.0669468147156227,-0.0900961891705132,-0.0978320625858656,0.0682665013808031,-0.292517002501824,0.12111773411107,0.118952316566143,-0.0797930542768273,0.00952949450707508,-0.0274366698023714,0.0976275776926763,-0.0966485053386158,0.163426786572569,-0.0371814494050983,0.0638596770523222,0.123427967278673,-0.0848070401451362,0.0664658578137445,-0.0978838372017492,-0.106764445023373,-0.102407189240038,-0.0674392973389214,0.0175223077884778,-0.0116333928440903,0.00738614105533358,-0.0283584899728528,-0.0627134264925728,-0.0645173890622629,0.0629054286964483,0.00691300035673712,-0.183481276469451,-0.0168338562285455,0.0141204972654531,0.0399527522322207,0.0402982567488042,0.0326328607857871,0.0296678922694492,0.0223437960555546,0.0202530779352217,0.0134041599428202,0.017378208590828,0.0295711204251284,0.0301246767594713,0.0233141899004232,0.0310644878763775,0.026239219565946,0.0200495444435618,0.00533243905490604,0.024324353423719,0.00109095106963795,0.00169134308505476,0.00183037404258391,0.029498957451347,-0.0130625490152771,-0.0134759738375708,-0.0137833238076223,-0.119040506011006,-0.115094072189046,-0.113418400761158,-0.103752135625788,-0.0896835277297293,-0.0883788889738239,-0.0887881556025351,-0.0902428272444282,0.0341091114482788,0.0236472862585302,0.0197516475610366,0.000800777691409367,0.0282047691140109,0.0221872973209182,0.020283825095848,0.012073886467781
"asc_ruta2",0.732772534402037,1,0.086223467148847,0.294937763793472,-0.145289851933984,-0.0310331609721242,-0.0496107438946031,-0.0538345203651874,-0.106930895897306,-0.054715199167245,-0.0572762955376314,0.00158249577359676,0.032382264929874,-0.123626373204422,0.16950288750588,0.0464475259351881,-0.035291279916305,0.00498921396849427,-0.017822437402054,0.0504627505700409,-0.054042383821599,0.0847845751874018,-0.00833417863910012,0.0217537365335576,0.0564591978326424,-0.0580064420764258,0.038828541401339,-0.0297442634889431,-0.0340638232172737,-0.0317943677646276,-0.0245337497250985,0.0080488467667843,-0.00799472214703498,-0.000669238060333528,-0.015188461822053,-0.0218967482445087,-0.0229551631491694,0.0309263390945578,0.000381315148068725,-0.0969371381968611,-0.00797245176330292,0.00542030278434758,0.0187720088177466,0.0193089976413364,0.0166728998367324,0.0136334577315911,0.00945483031538785,0.00856073539651757,0.0058517367898706,0.00868184932662493,0.0115028953274195,0.0117820323747907,0.00897543034349872,0.0147281710606892,0.0118871561174636,0.00881748989841807,0.00239448132409318,0.0117904654529254,0.00401870889868089,0.00458276904167748,0.00446551016003261,0.0137245994766732,-0.0017423682166166,-0.00182805414555252,-0.00214093738960041,-0.0451996632248545,-0.0421299548618184,-0.0410213488232733,-0.036919352118558,-0.0288152290481743,-0.0273621446159499,-0.027182851101306,-0.027230954490013,0.034690356056288,0.0302579701765599,0.0286000522504457,0.0197788834469716,0.0122228774592142,0.0103420289037579,0.00972378801218558,0.00657447420797427
"asc_rutaEC",0.137801276882701,0.086223467148847,1,0.104372527922146,-0.18977944161958,-0.0568946447072915,-0.0591905863229569,0.0236844021702988,0.0193652038969636,0.203200452743708,0.192533932288651,-0.162345890762353,0.0244081614312815,-0.137463594143978,0.0139085424415563,0.129904096953173,-0.512638139711768,0.4525050933359,-0.0221318354225211,-0.0238876110015886,-0.058832149698645,0.206727175309985,0.186592624581942,-0.247734925968359,0.0476410251332616,-0.334065302757707,0.168479795532722,-0.681754087639919,-0.703580967122994,-0.707668869283491,0.197873182605558,0.0030996092408418,-0.0100719576899892,-0.0130238244669885,-0.00484951811152917,0.22746038977194,0.228015329938461,-0.0362103303244675,-0.0748724197050966,-0.13449847988178,-0.0153377524000023,-0.0264754293071715,-0.0139442877517776,-0.00994209000029309,0.00562722733769787,-0.0221631082045895,-0.0188268232890851,-0.0162821113799235,-0.00691595455526281,-0.0181723109814999,-0.0190522604294166,-0.0179644936082722,-0.00266428458048481,-0.0197522767097963,-0.0195575221280767,-0.0178469014459371,-0.00726942530007572,0.0191837371008778,0.0511353053322909,0.0495307762682648,0.0471516138859662,0.00414391085293428,0.0883972539598489,0.0909644033062132,0.0897223028295494,-0.54677017392166,-0.577856639027124,-0.585919260504162,-0.557471610231409,-0.523013316159758,-0.554306077094076,-0.570226521055133,-0.601445283983525,-0.506282462006303,-0.537187623566282,-0.550660143590258,-0.593844851171668,-0.0192443305898514,-0.022158694499629,-0.0207638184538821,-0.0142916672810919
"b_tt",0.589476820343956,0.294937763793472,0.104372527922146,1,-0.519105702739431,0.261935842372255,0.235079680351494,0.135135352391296,0.00602522559342542,-0.129850702174684,-0.134387388862134,-0.0494202918643645,0.1267580236582,-0.407155337667262,-0.0624587897933783,0.186901810504224,-0.0665590450011598,-0.0676666298864257,-0.00098961363305138,0.165615961620272,-0.135316404167257,0.247828387598262,-0.0386039988380009,0.140701541245833,0.184676143568831,-0.0942804507402029,0.0436844232784909,-0.191256516631062,-0.216231733694927,-0.207751855707922,-0.129890601100295,0.0159144255470907,-0.0169205216994878,0.0217039917232204,-0.0472409506377636,-0.135408475528186,-0.136480781144583,0.0991562341271149,0.0137545983250196,-0.292047715427943,-0.0279190731171602,0.0636873771872482,0.0937403057379427,0.0892489805777127,0.0590451143341597,0.0857058316771787,0.0711758032767966,0.0640309649392127,0.0417849835719287,0.0611674125681814,0.0830565088450829,0.0825636663697143,0.0567547220941353,0.0816079579324958,0.0791626089611336,0.0669801965812478,0.0281764878276114,0.0847034692369695,0.0352589820701317,0.0320531662788624,0.0247986467098124,0.0959844780460739,0.00454881781970388,0.00125481730549599,-0.00740291083326072,-0.221752530472005,-0.217549940025662,-0.215537858233653,-0.198614231066794,-0.177943621226645,-0.177174128141995,-0.178612370268625,-0.182628599834071,0.0202002742811229,0.0014674541426073,-0.00537259234559391,-0.0374065157908576,0.0807884223921886,0.0703878437511603,0.0646517761309627,0.0420586945287506
"b_dt",-0.260965683181121,-0.145289851933984,-0.18977944161958,-0.519105702739431,1,-0.147713155799748,-0.144041955887404,-0.134424979114825,-0.0458540459046187,-0.161658891166466,-0.15303507706716,0.0811444386282174,-0.0531553484271597,0.315989624739767,-0.031589113511357,-0.179301202505964,0.344165688675589,-0.237686244895769,0.0176755165682896,-0.0536989795134167,0.00329344455496154,-0.0685035152983447,-0.0483130825182384,0.086384445735172,-0.0758948591347721,0.0133294679315831,0.0273158862171031,0.0325491717010161,0.0560409774371561,0.0517104523131204,-0.0511063634940201,0.0164381093787505,0.0310323714241054,0.0256030230594256,0.0326934233654478,-0.0718107703190521,-0.0721507806129703,-0.0400812089889905,-0.0118611970834723,0.14536008169397,0.0252339881339801,-0.0134177019316832,-0.0227417693844927,-0.023514900978,-0.0158261278534006,-0.020441910491761,-0.0157510327168863,-0.0132403603618023,-0.00732643617361142,-0.0185138640393881,-0.0122974596657,-0.0118411043944617,-0.00325891506063727,-0.0217561141658183,-0.0197600805141412,-0.01693397122067,-0.00915211714466116,-0.0277228809269608,-0.0343550358680407,-0.0338029532259232,-0.0289637035909179,-0.0238639013037396,-0.0455384143540121,-0.0464614169473312,-0.0399501270830942,0.0645975842370532,0.0609527833815475,0.0596934178583285,0.0543073421363398,0.051687294892307,0.0492589156987095,0.0487982047978312,0.0481815678592211,-0.05185983389153,-0.0445437276849434,-0.0417654230197142,-0.0281778002202106,-0.0166971576511442,-0.0176660757554804,-0.0168115776703371,-0.0138243521198603
"b_CongAB",-0.000744897921212943,-0.0310331609721242,-0.0568946447072915,0.261935842372255,-0.147713155799748,1,0.51016086011694,0.0337768514385527,-0.0340366903580489,-0.107745171221309,-0.102642772208388,0.0868961332056823,0.10401818141476,-0.0679042907819102,-0.0151883633061635,0.000124135743294388,0.109842020507648,-0.127975472569066,0.0531963162339561,0.116081952718376,-0.0243970950639946,0.0385129275984936,0.115086180895024,0.0754700905167915,0.0235554936123254,-0.0456846235176246,0.0492425753135033,-0.0959834820385502,-0.109660079729212,-0.104330409831552,-0.0478664224511821,-0.000268121432744902,0.00377365249809623,0.0242130530453379,-0.00263958191036389,-0.0706611062253356,-0.0822472916966853,-0.00338924533517326,-0.0321964614375153,-0.0674641989662548,-0.0123471323936958,0.0622907419547871,0.0673205179593784,0.061906269564049,0.036386816448842,0.0665325073090075,0.0660341909237825,0.0614671627505815,0.0438503105091737,0.0522844350433619,0.0709481755762327,0.069657241030032,0.0498548860211116,0.0555753907963931,0.0666278456408378,0.0645617526746975,0.0382905959624629,0.101201436471218,0.0744890479932241,0.0673999140524683,0.0534974853744111,0.115909235784609,0.0343362248780731,0.0267741720152856,0.0112224832518493,-0.0765798378232505,-0.0790232008708174,-0.0797855608419197,-0.0753710610104755,-0.0588421320423275,-0.0619818213811834,-0.0641697019938172,-0.0696986822646012,-0.0396511591591934,-0.045259609085094,-0.0470534670674186,-0.0552515368903509,0.0668557049566409,0.0610406014073762,0.0567052878790175,0.0385399857384708
"b_CongCD",-0.0521329864574156,-0.0496107438946031,-0.0591905863229569,0.235079680351494,-0.144041955887404,0.51016086011694,1,-0.00615912166476771,0.0318965275540943,-0.0635878098052419,-0.0654459759360409,0.137322880165918,0.00706121773992152,-0.0397735409252281,-0.0125289787800507,-0.0349944014988313,0.0895570024977626,-0.13167610334891,0.0400971479100689,0.00637750197141834,0.0115408289798964,0.107236333024231,0.00664621927063975,0.0316694360059683,0.0458406039759428,0.0152369926401301,-0.0600708360857539,-0.0639833856249468,-0.0865028134473278,-0.0818166977269443,-0.0155535094544795,-0.02042029390634,-0.00374668434363023,-0.00330864291891537,-0.0163415579833267,-0.0274976375456631,-0.0246566698634828,0.0120033948423698,-0.00632210370259709,-0.0693798751728065,-0.0131951702345471,0.0490866238576656,0.0389237949917006,0.0341776202903012,0.0110673484081727,0.0458533736394884,0.0458110716080707,0.0427459693884452,0.0284958627011084,0.0439808937843544,0.0394150948698598,0.0381282580161431,0.0191161178803131,0.0420020000098703,0.0452667677586994,0.0416852174957765,0.022852028503114,0.055967914678534,0.0433214737830947,0.0396591580998057,0.0323535722919723,0.0586200470805488,0.0373133916745924,0.0354173846789491,0.0271164726799014,-0.0680854543661966,-0.0692316135731111,-0.069491149947808,-0.0652415102952428,-0.0584371254619988,-0.0599838102839262,-0.0610540719882458,-0.0639187608323761,-0.0181424504146941,-0.0243765920357064,-0.0267605760544032,-0.0352358784489599,0.0451728034839497,0.042228747852807,0.0390598256675064,0.0270454227740099
"b_Sem_1",-0.116469866264053,-0.0538345203651874,0.0236844021702988,0.135135352391296,-0.134424979114825,0.0337768514385527,-0.00615912166476771,1,0.66312575028693,0.026387285101324,0.0342563551762859,-0.0476135187442753,0.0688280100962695,-0.0665543498494659,0.0284124844495134,0.073687094744632,-0.062068454373247,0.0380001703574239,0.0121285156639755,0.0428419394847606,-0.0385531511144546,-0.0225888321356677,0.00568483224544044,0.0220789228204878,0.0155308597184421,-0.0377534404025682,-0.019755266777476,-0.0140360700114456,-0.0173991742456161,-0.0137458945526706,-0.0218517629952667,-0.00230347970444739,-0.00234842468688324,0.0148125991874682,-0.0121278686857303,-0.0253817918430864,-0.0284378173639945,0.0134820651109673,0.0125377386150422,-0.0442358901153064,-0.00951486427015254,0.0185211871840502,0.0203275622370107,0.0179707878060677,0.0104254328622839,0.0204940242823983,0.0190138895838918,0.0169621309718787,0.0119871943890109,0.0113556321169127,0.0274769858068875,0.0274663014348554,0.0219532121580432,0.0203399377393024,0.0196676132785176,0.01654681781792,0.00682508520060004,0.0200575266842722,0.00842649370591957,0.00624833421333652,0.00330441301140047,0.024096326659696,-0.0025200692202151,-0.00445431636250372,-0.00698066642170927,-0.0209636056938939,-0.0198601911183801,-0.0195061537891338,-0.0178840579103741,-0.0225032037616568,-0.0212964093186727,-0.0208189614144914,-0.0198110295956064,0.0155365912966214,0.0131217077181082,0.0121062769960524,0.00758717284743082,0.0207819494840798,0.0171268724627718,0.0152142619183076,0.0090981252962947
"b_Sem_2",-0.182229060308248,-0.106930895897306,0.0193652038969636,0.00602522559342542,-0.0458540459046187,-0.0340366903580489,0.0318965275540943,0.66312575028693,1,0.0855667188684646,0.0938923167567034,-0.0325559258851902,-0.0813012245151924,0.100422872239752,0.0824036656514006,0.0911225758436164,-0.113925400721739,0.0680912058396048,-0.0104726632083827,0.0162003082029359,0.00628919530020382,-0.0580698141571688,-0.019157695001656,0.000653066132787463,-0.0088420973605831,-0.00309236866678397,-0.0268285404355588,0.00789437882783192,0.00595132890836529,0.00542630705319224,-0.0112520653304874,-0.00954129957943701,-0.00168307303078476,0.00435072705834764,-0.00885122207162114,-0.00499412331504032,-0.00917277005372314,-0.00616671034710814,0.0158170615835374,0.012771267459949,-0.00826025305197882,-0.000686633072092754,-0.00560419112325655,-0.00629355390485342,-0.00553377829584188,-0.00424281456749765,-0.00110766975902617,-0.000820256354578005,0.000303163675444297,-0.00670812095602114,0.00332442041817035,0.00360747159721456,0.00459464600414397,-0.00073175402233376,-0.00318110678828897,-0.00411794829850994,-0.00382878824162982,-0.0132264472130923,-0.0152750252559424,-0.015810928293989,-0.015109464508827,-0.011080328922861,-0.021104377136015,-0.0219291822141043,-0.020872469763927,0.00736331125763059,0.00660420407249947,0.00626669180883616,0.0052466686036619,-0.00708900198037311,-0.00633606975442731,-0.00583978680212883,-0.00454377803211396,-0.0043438716272756,-0.0037968019310683,-0.00365840668836457,-0.0029294711745686,-0.00152827685361097,-0.00372933738588723,-0.00386052548375783,-0.00358584159341773
"b_ACC_0",-0.0669468147156227,-0.054715199167245,0.203200452743708,-0.129850702174684,-0.161658891166466,-0.107745171221309,-0.0635878098052419,0.026387285101324,0.0855667188684646,1,0.982588867642621,-0.0805143161187142,-0.0977474840622989,-0.00707955008814111,0.0657883112076778,0.00100909733504267,-0.328225117182394,0.419832974462807,-0.0322438505050706,-0.0441526895537126,0.0510820230380523,-0.0909015717162224,0.121144257001378,-0.247337844823243,-0.0633324059944591,0.0230255465365047,-0.0316653470274406,0.137879337707096,0.150190334130427,0.139923393931309,0.19866805199236,-0.0126377153273469,-0.0173810369936663,-0.0339470568447121,0.000952519307520177,0.223911139688561,0.22303847731758,-0.0189609436829603,-0.00128105861037642,0.0315165954567055,-0.00692124544131636,-0.0548086657455133,-0.0577310630647818,-0.0501269044124698,-0.0199851885152959,-0.0592582621595675,-0.0546522603728721,-0.0487975707211845,-0.0292465882678182,-0.044453911838112,-0.0593559202965239,-0.0576637513123322,-0.0328785419908512,-0.0500124299245842,-0.0560598817952987,-0.0505432291046111,-0.0219118158744177,-0.0384523078218293,0.0129468966156467,0.0140409821649706,0.0146331828707635,-0.0531751941292346,0.0525542942564669,0.0560697738543816,0.0570213676057846,0.120649744194646,0.124413409368513,0.125263288824893,0.117988347450869,0.11139959769801,0.115112146506545,0.117303896677967,0.122767107914652,0.0937168466986971,0.099854894075031,0.101969495494449,0.110718969413914,-0.056842901208312,-0.0529190045227022,-0.0482001824021505,-0.0294994959692049
