"asc_Alt1","asc_Alt2","asc_Alt3","b_tt_Alt1","b_tt_Alt2","b_tt_Alt3","b_tt_Alt4","b_dt_Alt1","b_dt_Alt2","b_dt_Alt3","b_dt_Alt4","b_cg_Alt1","b_cg_Alt2","b_cg_Alt3","b_cg_Alt4","logLike"
0.276254398577796,-1.88359085528587,-3.54834733724809,0.0917820369528077,0.0938515832830873,0.0653840809996925,0.0822144467194476,-0.369039984383203,-0.376324575052596,-0.0782106541500434,-0.238241095749042,0.080657019868959,0.52901119239397,0.379503596454608,-0.00860004954391244,-377.133365235446
0.26878927904734,-1.86008039054337,-3.62626649588539,0.0921023599784349,0.0953664876042801,0.0653894496433051,0.0825972808369513,-0.368322984302899,-0.380016786658278,-0.0738193032220719,-0.238353793099147,0.0812101685394171,0.52137050336835,0.397770935709361,-0.0106786673475364,-377.125041977281
0.268799419232099,-1.86447198349711,-3.66725565136386,0.0924693983288653,0.095661640679739,0.0654087462886991,0.0827799369979017,-0.368617165393839,-0.378992586885541,-0.0718671913766565,-0.238348657835397,0.0812924627000204,0.521415412453489,0.408060196757218,-0.0100930627008817,-377.123189868973
0.268957837531953,-1.86899347753595,-3.67464220314203,0.0926215772517505,0.0954733900605646,0.0655293651418893,0.0828056821072696,-0.368868912224983,-0.377720087197816,-0.0718873840051583,-0.238341976787321,0.0814132624028636,0.522314658252088,0.409796581783557,-0.00960076848643074,-377.123023116464
0.269147651797961,-1.86974328714899,-3.67429363510978,0.0926350807768444,0.0953731617517009,0.0656204440687039,0.0828048056000706,-0.368919858339166,-0.377327923506408,-0.0721553004788586,-0.23834181927426,0.0814326438576649,0.522497523728899,0.409587323501185,-0.00949923599678125,-377.123012660139
0.269144307715733,-1.8696996680896,-3.67395795763777,0.0926347111884336,0.0953412247738616,0.0656681692833496,0.082804524589186,-0.368927709765604,-0.377254695426956,-0.0722868172214534,-0.238347163521247,0.0814399229128683,0.522502224280495,0.409443269852246,-0.009498366041809,-377.123011611517
0,0,0,0,0,0,-482.430437669722
0,0,0,0,0,0,-482.430437669722
0,0,0,0,0,0,-482.430437669722
0.00831999997899402,-0.0144000000182132,-0.0211200000012468,0.122187323995604,-0.0114267719618511,-0.0102399999923364,-473.034906285062
0.332739198239098,-0.375015527688507,-0.628569625871374,0.215603199320849,-0.673685529147135,-0.420568709843408,-431.250347403843
0.694740809661718,-0.603641678841242,-1.10028414390601,0.210937672841628,-0.589713716043431,-0.259115019571119,-405.814947059454
0.156760531769116,-0.814952056961359,-1.78968680275778,0.173145994536903,-0.383452371892439,-0.214327404349404,-395.190289734373
0.0197192380159474,-0.908530871451435,-1.8950837242011,0.168363712770389,-0.433701337418718,-0.0777416015346177,-392.340401269431
-0.107601117878601,-1.28796049723549,-1.8695514033765,0.150641130380303,-0.373368253928057,-0.0432836099799388,-390.747324639598
-0.260110489565479,-1.38081930998725,-2.22576500113422,0.0772264370163318,-0.213632570511465,0.260309711738712,-382.76352217836
-0.226465948729869,-1.30546943417947,-2.129195027125,0.0887513306785554,-0.24529251860491,0.189027100333858,-382.269581777076
-0.228157157384975,-1.29710582730138,-2.10686238080286,0.0857696953436185,-0.243193323692064,0.184061735216829,-382.232394050487
-0.228748830101444,-1.29322194256153,-2.0958472655701,0.0843876495976169,-0.245415817703052,0.18386020350475,-382.226953267987
-0.22862392646447,-1.29358682903933,-2.09694713048733,0.0843966105971143,-0.245533278401989,0.183792014745017,-382.226914894794
-0.228594476061685,-1.29371185905644,-2.09753053989438,0.0843923492521405,-0.245639087560976,0.183763454231225,-382.22690909724
-0.228591911299149,-1.29371215371893,-2.09752610272697,0.0843921467570263,-0.245639255618767,0.183761610315655,-382.226909096745
