"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","logLike"
-1.02465152330304,-1.61706933745481,0.749278533544697,0.0585512507757181,-0.173142931812683,-0.0582494815356548,0.111450353522759,-0.157627286447584,-0.0140596414392715,0.0101683475962329,0.0369528339157877,0.325183008354814,-1.06127864724408,-0.478292166292944,-0.544468760872217,0.0455572702000206,-0.266368449939055,-0.0447947555742187,-0.239640205743229,-0.426071355462446,0.0751713342029346,-0.597090488404046,4.67504209554937,3.05124780071667,4.18765935702367,1.79580870254543,-6.28479038170689,-0.935414101120982,-0.113348324562658,5.38605119233989,-4.13190895461986,-0.00123304196096791,1.77792749805061,4.26718420464616,-5.53840583651103,0.689940886800462,0.713280461490088,6.94472789498194,-3.8711406347379,-1.40937917400238,-0.534466062202795,2.70516491219237,-1783.42873485599
-1.09510007063915,-1.84622685245111,0.733365257825624,0.0672137115414355,-0.193038924630464,-0.162902339275324,0.0959813309940078,0.247417215522938,-0.0182380742172367,-0.0057571826270182,0.0971127515752145,0.580008630067766,-1.22414013521795,-0.319297639086191,-0.418768239933658,-0.0125537023072807,-0.174188469625039,-0.0606556157726276,-0.253699432169418,-0.448508090188966,0.0426321510935186,-0.575387292471811,4.93086822397152,3.05448511923347,4.32297280995073,1.86229636449207,-6.61692270019301,-0.8627380047583,-0.0535781799843675,5.44298509924366,-4.13533469173455,0.00788862584280757,1.63218850004827,4.11142993108403,-5.67340757716753,0.561751502681409,0.585068878811046,7.11233017804843,-4.03823665065397,-1.48426584142271,-0.593896438015923,2.65661501934547,-1781.42874313134
-1.11031235433155,-1.92263711175125,0.739506107221605,0.0750586063189201,-0.224145130897113,-0.251220787760063,0.0914270604894078,0.128833270104379,-0.0184115137131225,0.0149388250377421,0.0296729452796226,0.403599588924441,-1.34006255809614,-0.15224868588599,-0.328065065106721,-0.146222319988904,-0.129765449963252,-0.0279846076447325,-0.236104330886046,-0.447108005403302,0.0446200369171361,-0.582888433412579,5.07219148918,3.06134397377697,4.57327381362438,1.92897278455624,-6.72402908057011,-0.984116931653387,-0.188440980826621,5.72545712049565,-4.13110144154532,0.0253905829577757,1.51056047466723,4.01978225481241,-5.98644296501913,0.563811259844716,0.587026893304699,7.14846337613639,-4.16648167011875,-1.56773216966604,-0.669787673455256,2.53107121023347,-1778.7256850129
-1.07948262246589,-1.90016497542627,0.822639207865114,0.0741869135036959,-0.245301870838877,-0.115366407389693,0.104965644880864,0.132593425849301,-0.0150100030955169,0.0042711350973422,0.0208661675139632,0.278210190555261,-1.15072943330827,-0.240300949473049,-0.476254986174286,-0.062241468071808,-0.228988701759803,0.0137981297075726,-0.211294320068952,-0.425941066894492,0.0637737240324816,-0.604810866305639,5.21033066528807,3.01318393814126,4.82791997917811,1.9210275009626,-6.86388431526884,-0.913163297979897,-0.107853119705053,6.14522030997962,-4.0095452325759,0.0979820395978956,1.48767031530379,4.02982839007034,-6.27684173051232,0.449779109860437,0.473291907326795,7.24352694210689,-4.12811159663381,-1.54120518311673,-0.632395622369983,2.50973554616629,-1776.04241940152
-1.0673156533757,-1.87438724156797,0.855782044565127,0.0801024405987695,-0.261598440910923,-0.314347092501492,0.0820984833622146,0.0170685105242876,-0.00759078159433513,0.0119941161846408,-0.0507754401016729,0.352817482390675,-1.07070307568163,-0.336099235339889,-0.520473313123961,-0.0932804001858011,0.0482401373615771,0.0128613203607393,-0.175829043846017,-0.388317796087304,0.100730033930647,-0.637463126294372,5.36595042397071,2.93994787533388,4.98039646805283,1.85928846730297,-6.99512985561394,-0.818826052228966,0.0185944725496951,6.61249624074661,-3.81353099030036,0.215793804470685,1.53386083391124,4.07931919820538,-6.38450509568062,0.513551719291781,0.537831243967182,7.50581771464571,-3.95382435492516,-1.43405982913498,-0.507967740931643,2.53013993528641,-1774.07430970002
-1.01417088391164,-1.7464002804562,0.860662098884326,0.0752092648153162,-0.250954954306589,-0.363443005885438,0.0858230695355265,0.0866408388441697,-0.00184813362010287,0.0143048211290622,0.0712183492648121,0.210133207449407,-1.25854363195614,-0.209357005768833,-0.506584224765435,-0.251930701746511,-0.145478330600987,-0.00620547091144147,-0.136563761451544,-0.337014745200333,0.150188241478342,-0.671622182305082,5.57467476317413,2.90722043704619,5.05987931978343,1.80091489235149,-7.14025862068402,-0.701999461291763,0.189190443680812,7.2038079251591,-3.64156968860806,0.314956660017446,1.54801499227266,4.09009798327224,-6.32310320231708,0.754631426974815,0.780173002181794,7.96409828547451,-3.76236246668163,-1.31630065745062,-0.364570662885069,2.5513209339135,-1771.59398977093
-0.98745641561161,-1.70435683030583,0.963467603604612,0.0737972981132407,-0.238292479360079,-0.034677402321506,0.0997261283363261,-0.0626681231643437,-0.00103899069489121,-0.0296507637503065,-0.118246332270095,0.149552713384554,-1.40544834491921,-0.0774837701546996,-0.396749987332698,-0.0828009937633914,-0.105426611489577,0.00891138693504785,-0.119452060596027,-0.307745660975838,0.187820826005036,-0.691446736713115,5.72512592721084,2.97363288024486,5.05606200917029,1.84202313365705,-7.23387517608202,-0.541714981681005,0.399684322442248,7.70102767374067,-3.66420245681226,0.329323650751379,1.47925998777584,4.05247508959577,-6.16154309569259,0.894821651067081,0.921585605032519,8.35412988965054,-3.79821333076039,-1.33522307569362,-0.358608734423097,2.61193281234753,-1770.08400057403
-0.992626730175824,-1.71862867934517,0.95918676424424,0.0780663122208621,-0.233810981642803,-0.0663316521294932,0.104144917547363,-0.0704629278775237,-0.00196686299510811,-0.0185223522680929,-0.0666619883963016,0.103964439596105,-1.29699720167551,-0.222849082393685,-0.49704134805004,-0.140429872318524,-0.109536604314317,-0.0079327721930333,-0.121161354321463,-0.296809804665107,0.209024358448963,-0.696925568296087,5.81552516986164,3.02449089305662,5.09766926556637,1.91305441155418,-7.24327123510156,-0.504854417050745,0.475049714693732,7.96937219122615,-3.70003644305639,0.326105468032448,1.42432237920756,4.0437345855602,-6.11747261903154,0.967444484776182,0.995179319416669,8.49669371738275,-3.91420147904457,-1.39667188716881,-0.40211982177683,2.72707598357354,-1768.28272350252
-0.999971603019958,-1.74749797138382,0.993563887090069,0.0845115649279461,-0.23110717143336,-0.0870368644320828,0.108651089927825,-0.0909934468892494,-0.00688803595038111,-0.0187140287983724,0.0155270831667252,0.147806441277392,-1.22160035406346,-0.264870621886276,-0.50338571451389,-0.0780902297780431,-0.162945470879172,-0.00396163309370793,-0.120992265086715,-0.284535549272295,0.219539955069202,-0.698946697771423,6.03221098637655,2.98629521680591,5.28363027142689,1.88852430097869,-7.38240893031771,-0.449123785621557,0.608358188262087,8.21552691956387,-3.58414700369737,0.403106322811607,1.48001635364264,4.2148994099837,-6.24022408466582,1.11438557152329,1.1439694351108,8.61288780536298,-3.82490279291152,-1.34258487007993,-0.322429069546198,2.67513476508867,-1765.62749657388
-1.00728621984866,-1.77499968843788,1.00246384230256,0.0895861093299652,-0.231156107875262,-0.00978157983820052,0.0979387790071881,-0.0677224591592858,-0.00933436259407537,-0.0086347692132114,-0.0764987317561937,0.104766069097776,-1.18583614119654,-0.248842847596139,-0.433992246609178,-0.320841522491217,-0.171497422277628,-0.0135371710230098,-0.126471638922096,-0.271378948577838,0.227627481928371,-0.695571921010635,6.22543680648616,2.90534182834555,5.42289184409201,1.85513269048766,-7.48349171557776,-0.343580983599489,0.81181111221657,8.48079259279089,-3.42011113482845,0.551395353124784,1.62896897359386,4.48089756155384,-6.28050502713493,1.1831728090164,1.21504949460519,8.8623367541237,-3.72126565741527,-1.24596290529158,-0.194868414606414,3.02223257925185,-1763.99131661437
-1.01244903237145,-1.80579799091607,1.06692140619699,0.0971017577926198,-0.251198034540332,-0.43022075374568,0.0894815289740382,0.0491468143596168,-0.011869329033062,-0.0338484798102375,0.403837398717195,0.163064603370468,-0.792670415930353,-0.291996297860704,-0.308716182995158,0.101567491421163,-0.213408050809223,-0.0260184199079731,-0.112062067489049,-0.223461906133263,0.207727564074778,-0.608775411348559,6.8203091706502,2.76522828233109,5.63868216701944,1.95782189136479,-7.28700872487267,0.478532206742661,2.10723112481993,10.0654709404341,-2.94769943867018,1.04313037185063,2.11313030710211,5.29962532571149,-5.77834893227194,2.29823373430437,2.34106008215696,10.6531295371171,-3.74495438348018,-1.18921073551034,-0.0128361140085423,3.38997057816595,-1759.91779447293
-1.03019530501813,-1.82617462955178,1.0366211075818,0.096701973449707,-0.266656195349884,-0.312599709649849,0.0897255421018349,0.0433258651975937,-0.0117588666929782,-0.0112610746619313,0.240304468300001,0.517745556057773,-0.717686534584028,-0.436848446922067,-0.444968150726641,-0.150074753741611,-0.345308231283223,-0.0334732373638641,-0.099053756283637,-0.210975795979897,0.199911747323551,-0.587713553660312,6.91959743965753,2.89284840084528,5.67005108144175,1.89904490545295,-7.18870981347172,0.69816870546664,2.44426209111648,10.4575312753907,-3.08123575125264,1.04330167309103,2.14133044978808,5.45622937438239,-5.64870538876436,2.67801550687054,2.72350747538364,11.0548072275075,-3.59571491319153,-1.10002618479927,0.0989365089921228,3.22121723347904,-1758.64915179215
-1.08717889904211,-1.91638050958489,0.793111252664883,0.0905829786133397,-0.218475798716539,-0.129958253551595,0.0953314040983142,-0.00998263008692191,-0.0135891627489647,0.00757242570602876,0.132611327375495,0.264258962805952,-1.51750593976311,-0.525287783527905,-0.628050439645875,-0.0273869236365123,-0.117274743225095,-0.0107489195031646,-0.076752790370539,-0.166481586860722,0.248349604792083,-0.590623618430086,6.84372014255177,2.99414508743326,5.77844300349141,1.81917078488163,-6.81318002944203,0.957556574771389,2.77427591692657,10.5621653194364,-3.04925988023487,1.06108440456698,2.16709732044894,5.42085535074456,-5.57540766631126,2.68848405917699,2.73548176484926,10.9685835194973,-3.30532113237335,-0.883236276786648,0.298954340988511,3.36137575587477,-1755.43410503118
-1.08423770994299,-1.88651479049716,0.782258298985509,0.0846969590787022,-0.174862606136164,-0.00447854503678044,0.100179064655842,-0.0420050140671144,-0.0110719917343731,0.00885624962977819,-0.0180533546069703,0.294739034096988,-1.66568385616123,-0.467273046337433,-0.641265274558334,-0.152226908223014,-0.113639069993005,-0.0209818877647544,-0.0738085737365883,-0.133702789400866,0.270377236198169,-0.580505347905481,6.83760522909032,2.80820286679993,5.79689560826908,1.94272754424151,-6.62644892651747,1.1030717483577,2.95220304105841,10.661525005025,-2.65609332043732,1.22929859277679,2.29916556489769,5.42265370858913,-5.45612403181286,2.74261315867161,2.79031656303286,10.9281969066482,-3.4564368556894,-0.97302101656629,0.202695553377351,3.26927422164357,-1754.77085356454
-1.08825236007073,-1.91369381732859,1.23047045420529,0.0834032104781997,-0.191714397997362,-0.187176210930353,0.0864307010549216,-0.0301636883573987,-0.00628698970983184,-0.0393803703494848,-0.0637432496536137,0.112552479828699,-0.885821799932741,0.0940914081961129,-0.200787785490798,-0.241405757903714,-0.174785098160135,-0.0324211690423233,-0.0394147604776593,-0.110187940957285,0.233656873636374,-0.550092117819355,6.84277183901712,2.85740696549486,5.47720664681488,1.91931773907803,-6.26833584936161,1.38967164880567,3.35240526621151,11.2320736100984,-2.57327291640285,1.3347073190834,2.41733968277382,5.3718301973725,-4.73723398627468,3.03960550771259,3.08965208413848,10.9680047066022,-3.29132093470755,-0.804819505342039,0.349053690659973,3.50717183649748,-1752.09209312651
-1.06849630124525,-1.8583869987692,0.966424550101535,0.087639102388808,-0.258192350937805,-0.180758629761459,0.0724345383967833,-0.00124299729698591,-0.00707509707876946,-0.0178205289079283,0.0381446543017406,0.182387664041038,-1.0779969037539,-0.16348348780206,-0.360894907769083,-0.118625884093322,-0.155706256832625,-0.00721072175999424,0.00229347423484987,-0.0931114818087761,0.183386453822888,-0.495900445594864,6.76865745945007,2.8575756272799,5.27490943119568,1.91717966468874,-5.55230557874733,1.96415422138673,4.1400193030405,11.7998410039879,-2.39074330422745,1.57838131261021,2.70932225697265,5.61710565114998,-4.05015197533302,3.54784921504535,3.60272544687792,11.2156332420772,-3.13833898845954,-0.640084510169129,0.510520799112105,3.73263209612852,-1749.16468262775
-1.07227200601221,-1.86833074444738,0.855306812914964,0.0807432850191302,-0.259633973227341,-0.198838533351709,0.0828918783274352,0.0195869206802461,-0.00683731694641077,-0.00343232554099087,0.0876843379875022,0.30105136882997,-1.08914164486555,-0.305926884266643,-0.453297090203395,-0.0805566649955494,-0.17389400068296,-0.00289672591790043,0.0450914274575885,-0.00345229783160392,0.194321351708778,-0.407314093114435,6.82863765578288,2.73245556948437,5.25610100861645,1.88392448485401,-4.46129679183491,2.97294906681489,5.48346145065981,12.814689945497,-1.80121268723611,2.12982708745971,3.16855518458661,5.90384779782431,-3.23844110225705,4.34953434560567,4.41225563603793,11.6442530004427,-2.73442025253557,-0.267314142975242,0.87210014217643,3.98646324814264,-1746.49709245251
-1.06912113101713,-1.85540720786916,0.828037550108824,0.076039924732268,-0.221835293720994,-0.170500534178494,0.101340562449334,0.0163321323466059,-0.00846118189439699,0.00178988234597072,0.0722185307048099,0.299431632595898,-1.20508383547114,-0.326625160836115,-0.48588762825427,-0.109294997826572,-0.149816883028709,-0.0334583080275648,0.0925390253815906,0.101554870923336,0.244155851273927,-0.33945682093826,6.5554366858292,2.75875400889519,4.84793523835831,1.9697087509194,-2.84680059741332,4.13507734710024,6.95743927940575,13.4585771739702,-1.36263917066223,2.58544558601162,3.63898195215864,6.19605486590084,-1.8805888093411,5.15119216139169,5.2215204934074,11.326237170696,-2.51988162522671,0.0113189164885955,1.10836128030226,4.23794093189901,-1746.30776440736
-1.0682974037902,-1.86616173572034,0.907039103980285,0.0831651159584097,-0.235133374085757,-0.144146491448577,0.0898601467428047,0.000786361527356911,-0.00930041784873979,-0.00569861664383154,0.0357729434288894,0.2758698788569,-1.22491780738156,-0.283444485279288,-0.465846168487925,-0.132392716834623,-0.158357994515076,-0.0378055523567228,0.103867218724615,0.0914121936623011,0.226171483195528,-0.362800000479171,6.82356678223158,2.70955053973323,5.01778755450095,1.90366766043878,-3.37376173849658,3.93425414102536,6.69434262129637,13.5311657245595,-1.34259472586168,2.54801392275273,3.51742844623524,6.14314850016892,-2.24262173785678,5.01673243148322,5.08593609753402,11.4357323198049,-2.45296148229229,0.0365578313827131,1.14341436987395,4.23649903954166,-1744.86916287806
-1.0651656758522,-1.86123371899388,0.933369766969633,0.0831500455230307,-0.236418430013246,-0.151480934593441,0.0894305081694275,-0.000546889568634518,-0.00913070185848221,-0.00690389226474669,0.0363558827706038,0.269997663661893,-1.19347294204156,-0.267334103975642,-0.449107219700257,-0.137551538180884,-0.163330049004826,-0.0300130006207553,0.101272282499236,0.0862572539420043,0.22684407795691,-0.367210578377656,6.78675457994101,2.72037305487228,5.05632534040888,1.90210760148423,-3.37350832193746,3.90769024742285,6.64481234989538,13.4261530466197,-1.38132119553185,2.52261013696736,3.49233363516003,6.13129869161744,-2.34869798797518,4.95804317039685,5.0268375978922,11.4535651668122,-2.46988394985938,0.0205315955985607,1.1257345329675,4.22283713920868,-1744.7246326131
-1.05299682915059,-1.84978835163249,1.00936341438099,0.0824341215724659,-0.238130748809314,-0.170980906244937,0.0916175054265691,0.00358342778623082,-0.00793288994160918,-0.0126930724771412,0.0394101587088913,0.249011591099759,-1.1107993769796,-0.226777399699302,-0.40497363421833,-0.139618115766057,-0.175311396329926,-0.00601175547277811,0.085868974913574,0.0816023404142456,0.247418438690532,-0.374695192031805,6.7709648518729,2.72984514474061,4.93361340906283,1.89750394224011,-3.37110783952438,3.95446728376026,6.64906824290382,13.3998786167433,-1.42656777727602,2.51171548965388,3.48827602119896,6.17648363797646,-2.29453206004334,4.92282696507865,4.99133369985453,11.3462586779045,-2.49531321932614,0.0147401190885722,1.10664832575755,4.25750538203902,-1744.25722329903
-1.04443676861725,-1.84002468363771,1.00737965352363,0.084085104409893,-0.242858230161249,-0.179525505520096,0.0942601553163526,-0.0023298855438063,-0.00769029546217858,-0.0163324639731617,0.0488746195609903,0.234749042955952,-1.04758729194294,-0.215812355149009,-0.388358082414251,-0.14174706533773,-0.179563467551826,-0.0223119075313259,0.0912321501217897,0.0970241476744259,0.262504640514894,-0.367884664920872,6.76117413455994,2.72751906180077,4.73552464850309,1.89917817408643,-3.09551416809935,4.31014083166478,6.95659646620945,13.5786209976205,-1.34324811171314,2.60374387580469,3.55933611626039,6.29712370839963,-2.0708884020292,4.97215016539846,5.04150347100898,11.1624259431507,-2.47090632591768,0.0751456765322843,1.13367535419054,4.33004873502718,-1743.4422498675
-1.03727778503807,-1.8167442239811,1.04067530488046,0.0849647099986198,-0.232277402553945,-0.180577132113532,0.0934342013031729,-0.00909570662902616,-0.00844526850631845,-0.0151552284695909,0.0461893277543862,0.225371507253158,-1.0481442439586,-0.215362204963578,-0.387367812829914,-0.139877623940355,-0.179508645373101,0.00664212006347985,0.113288677256896,0.137454917966422,0.275754810592529,-0.346714503423563,6.95234232156298,2.72778878993939,4.45936304925208,1.88166739515266,-2.74837032002186,4.9938388225365,7.58865424005968,14.2923292152441,-1.14959250045712,2.79694228970798,3.71978466375356,6.52952669168868,-1.65624944849244,5.10497422843932,5.1770412988882,10.8480179681535,-2.34725822665641,0.228122143184034,1.23260753656283,4.431765950125,-1742.21284140657
-1.04806098030248,-1.82793007421583,0.971455543376055,0.0855691341566321,-0.227315820010953,-0.170625415328104,0.0988050455011069,-0.0177827454444556,-0.00862510454280959,-0.0112609707142022,0.0481959353056816,0.232834105415652,-1.07550252217655,-0.250120444235119,-0.418351688424904,-0.143935627107405,-0.173025554893122,-0.00995203169707493,0.126340323575869,0.175217528596543,0.288003365427487,-0.325133983493782,7.31181672272739,2.73104454957469,4.21852293732168,1.81952528014559,-2.52756152207524,5.81548041528199,8.27675449767269,15.514200355491,-0.963842620107412,2.99371156455149,3.93553352570549,6.81225455157394,-1.38800143883308,5.11471331401609,5.19010738283391,10.7255060765449,-2.17118597860524,0.39433254525271,1.34177840736963,4.49332326243192,-1740.47325132672
-1.06751225034777,-1.85142739104964,0.925208774909438,0.0861200011527745,-0.230349742145021,-0.155632010940607,0.0885340942265703,-0.0172199045078462,-0.0100464372223058,-0.00365209356039944,0.0438820561025394,0.247404627614339,-1.16610084345369,-0.287130064278348,-0.457145859211472,-0.135452307721122,-0.163837011439392,0.0061980081725858,0.162120902809834,0.221960430641835,0.282267980121535,-0.284246226453923,7.88632517916295,2.74992719324077,4.19582917843765,1.84533905484041,-2.26128620130869,6.78412245033419,9.18314307832521,17.3116375724287,-0.694979373723808,3.26427987281013,4.19869943477556,7.10419987046034,-1.1295321064313,5.23605361971984,5.31743427946717,11.0038619739792,-2.07022117860758,0.504417489036507,1.43340896534799,4.57697675983645,-1738.99649233947
-1.08772967928762,-1.88541299361042,0.848691598271773,0.0840173902117411,-0.23005922409924,-0.139095157137519,0.0878979020680052,-0.0132716682518428,-0.0105797219706083,0.00327368222335414,0.0373738565971961,0.284604680879784,-1.24519841668275,-0.323516583092907,-0.502498527037061,-0.140573787850562,-0.156435015819509,-0.0218472415271775,0.204568700500281,0.280304275002015,0.272559271702962,-0.235948145448076,8.46550780478481,2.89362074314316,4.16084529608202,1.78143832292593,-1.62967083960352,8.06078762093437,10.4916774281301,19.6288379789435,-0.482301257963371,3.59169609137496,4.62840104842836,7.51934746836981,-0.617866543978362,5.60332616121822,5.69405699407634,11.4449229726134,-1.72038621507136,0.759376781282854,1.69298176780294,4.71981895662764,-1737.99468406666
-1.091758206684,-1.90548065480862,0.836780044752166,0.0818646459055093,-0.22686748429396,-0.140474404335405,0.0901560214573846,-0.00481513573233065,-0.00929454810045991,0.00238749776761609,0.0371295290089616,0.281529708100379,-1.26596937174969,-0.314328529780264,-0.499882885076386,-0.138670527367606,-0.150711153062925,-0.0384366578489401,0.185729551533008,0.246340515941473,0.25386860436633,-0.257953281524117,8.6443825221556,2.92826484292646,4.35599847904504,1.83282576055049,-1.72705192567534,8.06629316984896,10.4257901501361,20.1423308936515,-0.57316740753454,3.51523985831759,4.63419243540656,7.50004920596429,-0.905131895268646,5.48945377404292,5.58188410589004,11.6296661807015,-1.84859868182782,0.623539419728376,1.60437363611807,4.66462432477233,-1736.98455784144
-1.07176279148699,-1.88738321645211,0.939283218889121,0.0808917306038235,-0.236572928743887,-0.166634100255389,0.0929807896869861,0.00399376586350869,-0.00764630992312166,-0.00689532186992976,0.0430970602226727,0.258019480633179,-1.18044469922547,-0.254396418065461,-0.435558998546376,-0.146646304719309,-0.162815358395658,-0.0398182216772045,0.206241993212728,0.291981934611264,0.271084140876312,-0.229236630512278,8.97297434437574,2.86930118043957,4.30149537328793,1.90869672668907,-0.922435883108326,9.07519999342601,11.5686152041001,21.743831949898,-0.189395233235177,3.86518508599952,4.98428793603046,7.77947673176394,-0.301107331258562,6.03573135211913,6.13676890190421,12.0765020189479,-1.77380792346847,0.749082379744505,1.76177591292376,4.93210653392423,-1736.22170014328
-1.06315704871368,-1.86609860066887,0.984406063834695,0.0826282354292889,-0.238047831321268,-0.182447703343464,0.0899194556767012,0.00378988311495329,-0.00883289897001288,-0.00755816421428457,0.0538307257343039,0.264613056626817,-1.13966130066986,-0.2485122587666,-0.425969745641248,-0.138943267054117,-0.169031868286723,-0.0355467263639177,0.216810746538708,0.304932912380308,0.279103013302659,-0.209716983667114,9.20058453115342,2.98300154442702,4.4325665194535,1.92076164197128,-0.763926110998659,9.35767041000296,11.8537754431355,22.1515527467342,-0.221607016941443,3.89830416369265,4.95133644736902,7.8120027384611,-0.280705821738323,6.17439498301905,6.27807758321549,12.2392717938906,-1.72810415435025,0.802800613040149,1.83410332359667,4.9889954802002,-1735.21298042507
-1.06383957142554,-1.86371678769693,1.00341221081768,0.0829457775036683,-0.231944160943873,-0.174800884393568,0.0897543145873745,-0.00191222768496643,-0.00922801379897719,-0.00810799697013667,0.0502835986199792,0.263082527440293,-1.15022587400773,-0.249845336398071,-0.433275276963678,-0.1445449211349,-0.169012977153081,-0.0459407063830482,0.231796097557984,0.323757320190683,0.271148449618151,-0.202221954666915,9.48670860686103,3.0000355836083,4.50154394131004,1.89763407198444,-0.296827718948184,10.027978563292,12.5140005613038,23.0108475678776,-0.080436100022152,4.01594779535941,5.06342486356226,7.91293618143838,-0.0981596306009327,6.39384468377902,6.50280393865109,12.4195204116193,-1.57965641791227,0.930363419281015,1.96758826138506,5.07547895254692,-1734.54752211945
-1.06149573864895,-1.85244577099651,1.00811130213972,0.0840956675501433,-0.229174336658957,-0.168932742845815,0.0908999830009237,-0.00563739994899282,-0.00945867041758282,-0.00874803168715193,0.050374957277461,0.266674604760871,-1.16568518108383,-0.256461551423838,-0.441841771081539,-0.146860378877189,-0.16649632506138,-0.0678123395457899,0.255353887322598,0.361265142189033,0.264238237259087,-0.172501139637999,10.0341931103758,3.03973479389767,4.58082658121857,1.93945510540807,0.569991638693518,11.2650783046141,13.7072165297714,24.547306362763,0.158009261821882,4.21666568444097,5.2454035216497,8.09787610363547,0.307357077684184,6.76346924214824,6.88199432189899,12.7411405753477,-1.44888412787754,1.08760411510059,2.13628076006145,5.23963568737147,-1733.71369799562
-1.0600271709002,-1.84918039797437,1.02249806575847,0.0833678612277972,-0.230236651861384,-0.165921983118724,0.0921299302636075,-0.00621898015983032,-0.00890464710292278,-0.00892761709109719,0.048200758542382,0.263164514399152,-1.15424767660643,-0.255163769881138,-0.436345072229195,-0.147172186025939,-0.169617789521101,-0.0556954744373345,0.268869152640509,0.388535396488024,0.266925234585259,-0.145653385629056,10.5594211418596,3.00774578000158,4.69149931820219,1.98098333039948,1.49743016671449,12.5294464200396,14.9112999581947,25.9324278602605,0.401420335309594,4.37672081561224,5.39293149974219,8.22953232022215,0.666969986065529,7.150420711638,7.27887372070374,13.1737718745918,-1.33366270280774,1.22486151011851,2.27757434045331,5.38082677271646,-1733.04056835798
-1.06266797808341,-1.85445716536046,0.996072362444577,0.0826485207167025,-0.232675199700412,-0.170004107145595,0.0932965906333043,-0.00350712034554012,-0.00845462988374695,-0.00851510034152864,0.0496880459913506,0.267286119437432,-1.148194983759,-0.257623714017378,-0.435892861068875,-0.148875207779633,-0.167508928327657,-0.0650874770179179,0.276288608782966,0.402016966890168,0.272648797446998,-0.127537891762718,10.8114963430115,2.99060579607993,4.73376714675119,1.99713691064704,1.9484459560245,13.181222400863,15.5228970704285,26.6071169144124,0.473763510727335,4.43048074758486,5.44848481340335,8.26604910729169,0.856637787484531,7.33686290463448,7.47025221796254,13.4359806095303,-1.27799810163035,1.28528450635393,2.32984455123545,5.43658600020903,-1732.76655775951
-1.06400515666409,-1.85826962656873,0.984297853773744,0.0821630765803481,-0.233755132395645,-0.171585965136944,0.0924845839290349,-0.00162101498297231,-0.00830628239374985,-0.00766453045851176,0.0483057192914912,0.265982022316878,-1.14413558958549,-0.257152904136557,-0.433993772162559,-0.145007869585475,-0.166499457936738,-0.053622103124288,0.287798679943264,0.418996345458441,0.278037488546019,-0.107917165529511,11.0876870115566,2.95317081983458,4.81660236053279,1.99965871963318,2.39293074345879,13.8902987153102,16.2242679643135,27.3976853103972,0.55015405265802,4.47544915112607,5.49192803687793,8.26862250803977,1.04819324755346,7.59134643295079,7.7304024183669,13.755204128919,-1.1989745992766,1.3580079296354,2.38961043379873,5.48969395855386,-1732.49168991804
-1.06465064279318,-1.86087581853732,0.965512389895491,0.0822392223781843,-0.23539507115272,-0.169591667375727,0.0907861953758723,-0.000775246417877151,-0.00838664307263843,-0.00738473540923263,0.0445343245051745,0.262339566604005,-1.14397072906779,-0.257207422384794,-0.434065541738638,-0.140534048108522,-0.164475717983651,-0.0399648926218348,0.289896964071284,0.422562038721731,0.285869105994301,-0.102668086538392,11.3009831111234,2.86592731229665,4.93045333232054,1.98322237865955,2.62252105157403,14.4326877217471,16.7731531126699,28.0353508809183,0.522271744907372,4.39344843275379,5.40552603999904,8.09668254785204,1.13126379787269,7.82701709867903,7.970986746294,14.1254043310335,-1.17010985754003,1.37826832134363,2.38543923988747,5.49112659700135,-1732.136191853
-1.06228643845125,-1.86010747613905,0.955155373044333,0.082422835234436,-0.23578301433796,-0.170947162677111,0.0916992800369154,0.00176818913989405,-0.00859445689988582,-0.00765085985028994,0.0444785682836694,0.262694996165657,-1.13780622839319,-0.254446878278629,-0.43068639375699,-0.137776492891088,-0.165234969498412,-0.0300321118780608,0.305937647024577,0.453359358840685,0.292663824500244,-0.0852469787141667,11.7933639182807,2.76487817267743,5.07473820258135,1.96053123401198,3.00122273667142,15.5140412885293,17.9137342313626,29.7380370939867,0.604335070817128,4.41486658056965,5.41429829634401,8.0117870408695,1.38331757671453,8.29103275961813,8.44436188069557,14.7403689901168,-1.0785103046252,1.46672833735034,2.45022693147538,5.56109041721932,-1731.89495704658
