"asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","logLike"
-1.21275430324305,-1.81780519622953,0.756317443147707,0.117624791898712,-0.194508643330484,-0.164431931770814,0.293944421042391,0.0214530344818936,0.00701219652473632,0.0818553044596469,-0.0479016963317127,0.466411770687738,-1.60779326590915,-0.487702168311271,-0.663997288541234,-0.00493686562355178,-0.0302002109623956,0.281363118088901,-0.247889380735015,-0.408822287879562,0.191694847690476,-0.702875967087044,4.46511686014576,2.77326691023395,3.462176437101,1.66220966190097,-6.24378094844951,-1.49945776378246,-0.525734659858793,4.76095031482695,-4.0025003400182,-1.18470974523208,1.28969257319886,2.53959613204853,-5.00052949886496,-0.122837737736453,-0.100330447509364,6.52520394503095,-3.63231458020032,-1.23617005173737,-0.649388626203347,2.27292249885991,-1873.62130594419
-1.21023737077862,-2.40768193674992,0.974245975653291,0.117625879557713,-0.0866422520781534,-0.016784907427792,0.00324829073286126,0.0157279360143781,-0.0216053481335451,0.0760659639948384,-0.012693920226898,0.352079328864926,-1.69792698974411,-0.694893906243226,-0.890869633105177,8.6281737096401e-05,-0.0515292546515214,0.364288742100172,-0.146934618803959,-0.391999234800587,0.31471279019191,-0.794907893848899,4.34585431787562,2.50835364827293,3.52773325464402,1.66577278731435,-6.31992687362513,-1.4682207666524,-0.563369213862698,4.67597909438817,-3.98009520892497,-0.804735189544892,1.49750938898864,2.63653533429382,-4.72822110878281,0.133150957075186,0.154542541067224,6.5965305812007,-3.56232821073595,-1.2727200141007,-0.685098040892815,2.35768942983354,-1850.68090400516
-1.21966969982206,-2.73983712983629,1.17376777191682,0.0864565048489412,0.0360669278850455,0.0437601694906746,0.0144492262283463,-0.0145226249696584,-0.0435421720881087,0.0542364082976717,0.0370077620333366,0.215139399919887,-1.77931830813631,-0.876213430157159,-1.0159773639778,-0.0348557928646104,-0.0654221454923379,0.223474248620845,-0.119523541287032,-0.275515501402758,0.213216463224477,-0.62766788421943,4.56290812091929,2.91626040764545,3.15579026108198,1.76036556063001,-6.06875713269301,-1.30325614853397,-0.512015296457878,4.61609805077856,-3.83693248189884,-0.279281878018201,1.75965817379224,3.22962446831895,-4.69843461835715,0.276126330921917,0.295860873661042,6.59801837359373,-3.69764702913377,-1.20419352572267,-0.592210673338783,2.30554133986969,-1843.5975669726
-1.22614963787056,-2.56605246652298,1.2804741177162,0.10440689121971,-0.0775850330008686,0.00419717719705818,-0.02310152765684,-0.0644988925954612,-0.0362642613094346,-0.00232707654729924,0.0701490629520655,0.128277237628706,-1.81661917673636,-0.934180468128305,-0.999029245607469,-0.0641847802651312,-0.072873003622487,-0.33146752590495,-0.158308145331121,-0.233151881173758,0.0371768130143094,-0.446252800943398,4.4940210834397,2.92478399743884,3.32103462062239,1.83963041369578,-5.98847261146266,-1.0790777754403,-0.350906958431772,4.61453979189295,-4.05265866380334,-0.0761169819524527,1.86256205514145,3.86767743010564,-4.50052949208761,0.337750286889559,0.35671550898479,6.50040680501648,-3.83783416135808,-1.19398230413633,-0.553151210311244,2.25126426386085,-1838.95157632489
-1.2064284857515,-2.30260519456402,1.3211230818361,0.0857913654881047,-0.0730533055668326,-0.075268007794869,-0.0305958035180475,-0.0873842654877696,-0.0377724936901307,0.0130854990605732,0.098789567614378,0.121934444803651,-1.81448566512396,-0.892214621430313,-0.944011443841885,-0.105288472204217,-0.075602139673514,-0.30479123840468,-0.0779203189495654,-0.314745342070169,0.0459410430724144,-0.516830807087248,4.25209026894556,2.91573956625843,3.22444074849862,1.81658507802998,-5.98561268848899,-0.877310691990808,-0.141296531741131,4.64874503589995,-4.2022923781987,-0.131750770411052,1.89874863866318,4.24564921653488,-4.62601945673045,0.391586039646507,0.410829715238881,6.35252809831394,-3.88534041775951,-1.28103429826635,-0.625191370613448,2.28643190257359,-1830.63830212001
-1.09656433656098,-2.09561143400294,1.35688019512227,0.0968297432258147,-0.188160216647921,-0.145069992639251,-0.0978187757500673,-0.0604943289368091,-0.0375188071949295,0.0183329632559835,0.091829130421149,0.167353563683505,-1.78174863544156,-0.797695245898869,-0.862827229383685,-0.117979403817572,-0.0970680965397165,-0.191348489838333,-0.382465369214828,-0.137495251004331,0.229328287273926,-0.554610837812378,4.02764548097809,2.95931102956389,3.22240987118381,1.80340603978079,-5.81032225018472,-0.712995658805013,0.0359290807413925,4.70307989494263,-4.31536791458257,-0.210993857967308,1.90135166310954,4.50993441049361,-4.74967485974709,0.458535782682643,0.478209986415484,6.12837991729963,-3.89746170645687,-1.33418002749262,-0.659667622042315,2.36004750657358,-1827.25970858277
-0.526317698486928,-1.73141347723787,1.49031607160068,0.103345008337886,-0.206453867236356,-0.304253151860617,-0.0043433710954849,0.27058097982356,-0.0165147402958492,-0.0429572756928266,-0.183542681211409,0.532480723237723,-1.47388565609178,-0.261860757871032,-0.43563442907057,0.00262686507730581,-0.281308487931855,-0.206352792283195,-0.012798160884448,-0.185964038503344,0.589799484198979,-0.804742112382738,3.29226832371281,3.41122836493605,3.79776924440433,1.87669513073748,-4.25061685793638,-0.398966661007023,0.376156489525209,4.97614338119137,-4.45136017456882,-0.416574711402632,1.75304429926299,4.84450437610033,-4.96351719567952,0.697970565843684,0.719480833649771,4.95986688405595,-3.74168855560792,-1.29878398298099,-0.532134328469481,2.77293275100213,-1822.56148691355
-0.740260204672954,-1.67104973531675,1.51261723889617,0.107592399785428,-0.197781416819467,-0.280843123029342,-0.0237317341118491,0.263353126760783,-0.00908249787722303,-0.065260704095233,-0.159554667487906,0.582233005573138,-1.35391538862678,-0.111517340309727,-0.365036403028086,-0.0127780543377979,-0.311050685360294,-0.15122648402569,-0.0929840563573197,-0.290021293490348,0.343794589197405,-0.693692333798961,3.05898312736024,3.45378666207547,3.82983373697883,1.83513665709189,-3.95461678626702,-0.356777584205989,0.448619632963587,4.98551032290963,-4.50621516800149,-0.423565089538833,1.81545380270994,4.7647227345937,-5.03345046637725,0.736112781254609,0.758362863788272,4.69768431018647,-3.67782533467522,-1.29996116701321,-0.519740208472267,2.83559979265376,-1815.63052018617
-1.07779297991029,-1.82971718537459,1.3764718436526,0.123141825823589,-0.239095975888844,-0.181859612328177,0.0510802039333353,-0.271148888497731,-0.000302940617959633,-0.0668408183168915,0.162822616292836,0.231374082483885,-1.03527592655915,-0.0666863386112935,-0.316485426153047,-0.315139541285973,-0.263955595602807,-0.0811838776554218,-0.0204092455727323,-0.230784843396477,0.386797796021688,-0.882095118143306,3.379157962985,3.50005532466403,3.81004051110453,1.83508911575214,-4.44699521138809,-0.181188948996627,0.637963155696407,4.62678585731322,-4.46974498057924,-0.522937680490188,1.69401393742981,4.57695284055882,-4.86811113741075,0.590086557713904,0.612818335245629,4.86064587638547,-3.69204960206052,-1.31352756972168,-0.513378811349532,2.5434680647925,-1807.68085318511
-0.96900049693893,-1.88194863816102,1.3118544788055,0.120647353964044,-0.253559319762599,-0.203203302059883,0.0674619720765589,-0.255794551305005,0.000594560687013909,-0.0499161923908686,0.117177232275815,0.1387093955556,-0.957263480786103,-0.10826987861413,-0.293887487877975,-0.316830929431847,-0.252451838062147,-0.00891727060006059,-0.0633004729264116,-0.353657506168612,0.330066610668856,-0.75218835865002,3.50444908331947,3.4738325044328,3.78914542659478,1.83534960821364,-4.72034861323159,-0.243566891934416,0.579236589351345,4.53766474401182,-4.46429458528751,-0.545717402347533,1.67459668483027,4.56537559898818,-4.86902376980898,0.585534323124298,0.608341478534008,5.01400106394659,-3.72291645213043,-1.35709916257624,-0.554315188861873,2.49636099551836,-1803.04742762864
-1.06037175878848,-1.81572189062283,1.24800898790349,0.113466449908891,-0.267840367997864,-0.211668671290789,0.0851480847760192,-0.0983794960060487,0.00178289233089077,-0.0439758331533124,0.0262634885568702,0.127070398267364,-0.913061706615309,-0.121026727195142,-0.312630284587075,-0.241327996589657,-0.220670826274713,0.0392491406195687,-0.0542340144113137,-0.2989427032004,0.254017279347265,-0.825037238777848,3.64313438486986,3.4295747317578,3.7811192249916,1.84026794016733,-4.98163771899477,-0.423928554767334,0.394549537305823,4.52511536581398,-4.47260223843416,-0.507092516854108,1.69390527187912,4.57837494468957,-4.91236423428023,0.590933234868346,0.613619915192504,5.22602226403406,-3.78245147696419,-1.40489774039765,-0.602059334068935,2.4944515173399,-1798.75871423782
-1.10901746994995,-1.78875658863876,1.21766691857871,0.109482043223444,-0.27062489907383,-0.181207315848402,0.0945892358129747,-0.0930099894695959,0.00112639383624579,-0.0473447082720177,0.0896149606772749,0.201501537664664,-0.938919444193617,-0.0872265230529773,-0.341854723041724,-0.230805269785419,-0.196789833034158,0.0419804781091158,-0.0611930773898955,-0.355990647603441,0.319424737518447,-0.772501791347533,3.6994327650353,3.40388016860963,3.81190640940564,1.84386359910274,-5.06349108916783,-0.491428194143895,0.320920171577846,4.62506086755802,-4.45721655019686,-0.471614883042958,1.70117553250385,4.56486919565988,-4.97011475453563,0.565762171523686,0.588301536389234,5.34231128326981,-3.80407498341378,-1.41535562073272,-0.613342119721885,2.51858032359399,-1796.99144265635
-1.0617693145609,-1.81868580493844,1.15193174861932,0.101415463020875,-0.260556220550866,-0.176363810750537,0.107105212498769,-0.134715651847135,-0.00176835764311268,-0.0394325713943418,0.165056456128276,0.300340186993537,-1.01161850556037,-0.0945043391640359,-0.3254439868726,-0.225624794197915,-0.213184671606714,0.0468337340797368,-0.0754652328922315,-0.331761805761579,0.219557727906974,-0.773999279982629,3.76083873254287,3.34713213674665,3.87370894260106,1.83874804172273,-5.17985637726739,-0.530755933484664,0.276582983187696,4.84288026198182,-4.42006749853992,-0.42959400128434,1.70623406988581,4.50454614834103,-5.08835874317347,0.511247387512375,0.533634339763801,5.52107639605319,-3.82879118728302,-1.42638242531116,-0.625901107278403,2.54843622564756,-1794.4474880083
-1.12307620500451,-1.83441503476128,1.075865042183,0.0960839673459696,-0.254299310999619,-0.231443404200839,0.0989993508509212,-0.11416142953293,-0.00372722311291329,-0.022695682172789,0.0825818801594739,0.260702330313423,-1.06587919535162,-0.150432379145919,-0.307039205839405,-0.204875231435028,-0.252717044121635,0.0448462038869338,-0.0906438669867959,-0.352707120636035,0.223344684659372,-0.743407974014742,3.82005528291146,3.3031099774368,3.92896365907723,1.8265778078038,-5.25991083282747,-0.517650239476795,0.287296517731512,5.03031755112683,-4.37472597469295,-0.386046164818856,1.71276988767981,4.43488222981654,-5.17585832695004,0.46754673474584,0.489851062557105,5.6700253797592,-3.82895753594137,-1.42091542833056,-0.620508293973583,2.5027207605662,-1792.42222823836
-1.10044795750589,-1.82570546696009,1.02953092053637,0.0935764704465379,-0.245860754628663,-0.203776821753474,0.0888170620033095,-0.0643567457282415,-0.0028061283958277,-0.0186910055120342,0.0546600999275879,0.182748341428832,-1.07243007796289,-0.123419304527736,-0.405980731569448,-0.214535349092131,-0.174100178812197,0.0360922877536652,-0.102082266619676,-0.355009471505028,0.190716356471267,-0.728929060956208,3.87840840783634,3.27246467631362,3.96836649896898,1.8156493394799,-5.33174522563527,-0.521489409437771,0.285017824080355,5.14582871552241,-4.34269400985895,-0.352559357928194,1.72188564059124,4.39991593138005,-5.24017772311974,0.473051921726581,0.495402649886493,5.79416827893513,-3.82000189434259,-1.41464251995456,-0.610728566067974,2.44797188797004,-1790.8067658489
-1.04666810867511,-1.65423222374584,0.888042067893511,0.0728232186190382,-0.191853236072922,0.121918167892227,0.0839389630842281,0.0140885955700722,-0.0126722355948081,-0.0315113460667394,0.173647257090259,0.0457306030857837,-1.01550591964316,-0.56258771245989,-0.245019170168775,-0.185365132601362,0.0119237028486183,-0.00328887836872737,-0.171012203533177,-0.392065470785613,0.141800822508724,-0.661431450007997,4.2336260301501,3.13845265130548,4.1050730803919,1.77856768454528,-5.74230451964515,-0.764499818931345,0.055318451326884,5.40459635787138,-4.2129060748786,-0.168578771945567,1.78355727910812,4.34478150367869,-5.45585054910978,0.66163359356751,0.684539144038846,6.40349477544429,-3.78612689657936,-1.39667304665583,-0.55915296847166,2.43651995454065,-1787.46938633692
