"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_ruta1",0,NA,NA,NA,NA
"asc_ruta2",-1.06037431016004,0.183618670361889,-5.77487195648554,0.183086922525011,-5.79164418482803
"asc_ruta3",-1.85303373435699,0.244166224691463,-7.58923039703197,0.262568871145051,-7.05732452699358
"asc_rutaEC",0.972030402170487,0.863229412802018,1.12603948354274,0.893788881488031,1.08753915192164
"b_time",0.0830668279427133,0.0234282127113531,3.54558962589834,0.0298131477176867,2.78624815901052
"b_dist",-0.234443083362657,0.0858133053936382,-2.73201320339814,0.0808653708139177,-2.89917774447782
"b_clima",-0.167336968384212,0.301883082681498,-0.554310519482674,0.316913635254514,-0.528020727949504
"b_cong",0.0917713026837392,0.0762765001381492,1.20313992537054,0.0780617949262089,1.17562378331794
"b_Hpico",0,NA,NA,NA,NA
"b_Hvalle",-0.00329964246555939,0.236173751381039,-0.0139712497526272,0.233656185076326,-0.0141217852396312
"b_T_prof",-0.00864958868086616,0.0127210490572527,-0.679943033152185,0.0130998377278212,-0.660282124143899
"b_Hor_trab",-0.00853503935107526,0.0545886503332133,-0.156351902803545,0.0545334918487758,-0.156510046610317
"b_EduBasica",0.0462525063463628,0.239191408385226,0.193370266342809,0.239527503838249,0.193098936887
"b_EduSuperior",0,NA,NA,NA,NA
"b_Info_traf",0.259265613111171,0.291837489526519,0.888390362498686,0.300321623145363,0.863293193463061
"b_Joven30",-1.15003723656472,0.576668235319609,-1.99427880040477,0.565351018921476,-2.03420034292793
"b_Adulto40",-0.25483481582871,0.412951679825169,-0.617105652498132,0.409998298829216,-0.621550910226731
"b_Adulto60",-0.434350962424482,0.359538977206305,-1.20807753807245,0.361295282380403,-1.20220490996381
"b_AdultoMayor",0,NA,NA,NA,NA
"b_USOCINTURON",-0.14217156215332,0.288860517791425,-0.492180666434923,0.299123765060397,-0.475293436229026
"b_NOUSOCINTURON",0,NA,NA,NA,NA
"b_USODISPMOB",-0.166208996305408,0.249611202783449,-0.665871541228872,0.257866703681074,-0.644553926244671
"b_NOUSODISPMOB",0,NA,NA,NA,NA
"lambda",-0.0423530167891446,0.122107456156709,-0.346850373615105,0.122412534191594,-0.345985948815142
"gamma_EDUBASICA",0.267636393014684,0.0694265460448869,3.85495762444595,0.0706360435499844,3.78894937434167
"gamma_CSECO",0.27855577600855,0.0554426987806098,5.02421025915086,0.038454432740027,7.24378845715238
"gamma_CONG_EF",0.228042931074353,0.0812443148312418,2.80687862957595,0.0493886539406019,4.61731415779447
"gamma_SININFO",-0.221533442648324,0.0805065755269738,-2.75174345944076,0.0626960183809712,-3.53345313417162
"zeta_FRbr",51.8762044416178,NA,NA,20.6926022988074,2.50699277415716
"zeta_EnfCond",2.64319582084514,0.239797572284494,11.0226129299978,0.29402252577803,8.98977319459055
"zeta_AFrSem",4.69293389114257,0.471043004899663,9.96285655943922,0.626958550314494,7.48523788181612
"zeta_CulFr",1.84338607211809,0.173262136710747,10.6392897323871,0.167439508562649,11.0092659011142
"tau_FRbr_1",-1.88495154911827,4.83062235748418,-0.390208840522977,4.76736022191142,-0.395386851711935
"tau_FRbr_2",52.9115343237232,NA,NA,22.0599953604888,2.39852880560855
"tau_FRbr_3",64.5432419026619,NA,NA,26.2803425603618,2.45595131625154
"tau_FRbr_4",117.633442577415,NA,NA,49.9699237446138,2.35408489271698
"tau_EnfCond_1",-0.218493977983913,0.316333034480569,-0.690708696746417,0.276256087267498,-0.790910999084506
"tau_EnfCond_2",3.48614804511727,0.382276749600895,9.11943519650852,0.407906362239406,8.54644194804493
"tau_EnfCond_3",4.44259777283783,0.425718057161076,10.4355399027787,0.428518293180969,10.3673468403405
"tau_EnfCond_4",7.04834076282643,0.638908047685622,11.0318547220658,0.693795523359785,10.15910383609
"tau_AFrSem_1",-0.150595773835908,0.535649988272317,-0.281145854817694,0.463300225156938,-0.32505007694502
"tau_AFrSem_2",6.17623809749293,0.743841647985518,8.30316252688929,0.833469357571815,7.41027614438814
"tau_AFrSem_3",7.0284471744642,0.787815979362797,8.92143261697861,0.887323759490459,7.92095004702709
"tau_AFrSem_4",12.5360455947998,1.38171973406796,9.0727846506846,1.84641443263497,6.78939969988747
"tau_CulFr_1",-1.64646567150989,0.254346616244626,-6.47331462796561,0.224166827855622,-7.34482299303589
"tau_CulFr_2",0.83156431863834,0.238881111603791,3.48108024554732,0.220687845366973,3.76805671946076
"tau_CulFr_3",1.81068988206752,0.255482006882774,7.08734796692882,0.245077682455915,7.38822835242549
"tau_CulFr_4",4.86077026434057,0.406778680590818,11.9494223671719,0.441680276273901,11.0051784638131
