"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Cong","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","gamma_EXP_3_LV1","gamma_HTRB_2_LV1","gamma_USODISPMOB_LV1","gamma_EDUBASICA_LV2","gamma_JOVEN30_LV2","gamma_ADULTO40_LV2","gamma_EXP_2_LV2","gamma_USODISPMOB_LV2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
1.65743895487142,0.870079307793657,1.2405291661205,1.09217215318978,-0.539725287196705,0.0577040444580604,0.195364347169769,-0.385552789032528,-1.06699916903958,-0.96105122009589,-0.297969780920382,0.00775348649871182,0.187358870251813,-0.171238494496928,0.11375018054406,-0.0579923026367443,-0.157363264593491,-0.950325415309233,-0.200985810236612,-0.220452225143081,-0.450457789810029,-0.560868517504164,-0.791563652208498,0.81942282134874,-0.303037829398274,2.63648690755452,2.34552113768827,2.37238498851862,1.74260957723573,1.69113784161026,2.10587348685919,0.896012343360533,0.851379392153731,1.92278591007751,-3.41337640894662,-0.447952941497888,0.718920437214754,3.90024802566649,-2.88954839017753,-0.0840878586545198,1.3478937703211,3.6066115125163,-2.95850826169139,0.282349848028309,0.902357430389728,4.15238739526824,-4.29482853677908,-1.36364054851118,-0.546406064534483,2.35937511923217,-2.01062312766581,0.585056166326052,1.82360538271364,2.95513125754547,-2.38072479750029,0.485247701199541,2.26811653223707,3.47645401589798,-2.14567924666381,-0.628653958140285,-0.15570518605019,1.70783267345574,-3.87255268514077,-2.19499556211273,-1.39827596618912,0.455171729934447,-2.78602489073065,-0.15410452864234,0.408220987505652,2.61596061203866,-2994.74965194392
1.71565642167743,0.945483931518569,1.38648972277444,1.20294766691193,-0.502916289246558,-0.0739585866036012,0.235947504176941,-0.393654681027501,-1.15850088146988,-0.923811346124869,-0.265804723391866,0.0170727792461521,0.19210867201356,-0.212998130880248,0.184955179453242,-0.00208185863906193,-0.0895056898920786,-0.92491457373585,-0.169716944829749,-0.188330328824183,-0.5538940054754,-0.612103253933067,-0.794569150273737,0.800828899154726,-0.374508673310936,2.70463861166325,2.37453181993348,2.40667839081138,1.78770777004882,1.67555235218168,2.11442697362172,0.746987462853736,0.836469546968598,1.92210606321731,-3.47418922615999,-0.473607900996095,0.753553304305901,4.03256656511025,-2.90465857222493,-0.0876459320327419,1.39518539612085,3.7245853365652,-2.98231322246398,0.310897433103611,0.922983753410642,4.32176443609864,-4.39761736915273,-1.49437010237261,-0.537781733928205,2.35028103401579,-1.99881005550283,0.62092427874174,1.88890459520634,3.03552952479879,-2.38147730031265,0.535852857044685,2.37922828757652,3.63362098076334,-2.24746510891569,-0.787766891895473,-0.286893361652553,1.45418427877427,-4.0021633822496,-2.27495527528578,-1.50300354812811,0.504374144932604,-2.82477779223105,-0.135099216114892,0.444851481762488,2.62609116333009,-2980.82809602942
1.73110918117423,0.983353128612671,1.49518787930245,1.2891073098056,-0.455449189133716,-0.166912523993004,0.246237437162965,-0.384398593051371,-1.21714156259498,-0.869011037962426,-0.250378874852829,0.0287441558763711,0.192251156823655,-0.241399450536081,0.213555597536495,-0.0245650258097915,0.00865946530244595,-0.900236479740897,-0.180818112009584,-0.253622382789987,-0.680254725351617,-0.659100065666125,-0.794986835822761,0.788006646072613,-0.458831836750709,2.73335226163874,2.37988530639305,2.41254852320571,1.88695983341674,1.67561038957798,2.10935625266267,0.730000999062441,0.769099668864439,1.93595702629723,-3.50359340093488,-0.465750737369647,0.785067054666487,4.11020226099072,-2.90537320659542,-0.0743194823544295,1.42737268759188,3.79069428763974,-2.98787145528111,0.307640756612369,0.967031444898973,4.4253073600408,-4.40865429133347,-1.4407349285338,-0.601274612247491,2.35003116734049,-1.99260785760282,0.636763825147992,1.92577896653819,3.08310018346772,-2.37737646488073,0.564020878118128,2.45087710588178,3.74145264845537,-2.28504356397345,-0.877741074047281,-0.391705613203596,1.27686994474628,-4.07110815753031,-2.32112127328637,-1.53345240372401,0.461701521594682,-2.81694067464199,-0.129753847781041,0.496318134917975,2.62167275752727,-2972.25661193644
1.83249940538162,0.979587953513221,1.86622648779124,1.58235165025879,-0.295760125198199,-0.391685443070392,0.169162394739478,-0.31599466707672,-1.41672713011246,-0.622439676442063,-0.266022612289206,0.0876539713534626,0.187939242498355,-0.366756818829199,0.127405102952736,-0.20547352267938,0.387411357987389,-0.765625631181522,-0.215415188235658,-0.443673247617328,-1.17566012313081,-0.856033310781898,-0.773755876809057,0.822265946641338,-0.78452471720454,2.80445086886172,2.39490074076949,2.44913377619782,1.59481496696266,1.76170694552592,2.14147819890276,0.64245622939824,0.374364260948351,1.98722837154293,-3.53299143843695,-0.299115755047404,0.904801984208654,4.33541627592905,-2.84697182318383,0.098939057833731,1.51333321646974,3.96282166251582,-2.94197931570558,0.324510845212535,1.17965763367506,4.74494626613794,-4.47598166063689,-1.51983282980656,-0.437641279661172,2.40349488541762,-1.97626395685256,0.711559973191906,1.99476859111155,3.22703557459022,-2.30479558057904,0.661246729197748,2.68543810802201,4.12626488148997,-2.5019834864136,-1.25844603390703,-0.735410327785496,0.997713851898287,-4.21034857238322,-2.32789807514906,-1.5987947261188,-0.136284399084513,-2.69634600942394,0.0950617945545104,0.563778163210699,2.58664723577854,-2971.5074939505
1.79811023988688,0.924040524197531,2.33076647471071,1.86813990418273,-0.252409801019085,-0.42425841217112,0.0976302288758462,-0.24522447064957,-1.60049830354074,-0.436986912300091,-0.372968925315946,0.144337503912283,0.192326113666517,-0.390047638391687,-0.0323988615805356,-0.536966466641102,0.283611519861309,-0.6399914156345,-0.204859158020746,-0.412788108260028,-1.77798123014667,-1.07915306949634,-0.857788154226319,0.914688769004279,-1.15722356616805,2.84214744290864,2.3852667760308,2.49229166963165,1.54453146752262,1.80067897923561,2.15329110964576,0.488350996210147,0.519234760613287,1.83405422589024,-3.49605661782889,0.00493618617518354,0.993059555354611,4.51704443646139,-2.75531308891316,0.349888558355129,1.58144887644321,4.07716412970301,-2.88783331859511,0.524769128989101,1.32532928501199,5.01502332816385,-4.33308985276585,-1.39697918037882,-0.161326184766244,2.49391785168889,-2.04199782838795,0.804671845282742,2.02273468708237,3.33893145337668,-2.24785365444585,0.749183129358584,2.91483420074834,4.47734789500448,-2.75888582756759,-1.56081706796485,-0.944390395791132,0.972636960949922,-4.21986336107455,-2.36171243922354,-1.68842247402633,-0.332057188593987,-2.60219334684434,0.24001375793604,0.687368611882512,2.56603495957695,-2964.63236242786
2.00235401831358,0.711129716260474,3.02036577429714,2.13425377866822,-0.502729609723821,-0.415582799086871,0.10422488430995,-0.214385703029497,-1.92541352148957,-0.338016376604697,-0.59366064743516,0.18308232793494,0.209573299136044,-0.44819473847538,-0.354294264663488,-0.452255551478479,0.557179317136562,-0.526154587075942,-0.0819001907458271,-0.0782243575399577,-2.42043368005836,-1.43122953736303,-0.970445420974257,1.21418205320424,-1.53506670805309,2.83215553858874,2.3547921266161,2.58125910151614,1.59058601306267,1.93373426666554,2.26211871842833,0.294518632037699,0.350373031584052,1.62802506408997,-3.39013187519401,0.357181299608653,1.2903669642321,4.80458221050443,-2.58698192453128,0.768863670306084,1.73816591387784,4.23840467455846,-2.82151034713817,0.868357200050053,1.66967085031865,5.43580323818437,-3.930603073921,-1.02566638993602,0.167073927216318,2.715927862701,-2.10528113996711,1.05953036244108,2.04280670997898,3.51782562650352,-2.17008249430301,1.0892932886632,3.24165754065719,5.04084991743879,-3.38777128643343,-1.76178584752246,-0.991852093489226,1.23990754430857,-4.1545217278854,-2.72253894001148,-1.97388397815939,-0.437299442201932,-2.37059552151185,0.26468025923827,1.06985861739194,2.58008475410302,-2956.16243093961
2.05907654241793,0.638476679001828,3.35995930462396,2.22494235647331,-0.643757617619932,-0.460690810365525,0.148689004936787,-0.210637855605973,-2.07592803221027,-0.312564510254519,-0.666732099452827,0.186413891596953,0.214694137872634,-0.461305310383306,-0.457209990443401,-0.315282175298895,0.570995505993617,-0.49775098741582,-0.0418742137262385,-0.0157904306606609,-2.66984415269399,-1.59711634601437,-0.998067617347266,1.355134849405,-1.67908805833863,2.82919970569613,2.33530275344075,2.6186908069013,1.55251154949533,1.99692750773856,2.3119340780201,0.517435962837217,0.350871218071672,1.60331960760008,-3.30965030746717,0.47401889335183,1.46513012729686,4.9315688924617,-2.48487155269027,0.912598532151971,1.84207133500493,4.30700665105076,-2.77718600641583,1.00932852314136,1.84790688639843,5.62285612238941,-3.72493618500648,-0.939664300579247,0.342910641395388,2.8246209409563,-2.099721192063,1.16338325557234,2.06681794475849,3.5974190378971,-2.12719868111017,1.27041427037967,3.38086994395283,5.29655843381048,-3.62142029933205,-1.80906738396881,-0.971920749762095,1.28603906207467,-4.13246820966284,-2.87187606377857,-2.10569169569447,-0.415999573618971,-2.23488726631011,0.35568935904959,1.18877884225519,2.60047679225184,-2948.61301928609
2.04756558693675,0.652371640215366,3.62041818689288,2.27592154481119,-0.771984615996339,-0.488960494535638,0.189911860982279,-0.214136800999014,-2.19965369773518,-0.334691103779465,-0.714686663174505,0.179127878593279,0.215313477919147,-0.486208092724164,-0.587503475752526,-0.189522474821875,0.503156073820691,-0.512108180311084,-0.0521950971998494,-0.0754355312398846,-2.76064580851304,-1.73144282305242,-0.9993574704896,1.51212348049022,-1.72551423151961,2.84020744930078,2.32063581550214,2.65409691350828,1.5189981110818,2.051235251825,2.34827972300243,0.474082599128501,0.331676022100444,1.6532065852974,-3.18662889232559,0.561245890917991,1.64554617210104,5.02992564518653,-2.3595934003612,0.98144480170197,1.97821545286392,4.35008027788732,-2.71349690217436,1.11708956047092,2.02974115673137,5.76661123249449,-3.49906139889664,-0.837634302833344,0.45975375783675,2.93808498541007,-2.05289329486137,1.2164609346004,2.12230423262618,3.6519850317313,-2.07361397363863,1.41662930219212,3.50627619439485,5.49375720752318,-3.70925407340389,-1.81334887185528,-0.953468899206491,1.26446105523211,-4.12469441656688,-2.99236120595185,-2.23021750847659,-0.388224644877728,-2.07226854073969,0.497464253250329,1.22573480998576,2.64672140963417,-2930.53674951686
2.01913045383739,0.763523042103395,3.99272960323665,2.34342336584326,-0.951815907140895,-0.496995601051635,0.178617554522935,-0.24189461735693,-2.41245442351666,-0.442097842605206,-0.748347292869258,0.168812715890575,0.221368142710096,-0.560225273984925,-0.846641406202001,0.0609983545430709,0.670077229468202,-0.563837437561639,-0.065555900589251,-0.228931315519067,-2.82606122637901,-1.95695197019065,-0.999720522400765,1.80410891213538,-1.73033552421372,2.85950671424953,2.28396874351381,2.69191087815916,1.4457552266347,2.04334327133407,2.34906024166236,0.442989772048216,0.579537534479393,1.62515874156266,-2.97273483472934,0.765206361921732,1.90095165399693,5.21132145366951,-2.15540733602664,1.1148761338582,2.19131791422163,4.44256220125312,-2.60060042271645,1.29765341823341,2.33399309166761,6.01913799752699,-3.1794475836597,-0.672412980302897,0.640552744085689,3.12326678775106,-1.95591662121559,1.31770493964902,2.23216843049582,3.76670328627847,-1.97943371373592,1.62789191892467,3.72820831693565,5.82484543156292,-3.72160623100303,-1.80572097133934,-0.915854039161844,1.28117953318534,-4.21325756229692,-3.14414013524109,-2.38226204387787,-0.382005721845965,-1.88878090467086,0.691303242998576,1.28478661823711,2.7713083696117,-2922.91635433257
1.99118413169289,1.03689501107615,4.9178260744157,2.24054816088064,-1.36177581662832,-0.747735986562118,0.136315523037072,-0.297344039016863,-2.95683831356123,-0.812588894931823,-0.57063594416572,0.0889582729644523,0.234375736154273,-0.76367288545692,-1.48854452790056,0.7039474409456,0.496313337376235,-0.656846313266539,0.154685860612664,-0.171347227759777,-2.54163362754673,-2.57896462811365,-0.862835461096967,2.53772272025848,-1.52586377302904,2.84926301781807,2.20143450661752,2.84860990888076,1.33488538367528,1.81358677152171,2.44355648966043,0.49921001584249,0.651468069047929,1.00295342659032,-2.34514256410452,1.51979309369624,2.47883887350245,5.67016105341303,-1.63439073664378,1.64796611027945,2.67420610729216,4.65329036058518,-2.25790057329314,2.0683609908354,3.03371434200269,6.62947310504791,-2.17813459369646,-0.326805839048185,0.889295312609308,3.63049080843174,-1.6602202763121,1.85888688411953,2.56982475521556,4.05899134775661,-1.66739662688266,2.55043928710843,4.10666477490336,6.64439762284233,-3.34871494270139,-1.84349653425298,-0.895168256086723,0.936724284677208,-4.82170151245431,-2.98805101509133,-2.26882979242462,-0.65613957789653,-1.95481707021127,0.942238406578218,1.76177925276461,3.21460924578458,-2899.00167869901
2.19400401558058,1.05728877935955,5.24693312597806,2.03930245448672,-1.34274973617473,-0.813930973556771,0.0442500633357143,-0.30682564555576,-3.24912404609937,-1.08770656777461,-0.230138932228976,0.0656572032426775,0.297549060632057,-0.933343082684517,-1.87428185767035,0.697271312757736,0.423018770118714,-0.650097128446504,0.320050439342915,-0.0120713627355623,-2.19800488371728,-2.99984539740426,-0.835176459592001,2.73364071766552,-1.33161685756842,2.51346060188384,1.96249858291899,2.72092623506643,1.4259581947732,1.50927142869043,2.34838841357756,0.541311577391518,0.68866856317956,1.58430820408216,-2.10644406661518,2.00059399313089,2.7251034056583,5.96610339365404,-1.49425258994709,2.08104166376765,2.80150523159029,4.8306155573616,-2.07790357634036,2.62611620696344,3.34477439517059,6.97886446583824,-1.91032822704808,-0.212970036416472,1.08223549025221,3.78281153268636,-1.28569574285564,2.25544550500669,2.80310461578549,4.27847263425112,-1.43667366375556,3.27905010654597,4.07031826815891,7.09896305857299,-3.08258454570666,-1.93192741191269,-0.939199961103421,0.87324407659478,-5.26736676444028,-2.74551147363702,-2.00787846143263,-0.427494597943362,-1.6496981208102,0.905570715106695,1.98754837719767,3.50784137142266,-2878.62675324937
2.25483074031073,1.04160374734148,5.24169489159631,1.99591841155992,-1.28583037738898,-0.793330967667169,0.0601738386877765,-0.30018978792954,-3.28373317472062,-1.12364207672873,-0.169908283364767,0.066878482347993,0.315323625432353,-0.967935756155306,-1.91829985977959,0.633868358841255,0.418459874311978,-0.64435103800296,0.309017873070886,-0.038947540206778,-2.12242941539056,-3.06521766977531,-0.850149576028806,2.70366141805127,-1.30002086610452,2.45704583613672,1.9591680436987,2.67537950342322,1.47518658167937,1.51854068030925,2.34288925366744,0.547026619811116,0.681222069852139,1.57794011693461,-2.06284723837899,2.00808154655745,2.78645099838407,6.00710466685137,-1.4663547500043,2.09303555736029,2.84057011304424,4.86051837411343,-2.03245518195991,2.68847922231298,3.40137540716562,7.02501169604508,-1.9495036922887,-0.193729944077003,1.11481748118116,3.78633657275811,-1.18294492477292,2.28072447270331,2.86857695061078,4.31160198351774,-1.37961393648371,3.41136589692408,4.01920329587158,7.15494041680273,-3.11293401162257,-1.91257467459628,-0.913154592703768,0.887308614976841,-5.3124455137815,-2.69671796074812,-1.96061374131121,-0.357388119326811,-1.68207119720455,0.964417078064741,2.01314446954989,3.5700580146923,-2869.76322152774
