"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-475.498965864122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-475.498965864122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-475.498965864122
0.305999999454798,-0.309999999899446,0.505999999859341,0.186183443929622,-0.867286217271612,0.315187772230274,-0.00799999997980194,-0.13600000011138,-0.51599999960672,-0.231999999869004,-0.0500000001011358,0.00799999997980194,0.379999999950087,0.411999999869295,-470.204948902362
0.846368338705205,-0.424906586742876,0.394728529286299,0.0927970263003113,-1.30358771537849,0.442733347892958,-0.0270870929875758,-0.243062685822568,-0.480733805494386,-0.356975672410924,-0.0418282488542829,0.00743321892519652,0.243242037850852,0.300721411405771,-432.969573583193
1.0224466189448,-0.41578525845749,0.354807021485558,0.369667474656731,-1.34965693462124,0.453395620852403,-0.048218438619537,-0.326429140524705,-0.47672445207821,-0.43534819825637,0.00461781756445694,0.0280776235576245,0.165084467703708,0.248506003249932,-424.340387714776
1.23641195519949,-0.222995891238263,0.455908394653518,0.342849261277258,-1.2188191293125,0.275898613144462,-0.158508882787755,-0.63562347836017,-0.634147328366521,-0.624974541194082,0.153684028328199,0.0900700909560686,0.0708483022754931,0.305619327021564,-417.203352037036
1.47479471869367,0.299861905129396,0.65898390967546,0.2903408835499,-1.00584727155557,0.540551255771383,-0.312269879606259,-1.29344603660382,-0.785698842038066,-0.606677082573204,0.334554775464708,0.228021367740312,-0.116374217897623,0.366834543445002,-407.598706549611
1.7793711777167,0.468291316994693,0.923563920378195,0.293293953845374,-0.789086407461137,0.498785132768443,-0.334701771956162,-1.88114901308488,-0.736141026248536,-0.321903844629031,0.228553416758379,0.284596602644164,-0.109389427716498,0.395714675472942,-400.386888958709
1.79124926725621,0.64533531622212,1.1119892902493,0.290081577832177,-0.770437769089914,0.450645503688927,-0.305858257925367,-2.29451709649445,-0.539331103158375,-0.394419278961061,0.111732393557367,0.210490056388674,-0.0336398623261388,0.275443214619385,-395.837947743965
1.77397325619963,0.52630359666943,1.27238071268186,0.26005193874146,-0.652889234836212,0.501391874701641,-0.269306470746192,-2.58951804670354,-0.423026697102545,-0.467387357840799,0.219173557981654,0.158215272155466,-0.0380575651811464,0.16037183783463,-392.752645381763
1.20670685576283,0.227895595716086,1.69798022828701,0.23211685530122,-0.831633376354489,0.156387846005978,-0.335980450476254,-3.83057090050659,-0.458703613356777,-0.179768821784025,0.558498429506548,0.000187849313862398,-0.862369367040706,-0.30481384051894,-389.781828896863
1.09039595933744,0.0498900451539891,1.40442328776384,0.198512213163054,-0.560783644053988,0.228074116822891,-0.491792282827216,-4.33937513862561,-0.521458239665024,-0.430524919613833,0.0814514068540573,0.393046816607365,-1.04936978045556,-0.119085973828595,-386.77642776016
1.25372130641434,0.321280343433316,0.744172138816117,0.205068812076738,-0.463503625914295,0.172573381425822,-0.452303217080142,-4.54216736364673,-0.389956832203744,-0.362306070806591,0.375384226063892,0.664697312410543,-0.391500103746586,0.247893217163854,-383.360275445627
1.46076888386139,0.46895096852421,0.581010979775578,0.221713649206483,-0.290715890610107,0.283176283302858,-0.327486371495213,-4.36083901301889,-0.640029322390183,-0.355958148584233,0.302981111960802,0.142329853345964,-0.188248471100894,0.217587075895774,-382.466900670094
1.5121128512449,0.481551380071921,0.753452056951729,0.233513545414805,-0.31679192185585,0.316332613429812,-0.439166766676255,-4.09855299668487,-0.537258284178318,-0.358597551862558,0.29754485815154,0.110200497942859,-0.190893744464788,0.179317502448933,-381.453995241068
1.56192656378339,0.520872152762849,1.07922383219207,0.236787734159662,-0.394979394718032,0.335630893759396,-0.0883166857809528,-3.60719571861227,-0.441682072592763,-0.404206560719943,0.28596966009489,0.295314174032056,-0.294332154908747,0.0624510084367621,-381.057483866061
1.40481581549885,0.348723684348435,1.03420567281071,0.228962797944619,-0.457638874896431,0.317396921487601,-0.395985965412644,-3.27819160052108,-0.463317981544883,-0.358029816408631,0.286264232995975,0.303988480242396,-0.206859124520194,-0.123953295602413,-380.619822181262
1.35576829573269,0.296470529408968,1.01421630458718,0.235205953404011,-0.480696566894175,0.309969922513823,-0.45971338588061,-3.13818560355266,-0.330640882728171,-0.364648545437269,0.305522405753419,0.171824128245161,-0.306503177351188,0.0826025589400899,-380.439585462536
1.49621349422202,0.456032027992536,1.09642747357739,0.233088823851855,-0.416151054157174,0.321688567701283,-0.371261148457484,-3.0115704452216,-0.378470244663327,-0.370413827561057,0.287293772702576,0.222665612667848,-0.302517405073111,0.0645320445522289,-380.184892695257
