"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","lambda3","gamma_EDUBASICA_LV1","gamma_EDUSUP_LV1","gamma_HPICO_LV1","gamma_CSECO_LV1","gamma_SININFOTRF_LV1","gamma_LV2_LV1","gamma_ADULTO40_LV2","gamma_EXP_3_LV2","gamma_EXP_4_LV2","gamma_EXP_5_LV2","gamma_HPICO_LV2","gamma_USODISPMOB_LV2","gamma_EDUBASICA_LV3","gamma_JOVEN30_LV3","gamma_ADULTO40_LV3","gamma_EXP_2_LV3","gamma_USODISPMOB_LV3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.217,-0.423,-0.124,0.211,-0.226,0.982,-0.31,-0.407,-0.269,-0.29,0.181,0.261,-0.27,-0.565,-0.281,0.431,-0.285,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4351.07550330486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.217,-0.423,-0.124,0.211,-0.226,0.982,-0.31,-0.407,-0.269,-0.29,0.181,0.261,-0.27,-0.565,-0.281,0.431,-0.285,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4351.07550330486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.217,-0.423,-0.124,0.211,-0.226,0.982,-0.31,-0.407,-0.269,-0.29,0.181,0.261,-0.27,-0.565,-0.281,0.431,-0.285,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4351.07550330486
0.166660589457024,-0.297339407552499,0.580018218897749,0.169862891198136,-0.800916248408612,0.281091757642571,0.00292508775601164,-0.120174889161717,-0.112628724309616,-0.194733009266201,-0.0676126874168404,0.0107529122033156,0.456573754490819,0.42209214734612,0.0845737775089217,0.489060035557486,1.35742087493418,-0.433561318666209,-0.601797425178345,-0.443689366733655,-0.16616182123404,-0.640258720411453,1.46579906365881,-0.734131147156004,-0.525778145406395,-0.557482195173856,-1.04071740866406,-0.883852403942496,-0.312403012822382,0.762628009852488,-0.471614066276234,0.116842930397019,0.703303870588075,0.149941677667666,1.54641826864099,1.50967999413842,1.56076314649545,0.51241779490374,1.66400731884642,1.74300808046246,1.07779263250995,1.164635690453,1.2426193386782,-2.46602335351054,-0.107679941516835,0.67828206717968,2.21094206022099,-2.5713176651625,0.0364012268837544,0.811831730767153,2.12701509695034,-2.58336246002,0.143031557148788,0.781583828735165,2.17282464250457,-2.5764373272541,-0.517041869694367,0.298747105058282,2.37186802364886,-2.35977134393761,0.285299054870848,0.919753543508705,2.02235127612948,-2.28695408400381,0.293988432735205,0.93928408366628,2.03141425986541,-2.16939788474701,-0.519763812713791,0.303019467333797,2.31718645186629,-2.14861466479488,-0.823017271410208,-0.0061521679745058,2.09789680916583,-2.69662400346715,0.0567423523752952,0.775422555103432,2.0950646281126,-3304.33125085924
0.251026207281071,-0.323535844911564,0.580810259270027,0.149143537663414,-0.887806929753247,0.305924955536592,0.000387830657191981,-0.139989921512174,-0.127333258938397,-0.21474103433222,-0.0693947334677089,0.00992327416344175,0.449503802385903,0.40138502654995,0.0579949182172315,0.462631576917236,1.34827286471906,-0.237753059545137,-0.588523226902993,-0.272857102492539,0.0288082184833953,-0.459356812254362,1.34414000203282,-0.679111022494929,-0.522480784093964,-0.561430982894708,-0.995418898913226,-0.800232530573352,-0.303761521872013,0.814293616861475,-0.467742561606784,0.133987083096746,0.728425125473548,0.172345116666773,1.53462836514929,1.50234573083867,1.56745833935663,0.469131973132464,1.77792378532638,1.87182923045611,1.07036639633838,1.20488252496789,1.17975092351163,-2.58491183864176,0.0202188145778183,0.610391640848962,2.25190862707964,-2.70112146540548,0.181565844544166,0.775093115883946,2.15333282680338,-2.71526201504844,0.317117277548143,0.733094288690642,2.21072247186579,-2.6550123706996,-0.465248386062666,0.18623029857674,2.42717534781359,-2.41074503357704,0.495895078156282,0.908367681783917,2.0280210019193,-2.32847194143789,0.516029613746809,0.929714860007096,2.03949781594305,-2.18266939611391,-0.443686073014435,0.215524900819156,2.35847505665047,-2.17876519897292,-0.798158862122344,-0.164614481910777,2.07641013981169,-2.83404390037522,0.199087574255011,0.734759486184856,2.11091833754261,-3118.67900026606
0.338740768228062,-0.322314575213079,0.516646042631277,0.110740410682446,-0.906930602585695,0.306094035908022,-0.00302592673674268,-0.15311202187603,-0.134318199962656,-0.219761020068916,-0.0636082844576251,0.00791330120060686,0.388732998678362,0.327453988296215,0.110765818419874,0.521753351556806,1.29846327104519,-0.212920968595915,-0.593521936830479,-0.253067097502048,0.0366136017705341,-0.46530354588762,1.32477886638368,-0.657689644617907,-0.544540682442288,-0.587330110717433,-0.978335477934722,-0.806416558559033,-0.325319504925193,0.754483412443706,-0.477404774027831,0.113601367484362,0.726291120756374,0.146421541483604,1.54847153719793,1.5144704990483,1.58805288643812,0.662094428296537,1.81187975765431,1.92170537579516,1.06318056921062,1.2304872142571,1.20000754600331,-2.6567233994226,0.075499656076124,0.588946130957655,2.28593609829406,-2.7755919840279,0.24544022000194,0.776763725031312,2.17772868898082,-2.79139780522235,0.409447084724197,0.721245003840978,2.24482755078029,-2.66188197868932,-0.482594074032496,0.171803346329704,2.45798835622959,-2.47099884216806,0.579213938662282,0.924362480139691,2.03256201592036,-2.38774775840999,0.618255117887856,0.939679592835539,2.04777953264192,-2.17680693310582,-0.434873278887875,0.219115803414095,2.37293985621466,-2.20109116743165,-0.817111318497392,-0.221836067813377,2.04010974057436,-2.89561485104414,0.250382675356013,0.740333137072625,2.12328017530282,-3063.63702890213
0.638910949907492,-0.318936870313405,0.314775802178462,0.0983906553970225,-0.943503595576035,0.312694816113291,-0.0285605497270554,-0.222118439407086,-0.178873704883897,-0.247019014208892,-0.0284372948446943,0.00525149608534724,0.177635410695737,0.0186823482015588,-0.258133094176708,0.525720715133596,1.03786235305492,-0.173935380099313,-0.608665475743595,-0.219509539828957,-0.0153855463730085,-0.587377212348015,1.12273207422867,-0.479815375614974,-0.669320935180177,-0.689326532620052,-0.774326473696629,-0.724148753809087,-0.36683394920173,0.456859235074172,-0.529951423907972,0.019624951858139,0.711536702074368,0.0273124094283256,1.69352158577284,1.63966595094805,1.73989169193582,0.626137165052833,1.89033303328643,2.06966629873161,1.03200877207061,1.32470862759609,1.4692336431561,-2.93822143496766,0.152297114834463,0.626768823071595,2.45867580159129,-3.04633325334183,0.363431364591551,0.908573302102361,2.31077059820702,-3.07601744066171,0.634173843650772,0.825447353143759,2.42791774061126,-2.85887591645241,-0.833471388723017,0.218972818971104,2.57814910506542,-2.7626568849329,0.703382893580179,1.13402815073963,2.06024749442441,-2.69812515237145,0.856836232728437,1.1036605121044,2.09757842583777,-2.10116051798936,-0.499787149720436,0.422536189599957,2.39221182479938,-2.31576177638976,-1.04180716929694,-0.274248380740612,1.83471271648943,-3.07209183593582,0.277949079782097,0.905661449989197,2.18764104387284,-2958.93767118574
0.760528450031743,-0.280636781059123,0.223223897868493,0.295702317555012,-0.878717176805723,0.313382046260116,-0.068383306210296,-0.305614504815127,-0.22341652769407,-0.271424688499374,0.017444862230324,0.014389454550515,0.0310193730671773,-0.186783287376538,-0.682643964083177,0.504776775165839,0.814324113276294,-0.0505268630424301,-0.578922198420742,-0.0656315416808029,0.0928942902563969,-0.549683611778637,1.05266416283449,-0.330121233667484,-0.784920333031922,-0.787651275912801,-0.693459184582647,-0.704765334123133,-0.452113638649936,0.484251468078059,-0.554984989550783,0.0428704165562114,0.756151898836702,0.0468136964204001,1.91758404150074,1.86337532028984,1.94639393530223,0.941405526441692,2.0254589519578,2.2215274028128,1.17334219801161,1.3837677015176,1.58105602139193,-3.16803703347388,0.0522417324252113,0.778114845027324,2.64697919670715,-3.24464048568314,0.334743312718764,1.107806033887,2.47401261569075,-3.28815293523848,0.532432711346477,1.18291932651787,2.64309295171123,-3.01559077920152,-0.955355302340259,0.0998083313831849,2.67655335633739,-2.97556018641189,0.711327815377504,1.35658377515441,2.1233215890631,-2.95684428487292,0.858922042617841,1.40099080007392,2.17986647672502,-2.03200057116331,-0.430194912054653,0.46122802084258,2.36476668891392,-2.48552084353602,-1.2452813997903,-0.38491099031711,1.65152680772876,-3.27580486785377,0.216682004139242,1.04836062062537,2.28790235462843,-2899.26268844278
0.857333054987099,-0.19149572857633,0.0895908482460515,0.380530172212726,-0.721520566510096,0.276671092614866,-0.122457950625547,-0.404031481991175,-0.256824447159729,-0.271408176452617,0.0687682056871557,0.0226383492539638,-0.181389798823725,-0.366900936342498,-0.620671735762009,0.855445805914776,0.629215199394342,-0.013846057879335,-0.489672701145824,0.0613231425575906,0.16289470957312,-0.488194157038061,0.873609025170275,-0.194885978616944,-0.884568423649765,-0.873315924673033,-0.777440862043568,-0.75516536345579,-0.519282016058605,0.557990353879688,-0.585481648622114,0.0640830872023037,0.795909542102963,0.0779625959320979,2.24196933022095,2.18341865429951,2.2391443187471,0.867976155131117,2.17799756452268,2.36784372248243,1.36933547647439,1.37854456154526,1.76316488807359,-3.34833423046073,-0.0651550723003423,0.91909959104717,2.87002088359065,-3.38184804926101,0.273677570338613,1.28751671679467,2.68799313137488,-3.42763095686794,0.473637253439621,1.46031209591377,2.92427549094282,-3.27225914460544,-1.03082356289919,-0.0886855718162833,2.75122739894824,-3.15879356074337,0.659043235599052,1.51644389528971,2.23956271832867,-3.19864567932457,0.79807806480408,1.65042234612107,2.31655622180873,-1.97215895334165,-0.309706845612145,0.434639890830723,2.35457954817336,-2.70940383555951,-1.40576613165837,-0.560262829993898,1.53246958467592,-3.42546106901135,0.158100643243217,1.11644674642224,2.43049643807141,-2884.86245987174
0.798509268008041,-0.152745094884458,0.177499350737487,0.393711403673883,-0.65893130983485,0.275637394847917,-0.16676446028597,-0.475966031966424,-0.282340971915564,-0.280952127886154,0.0885756823978894,0.0333009929202611,-0.188381712827453,-0.30918995955752,-0.615600049917347,0.981804061953307,0.643085019808522,-0.0459096092106908,-0.424206129333591,0.122094878637809,0.138975157020073,-0.467567519122213,0.966141852613885,-0.0362158698475595,-0.903684205881248,-0.848864373423926,-0.801351514471059,-0.570315186545538,-0.435343095277292,0.487074839936499,-0.618863070443336,0.0166081911697567,0.785710039817311,0.0398766149363218,2.39463879719095,2.3325224995796,2.38609216506024,0.901972304208219,2.23927021342373,2.432707989836,1.42396620074189,1.32597132777918,1.85312823416325,-3.45875067224535,-0.117620444369943,0.943421241043011,3.02590291760077,-3.46218635444231,0.229207490729896,1.33860779448541,2.85073554731208,-3.49196655981482,0.507189922652019,1.50215362634074,3.14024171079104,-3.38094175736147,-1.05889316955912,-0.185536218745995,2.7621597445239,-3.26333409867637,0.604540400830463,1.53223499303183,2.35011123019241,-3.33447061336594,0.755719213683637,1.71361373195611,2.44551405214388,-1.93375441770751,-0.25485426686645,0.465607251900324,2.39776168340486,-2.86849465781752,-1.45730086037877,-0.671297927063386,1.51031489726683,-3.48309962457331,0.13065003596272,1.07926209710774,2.53611918810335,-2862.25831367617
