"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357.663945168932
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357.663945168932
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-357.663945168932
0.211999999919499,-0.195999999959895,0.379999999950087,0.16190980841202,-0.648563422146253,0.199024944322446,-0.0280000003840542,-0.105999999959749,-0.0780000000304426,-0.139999999646534,-0.0540000000910368,0.00799999997980194,0.277999999980239,0.301999999919644,-313.28408866419
0.531517331938813,-0.234438103791474,0.307182171848971,0.134412577663279,-0.870624377878072,0.23457910324168,-0.0671533558135516,-0.177449896179456,-0.112631474587805,-0.195709792474843,-0.0506272730459319,0.0192487125358514,0.17390398807894,0.220780465695159,-299.773902991104
0.645640794232755,-0.215064033080032,0.288654894465129,0.322317386504351,-0.893473078577979,0.244660392906912,-0.109972022150828,-0.241620957912484,-0.140708061128087,-0.235611618738826,-0.0208455246451384,0.0452433957969406,0.113258715826912,0.185342222445503,-296.022488650426
1.33836868431261,0.594326884206117,0.93712937501473,0.26027325328621,-0.490487897579232,0.0435863494686444,-1.03618617410032,-1.40126657776503,-0.729858407301413,-0.773369136409935,0.577772354783704,0.493044953632501,-0.19257505025103,0.536421003160596,-295.585190330983
1.49193124177669,0.739441325464831,1.11425899970694,0.247336251864458,-0.38662893762879,0.20799509900941,-1.11474650096121,-1.6977595772865,-0.703513854269095,-0.613957580567866,0.601053873697678,0.57247663205757,-0.277540546757877,0.566897962013505,-292.581936340447
1.68021220988924,0.822859472431964,1.35122400233223,0.260724021817596,-0.302014912443651,0.0825064346243342,-1.05219695680228,-2.0348256450973,-0.581833002764007,-0.447727941980522,0.507104875336138,0.581857439770141,-0.314549687592594,0.542375826237968,-289.994658213166
1.70100894820545,0.987312965428652,1.50391094992797,0.258170440070153,-0.315825737149992,0.0979848116272891,-0.888935626568084,-2.30120068226252,-0.49408335014308,-0.482167591050877,0.4071205254704,0.529066245638491,-0.340643156791321,0.392547850204957,-287.905020848938
1.73793605392279,0.899354143772376,1.62103097297293,0.24406204257235,-0.240940106568531,0.164491987637812,-0.729060142813045,-2.48270655615904,-0.478310265407133,-0.540643456871799,0.415314847597196,0.479624834715275,-0.319104629725014,0.239300598938559,-286.494986585106
