"","asc_ruta1","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.69679662065294,-0.211354086251163,-0.458648860853349,-0.580447246133416,0.0245211140177273,-0.061935368910464,0.144761612664128,0.252584609226901,0.440168304540816,0.303761882868126,0.00306011399264554,0.0224512583773706
"asc_ruta4",0.69679662065294,1,-0.324249103492543,-0.250110028734105,-0.46366442062904,0.0750832607450914,-0.0339395208503077,0.102986564926534,0.13444980197464,0.327788827317913,0.226379519703327,-0.43327239544642,-0.45448469900885
"b_tt",-0.211354086251163,-0.324249103492543,1,-0.105546420498181,-0.0272413626129858,-0.0502305487460432,0.0542342548948575,-0.0828625358231563,0.0762216635925273,-0.0546706974558327,-0.0716176091056302,-0.0379403265272305,0.0373002892848075
"b_dt",-0.458648860853349,-0.250110028734105,-0.105546420498181,1,0.248692068715436,-0.05092386948367,0.0156952873431704,-0.085170783226401,0.0321278050835706,-0.107796280559766,-0.139834192673072,0.032420801522567,0.0178288527604061
"b_Sem",-0.580447246133416,-0.46366442062904,-0.0272413626129858,0.248692068715436,1,-0.110070180029972,0.0352573865567526,-0.0824885947310104,0.0795558792685871,-0.00954179718192894,-0.154710439794051,0.0457188792092911,-0.0109290026945849
"b_ACC_1",0.0245211140177273,0.0750832607450914,-0.0502305487460432,-0.05092386948367,-0.110070180029972,1,0.091389785082934,-0.0289697953230158,-0.0548483987055698,-0.0262980483975082,0.0485284177155487,-0.0235514887734147,-0.0874675876039569
"b_ACC_2",-0.061935368910464,-0.0339395208503077,0.0542342548948575,0.0156952873431704,0.0352573865567526,0.091389785082934,1,-0.00765010408533578,0.0321865329809961,-0.0751603779602139,-0.0158308689921106,-0.0160828613244185,-0.0152307521420032
"b_SI_CAMFD",0.144761612664128,0.102986564926534,-0.0828625358231563,-0.085170783226401,-0.0824885947310104,-0.0289697953230158,-0.00765010408533578,1,-0.0792685586319028,-0.0135436916022489,0.0273784278897729,0.0526607170580467,0.0528245080927263
"b_SI_PANEL",0.252584609226901,0.13444980197464,0.0762216635925273,0.0321278050835706,0.0795558792685871,-0.0548483987055698,0.0321865329809961,-0.0792685586319028,1,-0.0151307521615505,-0.0383097091849668,0.140780225860042,0.015788998438525
"b_SI_ZER",0.440168304540816,0.327788827317913,-0.0546706974558327,-0.107796280559766,-0.00954179718192894,-0.0262980483975082,-0.0751603779602139,-0.0135436916022489,-0.0151307521615505,1,-0.0628842468768581,-0.0443196798312357,0.0310664965614447
"b_Si_MTRP",0.303761882868126,0.226379519703327,-0.0716176091056302,-0.139834192673072,-0.154710439794051,0.0485284177155487,-0.0158308689921106,0.0273784278897729,-0.0383097091849668,-0.0628842468768581,1,-0.0512035103065511,-4.34803033443359e-05
"b_No_Info",0.00306011399264554,-0.43327239544642,-0.0379403265272305,0.032420801522567,0.0457188792092911,-0.0235514887734147,-0.0160828613244185,0.0526607170580467,0.140780225860042,-0.0443196798312357,-0.0512035103065511,1,0.00679345072614442
"b_UsoCel_F",0.0224512583773706,-0.45448469900885,0.0373002892848075,0.0178288527604061,-0.0109290026945849,-0.0874675876039569,-0.0152307521420032,0.0528245080927263,0.015788998438525,0.0310664965614447,-4.34803033443359e-05,0.00679345072614442,1
