"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.13916980010704,0.113843959132438,0.119842744367847,0.00875936585769675,0.047222971188759,0.0153762369128201,-0.00571388880875807,0.0219520691412877,-0.010747160169027,0.00264729787488644,-0.00345001205497286,-0.00515316990799455,0.00275898177346808,0.0027057487804719
"asc_ruta2",0.113843959132438,0.131091206665691,0.11398841103812,0.00386511820968209,0.0403379113333915,0.00963535398840339,0.000860996698234849,0.00869523786968939,-0.00579125260525024,0.0036420044031379,-0.00188911423896733,0.00136985779317374,0.00139026921256234,0.000406676321402221
"asc_ruta4",0.119842744367847,0.11398841103812,0.280333817981586,-0.00333061166225305,0.0575809035399133,0.0086418956374693,0.000883947555228556,0.0148385103574936,-0.0127500800045655,0.00578536164869394,-0.00278281682378938,-0.0022115954490853,-0.0795864317365809,-0.0937510608785431
"b_tt",0.00875936585769675,0.00386511820968209,-0.00333061166225305,0.0099460365448927,-0.00242338427223303,-7.06276740584287e-05,-0.00243141530951817,0.00825311649911153,-0.00217258197985989,5.20173089894574e-05,-0.00158856298884765,-0.00344434662165836,0.000425322572328222,0.00326956195897265
"b_dt",0.047222971188759,0.0403379113333915,0.0575809035399133,-0.00242338427223303,0.0505762322473618,0.00999494336584088,-0.00160244441087838,0.00577307695813447,-0.00694876468727684,0.00240092144329507,-0.00593693338530903,-0.00944600210389963,0.00125329179949487,-0.00280406425051986
"b_Sem",0.0153762369128201,0.00963535398840339,0.0086418956374693,-7.06276740584287e-05,0.00999494336584088,0.0258110178389503,-0.0026136215688393,0.0064153258945605,-0.00213597953573363,-0.000867315961587375,-0.00216821326082145,-0.00746786422073504,0.00176694490520717,2.40924173621006e-05
"b_ACC_1",-0.00571388880875807,0.000860996698234849,0.000883947555228556,-0.00243141530951817,-0.00160244441087838,-0.0026136215688393,0.0967327084287825,0.00857884793511168,-0.00227672723436063,-0.00079636685919558,0.00187772124025358,0.00431397722679664,-0.000315127423838431,-0.00383499909579078
"b_ACC_2",0.0219520691412877,0.00869523786968939,0.0148385103574936,0.00825311649911153,0.00577307695813447,0.0064153258945605,0.00857884793511168,16170.4452090231,-0.0106342620000169,-0.00399443391194514,-0.028305693935639,-0.0289973922340948,0.000550881647068808,0.00633594436198952
"b_SI_CAMFD",-0.010747160169027,-0.00579125260525024,-0.0127500800045655,-0.00217258197985989,-0.00694876468727684,-0.00213597953573363,-0.00227672723436063,-0.0106342620000169,0.0839809861013189,-0.00781797649981792,0.00490385480701253,0.0101575516410348,0.00416697185862603,0.00576254010063133
"b_SI_PANEL",0.00264729787488644,0.0036420044031379,0.00578536164869394,5.20173089894574e-05,0.00240092144329507,-0.000867315961587375,-0.00079636685919558,-0.00399443391194514,-0.00781797649981792,0.045235229273592,0.000105183813795561,-0.00230985292767189,0.00393203374234168,-0.00108011130419057
"b_SI_ZER",-0.00345001205497286,-0.00188911423896733,-0.00278281682378938,-0.00158856298884765,-0.00593693338530903,-0.00216821326082145,0.00187772124025358,-0.028305693935639,0.00490385480701253,0.000105183813795561,0.0679771265368088,0.00392544732528955,-0.00301258981316872,0.00524769801837959
"b_Si_MTRP",-0.00515316990799455,0.00136985779317374,-0.0022115954490853,-0.00344434662165836,-0.00944600210389963,-0.00746786422073504,0.00431397722679664,-0.0289973922340948,0.0101575516410348,-0.00230985292767189,0.00392544732528955,0.13147079550396,-0.00677695217681445,0.00220021267240565
"b_No_Info",0.00275898177346808,0.00139026921256234,-0.0795864317365809,0.000425322572328222,0.00125329179949487,0.00176694490520717,-0.000315127423838431,0.000550881647068808,0.00416697185862603,0.00393203374234168,-0.00301258981316872,-0.00677695217681445,0.10444087969868,0.00014364366785891
"b_UsoCel_F",0.0027057487804719,0.000406676321402221,-0.0937510608785431,0.00326956195897265,-0.00280406425051986,2.40924173621006e-05,-0.00383499909579078,0.00633594436198952,0.00576254010063133,-0.00108011130419057,0.00524769801837959,0.00220021267240565,0.00014364366785891,0.114691864555535
