"","asc_ruta1","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.162043017014112,0.160233711120577,-0.00961805916719886,-0.0529943744114583,-0.0324587999313448,0.00298382841405916,-0.0274815530087593,0.0178615942242702,0.0240597167059521,0.0437390867347343,0.0366403632941629,0.000396658822276755,0.00297271144797637
"asc_ruta4",0.160233711120577,0.326336304116263,-0.0209398282232021,-0.0410107858891846,-0.0367951866691633,0.012965650442055,-0.0213710462675697,0.0180328725856929,0.0181744521032207,0.0462234785876519,0.0387508438458072,-0.079699953617771,-0.0853982299791424
"b_tt",-0.00961805916719886,-0.0209398282232021,0.012779776853718,-0.00342483327910963,-0.000427804162823284,-0.0017165167525109,0.00675807015316419,-0.00287125325963538,0.00203895914440017,-0.00152563988300588,-0.00242601112696155,-0.00138110612940279,0.00138698173774392
"b_dt",-0.0529943744114583,-0.0410107858891846,-0.00342483327910963,0.0823888764956484,0.00991632538712836,-0.00441849303755633,0.00496581966219622,-0.00749335964990933,0.00218214603629541,-0.00763789792496025,-0.0120270468963873,0.00299655594891858,0.00168327315026058
"b_Sem",-0.0324587999313448,-0.0367951866691633,-0.000427804162823284,0.00991632538712836,0.0192978571541256,-0.00462213588229381,0.00539873540937334,-0.00351236867171226,0.00261514207852624,-0.000327205434683028,-0.00643999453910968,0.00204509963849694,-0.000499380964873181
"b_ACC_1",0.00298382841405916,0.012965650442055,-0.0017165167525109,-0.00441849303755633,-0.00462213588229381,0.0913770170397657,0.0304511379527728,-0.00268420425982679,-0.00392329447094831,-0.0019623559761937,0.00439567884063187,-0.00229245704606156,-0.00869686130985935
"b_ACC_2",-0.0274815530087593,-0.0213710462675697,0.00675807015316419,0.00496581966219622,0.00539873540937334,0.0304511379527728,1.21499576705276,-0.00258467756187657,0.00839518065287488,-0.0204508857023767,-0.00522881735617335,-0.00570840861302485,-0.00552211746429446
"b_SI_CAMFD",0.0178615942242702,0.0180328725856929,-0.00287125325963538,-0.00749335964990933,-0.00351236867171226,-0.00268420425982679,-0.00258467756187657,0.0939514078224128,-0.00574938077522883,-0.00102476547625692,0.00251461491692212,0.00519759896869831,0.0053257897203086
"b_SI_PANEL",0.0240597167059521,0.0181744521032207,0.00203895914440017,0.00218214603629541,0.00261514207852624,-0.00392329447094831,0.00839518065287488,-0.00574938077522883,0.0559934116988086,-0.000883821915745644,-0.00271636830824273,0.0107269060197079,0.00122890964910109
"b_SI_ZER",0.0437390867347343,0.0462234785876519,-0.00152563988300588,-0.00763789792496025,-0.000327205434683028,-0.0019623559761937,-0.0204508857023767,-0.00102476547625692,-0.000883821915745644,0.0609356667324994,-0.00465145669918071,-0.00352287108575265,0.00252246396481951
"b_Si_MTRP",0.0366403632941629,0.0387508438458072,-0.00242601112696155,-0.0120270468963873,-0.00643999453910968,0.00439567884063187,-0.00522881735617335,0.00251461491692212,-0.00271636830824273,-0.00465145669918071,0.0897889037981661,-0.00494055141534411,-4.28549317171578e-06
"b_No_Info",0.000396658822276755,-0.079699953617771,-0.00138110612940279,0.00299655594891858,0.00204509963849694,-0.00229245704606156,-0.00570840861302485,0.00519759896869831,0.0107269060197079,-0.00352287108575265,-0.00494055141534411,0.103688049788009,0.000719534612763556
"b_UsoCel_F",0.00297271144797637,-0.0853982299791424,0.00138698173774392,0.00168327315026058,-0.000499380964873181,-0.00869686130985935,-0.00552211746429446,0.0053257897203086,0.00122890964910109,0.00252246396481951,-4.28549317171578e-06,0.000719534612763556,0.108191667609578
