"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","lambda3","gamma_EDUBASICA_LV1","gamma_EDUSUP_LV1","gamma_EXP_5_LV1","gamma_HPICO_LV1","gamma_SININFOTRF_LV1","gamma_LV2_LV1","gamma_EXP_4_LV2","gamma_HPICO_LV2","gamma_USODISPMOB_LV2","gamma_EDUBASICA_LV3","gamma_JOVEN30_LV3","gamma_ADULTO40_LV3","gamma_EXP_2_LV3","gamma_HTRB_2_LV3","gamma_HTRB_3_LV3","gamma_SININFOTRF_LV3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"asc_ruta1",0.160460801990999,0.125067820202385,0.086633438920715,0.0217877344019074,0.0424732078989924,0.00882106268723132,-0.01602243660884,0.0395324691926107,-0.010784483497155,-0.00504171892579862,-0.00155253190684583,0.00253959993894891,0.00171442860854452,0.0104019015974811,-0.00395894705552641,0.00705020487380154,0.0168693045487992,-0.0049341014918204,-0.00699270174936457,0.00235590840552983,0.00148070669793432,-0.00588422046454864,0.00322724496181638,-0.00172312395646793,-0.00496930876853866,0.00169125833260371,-0.0103574556991039,-0.0131449978411405,0.000602464672448512,0.0201146803932738,0.0136558161468658,0.0120069157935137,0.00171225613842789,-0.000920401703363967,-0.0030385854578422,0.00821946396677612,-0.0038282812788537,-0.0238989438826869,-0.242185757879543,-0.0306147202585639,0.0130066734068556,0.0039290782819575,-0.0277138225831018,-0.0302334409836297,-0.0258976435624419,0.0118397684071348,-0.0208582749844165,-0.0152092853600461,-0.0157432223483828,-0.0195500218518966,-0.0411677145549059,-0.0105444175617124,-0.00289027977048322,0.0209099207860863,-0.00649950340166172,-0.00587031273978508,-0.00358089561562447,-0.00774668923347501,-0.013866420602142,-0.0357306509155644,-0.0297333366163944,-0.044854053217703,-0.0441001185552311,-0.339998660725431,-0.388798540062951,-0.526505443871578,-0.130502325306661,-0.116750164946575,-0.0994844321122402,-0.0941465621575887,0.039977029959279,0.0290150819198461,0.0287181441294172,0.01792039623484,-0.012958325718643,-8.65982117771472e-05,0.00535735206902658,0.00376501593215889
"asc_ruta2",0.125067820202385,0.135179160091041,0.0823973048012905,0.0136627808454348,0.0321012947671635,0.00635236008527577,-0.00377371850422726,0.0232567354966599,-0.00283366059324322,-0.00548031767850304,-0.00405156823454508,0.0137616579088292,0.00379703351866157,0.00473504623054247,0.000126597468581389,-0.00257343721806285,0.0142505297256789,-0.00645035013611361,-0.00206610157506537,0.00381615550952135,0.000149831982323155,-0.00683293878333777,0.00392518091661925,-0.000993537449967348,-0.00350454298982816,-5.88236567700265e-05,-0.0103492828541698,-0.0187693263079174,0.00154174382723778,0.0135612945174848,0.0140164618165759,0.0123416835939959,0.00346074106504435,-0.00592010237161003,-0.00186121560103135,-0.00344947195645556,-0.0045749012397292,-0.0170770944627887,-0.124379816377447,-0.0280086578531228,0.00632515779781957,0.00551850027191703,-0.034721541813674,-0.028839022967944,-0.026911721895829,-0.00316173174415454,-0.0286317280519667,-0.012319850986561,-0.0121095845331663,-0.010332344329067,-0.0324233662279078,-0.0268450379331561,-0.0245864055563149,-0.0313946915616494,-0.0109439069281808,-0.00936028841967654,-0.00733598390533983,-0.00989626957506362,-0.0153325871499615,-0.0254414071841578,-0.0221523931332357,-0.0343690704853679,-0.057488083491655,-0.176850424709672,-0.214229514582979,-0.292554193457363,-0.124384408929835,-0.112163238801751,-0.0966869594202512,-0.0911933382553269,0.0169730893771199,0.00653632952304479,0.00591206827441691,-0.00337494672276856,-0.0187335325863668,0.000399757143875083,0.00472909065471028,0.00174819281796355
"asc_ruta4",0.0866334389207127,0.0823973048012879,0.735348204186194,-0.00753702351610794,0.0305202089206295,0.00467678816347672,0.0155190596933222,0.0260534113828432,-0.0265108141090227,0.0185704356541896,-0.000382508903132072,0.00525691802174102,-0.0731970064327267,-0.202324365728013,0.0522252801481111,-0.114495886500728,-0.140480783687505,-0.0326784636666011,-0.0478527350302041,-0.0434602604620683,-0.0264635670549368,0.0342472145873143,0.00254671937138609,8.40023869982968e-05,0.0105259143565646,0.00372036951059261,0.0570880256511037,0.105935907254046,0.0345670755764724,-0.105628490480339,-0.106669470814347,-0.139678664927085,0.00394513997092001,-0.0413097066425151,0.0025267935150204,0.000475435141990739,0.00137713615872187,-0.0217725524341238,0.655699594942844,0.324568533103378,-0.0786109184757812,0.0152858819778797,0.00973375217741742,-0.119049632482109,-0.120102028435216,-0.151057483807523,-0.0526727039873032,-0.0289934733663078,-0.0219497104100616,-0.0321016418992518,-0.0395299686822701,-0.0461318943007093,-0.0247972155132123,-0.0998416781886537,-0.0380979682998524,-0.0217873340361393,-0.0135571258737323,-0.000391956667734253,0.0245957579270037,-0.00275989169074393,-0.00496550701095637,-0.00981743760802571,0.170708438398347,1.01197919120519,1.08353085381014,1.48625148062012,1.34686324487994,1.16820526190998,1.06825580716724,0.837545704978031,-0.169258282401407,-0.160962099720398,-0.135787895150428,-0.0753591586593419,-0.0459010719273442,-0.00428215571444985,0.00234745743451536,0.0202705465305176
"b_tt",0.0217877344019074,0.0136627808454349,-0.00753702351610818,0.0125113053769861,-0.00230175856763707,-0.00139626908243506,0.000276938054250504,0.0123451943725069,-0.00482584103460405,-0.00163800568230232,-0.000667943809038876,-0.00290682083131014,0.00315066178670563,0.00458664659055315,-0.00340392532795352,0.00704029885955364,0.00384900489841991,0.00113311096688512,0.00142477287841679,0.00178905150821511,0.00153856606932793,-0.00126845433642021,-0.00259571635694763,0.000247052874546237,-0.00125500425226331,0.000560325623130127,-0.00105350797420298,0.000296238820216936,0.0015981714760779,0.00512579424921956,0.00497722384886827,0.00476917787090542,0.00399659889105147,0.00482155665931452,0.00371753952419876,0.00266678339413436,0.000324932993676012,-0.00100713176420148,-0.0492019309787034,-0.00807789148714977,0.00203063824684641,0.00225463996700923,-0.00773047088070083,-0.00133109593011887,0.00148963750529784,0.01293470075642,-0.00119238008247894,0.00148833200928802,3.39433892672576e-05,0.00450797691362375,-0.0022628866571776,-0.00270606992442791,-0.00317377093128117,0.0125268076590852,0.00346882757547621,0.00161587919569729,0.00192693744303187,-0.00247990107488188,-0.0019270929202103,-0.00540429945495358,-0.00266331709167455,-0.00514608723140887,-0.00618945058752008,-0.0722082340351376,-0.077474677146407,-0.108642599288629,-0.0473848241654064,-0.0439246991186459,-0.0406517879296999,-0.037777041739625,-0.00574931213107508,-0.00276313880200427,-0.00263301380520463,-0.0047830420903594,-0.00055214134284681,0.00123326835999461,0.0013378196582168,-0.000460071568586294
"b_dt",0.0424732078989923,0.0321012947671635,0.0305202089206302,-0.00230175856763707,0.0479200083172566,0.00599301495826018,-0.0143793584929344,0.000583567835264488,-0.00228766125453891,0.0009265618133122,-0.00179945217913371,-0.00722655624150547,-0.00273348251001436,0.00428504144909749,-0.00596269516754122,0.0136225850969184,0.00734224009609474,0.00149047857691964,0.00159304274552466,0.00358133147761156,8.48850587983852e-05,-0.00535697059510615,0.0015899814489175,-0.000665754697051918,-0.00114524098829947,0.000498924379736808,-0.00659919554430131,-0.0113239496031847,-0.00241076439950228,0.0079020811344734,0.00387403728606813,0.0061906648665994,-0.00522518295572875,0.000942857198641461,-0.00318524261658934,0.0048695924818014,-0.00107437463742903,-0.00770878567354628,-0.140492533027392,-0.0201135442456843,0.00787074314863796,-0.000169076624442646,0.00728577592188285,-0.000521890270352708,-0.0028708433168281,0.00878176869641261,0.00165994286775165,-0.0023941676323304,-0.0052779878339833,-0.0113786777074667,-0.000297708435485128,0.00790966710595117,0.00751136043243409,0.0213256045953376,-0.00188763432826559,-0.000764764154686206,-0.00114667748924293,-0.00196535800643072,0.000600020287472628,-0.00239830160528821,-0.00113371614223379,-0.00388854168620288,-0.00459767622744749,-0.192475331517832,-0.222406419937751,-0.289546754518512,-0.0623617968328977,-0.051843745051669,-0.0456701362927185,-0.0357943884835668,0.0339375625039919,0.0255058681356668,0.0259265481620556,0.0226431972175114,-0.0027436871354291,-0.0015401637663995,4.2949867336379e-05,-0.00523326239729602
"b_Sem",0.0088210626872313,0.00635236008527577,0.00467678816347697,-0.00139626908243507,0.00599301495826018,0.0187379309359672,-0.00396030618105072,0.00323544074521119,0.00173386948573978,-0.00243439210279521,-0.00366872133839489,-0.00374586462826187,0.00507052072496287,0.00542885976045534,0.00778839032742655,-0.019616081257477,0.000458629366005144,-0.0030073515387735,-0.00274817008456132,0.0010045881968787,0.000394138584386839,0.00152749060387428,-0.00104647076939055,-0.000409363524359409,-0.00155488741115093,0.000771493114897985,-0.000791033415950347,-0.000629011578902812,0.000802165628898159,4.35699371045842e-05,0.00378912949033373,0.00645169916852803,-0.00139792870327739,0.00106858942046773,-0.000815895471996015,-0.000452883166306554,-0.000101494276484149,0.0049629321995886,-0.135610036652731,0.00334273091112457,-0.0018215289797474,-0.000242887871310119,-0.00229616311756439,-0.00399152985959689,0.000142135423126648,-0.00279474532544067,-0.0017324016988286,-0.00208115509788259,0.00254135774277326,-0.0152070576281951,-0.00944243501110469,-0.00803924096731009,-0.00410112357509711,-0.0297329145136403,-0.00204325572510617,-0.00124144439058153,-0.000424237712721876,-0.00109920054604687,0.000685258209035264,0.00796114924568043,0.00887658641349528,0.00475158023567315,-0.00991551602698266,-0.198323924340785,-0.21730188449698,-0.287766764855621,-0.00108538452692335,-0.00048814378145841,-0.00120584775131744,-0.00496783161911206,-0.0148592318653477,-0.0136689266820851,-0.0131914856767165,-0.0103568545498909,-0.00224728752875494,-0.00312936105609379,-0.001986635938004,-0.00731318403458053
"b_ACC_1",-0.0160224366088399,-0.00377371850422727,0.0155190596933224,0.00027693805425051,-0.0143793584929343,-0.00396030618105072,0.110041577038634,0.0188443983023529,-0.0122076849143935,-0.00429144190444986,-0.000735407365280659,0.00743175123994412,-0.00276106981396649,-0.0103989548309253,0.00731469150990155,-0.00911966777815597,-0.00622838157688584,-0.0017533571585331,0.00899154108168727,-0.00677262134033547,-0.00360015975699057,0.00444008403913556,-0.00415591333057863,-4.25306928298368e-05,0.00318145543623859,-0.00131700461841242,0.00785993546362579,0.00333101410064884,0.0029439283692627,-0.00399511369560264,-0.00788288191156463,-0.00889926373722921,0.00994496345020368,-0.00123231358036648,0.0051670260257803,0.006555594087952,0.000295631553675202,0.00250486784346566,0.253771775367066,0.00822859838238568,-0.00292472326057292,0.000586641717347178,-0.00473508964842966,-0.0131065870687699,-0.013638557679838,-0.0114950517093572,0.000336511579198107,-0.00574600657634362,0.000791863049452466,0.0128426000943943,-0.018612402854121,-0.00782900612310962,0.00264486136691192,-0.00337676885977995,0.00351993454767939,-0.00160516072111683,0.00263802953104272,0.00134180077870283,0.00416150993321737,-0.00530146768692859,0.00267624248757027,0.0105561672309965,0.0314151762050533,0.30253473851745,0.38752431063207,0.53761888015996,0.0160660167042208,0.00743938561935014,0.0115291665657733,0.00619567073866944,-0.0218376699909305,-0.0240916470770932,-0.0216667225336552,-0.0146115891770037,0.00554183758281922,-0.00278524386039169,-0.00380534010814015,-0.00620802042933344
"b_ACC_2",0.0395324691926107,0.0232567354966599,0.0260534113828435,0.0123451943725068,0.000583567835264484,0.00323544074521119,0.0188443983023529,0.102386678615367,-0.0149553502955947,-0.00420189951644975,-0.0169583086660329,-0.0227944982497855,-0.00117385853317937,-0.00299038835084139,0.00579286693383936,-0.00526793959541984,0.00669280486693228,-0.00947822344653985,-0.0163807200646892,0.00626548131568504,0.00100383965045166,0.00959230859063665,0.00998260836321192,-0.00042905706889562,-0.00458826506657778,0.00313344619000614,-0.000439446259600929,-0.00194950124186465,-0.00284452692919168,0.00732565224366738,0.00475575848673974,0.00855463824135023,0.00747801399893682,0.00112075749380293,-0.00497912824043104,-0.00514873135798765,-0.00187234539367555,0.00922819777224621,-0.273029270575563,-0.0155477640066318,0.00540632141737511,-0.00837843539896303,-0.00920375768218826,0.0120445592817124,0.0219967660686696,0.0534548852129859,0.0141720134645665,0.00444192410285272,0.00384887080462664,0.0323666153474966,0.00135489682021963,0.0161941024412736,0.0199871362678468,-0.000792325380021519,0.000799667282915674,0.000557983220488922,0.00726257960754651,0.0112556907999381,0.00115075139240593,0.0129854909166133,0.0265089789991903,0.0145112639759991,-0.018957298496306,-0.387679709831835,-0.405253914225259,-0.575588693030564,-0.0872171024429326,-0.0797236586306676,-0.0689799184201491,-0.0617828863541681,0.00280515286209639,0.0037249129196033,-0.000721530274487154,-0.00573704379912502,0.0150684017099371,0.00508375314300533,0.00665234579745113,-0.00447846776931448
"b_SI_CAMFD",-0.010784483497155,-0.0028336605932432,-0.0265108141090232,-0.00482584103460404,-0.00228766125453892,0.00173386948573978,-0.0122076849143935,-0.0149553502955948,0.0828853497069167,-0.00518381011002693,-0.000588801778631794,0.00844242638269595,0.00106908428702594,0.0158813277875535,-0.00301237348648283,0.00901100061825002,0.00476731450748413,0.00245327578059556,0.00255420053409643,0.00275788122229235,-0.00168928610783557,-0.00316114074051039,-0.00229663158727733,0.000180424873706873,0.0010625832284958,-0.00105129813502608,-0.00216742556304459,0.00148776111785444,0.00123913798054828,-0.00358052385532189,0.0141235432229958,0.0131244806392315,0.0012378602156472,0.00251259717333352,0.0036636810219536,-0.00313962257261331,-0.000297766487434241,-0.00438880588421711,0.0194924192183348,-0.00119198586544211,0.00724224158275882,0.00310799196741549,-0.014557843601998,-0.000129342690016459,-0.00321550369349015,0.00468142698130424,-0.00436488793876526,0.00729940742905717,0.00680147976832264,0.0151177703974638,-0.00580116568644376,-0.00835593467854758,-0.00919240276698429,-0.016002012619745,-0.00504073499615021,-0.00426858346228725,-0.00518709908380661,-0.00618939835963577,-0.00439622523325927,-0.00847263272740359,-0.0145697026598656,-0.0116741062494259,-0.00988753007026241,-0.000302236304141354,0.0103129084860641,0.0341769305902024,-0.0407259097923372,-0.0340461410721815,-0.0365230804234949,-0.0308006136801838,0.0100771955257964,0.00318728165720014,0.00345478923870784,-0.00120191585893904,-0.00458176219441617,-0.00226160121286921,-0.00314712394624145,-0.000471309705329412
"b_SI_PANEL",-0.00504171892579863,-0.00548031767850305,0.0185704356541898,-0.00163800568230231,0.000926561813312203,-0.00243439210279521,-0.00429144190444986,-0.00420189951644975,-0.00518381011002693,0.0368208334153549,-0.00351972569609575,-0.00309930054722429,0.00395190773600373,-0.014697046601047,0.000702790383885709,-0.000273407689446683,-0.00358601204631533,-0.00407093031995313,-0.0059436377838263,0.00147044679779634,-0.00136978481084303,-0.00586680576339501,0.00354197521786868,0.000937074218004203,0.000371275269908353,-0.000662905979909991,0.00182957610412596,-0.00560667737122255,0.00080457481258867,0.00167715645023652,-0.0118230571737397,-0.0112961836733552,-0.000117902942164802,-0.00068383397280759,-0.00896579529075793,-0.00101682980919455,-0.00168138469436739,0.00480154529238741,0.126267261288398,0.00518099575671236,0.00168812481718663,-0.00335084521006542,-0.0149755869087326,-0.0136925745986102,-0.0123599198095406,-0.0139103122753075,-0.00784935818211988,-0.0193099961627035,-0.0276978189862022,-0.0364491132170836,-0.0136929756574527,-0.00862665323651318,-0.012221267067286,-0.0242423903971871,-0.00477334374511085,-0.00597806778180046,-0.00824543222844877,-0.0069178712777111,-0.00222550850580666,0.00755547804301639,0.00389756578220066,0.009635132496605,-0.0052999681914198,0.197705811813372,0.212188725855996,0.257032423414437,0.0407031015006859,0.0395199363439974,0.03736383952504,0.035941236001781,0.018119016961461,0.0181858167734845,0.0193342791560689,0.0158634159149809,-0.00620703104528282,-0.00800811806197393,-0.0106299514272665,-0.0111136486563388
