"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","lambda3","gamma_EDUBASICA_LV1","gamma_EDUSUP_LV1","gamma_HPICO_LV1","gamma_CSECO_LV1","gamma_SININFOTRF_LV1","gamma_LV2_LV1","gamma_ADULTO40_LV2","gamma_EXP_3_LV2","gamma_EXP_4_LV2","gamma_EXP_5_LV2","gamma_HPICO_LV2","gamma_USODISPMOB_LV2","gamma_EDUBASICA_LV3","gamma_JOVEN30_LV3","gamma_ADULTO40_LV3","gamma_EXP_2_LV3","gamma_USODISPMOB_LV3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.217,-0.423,-0.124,0.211,-0.226,0.982,-0.31,-0.407,-0.269,-0.29,0.181,0.261,-0.27,-0.565,-0.281,0.431,-0.285,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4365.85659757512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.217,-0.423,-0.124,0.211,-0.226,0.982,-0.31,-0.407,-0.269,-0.29,0.181,0.261,-0.27,-0.565,-0.281,0.431,-0.285,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4365.85659757512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.217,-0.423,-0.124,0.211,-0.226,0.982,-0.31,-0.407,-0.269,-0.29,0.181,0.261,-0.27,-0.565,-0.281,0.431,-0.285,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4365.85659757512
0.179677219421137,-0.308322778437287,0.572968332562596,0.209500474738888,-0.7898198091425,0.309929222567007,-0.00584034569328651,-0.10332245437894,-0.105810409877449,-0.21402972197393,-0.0317790836561471,0.0145448357216083,0.438325048889965,0.398958429286722,0.100569897564128,0.484292697161436,1.38605578447459,-0.46363614021847,-0.615520921700634,-0.426449334412813,-0.200422683100682,-0.575629794072826,1.45403409485519,-0.750725030784961,-0.558158455992118,-0.560747972369194,-1.08566248314222,-0.894758082151879,-0.362219071712811,0.703166155745276,-0.465927228736691,0.0751429475666956,0.6652312654946,0.180882789285388,1.51578944840003,1.51417404756648,1.5450661337818,0.553611698502209,1.66697654256132,1.7533231182606,1.09470595250605,1.1867307437351,1.27739811775973,-2.48780273209559,-0.111763412656728,0.691359575081151,2.2146177139366,-2.53138616203796,-0.018397254985757,0.802518359501846,2.14176426338963,-2.57578182895668,0.097977932658978,0.765900356578641,2.19474424334476,-2.62924464145908,-0.462322506587952,0.337899520469364,2.36176891444484,-2.27916546241613,0.216296142956708,0.92363545607077,2.0425484176958,-2.26788050308824,0.271245266252663,0.9166627167142,2.05639969458571,-2.17909416783368,-0.530987653997727,0.340279675379861,2.29762853955617,-2.14081353583606,-0.802099046064541,-0.0348554787924515,2.13057185424259,-2.66941682598554,0.0485616585356186,0.790242298331577,2.07820141036063,-3375.92025511067
0.264826793224625,-0.344464759621245,0.590149100457316,0.207487897653797,-0.889105888044659,0.343940193960497,-0.0104160753469874,-0.122193794722461,-0.124047648518796,-0.242780835535872,-0.0290187308857239,0.0163551250225526,0.440971831291228,0.388342033563033,0.0561948915059054,0.445358858209428,1.39475141772918,-0.262605073874098,-0.611561205110733,-0.255123894525054,-0.01517983516532,-0.384668792618515,1.31389074848233,-0.692475999144772,-0.565392817759001,-0.573939329839662,-1.01822634268243,-0.8094570795402,-0.334276698841686,0.771960619169589,-0.457988815546201,0.0934374605321279,0.692513794791561,0.222213803895904,1.50374295486344,1.51159745759579,1.55273114752923,0.49730186606114,1.78812299708482,1.89239429175848,1.09840835079031,1.22997812231165,1.22595311031641,-2.61473381588228,0.024400378065683,0.624098731068859,2.25905171882759,-2.66247130323784,0.130737214064446,0.762648951302369,2.17277982374209,-2.71499389394601,0.276307900915987,0.713776108863092,2.23891274416397,-2.72806111228904,-0.397587746317901,0.222627852570499,2.4213342041326,-2.32421777553508,0.430902777628672,0.914014240270361,2.05333506865064,-2.3142775610309,0.503121986496805,0.9022244504157,2.07099531407476,-2.19840629874901,-0.451894900725471,0.247894066968389,2.3392782217081,-2.16954823488366,-0.769820701554676,-0.214457143330731,2.11505097317633,-2.81282493579966,0.206062000641101,0.749076550590815,2.09103141522597,-3184.57877396804
0.356170322193169,-0.34621954520467,0.52619187607783,0.178676566147409,-0.909596269251433,0.346651097654631,-0.0163204423115948,-0.133981780713076,-0.133597048911175,-0.251766302490432,-0.0214831784964799,0.0169393530128922,0.377067612061587,0.312997269088003,0.127477718925986,0.50639284899262,1.35920422134068,-0.230058088464144,-0.626972932790728,-0.223889391317011,0.00202378246803255,-0.374637255299614,1.32156893292892,-0.683030223892343,-0.580997076747282,-0.595873165393169,-1.01660603538769,-0.803996435110758,-0.348909892312255,0.715303399313759,-0.462114905004699,0.0656130079881885,0.696134295325336,0.207202067195367,1.5224224086506,1.52631082742827,1.57283970569332,0.680962167055675,1.82954826970596,1.94471969498696,1.09345669179939,1.2647124044929,1.24796520593892,-2.6890613772578,0.0752404932001885,0.608413137629253,2.29417961224047,-2.73481393036778,0.192476924424513,0.761104007513066,2.19869950372598,-2.79150640462791,0.356458268955824,0.706379730168426,2.27634939894929,-2.74219690976324,-0.412029713209979,0.210458507267108,2.4533779632299,-2.37722439826352,0.511194761858764,0.934645338540336,2.06215361026042,-2.3728896107814,0.599483529875035,0.914923357438223,2.08381436869936,-2.19700612864554,-0.442762343636221,0.247995297073176,2.35145465098586,-2.18870126347829,-0.786289022238475,-0.278694668684618,2.07872404129583,-2.87725010551289,0.264946467223961,0.752440454274215,2.10030780683987,-3129.82241129336
0.66570772864823,-0.359473204975006,0.339611982264544,0.191279862547635,-0.957350570284751,0.369367580776974,-0.0498716858850679,-0.19460037401062,-0.192671059325443,-0.303517644593912,0.0230579966569301,0.0280878242767603,0.154006790482546,0.00499612207302852,-0.176429305373245,0.477007348813074,1.18644149194316,-0.200074319478314,-0.702057111546746,-0.148556503020457,-0.00288415470170533,-0.447750422273287,1.32545428106915,-0.590612563723753,-0.65424650094375,-0.684380121950758,-0.882536670636464,-0.62440506936157,-0.371695227767499,0.446895895229644,-0.4826079485528,-0.0763788304373699,0.717305270063832,0.130774025777835,1.70661264040282,1.66688261047393,1.73185148515919,0.670520344063693,1.94592191332141,2.10628718375565,1.06893115911551,1.39349032702939,1.49789510124232,-2.98061628825272,0.120805864957472,0.682798648608844,2.47383051155198,-2.99675060655709,0.299875692120356,0.880500912065065,2.33733113578462,-3.07336779307169,0.504793237822224,0.849704364226499,2.47614352518245,-2.95517460554914,-0.748163709623165,0.272998961976839,2.58279915323605,-2.63802084291447,0.629443648764882,1.16379673868591,2.11274989016631,-2.67556010378618,0.773658852443668,1.12491164115045,2.15656635635091,-2.14600272841539,-0.508402329994908,0.434045891527538,2.36057254202265,-2.28301695566776,-1.02326738168919,-0.331322637909018,1.8709259201978,-3.07432724544351,0.324125311437551,0.913146493441355,2.14919840630187,-3024.56022686182
0.753742208162444,-0.31890145295924,0.264758509446711,0.36780358582298,-0.863169317060943,0.364170246740029,-0.102533551289845,-0.257303243298783,-0.255471789793148,-0.340607422756448,0.0795573418343357,0.0499364694270482,0.00779450738629575,-0.191958673212646,-0.466807002168261,0.421174628676653,1.03501864436695,-0.173160515345411,-0.707973558434486,-0.0754694025018858,0.105658625613228,-0.386060011249989,1.24341638934878,-0.557553355275619,-0.744385128047087,-0.751754426414367,-0.876192311702704,-0.582953444922353,-0.449039002181951,0.49319134178563,-0.475421766095952,-0.110507618222089,0.786566458120823,0.167200148694638,1.89302888927771,1.82158866687634,1.88613056556553,0.94686713158885,2.13418152145904,2.30264236677732,1.22177358898648,1.4349378193329,1.49565893822919,-3.2081851118328,-0.00744165707520983,0.857817708093223,2.67004816432962,-3.1625284995499,0.219785402866982,1.08864370755384,2.50170038930006,-3.25546640930728,0.428225886999526,1.12231276180346,2.70608474630095,-3.11210578450507,-0.80360221236589,0.132070683808126,2.67657229415431,-2.7639434717413,0.611012500175224,1.37970362241256,2.20792024995282,-2.85016690399343,0.746062506659025,1.3821106172539,2.27012391501127,-2.09623955429412,-0.437110580790111,0.433884439148823,2.31676541128946,-2.42882714730694,-1.18423960183673,-0.435166091933417,1.71668477147066,-3.26516069622449,0.249481191511984,1.06095996808084,2.2382573640122,-2971.07099011617
0.810612289213329,-0.227901338325766,0.170536826401109,0.45276974169524,-0.67870251485268,0.306756329886725,-0.183820634225866,-0.337412935080073,-0.322139639584205,-0.359100529753796,0.146754126258238,0.0727324588540599,-0.17820753139314,-0.374228384534034,-0.311405959215356,0.655138298343272,0.876104607167506,-0.213672095957517,-0.675228939579026,-0.0664922400953892,0.206392999301713,-0.309049594739131,1.08428200035722,-0.598383287437408,-0.850181557384431,-0.811968872202023,-0.918908790915697,-0.553831099054341,-0.520124295912697,0.531572844847345,-0.471147750068948,-0.161115812681844,0.850372040289148,0.187553789855589,2.18538370005363,2.0588300577575,2.13723253576763,0.821569385725525,2.32180514737203,2.500704992011,1.40912118708645,1.39931695915405,1.60130439139981,-3.426985126026,-0.138850628522112,1.01703436003077,2.92776945417617,-3.28737996452271,0.131796233051447,1.27741639998033,2.73062758785681,-3.39296179166332,0.367307185313935,1.3707391096046,3.01828905931591,-3.38229641771891,-0.836001803024181,-0.0803604519084521,2.75773948624085,-2.89925829309701,0.556627491093851,1.53999527546314,2.3720292205666,-3.03307309915344,0.67893136311451,1.59627312107234,2.45488822798168,-2.04382864821546,-0.325872445403905,0.380008351231292,2.29875560568711,-2.63848039530806,-1.29495336227024,-0.613633594131426,1.62321569338583,-3.38673618530061,0.194984841965235,1.1271640636163,2.37862392855212,-2956.25333737276
0.727588185135222,-0.185865128856055,0.29955678961973,0.460884708933566,-0.603882181456453,0.276968914528067,-0.247635274660571,-0.401831953771108,-0.371089144242188,-0.377774556614249,0.184907647749683,0.0897468419606817,-0.15665066608803,-0.316224070782354,-0.273296751607012,0.715207541281897,0.866620776318636,-0.260322888602259,-0.651716228818668,-0.0908467775460192,0.251805009730373,-0.25922899340643,1.13104911184231,-0.606024583557224,-0.903470430760426,-0.805880016719844,-0.853499887233602,-0.35577626172853,-0.443514181174708,0.487675999045794,-0.479591429171933,-0.218858872088405,0.866313057913046,0.165878599612669,2.36427977868946,2.18987463662048,2.29126670257914,0.898894307861547,2.37867109892127,2.57920146348771,1.46225242588234,1.31085516663155,1.70831269960857,-3.57023729976266,-0.197524506306957,1.05651541064625,3.12466841118367,-3.35226249465364,0.0899216858492393,1.3333600871817,2.91522999779932,-3.46045615009547,0.363732538063147,1.45212448147122,3.26552187786757,-3.49692652020036,-0.859913992574949,-0.175986068485681,2.77573397913888,-3.0090850005552,0.508651819577476,1.55628552933518,2.52503735813649,-3.1641381571864,0.628618593009089,1.64721884568726,2.62488307777846,-2.00647808391249,-0.28866401809862,0.398958321053093,2.34290177659179,-2.7985485069824,-1.31804098275737,-0.733179037088464,1.61941259804042,-3.39996716657765,0.190227149524577,1.07234355876283,2.49339223861272,-2930.66297425779
