"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","lambda3","gamma_EDUBASICA_LV1","gamma_EDUSUP_LV1","gamma_EXP_2_LV1","gamma_EXP_5_LV1","gamma_HTRB_2_LV1","gamma_HPICO_LV1","gamma_CSECO_LV1","gamma_SININFOTRF_LV1","gamma_LV2_LV1","gamma_EXP_3_LV2","gamma_EXP_4_LV2","gamma_EXP_5_LV2","gamma_HPICO_LV2","gamma_USODISPMOB_LV2","gamma_EDUBASICA_LV3","gamma_EDUSUP_LV3","gamma_JOVEN30_LV3","gamma_ADULTO40_LV3","gamma_EXP_2_LV3","gamma_HTRB_2_LV3","gamma_HTRB_3_LV3","gamma_SININFOTRF_LV3","gamma_USODISPMOB_LV3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
1.45473638469807,0.581987172305439,-0.174687520352243,0.248057312828315,-0.568352880571293,0.273513448773943,-0.422940245610911,-5.14033813573405,-0.295197752478053,-0.22200155559701,0.203215809605444,0.465301530692144,-0.605160287367305,-0.180911779688659,0.226163356491016,-0.35534929370111,0.47100977436402,-0.319493334214938,-1.31124568838552,-0.0950366998099085,0.308338062196279,-0.206233616066149,-0.00723189620884053,0.502445417638962,-0.455507824894867,1.6827865969798,-0.748365731072602,-0.741689409875046,-0.509715553479941,-0.34788787651569,-0.554304702891178,-0.866534277647398,0.0671594173046984,-1.69491951003637,-0.909958544351866,1.6003216581081,4.17591463486877,4.78141512552086,0.621104683639417,-0.0837864729786382,2.38905673092333,1.93216673708755,2.34347020787695,0.930332041538586,3.08363395983211,5.78838034055607,0.330699597785549,0.52971230437028,1.04457113664925,-6.18496374311387,-0.310116031779602,1.32660696697522,7.0322393550493,-4.72235084614285,0.340389509448348,1.75495555877799,5.24067358067556,-5.77592551873849,0.72161508405201,1.98899209688722,7.77514317433618,-4.10090552433106,-1.44477815552766,-0.190419982208211,2.65368571121609,-3.82291605160152,1.0836161742389,2.02571395801926,3.07841028688322,-6.85073669052716,2.13822568904944,3.58130778021073,6.04189039033183,-0.699588619668413,0.676225990849985,1.48429853696698,3.02231206534211,-1.0461060415448,0.317915709274249,0.966961533562271,2.8092871487811,-3.12472966053461,0.342808691114416,0.993553495855904,2.5876968895707,-2551.38025811878
1.43891844503463,0.589180175528429,-0.347066950026224,0.237235170839155,-0.599121848940082,0.342758242824581,-0.438964543797283,-5.23098594159268,-0.269475186157951,-0.21699200531037,0.216458003149385,0.447566967091925,-0.611889643167415,-0.159391452405244,0.258681716295837,-0.396375534361606,0.494205614336505,-0.399474051500228,-1.30311094782375,-0.0979375015582193,0.323101896738301,-0.143801220704984,-0.0315337865450664,0.508655151604078,-0.472029370530383,1.73303613462542,-0.655871254550397,-0.686797070123608,-0.51192024956458,-0.325797037812597,-0.528933151252264,-0.932384973671592,-0.0793088492219333,-1.6632105233068,-0.882290151000362,1.53289050575616,4.41598503390718,4.95218727607228,0.604171576159935,-0.0640843998528194,2.31634910955901,1.8633093689132,2.27065406608941,0.89496845383749,3.00270315173196,5.79452604803087,0.337794997405799,0.531246375854315,1.02507670091006,-6.19741738579042,-0.283856336589526,1.38945664700896,7.12248311841346,-4.71823307550012,0.397984823153883,1.82157652748975,5.26704417432336,-5.83110637859391,0.685895732586671,2.03663595934863,7.86025131861989,-4.03666552931209,-1.39159419277922,-0.176804091721993,2.67788215220691,-3.59358734570068,1.28450120790337,2.16931430553737,3.16625665531487,-6.6590479175932,2.42898992016892,3.82277027725171,6.32250827355154,-0.623899165656625,0.726517195364824,1.51946464082067,3.0807026923353,-0.88259754627334,0.415203465668649,1.04411474775368,2.87191299815501,-3.18421119501061,0.361854638233173,1.00274080167686,2.63139760477843,-2548.81952298129
1.48485555389633,0.566426766246409,-0.652737766509255,0.244829639189489,-0.566512769501263,0.310420815748417,-0.458705577795102,-5.35654586051184,-0.255289249124654,-0.245761975733835,0.253487126954859,0.417514869012369,-0.704688057084388,-0.184010715811201,0.267948278720156,-0.431987412399405,0.600891241489865,-0.399767510058877,-1.32523669958063,-0.00112079995529442,0.316429434606904,-0.133663905860689,-0.0463789467720122,0.462968662430318,-0.493458809922549,1.79186491833262,-0.614458399208151,-0.640865755260242,-0.495817461594275,-0.288984820231389,-0.501792434518196,-1.01173306267413,-0.217213761940261,-1.58436715191153,-0.865071922897032,1.45757884356722,4.75152479574473,5.18308963786195,0.60210436055288,-0.0723837768803381,2.2459806531333,1.82284596750146,2.23111843869749,0.840459428974045,2.88744109533646,5.8274394824433,0.327193635647169,0.534619964603529,1.01073728067517,-6.19355643639476,-0.163408458030679,1.43018983575312,7.22963039865485,-4.71848288443546,0.490631393574468,1.88663313947367,5.27029915356671,-5.8815047553617,0.691454366238861,2.05736886499674,7.97047053372386,-3.88343523401282,-1.36278662717918,-0.179593606754387,2.69184551293798,-3.31281605135658,1.51136789974326,2.42927636714478,3.2787044047767,-6.30783915520016,2.83681970050299,4.14728605290485,6.73743634671031,-0.596248189686965,0.760674550451091,1.55286008114576,3.13027123414709,-0.714367267924491,0.504797406077666,1.13635078555667,3.00044593964758,-3.25154060098566,0.375054745887262,1.03374999068144,2.68466965764214,-2545.94085093904
1.49643802358834,0.517010010692114,-0.954764110662965,0.25739954398011,-0.586380542921865,0.270251618882719,-0.487202463007415,-5.523994079816,-0.276324877039252,-0.273109355145936,0.2676498838266,0.392591495001618,-0.747703062871248,-0.137506343605484,0.300145580727323,-0.561466406353571,0.611282869202772,-0.35962968727052,-1.38230661376085,0.0694125269354554,0.359136088315946,-0.243408784970376,-0.0629351160294512,0.332437012377783,-0.536337117750502,1.89356089403879,-0.547530670328462,-0.517768351922359,-0.448224404020296,-0.240409826687627,-0.437571079353747,-1.10402546656246,-0.341833232016482,-1.45023121436714,-0.832901603555344,1.37264498357384,5.15985514702241,5.41139796941198,0.57993061634598,-0.0943894290139623,2.20112077128272,1.77576546745919,2.16902257622673,0.803239778018306,2.92081829355564,5.87188770577047,0.314967289740477,0.542449822665473,0.996287168692544,-6.15797267274522,-0.0366694084459286,1.49141894449107,7.34104790019344,-4.74731419861987,0.529329585812252,1.97683624560782,5.24535479643431,-5.93967152007656,0.753308838037841,2.08117757225043,8.10680550243196,-3.70539119159982,-1.34171686629224,-0.158868469153739,2.68404139038404,-2.88500559553305,1.81989120162506,2.65265772103362,3.47638308468835,-5.77551995953079,3.28792390421427,4.59722258483623,7.30698403612206,-0.556410284291347,0.783055693020683,1.55886761295202,3.17200132428307,-0.627658414536501,0.666742828567197,1.2935032011891,3.1367154541186,-3.32650524451433,0.419575435793929,1.09247073352259,2.71605974235566,-2543.14885664177
1.50632192063242,0.483682930064215,-1.14461853758038,0.282752884905755,-0.648637215138602,0.302915242458744,-0.482803061356326,-5.6180782765868,-0.315442230753841,-0.259078956314499,0.245912043227206,0.404328995098335,-0.78234321228979,-0.135249406231749,0.294039050555833,-0.578428379642218,0.638045453995025,-0.412233764940552,-1.42463832177422,0.0666000166431855,0.372219361010557,-0.29835111735391,-0.0559325759014856,0.303278378991931,-0.501592706861129,1.94259686684302,-0.486087076748104,-0.500333476006997,-0.453971780057057,-0.194909488092732,-0.415006961916977,-1.16087697463483,-0.343065877642068,-1.35721207374716,-0.814693679173487,1.35731159270196,5.38195037877945,5.52729840578215,0.557176704828547,-0.10358778612193,2.15174185773035,1.7632437559145,2.14403843673754,0.778656863254866,2.89191346712814,5.84586818955762,0.311454478912653,0.55082331425096,0.972261070300283,-6.11704983487908,-0.0171071237272834,1.54652517165677,7.37757725684619,-4.78851376749553,0.517848130032925,1.99999405602478,5.21489441235475,-5.96214114796679,0.829415110627094,2.11895704648421,8.17645487308655,-3.70374334424485,-1.26971538486768,-0.0906837585207423,2.67328000480965,-2.77296748635852,1.95462927725013,2.76278786988337,3.62065554926358,-5.42882530339757,3.59382085291877,4.87671120901206,7.63143117655146,-0.549134791656193,0.789897752155407,1.56952426279476,3.19964652851852,-0.589362787228204,0.722491889798264,1.36062304547998,3.22601297709229,-3.32017803346648,0.453936258300677,1.11696235402655,2.68112520805587,-2540.91793326253
1.4509297178758,0.478029002215042,-1.33683128682505,0.25513433093968,-0.640008816150511,0.255034749152342,-0.467680317683378,-5.70943001909021,-0.350771031382185,-0.240443851564749,0.225860492722971,0.431029922446554,-0.785614282952669,-0.145791615406722,0.305191185838816,-0.598844037022062,0.674921702659443,-0.459791409307237,-1.50284751664593,0.0341358746504759,0.343303539577377,-0.282587828983478,-0.047407320698581,0.311478834756811,-0.546811908391076,1.99176204671358,-0.405185884922627,-0.450269104830995,-0.416949801067559,-0.19273688320642,-0.380862609453425,-1.19265334850854,-0.321747404969931,-1.26792808646507,-0.790095956287918,1.36443211107601,5.56732934543717,5.63718747958352,0.526223798046792,-0.100012766053206,2.06757807445381,1.71496352042783,2.07897701423884,0.751799472676223,2.94362347275392,5.77398708595365,0.308842899942001,0.539210125458002,0.92716562078531,-6.0847538868544,0.0110039348132628,1.58519193352743,7.38262246918996,-4.85161483183193,0.557776960122737,1.97977178048733,5.18650396409761,-6.00644091495347,0.894168916847877,2.20837190079392,8.23368019128101,-3.6911731421726,-1.26459272452637,-0.0957641362467181,2.71132588212059,-2.67518960589169,2.05924270527627,2.8889674029177,3.76182065485362,-5.07492324959547,3.94329208138417,5.18970814061156,7.94501351966593,-0.525833644831715,0.814222502457298,1.5834032456024,3.22453581248596,-0.512360618377537,0.766064298444949,1.38981486505598,3.24848378741843,-3.28054521986586,0.457428986166931,1.10394490704762,2.64187219270899,-2538.69655456453
1.4582212702382,0.431321999134713,-1.47071799941161,0.257628445623086,-0.647177531154412,0.31895257874287,-0.453191806291499,-5.76517796846053,-0.333457617531973,-0.217269149591878,0.235551747770621,0.453379880732296,-0.754377150047663,-0.174979728834262,0.309402970887955,-0.624139036881498,0.691133753565473,-0.460400097624382,-1.56538513837389,0.0325498387569914,0.307856169376277,-0.275234227085984,-0.025278286294201,0.308394474053773,-0.600211131853821,2.00432444388289,-0.351964174330585,-0.433186806386018,-0.383604380094642,-0.192644644738749,-0.365139438329775,-1.18705726729827,-0.317481670513245,-1.24028274129675,-0.776107462654518,1.35820102357583,5.62981011630654,5.69851969967503,0.493165254998392,-0.100483795387934,2.03561632690408,1.70458031780304,2.0822525481737,0.740598314689431,2.95099213251951,5.71981361450129,0.313324417252867,0.54232812115512,0.919801682221239,-6.06064272059106,0.0298751495001905,1.58010264801313,7.35108226685442,-4.85731983740542,0.53707389961979,1.99449022389588,5.18815242543699,-6.04595941750556,0.893522940649522,2.26808498630447,8.26027586065996,-3.67458468541879,-1.29403034299714,-0.146445707326599,2.74089862133736,-2.61818250019144,2.19135893044226,2.96421196406262,3.87088319524875,-4.82135813848808,4.17793128985166,5.37461980918319,8.15290610783927,-0.518338856208522,0.834337717678881,1.6108974245474,3.26540193659194,-0.475247398585509,0.795225853511022,1.42481466508874,3.29223940481542,-3.26772777048573,0.428403741524484,1.06048499597664,2.65273402096869,-2537.3261561772
1.35320822588764,0.461629588461877,-2.35239090878727,0.192087328307182,-0.662258987281095,0.335963255680299,-0.435333884142074,-6.05934107832579,-0.153020267039861,-0.218876808665498,0.340525144939661,0.509408370705496,-0.465605341110761,-0.449653130557479,0.395711789410409,-0.857170313575978,0.840777615169403,-0.601258430535754,-1.72283868991942,0.00344460258297185,0.230933601811473,-0.371622710415344,-0.0535641703862759,0.24542013601023,-0.706478686835807,2.15482312177071,-0.125558894934705,-0.290838224135,-0.286452656833064,-0.0832708241140572,-0.222471391825258,-0.976937044350864,-0.349822363911591,-1.23216800073539,-0.750482397796575,1.2538173197918,5.76729438251353,6.00695700655406,0.344823476853036,-0.110894870634152,1.84749749481665,1.62338152255512,2.11677567427227,0.711966856167384,3.07387583981339,5.47231221830729,0.332999822843476,0.581816053820861,0.927688208297918,-5.98877508960561,0.0357160425045916,1.45002722724666,6.99593642207417,-4.8295038535134,0.512188664057738,2.04984100068144,5.27862913494753,-6.44203706962005,0.916955119194487,2.36143934610998,8.35834063933531,-3.91740881839128,-1.18521068126869,-0.057757635676418,2.7877809458369,-2.04240280018848,2.83513980584015,3.8820551863051,4.44377134924946,-3.33266817684796,5.58186017859929,6.41592564204419,9.27414943915675,-0.361255724302747,1.03507076956405,1.73788885883516,3.39708833305393,-0.323194270809573,1.04144590473517,1.68507498661534,3.62338259155104,-3.44488124415199,0.35496691683535,1.00265589986507,2.70820520799512,-2535.91292065059
1.34787728263342,0.4560137377052,-2.53873552617089,0.214153035671715,-0.682902473036313,0.290343110091074,-0.438509737063408,-6.1097485744238,-0.147752346531221,-0.202152330830798,0.341197806834401,0.511634042653817,-0.429618381660191,-0.482631852411166,0.402726979915905,-0.893053572270959,0.870084536934745,-0.662178510424439,-1.73114438256125,0.0159567388242233,0.221676901100211,-0.385577549658926,-0.0910868319146181,0.234877530660055,-0.699747625365598,2.18963268826762,-0.0812392489226124,-0.288613369865651,-0.261743999520538,-0.0511503082828759,-0.212302502983745,-0.923523532591071,-0.328421323804701,-1.24528374785063,-0.758222942452347,1.23146033426039,5.80249197418918,6.02539230012837,0.336556580238894,-0.107488399697086,1.82061959056205,1.60412323122166,2.12004117578441,0.701363354979808,3.03251446899794,5.47768961264486,0.333943371698358,0.573124507056993,0.930064936893121,-5.98917245701539,0.00437060196691866,1.45830990545175,6.90055026779541,-4.84191554077081,0.563891386517167,2.03214336257614,5.29776782262939,-6.53383624205708,0.946898482129263,2.34039806547952,8.366013923115,-3.92175242430722,-1.20697813217623,-0.087213830868088,2.77452863550895,-1.92277576982512,2.97015033094755,3.95625588607331,4.68627021617401,-3.05249048839981,5.80212175062575,6.62237541059359,9.49029349302847,-0.327546159488233,1.06514608686923,1.75812546064724,3.40482091126943,-0.240286344576129,1.09587699670027,1.72327726059689,3.62127941218323,-3.47916677394502,0.356075251817371,1.01898792089977,2.72390857552656,-2534.14717556021
1.34217795678535,0.459003463898676,-2.6512373688963,0.2112343631973,-0.716327437822379,0.322919221412969,-0.444178843836405,-6.12717530859022,-0.196896061932956,-0.176956218400943,0.301365011339669,0.517556005153774,-0.432291174952834,-0.462244072164282,0.391771551124334,-0.886163212547013,0.885562536214852,-0.652027673510528,-1.77883660622369,0.00032835736774995,0.23349502737495,-0.353205396399106,-0.103408903586216,0.22829955870511,-0.746664684082644,2.18956882391626,-0.0641679979758414,-0.290674662820432,-0.265168285789641,-0.0381472988827346,-0.196235618202975,-0.903688782635862,-0.266418595050583,-1.25583483544911,-0.771868549413396,1.21498854965453,5.83978760163983,5.99020928871598,0.354793125065093,-0.104428638228803,1.8312697768873,1.61124159053857,2.14031349780509,0.694709807031016,3.03689415590711,5.5129274044428,0.332922194771555,0.575150202148098,0.922615403118506,-6.00924087975594,-0.0170657201409666,1.49501639953232,6.8238168730098,-4.85112516276548,0.579587288889574,2.02845621968915,5.2934886812807,-6.58472788815862,0.975785263620125,2.32613673936638,8.34126418067273,-3.91955137773778,-1.21035330786884,-0.113533011903203,2.76520305666464,-1.82473905779995,2.99878955653022,4.04749778830226,4.80138636482457,-2.97777791435414,5.86995327537869,6.74587930460666,9.57959500759161,-0.35177185442707,1.05943712693944,1.75884256938363,3.41260502691177,-0.183967294816491,1.10224583069605,1.72577528188772,3.64919907318837,-3.45683240725834,0.38216483320192,1.02861872534028,2.72260640049351,-2532.61297059237
1.22187861643724,0.345233974992353,-3.09501192419834,0.13558498955596,-0.473049714295463,0.236644257476105,-0.488758700549794,-6.13485915275712,-0.575743594669283,-0.108813731595751,0.0868906105699661,0.577264797824742,-0.431462420265861,-0.0873142262247436,0.397810865709214,-0.982174318388731,0.901505737775084,-0.771998390635585,-1.84460734400687,-0.0630873174717942,0.164990093810633,-0.328627808339049,-0.146978299832696,0.372178646777934,-0.917524657056883,2.14505142906005,0.0676786867446105,-0.381521009592311,-0.23721093473224,-0.00957111753781806,-0.147372506063127,-0.832341711866476,0.182544813928404,-1.26527709455242,-0.818760806092891,1.17495643775371,5.94653471512132,5.6731883772442,0.539379160519555,-0.0747486061003204,1.87986086381991,1.64446323803542,2.17567043291741,0.716979142158044,2.90922104771156,5.84401642956755,0.287290152714584,0.614117594567072,0.867171955641701,-6.21677441271302,0.211258932733131,1.61372266628913,6.42434614943402,-4.90935257559187,0.424451655556999,2.16035646325493,5.17532912339568,-6.73644051671903,1.01392538989256,2.47357010682514,8.08633609021133,-4.0085260241276,-1.21385976483969,-0.0990249526537375,2.8294488916795,-1.73716330871798,3.3686666467606,4.23218551608872,5.21781965920051,-3.01665175724519,6.1986200034005,7.12275576330419,9.89740756316196,-0.499438136848693,0.950256806628815,1.62585058045695,3.21816256304593,-0.238520951771046,1.2273150982355,1.88115037686164,3.82703073818083,-3.19980229581406,0.385974078087851,1.02516900951666,2.74856724149946,-2532.47988282575
1.23402555649255,0.359578624195988,-3.1605007855906,0.155904267134225,-0.516787489086499,0.25893163519753,-0.485295847056094,-6.11533877931727,-0.583037648594749,-0.131686747511718,0.0888004437176674,0.569710048875358,-0.468747771143071,-0.0569226017506038,0.390078131618044,-0.985810612749914,0.916510877818138,-0.772950655887589,-1.83234012418906,-0.0567197739958132,0.16817805315286,-0.367428395575615,-0.167480821811586,0.379716555292708,-0.920829998790515,2.14233591926072,0.0283713278598911,-0.37470665030286,-0.220051769118542,-0.0103234985037541,-0.156123465945522,-0.816737493339331,0.227489795308853,-1.25340819170644,-0.810656568443273,1.18525669507207,5.88720717147953,5.64635972627904,0.541643159423453,-0.0801023986609251,1.89579131193735,1.6518208920555,2.17448814356275,0.72008030687312,2.9664205529731,5.85448091343971,0.281326999961482,0.611879874963997,0.863440447264498,-6.228614686935,0.2126392367031,1.64269916190368,6.38747131830459,-4.90479382467559,0.454771831160426,2.15084313308559,5.14853319783753,-6.72523073485611,0.998707785596744,2.52355603864049,8.0319960123985,-4.01540538009235,-1.20935262407813,-0.104973021811001,2.85752830145063,-1.75801478918896,3.33941226556475,4.19779398343132,5.25600207523001,-3.07882633725925,6.23977896435803,7.13066795048835,9.95679238585128,-0.510463023139807,0.940937152702566,1.61131103986223,3.1815836546789,-0.259017598467753,1.23424202828266,1.8868866596945,3.81779100372402,-3.16876086993848,0.37256832623959,1.00260315912589,2.75815219535666,-2530.78681918984
1.23591474304444,0.371719077311689,-3.18573848629603,0.161236434581901,-0.578679080151367,0.243287099160277,-0.478380592078232,-6.07546986596254,-0.546758615853331,-0.191176888460281,0.116091863448,0.556703856905843,-0.469511248365404,-0.00166539954576318,0.432867961897114,-1.06270837804845,0.905321863416026,-0.719144607149841,-1.81152060725769,-0.0585005224554619,0.203644555763805,-0.376234873822366,-0.183921402426194,0.355320447013807,-0.950008684414813,2.11352069412328,0.0355779082176896,-0.420688050980458,-0.240434023233795,-6.57585587772406e-05,-0.161610744199307,-0.773651300391004,0.236161121606333,-1.21857512999549,-0.780550085197485,1.20248388333373,5.7574026880242,5.61661848529975,0.521754882311485,-0.106656888381025,1.92462343311652,1.65730762811876,2.19319851297691,0.73557867695284,2.97922157346868,5.92575422904616,0.285919884551242,0.603605465264465,0.878704509678124,-6.21309540628536,0.169058568640308,1.68333878315128,6.37465439517828,-4.8881802025039,0.518138527709953,2.1256360058797,5.10253461705384,-6.69181854210163,1.00477695359422,2.57973098801131,7.95553306582295,-4.02268241280403,-1.22574791402616,-0.104680706892237,2.91197076160511,-1.86635533649992,3.26872917384741,4.15479022029101,5.26428228516832,-3.10718989767319,6.22865047710448,7.18506394967183,10.0382362042359,-0.558682089859478,0.92855552714221,1.6458658378598,3.2172226916504,-0.264951866520431,1.18654970957728,1.84909798499329,3.81509293364429,-3.17169142612393,0.382296955666531,1.01722162066347,2.73599870209666,-2529.01851679366
1.22892830533939,0.322160848552992,-3.25413624796412,0.176042574470534,-0.565536714894545,0.309388200995796,-0.459877313964211,-5.95381663736426,-0.274720055316897,-0.179560154919409,0.206766381758565,0.580564288771478,-0.440363934389258,0.000989569483660782,0.315125417024506,-0.882441197042433,0.907427338714478,-0.672910754368001,-1.66259206939766,-0.0746858154017285,0.139573917679608,-0.1532258388257,-0.240311091126772,0.275848094039602,-0.915280668815058,2.08354513725121,0.0205151825039628,-0.426214698546599,-0.164853366016073,-0.0210815995238032,-0.194482663361133,-0.738864544944777,0.26416734897717,-1.05682423696362,-0.752328469244811,1.22186137037911,5.45759458529967,5.61431052453909,0.512988908546699,-0.283918276270972,1.9356168127853,1.65258389503274,2.20008523366566,0.768768435397352,3.05732827393049,6.03188123759904,0.323304253740933,0.594560617207821,0.935404142746954,-6.04419126143454,0.122466112007115,1.63861085517611,6.54368969097557,-4.7624565578073,0.546163960302036,2.10466015510893,5.0292846448142,-6.61450893248285,1.38174715573799,2.48758611630605,7.81965132423943,-4.06420778983825,-1.32311066262198,-0.19147698669655,2.87582536550802,-1.87195834755371,3.19318053618577,4.07922109787853,5.23046377484167,-3.10328150184654,6.12395918783774,7.44444405037858,10.3432274780066,-0.389397885378067,1.06954909049004,1.77863046183927,3.29577871949615,-0.282126636815962,1.17136251690919,1.84108445327363,3.77635250459818,-3.26966081472225,0.485664875958683,1.13899457323293,2.70550421761017,-2527.689104196
1.18309739781764,0.417830004982174,-3.28114137495427,0.198138399395414,-0.7864555968589,0.211538656671884,-0.474117651769721,-5.88338797260219,-0.253475739694536,-0.170709131201032,0.16135436335475,0.590344354201723,-0.438199814288824,-0.137694450389916,0.289312844379375,-0.79192152563218,0.936169785735567,-0.647655509417191,-1.70113822287337,-0.0425739007045676,0.205603695553871,-0.259766404360466,-0.255258804987828,0.230461712877957,-0.916863027302049,2.0922237718492,-0.0287440261742814,-0.40324820474689,-0.152989807425489,-0.0115128271535113,-0.231111612487021,-0.619269674154492,0.192860875116495,-0.938697930603277,-0.741733249059597,1.15586116980532,5.47048874770651,5.58532438233282,0.505698119000435,-0.281589479061922,1.90040318936438,1.64396723827758,2.22118008956382,0.77624857893394,2.9387578708638,6.0290500225857,0.353518358054135,0.608780770192388,0.917604275777476,-5.88458880758451,0.136960698313583,1.6313290568698,6.75093559815012,-4.72065367250823,0.694936051980016,2.04512251635174,5.04488753536032,-6.58625141153653,1.31514841083972,2.61746214025835,7.80913987057244,-4.04350570604435,-1.36005675805569,-0.240387207587399,2.73593719815778,-1.61868927631743,3.36085175101388,4.13854515357973,5.29572135135666,-2.98237116300015,6.32231064396468,7.82043280997066,10.5950843434617,-0.299164540196202,1.1676009681961,1.91199151220408,3.42125979444661,-0.184131868000305,1.22796635349531,1.89977906215472,3.87004689371278,-3.19791286275037,0.493358890500668,1.15224378237367,2.807627216749,-2526.00377924242
1.28623929205829,0.268251473495486,-3.34379331297791,0.206283903554143,-0.707866427006449,0.409568385408806,-0.483908062447839,-5.81533979139598,-0.350629293680252,-0.166617786720878,0.18204010828017,0.582254837148783,-0.553297100716672,-0.455161724925612,0.421125398165114,-1.0017861150022,1.04175729437237,-0.69122837595805,-1.72491225317327,-0.056089894861904,0.257740103407408,-0.363324278454715,-0.324488159850591,0.247578289454071,-0.963797186981102,2.18399141814609,-0.00857483730991875,-0.310978012902731,-0.0702963645882807,-0.00527651997202175,-0.223445240305011,-0.531441394829048,0.09414632258211,-0.953477840977694,-0.581712092855483,1.02764286804325,5.54846178950611,5.58640099419811,0.447316847068093,-0.00481925784781195,1.89461900990859,1.63401401387251,2.21924009254113,0.745310807579183,2.98758600583812,6.13332214824599,0.350105276157178,0.603269094702676,0.89471713724284,-5.83671557985459,0.162493354396112,1.73447457488558,6.93454700142546,-4.7262151977202,0.839371220878576,2.07272353495565,5.10054416209978,-6.60075073915729,1.25374594035847,2.63201233208179,7.88467828153993,-3.91770279797278,-1.27602122871165,-0.121564985350159,2.6991066718501,-1.33454106552842,3.30051359307801,4.23584122820807,5.52741777091785,-2.62395480896998,6.7760126013833,8.17171105816516,10.890437158,-0.283958648663008,1.19433536914843,1.97189870034593,3.46016142640198,0.0288522520706557,1.34384625147194,1.97035017288765,3.91924632482414,-3.18093426846769,0.527039489741348,1.22443700761796,2.87525198251172,-2525.3501633165
1.29137594017276,0.30480876084873,-3.36407767815994,0.216695139990637,-0.743860897428077,0.393937009254117,-0.487959088981094,-5.80936579827551,-0.365958056018365,-0.178673117562571,0.173279094643959,0.569817812914236,-0.56983984678258,-0.490777802215335,0.443794841403491,-1.0376735059289,1.05749269882275,-0.701963842022625,-1.74794296358556,-0.070123214216193,0.25486374798229,-0.336661049203162,-0.337368109756693,0.225206812528724,-0.943507033919883,2.19263211721458,-0.00466768734080788,-0.303460961837622,-0.0682351191524063,0.00789084934545946,-0.224079317589329,-0.558820595086825,0.0993931693578033,-0.976330603848776,-0.569009112773835,1.00814461421014,5.54762954934889,5.61071074861277,0.450811048483961,0.0226123567570183,1.90280203153217,1.6352694689162,2.21723768605419,0.733530448948575,3.00716308985758,6.13274130313116,0.348801096799996,0.610123369053593,0.893766770851133,-5.85959690882844,0.167234349387826,1.7681247250565,6.94108361685583,-4.72464460717532,0.819876371921278,2.11567568782027,5.11324664481546,-6.59751721220125,1.26462416674629,2.62694040053165,7.90569986486122,-3.87198726676292,-1.27289922577949,-0.132392179462433,2.72805757458086,-1.32490677608492,3.30860628929246,4.25101805241704,5.55093157207132,-2.55113138999528,6.84567364796236,8.20159414097421,10.9302348457807,-0.287118872724665,1.18558557470259,1.96705443572312,3.45704918291491,0.0449140953187051,1.37095397306836,1.997475452711,3.93970012964521,-3.18372076539418,0.522534927261602,1.21829159148683,2.8726086703143,-2524.67835025449
