"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","lambda1","lambda2","lambda3","gamma_EDUBASICA_LV1","gamma_EDUSUP_LV1","gamma_EXP_5_LV1","gamma_HPICO_LV1","gamma_SININFOTRF_LV1","gamma_LV2_LV1","gamma_EXP_4_LV2","gamma_HPICO_LV2","gamma_USODISPMOB_LV2","gamma_EDUBASICA_LV3","gamma_JOVEN30_LV3","gamma_ADULTO40_LV3","gamma_EXP_2_LV3","gamma_HTRB_2_LV3","gamma_HTRB_3_LV3","gamma_SININFOTRF_LV3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.158,-0.418,0.085,-0.087,-0.246,0.993,-0.125,0.179,-0.144,-0.435,-0.552,-0.36,0.459,-0.919,-0.727,0.196,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4196.55593268849
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.158,-0.418,0.085,-0.087,-0.246,0.993,-0.125,0.179,-0.144,-0.435,-0.552,-0.36,0.459,-0.919,-0.727,0.196,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4196.55593268849
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.158,-0.418,0.085,-0.087,-0.246,0.993,-0.125,0.179,-0.144,-0.435,-0.552,-0.36,0.459,-0.919,-0.727,0.196,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4196.55593268849
0.143530116474722,-0.264469883404672,0.585409659834113,0.168659767950885,-0.790304453403224,0.241207570070401,-0.012489668733906,-0.105580111267045,-0.104588885733392,-0.171212413988542,-0.0688672080286779,0.0163592121680267,0.457052447018214,0.423329656769056,0.172463489230722,0.598117079585791,1.15113652625587,-0.373332256630063,-0.5665695829615,-0.105864921023604,-0.330077127379365,-0.626431847588625,1.31861059197178,-0.391381015535444,-0.846984602165409,-0.623749302030541,0.788553066665773,-0.404177948923782,0.0952314130705783,0.747887487840839,-0.666027948615141,0.863235071489588,1.66497702506976,1.40521706250729,1.52254329784773,1.47400153562194,0.455956618476193,1.54937872482697,1.60892110195709,1.01473329029977,0.87058940314455,1.23751409025863,-2.52322966075735,-0.13621195446467,0.782357583171688,2.18786313012242,-2.50297746201977,-0.0616648137802256,0.872371699893847,2.1141086613643,-2.56566011335235,0.0236584785161542,0.825529564986937,2.15783451090101,-2.61091204406694,-0.54820862330962,0.4112212662003,2.32131525222212,-2.2703622521949,0.190347808005754,0.959680033498444,2.00356089003617,-2.25532144354656,0.253547459782567,0.950718964100815,2.02487586607458,-2.22995768085821,-0.613474050420336,0.372492646216415,2.20980571571272,-2.12818226241507,-0.881785013712943,0.0161457972135393,1.97052396065556,-2.62576460913988,-0.00704645551741101,0.791196394653525,2.07907002873253,-3308.85567664018
0.236747495559434,-0.273710755390406,0.560102467255221,0.144579087036563,-0.871919516337926,0.258568771751055,-0.0181422795042849,-0.12201570355014,-0.116405147682291,-0.186245766410423,-0.0716844448392597,0.0198346746284238,0.423043087934161,0.386491561492891,0.220310635226652,0.619054061117686,0.968464158136179,-0.289884796284014,-0.572794168762141,-0.0498127201923807,-0.247406198020392,-0.559954913756503,1.27951436235505,-0.43185377249717,-0.940914942030743,-0.686819559180321,0.736013053242441,-0.40958114877696,0.0683873273915735,0.749075603388951,-0.650086402744579,0.835412781695563,1.61925033439576,1.40736200697469,1.54700792049931,1.49371932726018,0.431427596731709,1.65800604603313,1.73237477405929,0.773093867187559,0.79644595400382,1.21663332038345,-2.63774104264996,-0.012622254386448,0.743324802655611,2.22783834642167,-2.61595734499089,0.0754959450303523,0.851652194006259,2.13989075958648,-2.68528526378174,0.178514223138789,0.793446154924516,2.19313275675779,-2.69378432597525,-0.490196545710525,0.31474335688398,2.3717689399304,-2.30424296806074,0.388574045111938,0.958568570017975,2.00443951201799,-2.28785156058462,0.469635009938906,0.944099964310988,2.03142806983922,-2.2485097442632,-0.523640772779362,0.321192389932269,2.2765161624153,-2.1470096023721,-0.850911823492997,-0.121499001313369,1.97756859499744,-2.74578716056903,0.138302039909022,0.752381850917134,2.09307574690102,-3115.68125113724
0.705219749077916,-0.246228346092859,0.27469944631967,0.0654001392319307,-1.06130613521977,0.278014543495079,-0.0572136317994166,-0.194804214257934,-0.16231216750531,-0.223819356208695,-0.0426739923963013,0.0547534169809485,0.0903886560436596,0.00155237666969521,-0.0219125367703473,0.67070225523992,-0.459168025989786,-0.0223254899173235,-0.609795384585127,0.134311710276051,0.0794721309538474,-0.372002565205608,1.24248404863363,-0.514078907094521,-0.817861806778312,-0.650546291187061,1.04226973565871,-0.370682731506954,0.162593341755634,0.879993420234913,-0.521234564963191,1.43592716135402,2.09754572687,1.43249325810984,1.55458400132492,1.50813229319772,1.32228317230938,1.88929660910197,2.02687511007866,-0.305360317063941,0.286867503613802,1.26053998275996,-3.04909639987635,0.159941646916389,0.778169571768179,2.41646670109316,-3.05016878028606,0.327465098441987,0.932411969072803,2.27489641758588,-3.12115256251589,0.480507685575403,0.850113677435144,2.37180426266194,-2.77260916643624,-0.637945215158621,0.321663194285043,2.5170589404027,-2.5381232138007,0.761701166008632,1.15255545189883,2.00863194983085,-2.54701789217612,0.978390363419862,1.06619939709323,2.07001258353133,-2.18357620613709,-0.381117107846531,0.499234232063455,2.22211648356245,-2.19328252455319,-0.867090460384247,-0.271300149529307,1.91359628067447,-3.0785973395074,0.354732850540065,0.810015230481301,2.13999792853298,-3038.30019112904
0.853261110593706,-0.244108315461866,0.261603893617113,0.219032649595582,-1.18035050390074,0.322468032285863,-0.0922209832095249,-0.254949231281086,-0.206252055239479,-0.272137561463888,-0.0190916549389718,0.088921423589378,0.0122165894443211,-0.111209262516527,-0.400241699000362,0.54388935633584,-0.636678665923144,0.205346717251673,-0.617885598226379,0.288818921721447,0.357515487876816,-0.179959819829167,1.18175338554544,-0.540506877539651,-0.603249676497886,-0.572655076750249,0.947285784767305,-0.378542155616246,0.112590575987486,0.895680133408108,-0.48074512593927,1.4549584282015,2.05682865266177,1.45678665681501,1.55470224626787,1.52244564254601,1.59349237362763,2.05955914052336,2.24136680317257,-0.00732639281391095,-0.0026726828386211,1.29579648279339,-3.29296719802473,0.189928145354095,0.840224676857032,2.55975865524642,-3.30813370589147,0.409830555921224,1.02442575245378,2.3826076945539,-3.37095066977883,0.575517370165053,0.945225017775526,2.51052346364937,-2.89275510338293,-0.819877002427308,0.333766892569951,2.60619687103607,-2.64872627633536,0.91872684740269,1.32667169762861,2.01789099508,-2.6802138954114,1.08355491495583,1.33771182901254,2.10423247079212,-2.1392887203627,-0.385702001290509,0.542949424379468,2.12178686601573,-2.21377856678167,-0.880589304409808,-0.271513525057818,1.8064789986784,-3.25005404929689,0.400345766362579,0.882971639998951,2.17662322633258,-3034.99688149592
0.897822494978948,-0.241107617759401,0.267693857854746,0.29888736124388,-1.22117706506863,0.340007260103837,-0.108232254103737,-0.280573127242728,-0.224748516175686,-0.292703395859936,-0.00834145234089011,0.104344911898824,-0.0109143160784397,-0.148121179009862,-0.561182853955149,0.476768730278381,-0.651352947987007,0.246754762963424,-0.629432783944255,0.315789932686551,0.423166922124776,-0.157343020953898,1.22674492886143,-0.555272084558906,-0.532271344364506,-0.547846111517087,0.886407642381774,-0.383642085419359,0.0843935581158187,0.896171325947354,-0.469264908776639,1.43553701942061,2.01497379303052,1.48267965860521,1.5672449850956,1.54245517957082,1.68782911849287,2.11861776435557,2.31838355192751,-0.00672031808961697,0.0851164623445114,1.32233468763393,-3.38016883184847,0.188342460087679,0.873734422206539,2.62081052377202,-3.40028860068491,0.428808710505426,1.06973537721802,2.42948666749317,-3.45889024485972,0.596305554697985,0.994944989983891,2.57044376179623,-2.94770744842773,-0.90360007407061,0.344434067996845,2.64170231741557,-2.69708593148168,0.959459021162755,1.40399188021085,2.02436954184251,-2.74008008698849,1.13194653752614,1.42790160661064,2.12170835285407,-2.10707623556759,-0.37866280251034,0.575404107797807,2.0772785432417,-2.22199422651681,-0.894191500557714,-0.274306718940636,1.73073196192117,-3.30552494419161,0.403058824448553,0.918820877004717,2.19278502010266,-3002.75536805372
0.936594988253238,-0.231676873392143,0.267796050132077,0.371465528805578,-1.24155965599651,0.346800356660677,-0.126194215755761,-0.306279141152311,-0.240882177385792,-0.310471453275259,0.00328834480778239,0.120406417163345,-0.0366566141093147,-0.183745934055657,-0.670060718028653,0.429026907788745,-0.661500280361047,0.213715206976,-0.648943499739973,0.288880178060344,0.415997328139452,-0.208905420958672,1.32791354972197,-0.577499918995343,-0.516447877579521,-0.543555232398315,0.805797242679436,-0.390083523550122,0.0501943883421654,0.892387789215761,-0.460061394947731,1.39889189364263,1.955721011354,1.52739949883551,1.60042529271533,1.58141020776578,1.72999644628281,2.16396955835048,2.38075474468528,-0.0259962731284443,0.0253151999100516,1.35519373842396,-3.44928807839414,0.174541871490446,0.91168755676235,2.68366715465957,-3.47069044939855,0.432727857794704,1.11872840892448,2.47920939303478,-3.52559301017969,0.602816247343873,1.0476453336364,2.63330637207781,-3.0185999534556,-0.988528275862039,0.353155401880297,2.6766949799157,-2.74716320895445,0.977311567493923,1.47447586620178,2.0378236194973,-2.80463892884769,1.17568950677211,1.49524956102165,2.1460952455618,-2.06566189189177,-0.366648836686637,0.600848903814678,2.03467384609418,-2.22647001292939,-0.902432705258899,-0.247183603946987,1.66618511088297,-3.34354257686966,0.393381821751657,0.95254679168505,2.21159463990686,-2977.82953852247
1.15714209859556,-0.148853167087262,0.181350606079156,0.572406416262875,-1.22570838060188,0.299074440833699,-0.223092267101309,-0.430863455766647,-0.29973368495562,-0.370055282699671,0.0604883353959192,0.19684623317579,-0.212862858697764,-0.3799319028304,-0.850205699742484,0.465131659434602,-1.12483429382043,-0.0049379820440697,-0.700986519457921,0.132871571942525,0.316337431544801,-0.443227412108362,1.43839009924042,-0.689178300547592,-0.588671808369094,-0.554213118035971,0.501199091235503,-0.405632090898776,-0.0644426866055647,0.881978849179074,-0.400630422248825,1.33476593568667,1.77720160890831,1.77914942745321,1.82078892260921,1.8090105113219,1.60431194821786,2.35873199181325,2.65035595328279,0.27346351250551,0.115323337636604,1.47966092717923,-3.73824649656588,0.0502757857527677,1.09568127962914,2.99436652791006,-3.73992709271789,0.379563512385274,1.35094961324935,2.73454886366641,-3.78616174008686,0.587929556807252,1.27608059461823,2.95188341545598,-3.46428244175902,-1.40652598935374,0.366033843482383,2.83529885635389,-2.96702780811632,0.985359366240678,1.73828253686523,2.15551616419406,-3.10877006772702,1.33842158105403,1.72789013171746,2.30846430384356,-1.84876094480588,-0.344106506130717,0.597384945723147,1.81183137273218,-2.24478436709234,-0.941450694570308,-0.183006569466213,1.29596358472844,-3.47901191104727,0.295468303668246,1.07950539760945,2.31749811641463,-2936.09120279193
