"","asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_CongAB","b_CongCD","b_CongEF","b_Sem_0","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_0","b_ACC_1","b_ACC_2","b_NO_CAMFD","b_SI_CAMFD","b_NO_PANEL","b_SI_PANEL","b_NO_ZER","b_SI_ZER","b_CSECO","b_Hpico","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_2","b_HTRB_3","b_HTRB_4","b_EduBasica","b_Exp_1","b_Exp_2","b_Exp_3","b_Exp_4","b_NoInfo_traf","lambda_1","lambda_2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","sigma_OmLmVel","sigma_IgPare","sigma_UsoCel","sigma_PasoPeaton","sigma_UsoDirec"
"asc_ruta1",1,0.999947226090757,0.999909677222041,-0.00143845762530925,0.000857904135824959,-3.94137977282939,-3.94137996228506,-3.94137987476691,NA,NA,NA,NA,NA,1.27965074168166,1.27965074248803,1.27965100792333,NA,NA,NA,NA,NA,NA,-0.00236433805047267,-0.00101132858277197,-0.000706814644135057,-0.00117261121000836,-0.00109921380071851,-0.000657143941629886,4.10290146465895e-05,0.999280090868263,0.99952885347521,0.999481589145782,-0.000816301738447962,1.49991667794028e-05,1.9485075411487e-05,-0.000342414690340361,-0.000848821734505648,-0.00142004032032094,0.000106880837356855,-0.000230327770784143,-2.85805774024042e-05,-1.27920890542677e-05,-3.43709898165946e-05,-2.37047706783024e-05,1.01915769218549e-05,-2.94741714496842e-05,3.34201147543229e-05,-4.20000778401496e-05,6.55153424472151e-05,-1.32119467529447e-05,-1.68742949228764e-05,4.69865289554073e-05,-1.31516082164524e-05,-1.96739578770204e-06,2.66227920914981e-06,-5.33997111240949e-06,3.55717137962446e-05,-5.35260327313774e-05
"asc_ruta2",0.999947226090757,1,0.999901530954449,-0.00301504581236845,-0.000581953895234759,-3.94123882702868,-3.94123888828513,-3.94123892434409,NA,NA,NA,NA,NA,1.2796050760277,1.27960515317163,1.27960568020019,NA,NA,NA,NA,NA,NA,-0.00258187251230464,-0.00160901963191251,-0.00108014378203648,-0.00148984245785943,-0.00115451409943435,5.98281586346664e-05,-0.000400982796217736,0.999269599503196,0.999520151838574,0.9994724318763,-0.000960071276592923,4.3669480396398e-05,0.000196473407027326,-0.000200934523520364,-0.000953850544537193,-0.001812576469635,0.00055885028444672,-0.00109933297734714,-0.000111781871358845,-6.99615934438342e-05,-0.000109626171792911,-7.8169880162701e-05,-1.61082880395472e-05,-7.95802928406059e-05,3.5876427678057e-06,-0.000299828643551614,0.000334769774795404,1.33256529188369e-05,-2.11498875281216e-05,5.18340592629485e-05,-5.74788696588747e-06,2.23381297671223e-06,-6.35382030088088e-06,-2.26722404441734e-07,0.000307983615638158,-0.000366860422610599
"asc_ruta3",0.999909677222041,0.999901530954449,1,-0.00474503733869635,-0.000477121360151689,-3.94092438976968,-3.94092442790356,-3.94092470149129,NA,NA,NA,NA,NA,1.27950276497072,1.27950285725873,1.27950324264129,NA,NA,NA,NA,NA,NA,-0.00227327475135667,-0.00177163499212286,-0.00145841494490678,-0.0018390113467818,-0.00131497180845669,0.000203112860223724,-0.000319354592341398,0.999231625275252,0.999477688800626,0.999437197074537,-0.000611471535355238,0.000373464413330845,0.000427702942849752,-0.000459559334055958,-0.00104377653780445,-0.00190850672133226,0.000560409522063519,-0.00121763266082167,-0.000131455752910469,-8.76918149465943e-05,-0.000126412866867043,-9.1022706444505e-05,-2.4353720150098e-05,-9.45005140898651e-05,-4.44449128614051e-06,-0.000481407296208325,0.000525209264963651,1.84145308466812e-05,-1.48941619050245e-05,4.86443315977487e-05,-4.47932080952094e-06,4.11456700946825e-06,-3.9004391405246e-06,1.43838286699818e-06,0.000501663424148885,-0.000585979567333168
"b_time",-0.00143845762530925,-0.00301504581236845,-0.00474503733869635,1,-0.234504544583195,-0.000418533995093851,-0.000455775952629465,-0.000464674252303647,NA,NA,NA,NA,NA,3.62822807281224e-05,2.52986418027412e-05,4.63629345992136e-05,NA,NA,NA,NA,NA,NA,0.0750566107869817,0.110625190418744,0.0452874586678246,0.0952248335282862,0.0277722210971086,-0.132884771661468,0.0656287540185414,-0.0076517882244924,-0.00871015702203973,-0.00986166373043383,-0.0293364825014639,0.00500802760667439,0.0023431956291398,0.0192169665760339,0.0761354652080071,0.0504394438037097,-0.0279481961641217,0.121493341855034,0.0104036081468741,0.00660783303243142,0.0100398022181173,0.00647685817926913,0.00335753426451994,0.0061836780737202,0.00340272033233967,0.0386818412314804,-0.0397810037731178,-0.00372281465647268,0.00132219857092597,-0.00293429058095094,-0.000585154026463758,-0.000573731428562346,0.00107098565118397,-0.000486669421517638,-0.0404172309805514,0.0469253268640435
"b_dist",0.000857904135824959,-0.000581953895234759,-0.000477121360151689,-0.234504544583195,1,0.000172778568279664,0.000175926476661038,0.00019178383276202,NA,NA,NA,NA,NA,2.80004894728913e-05,2.66395160771707e-05,1.0929940194041e-05,NA,NA,NA,NA,NA,NA,-0.067082916976362,0.0625388188722492,0.0368081413705985,0.0571004634139563,0.0302321124709152,0.0322696697311926,0.0611680064372515,0.000634388429262787,0.00195567797474808,0.00290367102246821,0.0577679148154449,0.0254309221629293,-0.0269739483316781,0.023915779770324,-0.0128585439185153,0.0247495436000895,-0.0501158845796806,-0.0314731107623464,-0.00194431404115997,0.000199600091982117,-0.00287307151753653,-0.000300245854359389,0.000149390342142081,-0.000315504300980546,8.08232274737633e-05,0.015658670544932,-0.012303425660412,0.00132516667378393,-0.0025924350661975,0.00422062582287615,-0.000997875439720572,-0.000225978171219816,-0.00130827840384016,-0.000257586022120602,-0.0171552630282921,0.0136307178905683
"b_CongAB",-3.94137977282939,-3.94123882702868,-3.94092438976968,-0.000418533995093851,0.000172778568279664,1,0.999999984379102,0.99999997973659,NA,NA,NA,NA,NA,-2.01000116315092,-2.01000118225366,-2.01000106027213,NA,NA,NA,NA,NA,NA,-0.000995403981299003,-0.000474139913479714,-0.00188533321266059,-0.000767929326644718,-0.000666726327038639,-0.000628153122668745,-0.000827753695044737,-3.93792121561903,-3.93918739737777,-3.93874262901718,-0.000564635775394977,-0.000677636911842353,0.000944287170407929,5.73863332909318e-05,-0.000245216607307334,0.000157623937235945,8.761241306155e-05,-0.00087237596809851,-3.78342255179038e-05,-2.59673986851877e-05,-3.16451718968806e-05,-1.90205017653164e-05,-1.90186410173174e-05,-2.13380841023064e-05,-2.01113944415124e-05,-0.000241951641623571,0.0002402462641073,1.72749242963357e-05,2.87342182143533e-06,-7.22239572874752e-06,2.14879253159144e-06,2.84548326774017e-06,-1.78222594095825e-06,4.43181980825257e-06,0.000256156606764353,-0.000281603234675028
"b_CongCD",-3.94137996228506,-3.94123888828513,-3.94092442790356,-0.000455775952629465,0.000175926476661038,0.999999984379102,1,0.999999987639762,NA,NA,NA,NA,NA,-2.01000122003392,-2.01000123806342,-2.01000111716022,NA,NA,NA,NA,NA,NA,-0.000999658268088638,-0.000461069962688526,-0.00185940481918071,-0.000745482442354094,-0.00064909388594809,-0.000617163878661871,-0.000835660150501942,-3.93792088183653,-3.93918671553072,-3.93874213243588,-0.000549709158811725,-0.000692014695216694,0.000935939652516951,6.94259553973771e-05,-0.000246956855438917,0.000136518883999268,7.86391346706199e-05,-0.000872598578714111,-3.96240466054709e-05,-2.67629349492214e-05,-3.32835196468327e-05,-1.98635349560224e-05,-1.91622648644752e-05,-2.1797651310926e-05,-2.01628666654181e-05,-0.000233346060007418,0.000232249649698601,1.83981655046741e-05,2.27998986097071e-06,-6.43886028404069e-06,2.03018394587706e-06,2.76339979933149e-06,-2.74909334263505e-06,4.25668644832409e-06,0.000246947803766155,-0.000272421037078165
"b_CongEF",-3.94137987476691,-3.94123892434409,-3.94092470149129,-0.000464674252303647,0.00019178383276202,0.99999997973659,0.999999987639762,1,NA,NA,NA,NA,NA,-2.0100011603537,-2.01000117921355,-2.01000106277112,NA,NA,NA,NA,NA,NA,-0.00102870010256215,-0.000455501152129367,-0.0018550824075722,-0.000744993011059253,-0.000648476291998306,-0.000609917571872538,-0.000846301550040708,-3.93792003152027,-3.93918600079416,-3.93874147486061,-0.000542571216458612,-0.00068223933989422,0.000937567777495273,7.6229025733283e-05,-0.000248452306924688,0.000133144852184599,6.38136545086519e-05,-0.000859534232116844,-3.75545979152605e-05,-2.5101709928098e-05,-3.14935370523441e-05,-1.84556321847316e-05,-1.85002554393291e-05,-2.04013049409022e-05,-1.9324575957165e-05,-0.000227303480701956,0.000225667100198994,1.80041428869479e-05,2.08800054281337e-06,-6.01687291692246e-06,1.86727035391714e-06,2.66613217213107e-06,-2.6493313975411e-06,4.09279529821452e-06,0.000240618099635867,-0.000264696360541017
"b_Sem_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b_Sem_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
