"asc_ruta1","asc_ruta2","asc_ruta3","b_time","b_dist","b_CongAB","b_CongCD","b_CongEF","b_Sem_0","b_Sem_1","b_Sem_2","b_Sem_3","b_Sem_4","b_ACC_0","b_ACC_1","b_ACC_2","b_NO_CAMFD","b_SI_CAMFD","b_NO_PANEL","b_SI_PANEL","b_NO_ZER","b_SI_ZER","b_CSECO","b_Hpico","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","b_HTRB_2","b_HTRB_3","b_HTRB_4","b_EduBasica","b_Exp_1","b_Exp_2","b_Exp_3","b_Exp_4","b_NoInfo_traf","lambda_1","lambda_2","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr","sigma_OmLmVel","sigma_IgPare","sigma_UsoCel","sigma_PasoPeaton","sigma_UsoDirec","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.85,0.932,0.889,0.675,0.688,0.439,1,1.619,1,1,1,1,1,1,1,1,1,-4325.56784487611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.85,0.932,0.889,0.675,0.688,0.439,1,1.619,1,1,1,1,1,1,1,1,1,-4325.56784487611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.85,0.932,0.889,0.675,0.688,0.439,1,1.619,1,1,1,1,1,1,1,1,1,-4325.56784487611
0.0346690518199466,-0.0453309476142749,-0.0693309484631755,0.388544761517551,-0.0379568649805151,0.0491817685542628,-0.0303637803881429,-0.0188179867109284,0.00271694443654269,0.013320664584171,-0.00499985471833497,-0.00308843009406701,-0.00794932275312022,0.01604482968105,0.00141535711009055,-0.0174601853359491,0.0248361902777106,-0.0248361902777106,0.0228973352932371,-0.0379340883227997,0.0118744210340083,-0.0118744210340083,0.0636987373582088,0.0472219995572232,0.00178121990757063,0.0251683421083726,0.0366681997547858,0.0644858373561874,0.0233177910558879,0.00569777475902811,0.0434578469139524,0.0315605037030764,0.0532178077264689,0.0115308590466157,0.0145193072967231,0.00756806548452005,0.0164695273269899,0.0607662557740696,0.965560027339961,0.998164585849736,0.947704718215391,0.818103371793404,0.877340510748792,0.880237519134302,0.841607377468608,0.668000898358412,0.445392371142283,1.01624737051316,1.46445745828655,0.776367550657596,0.78089231881313,0.736209410184529,0.902567319804803,2.02158969675656,0.724560063623357,1.02402704412816,1.02022184198722,0.93198328447761,-4043.182101807
0.05482797253154,-0.0551380891171346,-0.096191282200136,0.278557266002578,-0.0698029317331592,0.0632484420612937,-0.036450672852033,-0.0267977675801621,0.00401675175963733,0.0176207289789149,-0.00699043779784739,-0.0059042812184459,-0.00874276009316024,0.019686447101156,0.000210944730515019,-0.0198973902025724,0.0325201117756923,-0.0325201117756923,0.0306518072685343,-0.0476105765404167,0.0144362848969071,-0.0144362848969071,0.0763514611943741,0.0586040405400657,0.00212923776610009,0.0322723694303491,0.042582034688637,0.0769954985526357,0.0294474045151015,0.00721053618055935,0.0540425741189618,0.0362211483748343,0.0650289811610762,0.0142974596353153,0.0183314997295604,0.00911643029331414,0.0206197224677493,0.0728669837654936,0.953403371969599,0.997445140739509,0.938349967398156,0.81449624580701,0.866228174562831,0.880482759999255,0.859118051221493,0.664819950251983,0.445918017103042,1.01913425355392,1.41705825442594,0.704687132923289,0.718048626585464,0.649526943346972,0.878884130114208,2.13977573388377,0.649084055707303,1.02756657623721,1.02204320400061,0.911637676612641,-3941.60661466569
0.0935121367963219,-0.0932706797704902,-0.114304017907516,0.301935105037245,-0.0949886662756984,0.0779975487251141,-0.0539391108953762,-0.0240584360539353,0.00588497079441386,0.0161890826377502,-0.0105185259344239,-0.00549783021686082,-0.00605769550507669,0.0265222778896381,8.99030377010559e-05,-0.0266121791515365,0.0483082890136118,-0.0483082890136118,0.0382287331425082,-0.0608288859985755,0.0134474712914543,-0.0134474712914543,0.0882468717444086,0.064689303417439,-0.000751050079810313,0.0402860249787601,0.0458350225998174,0.0904785549499565,0.0274231040379347,0.011370072210386,0.0638833391413252,0.0408245714951844,0.0798558644011894,0.0159188860552622,0.0248185880705835,0.0140692780946415,0.0254307975668685,0.0829412763251142,0.847672806676547,0.971959431143713,0.96303977135239,0.84049439000272,0.896242359164851,0.873580045067205,0.848808109289398,0.68716652769429,0.426884406432172,1.0105270719102,1.25980954964973,0.554431806093166,0.701493889220769,0.434188615869009,0.900313728030614,2.12761846021785,0.72143801141595,1.02490746606928,1.00423469410426,0.848961778368547,-3892.87315598993
0.148685270918945,-0.141592694535143,-0.140392534958914,0.296992238427202,-0.125679128159036,0.0949237235449767,-0.0765339499661181,-0.0183897705088719,0.00864468295088709,0.0145726128804883,-0.015847888418965,-0.00449547495197195,-0.00287393254143186,0.0374687811134353,-0.00122238887569257,-0.0362463902180828,0.0699198731948549,-0.0699198731948549,0.0474806950832633,-0.0779940575441807,0.0129486596191609,-0.0129486596191609,0.100004652347616,0.0705401952381113,-0.00512777980252293,0.0510578824712261,0.046588188447011,0.103534474496458,0.0247530510231399,0.0171304390300649,0.0752143972466899,0.0444908294545606,0.0980966211945983,0.0182209550518251,0.0334462647994409,0.0201667183196608,0.0312924131788034,0.0924436025045153,0.704472752737855,0.93352555203345,1.02562190739739,0.84839286911079,1.00048956589123,0.860396441230565,0.837082773292718,0.685231486527209,0.394508155755149,0.985677742412958,1.05301460003986,0.502218099464609,0.709855924270912,0.452165588100381,0.919177835241349,2.14331976364882,0.726947549113779,1.03946349501873,0.989670304930153,0.781293658445462,-3863.78289554664
0.232354870474987,-0.208715272484917,-0.172579115631163,0.287180712520675,-0.154856754375459,0.110616458502832,-0.109377021738538,-0.00123943429332651,0.0127249485378537,0.0107917344464902,-0.0240073362813995,-0.001060544101862,0.00155119820526476,0.0564939820790603,-0.00473620631481036,-0.0517577718741712,0.101404379405001,-0.101404379405001,0.0568267129354641,-0.0997901366219558,0.0127257325923132,-0.0127257325923132,0.105887420453221,0.0710352549057983,-0.0128121872025429,0.0648186745938541,0.0382406246981022,0.109134352507384,0.0181640811172932,0.0262251495886345,0.0856577027298893,0.0430994766949541,0.119368624324,0.0202346637602166,0.045668534541103,0.0279173015022099,0.0377956005385102,0.0942771240057619,0.493489980009033,0.863106252480984,1.13298258163731,0.887750553362961,0.95095607106646,0.87728631563466,0.82656073631767,0.71033642505917,0.370837536037611,0.915577129143408,0.804426844456978,0.582637243764997,0.730102285524085,0.426810273220527,0.923555427698881,2.16415784106643,0.713650436180275,1.04621524529781,0.97826705228217,0.74487370318449,-3842.72796074918
0.541286415087218,-0.436727606076341,-0.261202852871119,0.292285182874253,-0.188378900839819,0.128679150655944,-0.227443119607301,0.0987639635077139,0.0271776189479348,-0.0112095776774074,-0.0548357558523918,0.021182716382669,0.0176850064787842,0.139986432586395,-0.024724848671238,-0.115261577426727,0.214936989125386,-0.214936989125386,0.0710017172438512,-0.163512542811134,0.0133707202574822,-0.0133707202574822,0.0828595284169534,0.0403932893358558,-0.0467148927628621,0.106829092604364,-0.0303107657584783,0.0733422662688077,-0.0160386353486229,0.0631568735719943,0.0998623584405638,0.0100787132917258,0.177413425620228,0.0224621765962576,0.0893782951914494,0.0515599011246672,0.0526637807308906,0.0520478722683666,-0.281549968932342,0.541292133380265,0.948463678363093,1.00409346994987,0.956250666696248,1.00724645084114,0.803739048972629,0.82998276130451,0.374550820195151,0.535083119246564,0.390791112076955,0.600236328352344,0.676498521910743,0.437561866884533,0.863722061776554,2.17728159920731,0.638547549088068,1.01333759045364,0.937056643107548,1.09512067992198,-3832.64177544449
0.760662269913198,-0.595693885497755,-0.335502550577406,0.268001846149448,-0.18118783196343,0.132263283729643,-0.318263017462059,0.185999720100322,0.0377416266251974,-0.0327145586503762,-0.0785966684889401,0.0426710320222913,0.0308985885016892,0.223934459571533,-0.0484472254056535,-0.175487222678891,0.304005009637554,-0.304005009637554,0.0655423711802302,-0.202322611074319,0.0223435029032182,-0.0223435029032182,0.0718747901072652,0.0235688194824814,-0.0782966394784369,0.141657521283073,-0.0873077277226797,0.0353832168290407,-0.034157811244975,0.101477378578576,0.118515510554717,-0.0239688952660173,0.231969753222771,0.0293913387401364,0.133916867783194,0.0690311272660737,0.0645605525135326,0.0126201388378308,-0.846059864212151,0.298707557655776,0.996206189874136,0.891677598997826,0.919789611941141,1.03702368784238,0.809310963178071,0.722727329302605,0.442852952700109,0.535319457219163,0.403098529126303,0.553889443586303,0.66580858369449,0.438603965414572,0.858247758443292,2.20350419856363,0.669431268582564,1.02815372826639,1.2239768350319,1.22400475514269,-3825.19599106146
0.869834127228881,-0.688291626768898,-0.406919465609069,0.282645245175461,-0.16111939177878,0.142741426991595,-0.381449344066212,0.238707892428008,0.0434968958429563,-0.0536768858726593,-0.096164685795228,0.0601556452503598,0.0461890628036672,0.308432547791947,-0.0737513281348566,-0.234681204037829,0.368732085388881,-0.368732085388881,0.0477601885196815,-0.22353443470922,0.0405079802283988,-0.0405079802283988,0.103948894181356,0.0428271732024882,-0.108676306050933,0.172267267844528,-0.108149367825483,0.028358227512417,-0.0314232661318126,0.14429356204081,0.159017554890799,-0.0448134907252759,0.298877104616902,0.0463184245364185,0.187577778203404,0.082705588921102,0.07808999136262,0.00137728179174784,-1.17893930923805,0.153495746242308,1.01297020390844,0.840641041124521,0.884877383219914,0.935604613847934,0.811617685986703,0.694297279929337,0.467282051620336,0.454579244169017,0.587222038474341,0.526531215961492,0.674434475717518,0.430270551009345,0.870713868599332,2.17707451638311,0.573481612802505,1.02515976413255,1.17827628118045,1.08749194120308,-3815.8420727828
0.910773418329235,-0.71944514745141,-0.4413045294134,0.264210934396652,-0.154347780639212,0.146345438728485,-0.404370804483963,0.258025336503054,0.0457865882211453,-0.0620209412718687,-0.103498226586663,0.0667398983505571,0.0529927186425226,0.346242316602576,-0.0850675384277657,-0.261174761239681,0.393832300993419,-0.393832300993419,0.0398290472570834,-0.232394379625142,0.0500381003110176,-0.0500381003110176,0.119147212398286,0.0529653356815326,-0.122537754035428,0.184027995742002,-0.115483585618241,0.0254763221942962,-0.0291822547639814,0.16334088840594,0.177030727347325,-0.0540530354119748,0.326782616524047,0.0546911948140215,0.211959078696049,0.0874909868943484,0.0836267692599024,-0.00406865666818551,-1.28864663346028,0.102775218678336,0.986537509256173,0.839941501028211,0.8782849931176,0.91159232659463,0.816729635564169,0.703176962969172,0.468011489799095,0.437370574421578,0.657065538777165,0.543498285660377,0.66122637194684,0.439057438318306,0.859602992128835,2.1962466624011,0.614260909317584,1.02487105655437,1.15865010269184,1.01044849573142,-3811.37205741721
0.966681124189708,-0.745169904717552,-0.508605144760735,0.273183135707792,-0.112587574742624,0.128230362856768,-0.433123197477976,0.304892794509234,0.0481039209618424,-0.0836473755048672,-0.122242365337394,0.0833333170268122,0.0744525607389643,0.440353979280533,-0.112190750648072,-0.328163201678881,0.434063790048637,-0.434063790048637,0.0165751273183808,-0.247637183882041,0.0730851053451373,-0.0730851053451373,0.139571470046991,0.0650121174188931,-0.162702397467316,0.193925414047566,-0.136236854788116,-0.000455030384959514,-0.0337621697411215,0.210181482197217,0.205454384559881,-0.0846385451120081,0.369727790737314,0.0758504906293974,0.273845331668235,0.0912707010702705,0.0900051482372507,-0.0412128273766626,-1.38783617769039,0.0356418558374343,0.910481482503535,0.937032529321222,0.901532436430254,1.01237538670594,0.810153192579213,0.713469244970477,0.42328424577692,0.505567606635329,0.732601213665739,0.573218399555002,0.65372238921336,0.431117135105837,0.828156481693409,2.1802633543795,0.561895341305458,1.02502102518768,1.184798727445,0.854266232331478,-3810.88519461795
0.997048927422052,-0.742680727119896,-0.581384669008473,0.264360300838755,-0.0761268581569248,0.101696608661758,-0.446970827893543,0.34527416876029,0.0485244810750947,-0.104814712583787,-0.142512112314373,0.0983856527888901,0.100416774420466,0.541577802432677,-0.139022855644758,-0.402554905251204,0.465353734303324,-0.465353734303324,-0.00590291264715192,-0.265922520573744,0.0978031925599748,-0.0978031925599748,0.162015208120421,0.0801984531249505,-0.209914183817025,0.196769263448304,-0.152631447269044,-0.0286243842347922,-0.039952286924426,0.261798235418083,0.23323775390168,-0.116082387921913,0.407331820812013,0.101766709769029,0.34492031613317,0.0915805259244346,0.0956610009547977,-0.0840237788957123,-1.38679447686207,0.00248885301349876,0.973475816778917,0.94517981966081,0.92668200209786,1.1159009016366,0.807923130381775,0.763172509717032,0.39555885468326,0.543825731060122,0.785228504389136,0.55754476226753,0.637155798269325,0.434292932794776,0.841862987713885,2.19320600179175,0.561306795412323,1.01630942614817,1.13027370122857,0.839734866367326,-3806.75713913198
1.00232513365116,-0.719852044269089,-0.711120624179465,0.243453421683351,-0.0472246278811469,0.0678751731011466,-0.460072580129824,0.392197333589417,0.0462081940166924,-0.140451797074,-0.176923470502128,0.120273125980514,0.150894071874955,0.715583194722826,-0.177842977190566,-0.537740155429433,0.511133534135763,-0.511133534135764,-0.0394969274850782,-0.305744267633184,0.137180966857562,-0.137180966857562,0.225375510971937,0.128294351179965,-0.297949285871035,0.20324464984789,-0.159619570716134,-0.0555140175470787,-0.0434559165436364,0.357198454441702,0.293412611581844,-0.155489324523325,0.483592866025137,0.155496778952536,0.480564407877969,0.0924163725039662,0.110987635878459,-0.137783095281813,-1.32404859079283,-0.0218050637090197,1.00988017605448,1.00523231354655,0.975117792049116,1.12621467519308,0.8215607307012,0.74101538967507,0.439474113668184,0.585948784870008,0.80225130152386,0.566184458978315,0.712428780128847,0.406708069818323,0.821766939064141,2.21099003685958,0.569523305451117,1.04205035155853,1.07887435040778,0.878674678384714,-3802.11750753572
0.965605673245664,-0.646670751845701,-1.03245944567854,0.260290843266129,0.00796764309474332,-0.0190953678596187,-0.480997494129211,0.500092719197827,0.0358313060928975,-0.238241812712019,-0.26496934678906,0.174599483650263,0.292780604417957,1.16451621299356,-0.262383897495618,-0.902132201963825,0.616838539925397,-0.616838539925398,-0.126017458220733,-0.417046210984964,0.227987908421151,-0.227987908421151,0.399305895320321,0.261723307509241,-0.54125307359229,0.214884620634964,-0.162976756057987,-0.118392224864065,-0.0570433788386322,0.614703280042975,0.448733414994607,-0.24395867285676,0.682232894810477,0.304375886687418,0.850079786404642,0.0941642192351188,0.155584065430066,-0.272193778989224,-1.1167469935881,-0.0471750693288345,1.02753690823509,1.09428297059175,0.956945210036969,1.01679581305466,0.860749883621064,0.75985543948317,0.574671489466462,0.700468331356236,0.729366616569804,0.547503946761475,0.609326131256546,0.443469969646819,0.85274972584108,2.15083514921285,0.566951792399851,1.05199381253647,1.06136596888937,0.935888853173644,-3792.77862407625
0.916804668829119,-0.574052376446342,-1.28800797902891,0.256832589276843,0.0555758469766784,-0.122051547072047,-0.479677021263454,0.601728349591185,0.0229210279336558,-0.338893060528652,-0.338959367134491,0.217886660932569,0.437045087398462,1.5656893132219,-0.303586222282502,-1.26210292581588,0.688932131063945,-0.688932131063945,-0.214031092703709,-0.526744510683206,0.28731741096972,-0.28731741096972,0.513727719390865,0.347124974873584,-0.794648954979974,0.203319427420362,-0.18136698374299,-0.215719336326118,-0.10239848947175,0.860986900230123,0.547135967636592,-0.317341498464527,0.828627590002615,0.447267866392357,1.2049566705166,0.0914558796183554,0.197424553012924,-0.434995163593809,-0.899317218774505,-0.0188796911162593,0.909036117670419,0.86709515293103,0.931783166161658,0.946957294462198,0.912936998972737,0.807120097303782,0.60642680166387,0.742626708150425,0.591845283335165,0.566331039944767,0.665273943287247,0.426695729660931,0.832074795473454,2.10942214555631,0.543429590292973,0.970317812255245,1.07354956756415,0.90933138371727,-3789.00129555881
0.863031157179328,-0.525907045236288,-1.45879221183166,0.249294851493735,0.0725862749637588,-0.222163209244914,-0.458470976983162,0.680633891300485,0.00742200225479492,-0.435748909258529,-0.391374599827887,0.240826717970764,0.578875244403105,1.88534006156671,-0.285275964081274,-1.60006388535326,0.721147903833308,-0.721147903833309,-0.29704728940098,-0.632127672769738,0.305138021217645,-0.305138021217645,0.566994118206046,0.380727334163773,-1.04592713560752,0.1692936960231,-0.206230526558831,-0.330671171637241,-0.17999408077511,1.08076959113557,0.58284997700069,-0.358653572098742,0.917612769596981,0.578162530000958,1.52582393530217,0.0883244513006176,0.237160233272851,-0.605653858744006,-0.710124344990955,0.0749398824058512,0.820726850851164,0.715134220873459,0.850948905983943,0.913054798262999,0.94489761030014,0.602161728177678,0.442724726798957,0.668863680880451,0.497121383115452,0.552035329815001,0.622578250745912,0.421329049061726,0.832441033632003,2.08477236823153,0.569266786149181,1.04026373874544,1.04028837060792,0.888464532011324,-3785.55671700503
