"asc_ruta2","asc_ruta3","asc_rutaEC","b_tt","b_dt","b_CongAB_ruta1","b_CongCD_ruta1","b_CongAB_ruta2","b_CongCD_ruta2","b_CongAB_ruta3","b_CongCD_ruta3","b_CongAB_rutaEC","b_CongCD_rutaEC","b_Sem_0_ruta1","b_Sem_0_ruta2","b_Sem_0_ruta3","b_Sem_0_rutaEC","b_Sem_1_ruta1","b_Sem_1_ruta2","b_Sem_1_ruta3","b_Sem_1_rutaEC","b_Sem_2_ruta1","b_Sem_2_ruta2","b_Sem_2_ruta3","b_Sem_2_rutaEC","b_Sem_3_ruta1","b_Sem_3_ruta2","b_Sem_3_ruta3","b_Sem_3_rutaEC","b_ACC_0_ruta1","b_ACC_0_ruta2","b_ACC_0_ruta3","b_ACC_0_rutaEC","b_ACC_1_ruta1","b_ACC_1_ruta2","b_ACC_1_ruta3","b_ACC_1_rutaEC","logLike"
-1.38083778999886,-2.13730398009627,2.30350064835455,0.0841258243422442,-0.31745156844913,1.13354282560795,0.488691984573622,-0.2060770255981,0.18789497753091,-1.29496513541808,1.24014127693798,1.38435707667414,1.1545923535101,0.182353360598058,1.33792085904298,0.605389002882168,-0.88847777371377,-0.0786295936502567,1.94616819737672,1.18708338769195,-0.494490185779019,-0.239765144372388,1.93069501170671,1.00933480462618,-0.570669803193677,0.512660975827233,1.40038958791988,0.929468943133941,0.308579806100008,3.48289621948175,2.13999802246454,2.81359904164456,1.33868370344779,2.899345685885,2.77470257384919,1.9578136790623,0.398364385269517,-286.74946458061
-1.4519271983467,-2.16103847211596,2.40612028008097,0.0830996805460289,-0.319654996234998,1.15328009708464,0.471855745617999,-0.225144475889314,0.297203030289472,-1.35172806113108,1.23595507608807,1.3472478488432,1.08311066134376,0.134260115651295,1.3904604163901,0.650372170245643,-0.883429941655356,-0.135436615164124,2.02408209045838,1.23251709895237,-0.495660923882105,-0.263745186010404,2.0048912315483,1.01686177843238,-0.556344242293953,0.50137193986484,1.46255372609056,0.908088927218815,0.280015204652055,3.62037218583072,2.20645715643296,2.92508392033635,1.37045120807857,3.02479208941603,2.85721960045845,2.15437751765824,0.374642061090166,-286.544352266178
-1.81548463686755,-2.37637619519779,3.0682260995741,0.0790286198826728,-0.352425163263758,1.17454214048672,0.427153742499827,-0.306676152150418,0.313986832987762,-1.67249193707653,1.31168553415104,1.30057401602288,0.969290301654281,0.0298473476934293,1.68908123592389,0.790496919829791,-0.833185681981643,-0.348502917389554,2.30754798220932,1.30419885460919,-0.55871869594275,-0.421155380785697,2.50069179567184,1.12487968635801,-0.590306158195132,0.268281571615724,1.96952244343027,0.750186744742521,0.20643520668992,4.31361277947708,2.72266506086782,3.6466638701269,1.28036932483176,3.76068613152305,3.24105049854399,3.0601739771312,0.566900338980556,-286.27890097482
-1.90170824474363,-2.44348851450517,3.23291769760813,0.0777881957846706,-0.357239170850229,1.1396821794876,0.398314671572746,-0.311465334560152,0.352511784798011,-1.76392401080343,1.31724629617683,1.29956106514263,0.95349050559601,-0.0117388842551647,1.79327136206759,0.808881548880578,-0.889943999603892,-0.37928565600229,2.49787447807952,1.25281097715054,-0.570387962813505,-0.47321365444315,2.52544957434238,1.11289991412493,-0.637315510415145,0.213583454081557,2.10108523704068,0.779203018332572,0.259271120144536,4.50067731891899,2.83728464428402,3.86053392196683,1.28063138344671,3.99799835447701,3.37686033835177,3.29697639148817,0.563688048949124,-286.027998848495
-1.94386137186527,-2.49295488517163,3.35251025564165,0.0776404876084991,-0.359353664458785,1.08436952697198,0.381753232138834,-0.301438664199939,0.390178058121121,-1.83988572922441,1.30663886396515,1.3055764434333,0.978008676134788,-0.094846335312682,1.90017895910013,0.787461200163874,-0.95088833795069,-0.428029955122624,2.5767205062441,1.17529202958777,-0.603237681460419,-0.501131003803146,2.64959267560205,1.03683323995947,-0.635812480367715,0.225433859425064,2.16108645196984,0.863995047937114,0.274470402853118,4.66225764055723,2.85423702210997,4.05312759281161,1.28052194265395,4.17458434971126,3.55675219329704,3.4684536861183,0.527427750164759,-285.759372466633
-2.05090503039475,-2.56764298680247,3.77847561400153,0.0727574403236712,-0.344897503771239,1.20672696194907,0.466945254042582,-0.219501207961494,0.396792611495705,-2.05985139449804,1.18320134303056,1.2890353065402,1.00778904074062,-0.346167576362011,2.25505106406157,0.474317596901297,-1.11140633296978,-0.481649913893397,2.75994995252057,1.03050233984092,-0.650341074056574,-0.599669734649194,2.81962525807978,0.919552241891431,-0.693175159589248,0.211569262810096,2.38905196564461,0.853462625093694,0.309084893339313,5.09392391767718,3.09365717654612,4.61282056211191,1.32557406855944,4.54962221633398,3.7316030672499,3.91668136911646,0.359291127700328,-285.434251754134
-2.07830688124003,-2.5932610627252,3.87403520648714,0.0746285018462758,-0.347138316187224,1.17882155628742,0.463706085165278,-0.221661957063672,0.373412124507164,-2.11248063119271,1.25075754341672,1.28137652677256,1.00811812703669,-0.349518182124739,2.29766909623503,0.4212348542518,-1.0957605314365,-0.493453575174827,2.85460076697289,1.02554441122213,-0.661823390045301,-0.635260824622898,2.87456737320949,0.862406143212503,-0.719093566797309,0.191019325308207,2.4252720216535,0.818824509801531,0.277324071993821,5.18674358342126,3.1269898984936,4.71846854146251,1.31791918656406,4.64090680033264,3.80992096209382,4.01727612896217,0.342799423576603,-285.303380966824
-2.31519580284405,-2.72674875175235,4.42792371591877,0.0838650638965048,-0.382635858654984,1.10559844881327,0.430609471221103,-0.312376249236127,0.32445089645288,-2.45366465492213,1.31620401450452,1.33712598721405,1.05663280913281,-0.302914805667993,2.52972880246333,0.235085465602901,-1.07732754601471,-0.546905923391277,3.33727575228733,0.724914375388394,-0.730293849769552,-0.686251335110413,3.35294192493976,0.772667923189763,-0.782410620537333,-0.00997159608781245,2.73506992827231,0.568132055138217,0.0564525419739251,5.7102224227872,3.43063552504929,5.45807397295142,1.2248456620026,5.36291791426878,4.26866600119018,4.68443494745064,0.260239257390117,-285.233100001747
-2.56001343979433,-2.79419161207883,5.1136324279617,0.0835059692291502,-0.390510429963253,0.973224779405919,0.413722589716483,-0.365512192972336,0.314672228322912,-2.80556414999816,1.46471045190067,1.33938445001888,1.07987572161645,-0.430686362593967,2.85575235494155,0.12291159176144,-1.19207801432716,-0.666939656340516,3.62092676754149,0.702728683895511,-0.811322177334232,-0.809651181542378,3.73064042625568,0.407473006528942,-0.84913544486137,0.0551883584266154,3.2235444269738,0.38468748895841,0.178994259090013,6.37262694284976,3.89855777735313,6.27297107918331,1.11869239568641,5.76846048282442,4.53464082352134,5.39079428525867,0.308294763936934,-285.118041408681
-2.48298487556456,-2.77589438820999,5.07246328388383,0.0788941379233549,-0.361343176495403,1.19507940657984,0.448282047993344,-0.283812981501226,0.296191696113767,-2.79467377671742,1.40353777897768,1.27732805630285,1.0076336535295,-0.447150727710664,2.92508668164186,0.0535994645650091,-1.20291473159535,-0.634701975441012,3.54535522671581,0.724590171552565,-0.780336267002722,-0.758911674169423,3.594871682515,0.487086246103292,-0.81892617393578,0.0800353211206762,3.2415429919525,0.369249398564285,0.164701421713271,6.2302303250029,3.76478010449595,6.16372539217679,1.14227622588462,5.79588848836328,4.58145513142905,5.42392120946196,0.265760288211874,-284.928308288726
-2.48591002471073,-2.75582312519158,5.08541321641771,0.0782480369572838,-0.36128526500265,1.18497022396653,0.454841136342526,-0.269633145666274,0.313240554120352,-2.80012872928938,1.36617324743491,1.2821569144945,1.01251760885748,-0.432401926439786,2.93747264208439,0.0292068514604671,-1.17498049156167,-0.624094144353766,3.5696147879238,0.686917614446147,-0.774916762941684,-0.757648994344502,3.6068737269779,0.52071247966309,-0.822939163905976,0.0693384932491123,3.1990527672767,0.385287950073368,0.151464324703863,6.25349407721693,3.77961915735473,6.17000554225165,1.15016444951348,5.76263552052493,4.56065299160497,5.44997090696617,0.250816419044202,-284.854142537921
-2.62756568265311,-2.74626979305471,5.33944943070369,0.0801841203931757,-0.372445947173635,1.1199560360185,0.434010344511093,-0.278909739393717,0.329320606784976,-2.96109461452286,1.30721029388725,1.31974369913045,1.04403518550853,-0.374695693339429,3.08067512394734,-0.066647378117739,-1.18644913691202,-0.581047943983505,3.75588505317502,0.59540255015368,-0.775650317022126,-0.706366399854585,3.84005102345469,0.36524649649092,-0.822858301951371,0.0533469397076746,3.25959204529429,0.342990542818414,0.128402916764271,6.47216155959217,4.01947005237624,6.50555153767932,1.10495784386062,6.05843989136717,4.59667536423993,5.77689993784777,0.193581030719465,-284.851944902674
-2.67772312189897,-2.76474217430058,5.68789842897534,0.0803841543788975,-0.375534040984475,1.06582174586555,0.442723816069218,-0.304093548837084,0.338540255371962,-3.16660047220168,1.32106216206138,1.34629228061238,1.07589424608628,-0.381713841804191,3.26149892671505,-0.161915243206641,-1.17977884640047,-0.595566896855949,3.97375373860621,0.447160152401942,-0.792684999914922,-0.724639584689329,4.03843497475911,0.358591723921687,-0.834667064802542,0.0803016463758953,3.55602729092685,0.174177993366202,0.142623118515107,6.82117235820569,4.18935659475622,6.95325024161197,1.07229302444878,6.2304323173151,4.88981511263075,6.15699358070843,0.162982350530729,-284.784857429725
-2.69064116092521,-2.77620769158651,5.76337797149429,0.0787542796272213,-0.364474215494751,1.16442277341982,0.461744257252125,-0.285866851729411,0.33995294017659,-3.2035294837337,1.39236107075356,1.29928935905132,1.02854310886096,-0.389915862253033,3.31783397087101,-0.174458185997448,-1.16884431220941,-0.589440932974278,3.98408668115538,0.43305574760102,-0.774413211521513,-0.717244721602049,4.04770486770768,0.356039921014419,-0.819482752130273,0.106761725332719,3.56167530995436,0.221012079863886,0.161390561299236,6.83348242363919,4.19845730928107,6.99172856176963,1.06660252338285,6.2943205476727,4.8970928720951,6.2436838323598,0.177473074826843,-284.745617140238
-2.70607301205917,-2.76802127224768,5.84088494991706,0.0783269886417117,-0.365905570317535,1.13829292220969,0.439008952500776,-0.265548002729429,0.318363685221743,-3.26920676066198,1.29039027276133,1.31170344111125,1.0403400753521,-0.346680225146757,3.39736588247987,-0.203386627828556,-1.15280018629656,-0.56569721222833,4.03428921618826,0.516178411335355,-0.767546616484853,-0.694869970114348,4.08189776417505,0.297467025159733,-0.815733015161205,0.107926410087028,3.6457598233114,0.192545864584948,0.155240367965071,6.90271948774416,4.24105113025979,7.09822953091572,1.05450391840885,6.4067558574645,4.9625994720004,6.39684377789251,0.146927876070655,-284.738243358005
-2.75175085819755,-2.77763899239829,6.00041804865377,0.0792018647963248,-0.366404354057073,1.12544363128243,0.44411628417991,-0.27755962675877,0.324074961760431,-3.36772695460955,1.33120953378701,1.31667017381922,1.04506703489602,-0.351534812128604,3.48641767025119,-0.221718104701172,-1.17513264335118,-0.547549590704748,4.14446925818514,0.434760347765707,-0.760930763303855,-0.669433676622364,4.20999142323902,0.293028443419149,-0.801631490477365,0.137991925059188,3.72716336122421,0.140308000414189,0.180834279678863,7.04316443999077,4.35125470767541,7.27940339834949,1.03940201822215,6.53893888825719,5.0488646225621,6.57147100021986,0.132978051192558,-284.710802821667
-2.76129950134222,-2.78235002032117,6.04490116663991,0.0792625376567958,-0.3665087653241,1.13058989244287,0.447433611756466,-0.281426771308018,0.330975261943387,-3.3957564286425,1.33762906865487,1.31900844582054,1.04677085697269,-0.343003686056397,3.51065005046934,-0.227945349584442,-1.16570578910643,-0.543951606000856,4.16988514288159,0.420564375277461,-0.759433238051417,-0.666961008015969,4.23609806422334,0.284560013902505,-0.801484012491941,0.139383102818879,3.7618984687466,0.145156451197703,0.177879380450434,7.08290967443866,4.37861935589152,7.33508550733767,1.03670412888952,6.5728977443285,5.07379010819788,6.61619502306658,0.131119036537305,-284.705935798078
-2.82569907456193,-2.81940071535478,6.34964077914451,0.0785833652450887,-0.366389862651363,1.13509222040641,0.450129244594679,-0.286453876828728,0.334387467779187,-3.59266979669321,1.34824391304725,1.31577017944508,1.04457333558313,-0.306544781906478,3.69541952624151,-0.258925404965304,-1.13852936026396,-0.516696974309594,4.363602333616,0.391616093867349,-0.741993684308456,-0.641040291996676,4.4244178668954,0.271901447504774,-0.786259666807833,0.170906918273175,3.94429366239169,0.131318825955787,0.191613102894795,7.35044480840455,4.54672638295744,7.70616086940893,1.01735373823197,6.82640215050527,5.24889673444608,6.9394331024724,0.119826083422793,-284.692192608777
-2.90670745184916,-2.85130794866264,6.73120193401463,0.0791516154349877,-0.364434460390843,1.14797094331018,0.455432387067984,-0.28507890365316,0.342458432191764,-3.85332676579026,1.35952866355688,1.31941204951288,1.04771974949988,-0.2641302920322,3.95467226504152,-0.259584534969723,-1.10670582118486,-0.479219920114605,4.5994615248973,0.380414836463198,-0.720872243460136,-0.606055267216797,4.6622404241424,0.257173668744523,-0.766607141033358,0.206575873219125,4.21479505778636,0.134261888683429,0.209597328490882,7.69988517286658,4.77002798594925,8.11706758364919,0.999163131559608,7.1726385017303,5.47974450690463,7.41599576746039,0.0983138411962414,-284.677419825395
-2.97897565178679,-2.90623625183526,7.07703427498552,0.0790290857280542,-0.363633129550869,1.14306158048536,0.452565275270563,-0.284755432904869,0.337364409496318,-4.09714204859258,1.34767300301883,1.31978747388738,1.04727954545352,-0.233160604749385,4.18792240712599,-0.229891650915478,-1.09137396361031,-0.44705867581145,4.8321010814854,0.412637467288865,-0.702119495847898,-0.573767020090267,4.89151929131225,0.274636554855055,-0.748761048494752,0.233532636884457,4.43989454218829,0.148913567029834,0.22354134721958,8.02922026910614,4.97272923231037,8.51221536651292,0.995366431171175,7.51279055248689,5.68293230835654,7.79282565478109,0.0893238274593889,-284.662167600064
-3.12726416333035,-3.02313999154696,7.73205696473904,0.0794242087098118,-0.363376259417099,1.13119973296871,0.446995583917482,-0.283615712200532,0.32620919867865,-4.57014545372464,1.33309524034614,1.32069408194884,1.04968449720774,-0.208360186161427,4.63938491511515,-0.137544944691233,-1.07827673348354,-0.422571075620014,5.28025568297202,0.506802766111574,-0.685198928293029,-0.55145275239546,5.33608153914418,0.354429828118264,-0.732896517226165,0.253392217316235,4.86391707229498,0.215909694905227,0.236071005327369,8.68817108292907,5.35768472420719,9.23274335314157,1.00292414894456,8.17843489922757,6.06995161371462,8.52941035299528,0.0909570608912587,-284.641858876051
