"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","lambda3","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel1","zeta_UsoCel2","zeta_PasoPeaton","zeta_UsoDirec","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4"
"asc_ruta2",0.0460002670968147,0.0309983574763394,-0.0233616496495848,-0.00612418788327256,0.0196233824602513,0.0939764220645512,-0.00124154533361663,-0.0942308362878482,-0.0025482231157313,0.00128209200225199,-0.00373994768540194,-0.0354137135974815,-0.00977536977558406,-0.0206879267202434,0.0293552574869556,-0.0288648429884109,-0.0139633468771101,-0.0179816842110473,0.026264143273693,-0.1351330336501,-0.000204267709623938,-0.000679184574588637,1.11264926779335e-05,-0.000399028142814028,-1.62245572283065e-05,-1.94132695563211e-05,-0.000117525304890088,0.000281324421810731,0.000141066324194424,0.000915491306878817,0.00311792638424207,-0.00374144196191586,0.000607648664749168,0.0046091560621245,-0.0198845311546138,-0.000638605412758167,-0.00155006934642515,-0.00145240989584438,-0.00100516990881292,-0.0148069256741474,-0.00504456064175912,-0.00520962281139932,-0.00861511075591255,-0.00857797016763647,-0.00339445107713109,-0.00315498609200009,-0.00664169329213532,-0.0115657485185723,-0.0139801096495986,-0.0114424344154132,-0.017250528155603,-0.00557139338689342,-0.0034942541559339,-0.00258336694786553,-0.00514016919953692,-0.00137039101431712,0.00464595549759846,0.00170015851522031,0.000309635337521648,0.0013048683254331,-0.0318751734875937,-0.0171111053538337,-0.0646372638136044,-0.00192831903134362,0.000458304131525541,0.00133024014308962,0.0032984173085779,-0.00160447306162719,-0.000326918310972913,0.00037057291664187,-0.00196017583650467,0.00178110551473457,-0.00014577738654207,0.000294522041240728,-0.00130121038941933
"asc_ruta3",0.0309983574763394,0.107415058427453,0.111510467972104,-0.0115295833847122,0.0398528239141062,0.0416063852974554,0.000886992966196115,-0.129879971394313,-0.00291338217436122,-0.00158603477159049,-0.45293691544738,-0.0265268166375228,0.0621871904510083,-0.0289883128401403,0.111857423189968,-0.123905894089289,0.00357505620999333,-0.0176466281275368,0.0243226709795527,-0.196886319243023,0.00182340843264131,-0.0030355183377063,-6.88914952817398e-06,-0.000945159267039535,-9.93231519748704e-06,5.00901315420838e-05,-2.24386877689387e-05,0.000231984779954044,0.000151730849514953,0.0219242771268565,-0.0122717297546976,0.00642806225598505,0.00513739268903112,0.00652380895463953,-0.0427780895959284,-0.00447685438726124,-0.000393291930352613,-8.76914395468084e-05,2.16191576886406e-05,-0.0172335619667762,-0.000697228176313526,-0.00148814616921311,0.00515578214670443,-0.00495962385950632,-0.0181931396527409,-0.0214383192023799,-0.0317725649886403,-0.0130074899880877,-0.0129155304279419,-0.0130277300921801,-0.00082186210773767,-0.0059574226859771,-0.00356016939343349,-0.00223015896039902,-0.00357629430913781,0.00114423121721886,0.0102242561204758,0.00613515656486166,0.0113284466137988,0.0196173314638733,-0.0388200892715109,-0.0228617645499239,-0.0681612480350268,4.3269419094944e-05,-0.000234975966825439,0.000936171560372355,0.00254163544155599,-0.00330078634493131,0.000947945336183803,0.0012641663589764,0.00146942313459648,-0.00209494409170046,-0.00356981678543065,-0.000913457430688517,0.00150973247820233
"asc_rutaEC",-0.0233616496495802,0.111510467972106,185.214221336091,-0.0304930955323537,-0.00203764891363261,-90.4072993829519,0.162705221861115,19.0265362512182,0.998470145926413,-6.4241391466013,154.720555171127,-4.26265530825984,46.4149667599943,-22.0257639652274,-6.81669158182632,27.7867576102753,-2.02623735057684,1.61451185458826,-0.684098856479458,-73.9810733419695,-0.8155179861641,0.120691864498213,-0.0264369088162273,0.272653722555708,0.00131572114789504,0.0100192655507155,0.00765956869319075,-0.0714394281486151,-0.0393163350111305,-0.0908708682840376,-0.358647135926527,-1.14748996890231,-0.0598204947424359,-0.0660899653340083,6.42937084850381,-0.0477917890578069,-0.15583169564271,-0.00206221320561893,0.24123734545677,-1.92540954619678,-1.64449183233146,-1.45064040910774,-2.68375737269843,-0.573214094166759,-0.924168734029646,-0.986658130696542,-1.47251304542145,-1.42428137116694,-2.50458814803041,-2.27288445133663,-6.91491817588258,-0.569418758109671,-0.418138975768079,-0.596409141277092,-1.26473129955745,-0.215927295718385,-0.380659318584662,-0.0201293488798231,0.199766484126253,-7.69119994701414,5.04555392771684,3.68293366527176,7.04239413830747,-0.154411585491231,-0.029378890974837,0.0518894048123576,0.135311167576661,-0.131289776277501,-0.0933083314297099,-0.176022134244794,-0.366699529978964,-0.293263224348815,-0.0774962572809956,-0.063421241090135,-0.274001514228824
"b_time",-0.00612418788327256,-0.0115295833847122,-0.0304930955323538,0.00341766715463227,-0.00964313121377906,0.00335207995376318,-0.00232897905000142,0.0208319356111398,0.000482292681730154,-0.000328098504950914,0.0310137173758435,0.0116366399204447,-0.0161583744533694,0.00958425565013116,-0.0225926471242171,0.0186652970458188,0.0126921565300917,0.00653698997473721,-0.00820587598767374,0.055750028010204,-5.97221508941478e-05,8.39555163042591e-05,1.40150496716695e-05,-0.000170638229815498,5.47880550178551e-06,-1.22008050330675e-05,1.15737739657573e-05,-7.75439986383832e-05,-6.50468963027313e-05,-0.0026708170795502,3.52059292810103e-05,-0.00280749335261118,-0.0012046747675879,0.000422382327579924,0.0160932249490409,0.000761584310260754,0.000216163586960435,0.000657401847888552,0.00042273052147315,0.00157202142167832,-0.0016530974608329,-0.00167951640968235,-0.00368574645517341,0.000305488804993547,7.67051544376156e-05,0.000176950366210562,0.000540976648339879,0.00141078957142946,-0.00142011252658064,-0.00195188608500491,-0.00400206850328889,0.00040888181912197,-0.000466382362819719,-0.000864820751532467,-0.00160013947719889,0.000422428622369967,0.000323186391761002,0.0013978060926378,0.00157936238281759,0.000676530718225734,0.0198431838445721,0.0147111541827184,0.0285552031076496,0.00060955206644232,-0.000152225774168414,-0.000483191824177346,-0.00129933797960086,0.000779772867261929,0.000487518092686322,0.000272168410927821,0.000638218504747787,-0.000234713187167168,-3.59911774621332e-05,-0.000117882645611706,0.000433821514270478
"b_dist",0.0196233824602513,0.0398528239141062,-0.00203764891363195,-0.00964313121377905,0.0464555492554332,0.128977767980169,-0.0164586948064309,-0.11691581270186,-0.00453546391429656,0.00258296570129533,-0.506172613463241,-0.0672368830935143,-0.0469200491151922,0.0310715585448955,0.140563571408808,-0.146197054232979,0.0144285653384384,-0.0333832382318486,0.0348219502611412,-0.0844471757734306,0.00204990513715685,-0.000356013356660985,0.000163471903300069,0.00101774317803509,9.59630441147152e-06,0.000108076225797875,6.52417566089576e-05,0.000239939586970917,0.000163444719270682,0.0129680038525657,0.0011318341391946,0.0125361402051456,0.000955060260189359,-0.00358116235199622,0.0160246226271727,-0.00121895631969518,0.00170017704915061,-0.000969123508312675,-0.00207137365761082,0.00599129570289822,0.0171478312380636,0.0164083936683604,0.0275454204633966,0.00311293508192927,0.00635955753486483,0.00564606724361816,0.00664700045694033,0.00699920654397759,0.0170935011308572,0.0168643644399991,0.0307790648378377,0.00297072326311315,0.00445356597910223,0.00593071031343109,0.00586052170752981,0.00108455857926183,6.2807877273735e-05,-0.00321504295970949,-0.00194891052062532,0.0408205968839727,0.0548552061401928,0.0870285681759412,0.0659536759693821,-0.00062348364299718,0.00246391064938833,0.00342322323688692,0.00742585547916649,7.97424460087794e-05,-0.000273799462810306,0.000488531893339959,-0.00136751538471836,6.87152159323118e-06,-0.000768162881645134,-0.000822074253853143,-0.00151750896918073
"b_clima",0.093976422064548,0.0416063852974536,-90.4072993829507,0.00335207995376285,0.128977767980169,90.9340172786301,-0.411706582495204,-34.9174294737525,-1.64020168856736,-0.0517239665947605,-180.556413965958,-5.18760958127034,-31.0184893981959,24.7659947569382,13.4373898178227,-16.3477957540893,-0.934562619553048,0.0203818769249877,-1.19559345759559,23.559475410668,0.887378044696912,0.114784984452917,0.0551980349281441,-0.0617956817302778,0.00114162782177728,0.0169043959787892,0.000849826256295268,0.0873155532668479,0.044608511634738,0.505623059155687,0.0683084067109384,1.05408344247087,-0.0726355232346281,-0.147918804425164,8.30173275850943,0.107584494468369,0.199255186637579,0.052764459520548,-0.259017090958753,3.7828407208254,3.84215307551799,3.80230131045472,5.16368636976429,2.05628207438703,1.89339735524619,1.92969280103887,2.11557203730261,3.84010770731791,4.63567913622043,4.52126788577651,8.40989224907621,1.4562987477147,1.36444028706337,1.40370910641481,1.72947221158822,0.626226042161247,0.406078550118273,0.00911119760139392,-0.152750750507009,11.6278183481464,16.5402943897219,23.541289220693,24.0745930798547,0.210635135605587,0.163915906467791,0.0807162677782236,0.0666004227122342,0.280025827560857,0.280260420916195,0.300129040772694,0.398677184180467,0.285572423275318,0.308601903213618,0.260143326628162,0.342720593196319
"b_cong",-0.0012415453336166,0.000886992966196124,0.162705221861097,-0.00232897905000141,-0.0164586948064309,-0.411706582495194,0.0532009672254115,0.164829913347638,0.00904788720887503,0.0116208231211525,1.06764552005729,0.0546905221138612,0.20509318945743,-0.17092272461005,-0.164202379358938,0.16953202904903,-0.07293931784291,0.0185158508898944,-0.00807586099289533,-0.166894734873807,-0.00490936412214431,-0.000171414274678915,-0.000623221602496332,1.99142056261089e-05,-7.23604672076915e-05,-0.000215294568137274,-0.000280410629347259,-0.00012195341377497,-4.88011992248143e-05,-0.00981231351166109,-0.00352999000114507,-0.00557459763721551,0.00202705188958248,0.00313813296428084,-0.223523244003122,-0.00227397916383302,-0.00309450001174889,-0.000348717041414355,0.00216889292798775,-0.0204643127519161,-0.0237743980590649,-0.0234264602841016,-0.0376207481405177,-0.0108058936083049,-0.0134449697601671,-0.012564269199149,-0.0162059446842764,-0.0258036656688806,-0.0287100119519385,-0.0266525887180956,-0.0427449561520852,-0.00625323924132099,-0.00733653064631429,-0.00812120352680325,-0.00565667762077207,-0.00635387287327965,-0.00237840118495313,-0.00501052778874121,-0.007560762211518,-0.127517297508913,-0.364375932688988,-0.424215997116302,-0.514526945584188,-0.0020618859099115,-0.00364894016203671,-0.00270462778489169,-0.00392435105675422,-0.000931240892923002,-0.00178424102726124,-0.00268030662484948,4.36097708915289e-05,-0.000933557116491467,0.0010583466033001,0.00139081661580973,-0.000489823539671943
"b_Hvalle",-0.0942308362878462,-0.129879971394311,19.0265362512163,0.0208319356111399,-0.116915812701859,-34.9174294737513,0.164829913347636,18.5832421778765,0.740376010882248,1.04217121816386,61.9080416081436,3.65115519660094,6.71587643335942,-9.02432304108088,-5.92742741894348,3.96359132430179,2.34938836302458,-0.405682811794349,0.690343633358483,5.26544708440173,-0.293288945905587,-0.0932068769194996,-0.0265684494592352,-0.0144574511277577,-0.000777022490835532,-0.00778227719594164,-0.000804655693233082,-0.0451591010299147,-0.0284185164518896,-0.215919173988843,0.0121666064662938,-0.440307540124197,0.0677852860188971,0.00991023509063003,-6.27936956253202,-0.0482079592690983,-0.0871710595999864,-0.0740253974674102,0.0415500961300567,-1.62863341464619,-1.62887054019018,-1.6538904314163,-2.09797504227174,-0.928927257743558,-0.77095016250625,-0.817526381737905,-0.877274973228086,-1.65576024605799,-1.95673049909924,-1.9714600267999,-3.32126211526893,-0.663185249519229,-0.622166152268508,-0.618564593016085,-0.636914296663999,-0.310517070519832,-0.211725377995526,-0.0818091727678892,-0.0112468767672795,-5.75381962211225,-10.7584393520314,-14.2404691170989,-16.1536881177031,-0.0795838718255143,-0.0959789025066202,-0.0666136133031598,-0.0390440244195777,-0.113857808213313,-0.133329150475936,-0.153763586197883,-0.172339427226645,-0.0779126837399625,-0.134815462795669,-0.11992142910601,-0.158658874745854
"b_T_prof",-0.00254822311573126,-0.00291338217436121,0.998470145926429,0.000482292681730151,-0.00453546391429658,-1.64020168856739,0.00904788720887531,0.740376010882273,0.0358023142375179,0.0402253655569489,3.75034617142033,0.150161010808056,0.484327720180117,-0.492759515517712,-0.328388381747791,0.311648618435223,0.0330677478414586,-0.0173125449054277,0.0433553441238818,-0.145585292590168,-0.0179946303421833,-0.00470262507385322,-0.00112879160834887,0.000276571545978883,-2.30884214003499e-05,-0.000524453203908829,-2.68739603201073e-05,-0.00180461136896882,-0.00088563655240434,-0.0114835871950949,0.000865982700487121,-0.0244165192160906,0.00201428887215245,0.0050504850403792,-0.232678539225089,-0.002059973576035,-0.00352453534684329,-0.000360396530336046,0.00625839585937871,-0.0894076486451151,-0.0909675389561574,-0.0911827809150295,-0.114126653175856,-0.0508952646977776,-0.0438665579347168,-0.0446192102172671,-0.045447250451571,-0.0913578460027529,-0.107945944989459,-0.107684845802645,-0.178743360651344,-0.0348812712899096,-0.033745425701763,-0.0336561777306488,-0.0378143036451784,-0.0143201791122531,-0.00732636842096986,0.000359727953428924,0.00403380477641308,-0.235543630640263,-0.409570645330118,-0.593076926835662,-0.607359277430644,-0.00481625975583703,-0.00418169272792147,-0.0026323875620092,-0.0027728887249741,-0.00671964152946574,-0.00675353667871421,-0.0065993126078227,-0.00737805939080374,-0.00618175531271122,-0.00756435332794033,-0.00646647789094206,-0.00689412234554694
"b_Hor_trab",0.00128209200225212,-0.0015860347715904,-6.42413914660135,-0.000328098504950916,0.00258296570129538,-0.051723966594734,0.0116208231211527,1.04217121816388,0.0402253655569478,0.473768305100159,0.841725247520097,0.499522558589892,-1.22183210783996,-0.149722350772006,-0.304796682988944,-1.12167470821473,0.21032205692781,-0.101541879982091,0.146938472632127,3.53574776851663,-0.00102445244426884,-0.00705996218069948,-0.00243528166095959,-0.00324702842356377,-0.000222665226015297,-0.00174178166001366,-0.000583045213153036,-0.000607169647130025,-0.000230323027808043,-0.0255883820431509,0.0273031375807605,0.0526929957288018,0.0150034629875717,0.00927328743490911,-1.08466560836401,-0.00497521612801356,-0.00332886681749418,-0.00782431349609005,-0.00497261974600299,-0.0225220531364267,-0.0578558780332737,-0.0695066734346132,-0.10795463048093,-0.0498197770203805,-0.0148449787815868,-0.0118872278659834,0.00365841868672695,-0.0730804119932981,-0.0275105261255526,-0.0305715324541833,0.040474418581611,-0.0277472333543239,-0.0294788605756175,-0.0176932359813639,0.00487907231965943,-0.0269187309725345,-0.00596034292977741,1.8721060887227e-05,-0.0137705554871249,-0.286228406665304,-1.61606792377855,-1.893300016444,-2.29265050925871,-0.00261166641447114,-0.00793131034371061,-0.00691688054072009,-0.00864360551892009,-0.00841506478247417,-0.0105690596816719,-0.00632435661228825,-0.00246213395034195,0.00344298705852951,-0.0135544756958525,-0.0114519148052844,-0.00342676713055683
