"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda1","lambda2","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","gamma_HORAS_TRABAJO","gamma_HPICO","gamma_CONG_CD","gamma_USOCINTURON","gamma_USODISPMOB","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4"
"tau_FRbr_4",8.72245925169077e-05,6.47365151002138e-05,0.00870178042829926,-1.3527732264799e-05,0.000162435183058197,-0.00249520879420257,0.000579005973144495,0.00218476313966219,0.00010816400680187,8.72249688980609e-05,0.00190460365615842,0.00222523866241701,0.00307452815647807,0.00303695276668922,0.000264302400760749,0.00152092048709423,-0.000939879605749191,-0.0142958074903577,0.0124433429628985,0.0406698212088063,0.053047284791238,0.000959608848807028,0.0298477703144282,-3.94306698730738e-06,2.55745100455724e-05,-0.000282742213148384,3.68690221617801e-05,-0.000392118550685715,0.909778618675743,0.0654622766729439,-1.39212237397155,0.0380994169936266,-0.00476832740278869,-0.777854745766186,-0.000659943105496174,0.582175947822524,1.39617591139618,1.55932001604168,2.59334530078291,0.315196428321638,0.322949317657352,0.330605585335511,0.374280918152842,0.774407979967846,-1.09580559597339,-1.28346520615646,-2.51690795146765,0.197727685897768,0.21476769339716,0.217661409638004,0.234558017258946,0.00500179049392214,-0.00348739155239205,-0.00285492082938966,-0.000971243506776298,3.61488851858777,0.220621370480125,-1.69324754729684,2.08607037949421,-0.00069242182023371,-0.000199367889306266,-0.000213042667723744,-6.98191290871711e-05
"tau_EnfCond_1",1.02638297939005e-05,9.66624701361767e-06,0.000215984384385807,-3.04570597598714e-06,1.83846998257513e-05,-0.000207480414092078,2.46253157986186e-05,0.000229983232251016,1.09561494815028e-05,3.30731682981863e-05,0.000134116425623762,0.000114918820991967,0.000270681289547065,0.000289375572626888,3.27936483061967e-05,0.000236658435671053,-0.000109010190128013,-0.000873907518616057,0.00123768852886994,0.0199102348401077,0.0282937334928177,-0.000234047056686858,0.0183044808675844,1.06279997885935e-06,-3.92690188181418e-05,0.0001091425795461,-2.53241964293152e-05,-3.19206340475055e-05,0.031280262081042,0.0212267334339836,0.231272596964123,0.00888649388617805,-0.00459864388252395,-0.111199154330598,-0.000294068260196687,0.312705207188597,0.310070002752146,0.30734065603863,0.315196428321638,0.209610853060954,0.185977622670744,0.18518728993727,0.18649893214079,0.515004315536655,0.721119469061827,0.743903225531612,0.934143696979937,0.115662378233042,0.118359697233786,0.117876625337219,0.116201132955987,0.00222626229687851,-0.00431856118017407,-0.00452358097270043,-0.00412732896115704,-0.0335380371522467,-0.573329412919158,0.0529316664118425,-1.98558663717288,-0.00101089341496494,-0.000628168876407208,-0.000651283964065213,-0.000641790737398546
"tau_EnfCond_2",7.0983846943835e-06,6.34631295956734e-06,-5.2924899648181e-05,-2.45271019848696e-06,1.42470964112336e-05,-0.000116896430435945,5.07028229149279e-06,0.000134881827411542,6.68529181393789e-06,2.40114475888048e-05,6.55960669926217e-05,3.0229079449823e-05,0.000154680024312448,0.000174645540752159,3.5820229304024e-05,0.000155816109487641,-7.30335349412106e-05,-0.000331757668263545,0.000715526172458674,0.0194810072512471,0.0268854546568803,-0.00012879676053459,0.0179977179420734,7.80294533945856e-07,-3.40495666606141e-05,7.3157059273808e-05,-2.07684304646564e-05,-5.09338679580189e-05,0.0401752290398714,0.0897206208044061,0.0770436672905153,0.0105153284751644,-0.00442284852931741,-0.13736357064588,-0.000239573793471695,0.29918250888133,0.308674928412852,0.309042412979638,0.322949317657352,0.185977622670744,0.282263701880148,0.285536990920218,0.305492351895255,0.481939175011404,0.509798690861373,0.512681593973715,0.556750697418008,0.110638100860817,0.114665316166032,0.114922428999914,0.114750373660435,0.00234105179998296,-0.00367390103550075,-0.00389327233667495,-0.00356903088081178,0.194931091726635,-0.268263926810131,-0.0370876594743922,-1.85928067048282,-0.000938614605827958,-0.000527495454787461,-0.000530127625832432,-0.000466372987332715
"tau_EnfCond_3",7.86395607383895e-06,6.79754231158097e-06,5.42788725578684e-05,-2.5146254271446e-06,1.58220541908636e-05,-0.000141197382515009,1.11824583961415e-05,0.000156104043719691,7.73216611534945e-06,2.39492209822692e-05,8.54140881276085e-05,5.512774174063e-05,0.000188709882987198,0.000206830756201169,4.01110304853932e-05,0.000171538477036144,-8.34628029564426e-05,-0.000485282476402149,0.000844108501386105,0.0196070829101449,0.026602385139123,-8.52805098370122e-05,0.0177943758741321,6.13951086054722e-07,-3.05809252679166e-05,5.83355409609615e-05,-1.82098407534021e-05,-6.36085888320213e-05,0.0443690510479558,0.105283464613872,0.0215120838326617,0.0114689755843689,-0.00449598465407285,-0.164843193014952,-0.000221122765098796,0.29595735770987,0.307647798070388,0.30984427060058,0.330605585335511,0.18518728993727,0.285536990920218,0.327568809699336,0.342185648168888,0.4729850182127,0.431746004662616,0.428922254323824,0.426104846818098,0.109336849862805,0.113571421931983,0.114033679969219,0.115006314393893,0.00249856326940271,-0.00347034469767794,-0.00368008225846845,-0.00333951198111864,0.294445607126289,-0.17439781499791,-0.0997294470477264,-1.71379717443887,-0.000929065968101907,-0.000497320902164018,-0.000487694482049168,-0.000393551706285634
"tau_EnfCond_4",1.28064069212475e-05,1.04150472638118e-05,0.000640378967714787,-3.20736578179812e-06,2.51916679781988e-05,-0.000288639315386754,4.68261624918513e-05,0.000292440697987052,1.42442001925091e-05,2.75151144728397e-05,0.000199157237488763,0.000198463526523047,0.000389902830380632,0.000400958434350765,5.75713765840207e-05,0.00027510458191553,-0.000144638792654135,-0.00139568402700315,0.00163441178272127,0.0202379350058956,0.0263198024734288,7.80558650700127e-05,0.0174370941838164,-3.99703019074604e-08,-1.92535641971512e-05,7.29768480600262e-07,-8.00055969503176e-06,-0.00010300592500307,0.0652994081532489,0.14165978019541,-0.151947653043079,0.0154531342690993,-0.00490056599201177,-0.242387366335413,-0.000261587204081192,0.293037071143395,0.316932505979009,0.324791778811624,0.374280918152842,0.18649893214079,0.305492351895255,0.342185648168888,0.556575675390025,0.455933854347914,0.191260766767091,0.169416275183752,0.0265175726491683,0.107307032971454,0.112936081579103,0.114067451790863,0.118690992472019,0.00309414169902929,-0.00323877711493697,-0.00340398251794674,-0.00300654701434245,0.656741900441931,0.066483300316669,-0.309700540730977,-1.15240740771648,-0.000854957520477467,-0.000408450557976687,-0.000391425724493524,-0.000284364761105347
"tau_AFrSem_1",3.14407853493804e-05,3.09750792370732e-05,0.000866822406678536,-8.87727035900435e-06,5.36165662642707e-05,-0.000684851956824698,8.95427162018596e-05,0.000714290169521268,3.4166135637433e-05,0.000100718250226734,0.00043491284701437,0.00040603408420872,0.000835398362337546,0.000884913308505212,7.14921035881239e-05,0.000707039720119252,-0.000320477776377536,-0.00296588188392828,0.00386916200028176,0.0562900770485153,0.0806564347671243,-0.00112939688530038,0.0516465022532884,4.39556671544638e-06,-0.000132219187601835,0.000462689406373738,-9.60754720488444e-05,6.04063702823835e-06,0.0285430870326903,0.0170844685318519,1.19227549894352,0.0163731146467436,-0.0144896871534008,-0.185113466174457,-0.000988789737294475,0.899236510933784,0.828228466652739,0.805427168441878,0.774407979967846,0.515004315536655,0.481939175011404,0.4729850182127,0.455933854347914,1.60067974485497,2.74613763352379,2.87675245021333,3.9036240382155,0.331674844217347,0.334368404649631,0.330599328619352,0.318835156638924,0.00649322684462425,-0.0140240331233766,-0.0149362965928581,-0.0142120384454642,-0.981279248246602,-2.38921427657808,0.587598697267159,-6.80009881476705,-0.00298655696586129,-0.00200894202360264,-0.00213625769262197,-0.00225361868980924
"tau_AFrSem_2",-0.000143776490706746,-9.53092383179665e-05,-0.0180815137587593,1.77302455493996e-05,-0.000241970750607251,0.0041594039894525,-0.00103273856979011,-0.0045330976860663,-0.000195686385046208,-0.000106896137157571,-0.00346955928174329,-0.00477250763004818,-0.00654177190813777,-0.00647290625083845,-0.000854610937079119,-0.00363995200704971,0.00216086606775309,0.0276792303092239,-0.0251110652314296,0.0631395735187219,0.106719418151373,-0.00989229227418906,0.0779703753404007,3.13843469026607e-05,-0.000560919007916817,0.00340275939883774,-0.000574978463185549,0.0017588262149983,-1.02843638620631,-0.247490945756261,10.676181460509,-0.117877479960133,-0.036589968242418,2.20347848209272,-0.00191861469177437,1.24557614155081,0.268076531544103,-0.0296311088398866,-1.09580559597339,0.721119469061827,0.509798690861373,0.431746004662616,0.191260766767091,2.74613763352379,15.7615324685738,16.977498245574,26.400787667221,0.515995843291268,0.425884651069892,0.390355927727762,0.266082385917464,0.00685186588920176,-0.0440465898062699,-0.0511148812655103,-0.0566674627920035,-16.4408082372553,-15.505730192477,8.86135740835492,-31.7852462205682,-0.00826286967236025,-0.00702699727778123,-0.00778688548603327,-0.00951323491753782
"tau_AFrSem_3",-0.000154884167119175,-0.000103186968367953,-0.019234105723685,1.99072509553162e-05,-0.000262309494486971,0.0044342089335163,-0.00109690876199405,-0.00485872806178872,-0.000209498444358279,-0.000116609128280128,-0.00370260044069532,-0.005084849887297,-0.00700522588875054,-0.00693551350313524,-0.000928560274527871,-0.00391091109880672,0.00232049163084094,0.0294838540523598,-0.0268674584916983,0.0648396279435303,0.109895787715658,-0.0106929991163221,0.0808733470177863,3.38216759294347e-05,-0.000602312766984656,0.00367212906208137,-0.000618341478259379,0.00190997652658308,-1.13761710695076,-0.272252151930445,11.6033909911353,-0.129659981917341,-0.0395673602523274,2.36691033505145,-0.00202941777555639,1.28527653066341,0.202770786744866,-0.122286508777279,-1.28346520615646,0.743903225531612,0.512681593973715,0.428922254323824,0.169416275183752,2.87675245021333,16.977498245574,18.4084733724286,28.6135502195294,0.535607167906738,0.435984661508208,0.397210017599477,0.26358390744872,0.00742388047673242,-0.0472685543315659,-0.0549158339658255,-0.060977680737938,-17.9153349655219,-16.8183826320479,9.56297144044029,-34.1431085173718,-0.008805305101015,-0.00754209749427096,-0.0083575616115765,-0.0102118136061714
"tau_AFrSem_4",-0.000247920958009371,-0.000167268562607679,-0.0295187413091237,3.41819311047182e-05,-0.00041889999205998,0.00697159236959182,-0.00168486196313568,-0.0077447357448216,-0.000334250151512319,-0.00021801823543722,-0.00580523017541822,-0.00793213862802081,-0.0111188362516362,-0.0110517612382478,-0.00155715390758652,-0.00636575163501578,0.00374858143293779,0.0458523277514048,-0.0427015204223866,0.0786729556240861,0.137122479077128,-0.0171530571749601,0.0946613347101301,5.22127977203735e-05,-0.000876015587850207,0.00580841966356689,-0.000956210043906751,0.00316466820854503,-1.87622395810116,-0.448282746916046,18.5752519634647,-0.215558907995773,-0.0605993054246104,4.00867391536945,-0.00368863038377928,1.61723349722986,-0.175190665787414,-0.701849025909603,-2.51690795146765,0.934143696979937,0.556750697418008,0.426104846818098,0.0265175726491683,3.9036240382155,26.400787667221,28.6135502195294,45.9328164796093,0.692484139510863,0.524921402652885,0.461466844194229,0.252583138538498,0.0107362329313626,-0.0734489355718327,-0.0855148118752252,-0.095758027429105,-28.7673193128449,-27.0658504569864,15.297698865485,-50.3154742004421,-0.0125183575229939,-0.0113669038226861,-0.0128602284906046,-0.0164285997051128
"tau_CulFr_1",2.60790868220032e-06,3.12631360246161e-06,-0.000303595943880554,-1.48216947928921e-06,6.21350330225878e-06,-1.31778525565255e-05,-1.11739192706951e-05,2.69678670065382e-05,1.68364936088319e-06,1.46169456318107e-05,-5.3268462067532e-06,-5.00309310698834e-05,9.61680651514391e-06,2.31526437649126e-05,1.06365090371935e-05,5.36646404732702e-05,-1.44894569089518e-05,0.000178451732645401,0.000112064361689422,0.0128726425909338,0.0184710312546434,-0.000190697531447305,0.0119913293056021,8.20805342486853e-07,-2.6815480349802e-05,8.44083678469115e-05,-1.82707979265941e-05,-1.33694935241018e-05,0.015846449664003,0.00532474968574505,0.18560686717319,-0.00294144277472817,-0.00294164269946528,-0.0578705355378475,-0.000183283409176159,0.20020649884383,0.197539214066836,0.195302618773406,0.197727685897768,0.115662378233042,0.110638100860817,0.109336849862805,0.107307032971454,0.331674844217347,0.515995843291268,0.535607167906738,0.692484139510863,0.10617202655822,0.0775991445113441,0.073490438939011,0.0652792029021158,0.00125516881311834,-0.00287859697863959,-0.00300821354659409,-0.00271876697638431,-0.13105127203061,-0.420569746623679,0.0759160787180146,-1.36539211303284,-0.000716670744738311,-0.00044992384627245,-0.00046078506083712,-0.000446904522406764
