"","Estimate","Std.err.","t-ratio(0)","p-val(0)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"asc_ruta1",1.21304554548043,0.222693238828457,5.44715929348374,5.11806244052337e-08,0.239041230931665,5.0746289280413,3.88252911598386e-07
"asc_ruta2",0,NA,NA,NA,NA,NA,NA
"asc_ruta4",0.412476355866229,0.573314798597852,0.719458763100162,0.471858301404741,0.575358580107692,0.716903110733178,0.473433882426752
"b_gain",-1.77947559152545,0.828298842131619,-2.14834972719024,0.0316859832912049,0.893960235110094,-1.99055340678135,0.0465300069831915
"b_loss",-0.293771134923207,0.161405196711287,-1.82008473648274,0.0687461016603974,0.159836097572604,-1.83795237361676,0.066069423583671
"b_dt",0.113450713918588,0.263042931475249,0.431301131272799,0.666249427899795,0.255292415485693,0.444395160360517,0.656756911838654
"b_Sem",0.380525358676949,0.198006768869155,1.92177954748812,0.0546335028952716,0.167550474222436,2.27110881328675,0.023140391606739
"b_ACC_0",0,NA,NA,NA,NA,NA,NA
"b_ACC_1",-0.543090642860986,0.361588443263898,-1.50195796624126,0.133107964756701,0.34280077709737,-1.58427483000345,0.113131191018824
"b_ACC_2",-2.17941810343878,1.24069358478415,-1.75661269645232,0.0789838473858482,0.812736621755655,-2.68157979485513,0.00732754367551514
"b_NO_CAMFD",0,NA,NA,NA,NA,NA,NA
"b_SI_CAMFD",-0.464337614127437,0.343842701789994,-1.35043614917567,0.176876121946413,0.359277204014515,-1.29242158683877,0.196211184962976
"b_NO_PANEL",0,NA,NA,NA,NA,NA,NA
"b_SI_PANEL",-0.496394306544142,0.251269823645857,-1.97554286201819,0.0482065755152921,0.222558697354614,-2.23039725000372,0.0257210819855578
"b_NO_ZER",0,NA,NA,NA,NA,NA,NA
"b_SI_ZER",0.0850360211206505,0.289595876011716,0.293636851089724,0.769035413374842,0.26624392924121,0.319391399319419,0.749429731925245
"b_No_MTRP",0,NA,NA,NA,NA,NA,NA
"b_Si_MTRP",0.344646944886523,0.38186857171923,0.902527650638727,0.366776639881205,0.401104703001084,0.859244337719948,0.390205726470551
"b_No_Info",-0.360541143380613,0.360461040426468,-1.00022222361132,0.317202976595761,0.376139850964647,-0.958529500280202,0.337795823160824
"b_Si_Info",0,NA,NA,NA,NA,NA,NA
"b_UsoCel_P",0,NA,NA,NA,NA,NA,NA
"b_UsoCel_F",0.0954595633162102,0.382275557492072,0.249714012432484,0.802808521085935,0.371583980646571,0.256899027644051,0.797256721224919
