"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",0.0435162865318282,0.0282039169719789,-0.00568119471044543,0.00242844814261112,0.0130649830079931,0.000301236046525483,-0.00598222583902148,-0.0197091044133356,-0.00425449047479733,-0.00270517993378473,-0.00151807410800173,-0.00456892302202356,0.00101849151738424,0.00134491167259249
"asc_ruta4",0.0282039169719789,0.301565769897575,-0.028786272888763,-0.00570730632080639,0.0157313577172729,0.000130879279223888,0.0117231034125211,-0.0182423590642952,0.0940080788075787,-0.00335115611757835,-0.00993677700864899,-0.0157126707199973,-0.107631167896804,-0.115329616994317
"b_gain",-0.00568119471044543,-0.028786272888763,5.08452705341895,0.328026308458805,-0.107394085823513,0.00134924191783884,-0.0125381694050278,-0.00448449950663085,0.0293037760005045,-0.0100658834462011,0.02522431572002,0.0180591228439129,-0.00598087850558153,-0.0358803989041462
"b_loss",0.00242844814261112,-0.00570730632080639,0.328026308458805,0.0731809237013488,-0.00162781752564347,1.77985547340333e-05,-0.00595921711904431,0.00804765761124434,-0.000349749897654343,-0.000379699452490489,0.00677978930020107,0.00292162773466442,0.00699096787727849,0.00131880756640518
"b_dt",0.0130649830079931,0.0157313577172729,-0.107394085823513,-0.00162781752564347,0.0717171493698094,0.000157452203840532,-0.0049917919064274,-3.50105916254163e-06,-0.00861042164863252,0.00190503892715908,-0.00775903792932337,-0.0113731122434206,-0.000124824440840166,0.00266279061511179
"b_Sem",0.000301236046525483,0.000130879279223888,0.00134924191783884,1.77985547340333e-05,0.000157452203840532,0.000298633141301454,-0.000282012847830422,-0.0086302470732477,-6.02173870679953e-05,-0.000378969398705608,-0.000389586587487678,-0.000290204571970779,-3.04447340073836e-05,-5.70475678538237e-05
"b_ACC_1",-0.00598222583902148,0.0117231034125211,-0.0125381694050278,-0.00595921711904431,-0.0049917919064274,-0.000282012847830422,0.121290094693286,0.0557961203023122,0.00819036961074605,9.00879903979375e-05,-0.00267173365261574,0.00742854597835276,-0.00901858582191693,-0.00309679729052092
"b_ACC_2",-0.0197091044133356,-0.0182423590642952,-0.00448449950663085,0.00804765761124434,-3.50105916254163e-06,-0.0086302470732477,0.0557961203023122,1.9652860211726,-0.00476461466304605,0.0515034125777228,0.0250160486461386,0.000223740944595984,0.00970883035220849,0.00987806898225608
"b_SI_CAMFD",-0.00425449047479733,0.0940080788075787,0.0293037760005045,-0.000349749897654343,-0.00861042164863252,-6.02173870679953e-05,0.00819036961074605,-0.00476461466304605,0.107588458653744,-0.00383777228965387,-0.00197949723036284,-0.00551282081908817,-0.00650797907593053,-0.00559575641334918
"b_SI_PANEL",-0.00270517993378473,-0.00335115611757835,-0.0100658834462011,-0.000379699452490489,0.00190503892715908,-0.000378969398705608,9.00879903979375e-05,0.0515034125777228,-0.00383777228965387,0.0611132397033643,0.0013912550637868,-0.00354042808089925,0.00738744048534933,0.00125400141019289
"b_SI_ZER",-0.00151807410800173,-0.00993677700864899,0.02522431572002,0.00677978930020107,-0.00775903792932337,-0.000389586587487678,-0.00267173365261574,0.0250160486461386,-0.00197949723036284,0.0013912550637868,0.0763461107642425,-0.00511614218620189,0.000242450157738042,0.0094229471751842
"b_Si_MTRP",-0.00456892302202356,-0.0157126707199973,0.0180591228439129,0.00292162773466442,-0.0113731122434206,-0.000290204571970779,0.00742854597835276,0.000223740944595984,-0.00551282081908817,-0.00354042808089925,-0.00511614218620189,0.133403505251419,-0.00326483135503215,0.000427155796670279
"b_No_Info",0.00101849151738424,-0.107631167896804,-0.00598087850558153,0.00699096787727849,-0.000124824440840166,-3.04447340073836e-05,-0.00901858582191693,0.00970883035220849,-0.00650797907593053,0.00738744048534933,0.000242450157738042,-0.00326483135503215,0.123072725810616,0.0072605295726359
"b_UsoCel_F",0.00134491167259249,-0.115329616994317,-0.0358803989041462,0.00131880756640518,0.00266279061511179,-5.70475678538237e-05,-0.00309679729052092,0.00987806898225608,-0.00559575641334918,0.00125400141019289,0.0094229471751842,0.000427155796670279,0.0072605295726359,0.130998546420119
