"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.246202518734834,-0.0120778179441347,0.0430332331630543,0.233868336203997,0.0835626153411241,-0.0823425330796601,-0.0673950645934601,-0.0621782935604546,-0.052456896147213,-0.0263374424843859,-0.0599658931635017,0.0139171591199785,0.0178128992152629
"asc_ruta4",0.246202518734834,1,-0.0232471187906431,-0.0384185718816639,0.106970413644294,0.0137914799131785,0.0612969557691453,-0.023696112065671,0.521904825585851,-0.0246851621827296,-0.065487899802705,-0.078338520783616,-0.55868385477619,-0.580251924240624
"b_gain",-0.0120778179441347,-0.0232471187906431,1,0.537754993468745,-0.177845784238559,0.0346254592832679,-0.0159660021927324,-0.00141865181103539,0.0396200903726264,-0.0180575556800444,0.0404856068450969,0.0219274308686025,-0.00756064400004656,-0.0439641562962174
"b_loss",0.0430332331630543,-0.0384185718816639,0.537754993468745,1,-0.0224695961623814,0.00380729732502252,-0.0632524858069916,0.0212206002844974,-0.00394162959191363,-0.00567771219186438,0.0907034476040094,0.029569386542853,0.0736643656631521,0.0134694309534063
"b_dt",0.233868336203997,0.106970413644294,-0.177845784238559,-0.0224695961623814,1,0.0340226574896492,-0.0535219953047879,-9.32556294497365e-06,-0.0980234687800334,0.0287756201196239,-0.104858322685473,-0.116274423623583,-0.00132863965429853,0.0274721260121927
"b_Sem",0.0835626153411241,0.0137914799131785,0.0346254592832679,0.00380729732502252,0.0340226574896492,1,-0.0468583751822736,-0.356238903492308,-0.0106235596969374,-0.0887089600350963,-0.0815908648185013,-0.0459781643491286,-0.0050218330780524,-0.00912084118974834
"b_ACC_1",-0.0823425330796601,0.0612969557691453,-0.0159660021927324,-0.0632524858069916,-0.0535219953047879,-0.0468583751822736,1,0.114282163073252,0.071698156690187,0.00104637312845052,-0.0277643195483462,0.0583992846899993,-0.0738150409724368,-0.0245678341941161
"b_ACC_2",-0.0673950645934601,-0.023696112065671,-0.00141865181103539,0.0212206002844974,-9.32556294497365e-06,-0.356238903492308,0.114282163073252,1,-0.0103617248951811,0.148612544470891,0.064582130995989,0.000436967326150982,0.0197411805363257,0.0194682060347037
"b_SI_CAMFD",-0.0621782935604546,0.521904825585851,0.0396200903726264,-0.00394162959191363,-0.0980234687800334,-0.0106235596969374,0.071698156690187,-0.0103617248951811,1,-0.047329150165575,-0.021841305654123,-0.0460158462860619,-0.0565564830796265,-0.0471349140979784
"b_SI_PANEL",-0.052456896147213,-0.0246851621827296,-0.0180575556800444,-0.00567771219186438,0.0287756201196239,-0.0887089600350963,0.00104637312845052,0.148612544470891,-0.047329150165575,1,0.0203678714622162,-0.0392106916207681,0.0851815291193827,0.0140151300833431
"b_SI_ZER",-0.0263374424843859,-0.065487899802705,0.0404856068450969,0.0907034476040094,-0.104858322685473,-0.0815908648185013,-0.0277643195483462,0.064582130995989,-0.021841305654123,0.0203678714622162,1,-0.0506950465517291,0.00250119816997546,0.094223679364563
"b_Si_MTRP",-0.0599658931635017,-0.078338520783616,0.0219274308686025,0.029569386542853,-0.116274423623583,-0.0459781643491286,0.0583992846899993,0.000436967326150982,-0.0460158462860619,-0.0392106916207681,-0.0506950465517291,1,-0.0254798121855425,0.00323124170396078
"b_No_Info",0.0139171591199785,-0.55868385477619,-0.00756064400004656,0.0736643656631521,-0.00132863965429853,-0.0050218330780524,-0.0738150409724368,0.0197411805363257,-0.0565564830796265,0.0851815291193827,0.00250119816997546,-0.0254798121855425,1,0.0571813165789745
"b_UsoCel_F",0.0178128992152629,-0.580251924240624,-0.0439641562962174,0.0134694309534063,0.0274721260121927,-0.00912084118974834,-0.0245678341941161,0.0194682060347037,-0.0471349140979784,0.0140151300833431,0.094223679364563,0.00323124170396078,0.0571813165789745,1
