"","asc_ruta1","asc_ruta4","b_gain","b_loss","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.279448788654487,-0.0192100546775179,0.0399824347451709,0.365100114099718,0.212910214448316,-0.235106468171655,-0.0662891621694222,-0.0465932691752693,0.00989697883625686,0.0689364892704028,-0.154616186581475,-0.0533211294545358,0.0997851343866317
"asc_ruta4",0.279448788654487,1,-0.0654928618424537,-0.0530805869093576,0.288457653235422,0.0292098224761614,-0.0119505217684364,-0.0505714526860213,0.499143180514346,0.0891548580670281,-0.0980821500649865,-0.147028931501374,-0.601858144172697,-0.455274916506758
"b_gain",-0.0192100546775179,-0.0654928618424538,1,0.579192441641572,-0.227176615840474,-0.0319640286901803,0.0300063990334633,0.114984523536497,0.0133505149494499,0.0125401443220986,0.0816273338244479,0.0095975541714412,0.0218513369946513,-0.0207807817243746
"b_loss",0.0399824347451708,-0.0530805869093577,0.579192441641572,1,-0.0369299840653921,-0.0705793099456463,-0.0776647621818403,0.101819102970976,0.0345321766198969,-0.0261485507493417,0.172317792276165,-6.55949890640465e-05,0.0824900952641609,0.0373608880544971
"b_dt",0.365100114099718,0.288457653235421,-0.227176615840474,-0.0369299840653921,1,-0.0364991749845043,-0.171313951305205,0.0584476855851124,-0.0355516185619706,0.0504584195753494,-0.0369811811281791,-0.266803742584252,-0.0877951082549025,0.00151023017043519
"b_Sem",0.212910214448316,0.0292098224761611,-0.0319640286901804,-0.0705793099456463,-0.0364991749845044,1,-0.111003849702337,-0.889601419822246,-0.0756864033622513,-0.277641621525968,-0.242497230819635,-0.137389518320759,-0.0172128510689099,-0.0772489361680404
"b_ACC_1",-0.235106468171655,-0.0119505217684364,0.0300063990334633,-0.0776647621818402,-0.171313951305205,-0.111003849702337,1,0.107176843290583,-0.0085201683442934,0.0749708061768352,-0.147532785737432,0.181280553977708,-0.149118734321014,-0.0240349138264795
"b_ACC_2",-0.0662891621694222,-0.0505714526860213,0.114984523536497,0.101819102970976,0.0584476855851124,-0.889601419822246,0.107176843290583,1,-0.0359654991463027,0.209107760409079,0.145060579836196,-0.00418824718150989,0.0454540757560034,0.0696009101580988
"b_SI_CAMFD",-0.0465932691752704,0.499143180514345,0.0133505149494499,0.0345321766198969,-0.0355516185619706,-0.0756864033622514,-0.00852016834429375,-0.0359654991463026,1,0.0537804090713219,-0.00578895038375194,-0.028193399678201,-0.0742023507278759,0.0816289420465799
"b_SI_PANEL",0.00989697883625688,0.0891548580670281,0.0125401443220986,-0.0261485507493418,0.0504584195753493,-0.277641621525968,0.0749708061768352,0.209107760409079,0.0537804090713218,1,-0.0923732244394603,-0.00803775027229152,0.0224818342797897,0.00505917009869757
"b_SI_ZER",0.0689364892704028,-0.0980821500649867,0.0816273338244479,0.172317792276165,-0.0369811811281791,-0.242497230819635,-0.147532785737432,0.145060579836196,-0.00578895038375225,-0.0923732244394603,1,-0.0607757664654552,0.0556115135061276,0.202703267669819
"b_Si_MTRP",-0.154616186581475,-0.147028931501374,0.00959755417144121,-6.55949890640593e-05,-0.266803742584252,-0.137389518320759,0.181280553977708,-0.00418824718150991,-0.0281933996782012,-0.00803775027229153,-0.0607757664654552,1,-0.0618563967864062,0.0845855302294054
"b_No_Info",-0.053321129454536,-0.601858144172698,0.0218513369946513,0.0824900952641608,-0.0877951082549026,-0.01721285106891,-0.149118734321015,0.0454540757560034,-0.0742023507278766,0.0224818342797895,0.0556115135061277,-0.0618563967864061,1,0.012540408436671
"b_UsoCel_F",0.0997851343866322,-0.455274916506757,-0.0207807817243746,0.0373608880544969,0.00151023017043539,-0.0772489361680403,-0.0240349138264795,0.0696009101580988,0.0816289420465778,0.00505917009869762,0.202703267669819,0.0845855302294054,0.0125404084366684,1
