"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_CongCD","b_CongEF","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","lambda1","lambda2","lambda3","gamma_HPICO_LV1","gamma_CSECO_LV1","gamma_SININFOTRF_LV1","gamma_LV2_LV1","gamma_ADULTO40_LV2","gamma_HPICO_LV2","gamma_USODISPMOB_LV2","gamma_EDUBASICA_LV3","gamma_JOVEN30_LV3","gamma_ADULTO40_LV3","gamma_EXP_2_LV3","gamma_USODISPMOB_LV3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.134,0.19,-0.195,0.999,-0.182,-0.19,0.238,-0.401,-0.452,-0.232,0.359,-0.259,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4910.84350314245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.134,0.19,-0.195,0.999,-0.182,-0.19,0.238,-0.401,-0.452,-0.232,0.359,-0.259,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4910.84350314245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.134,0.19,-0.195,0.999,-0.182,-0.19,0.238,-0.401,-0.452,-0.232,0.359,-0.259,1,1,1,1,1,1,1,1,1,1,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-2,-1,1,2,-4910.84350314245
0.154648230818566,-0.317351768899243,0.67205529921921,-0.0379311459255405,-0.412882895034272,0.120769640489016,-0.403841440856923,0.330559152644128,0.00921604078030214,-0.115616370749194,-0.171984429471195,-0.233336722885724,-0.08366686233785,0.00846626062411815,0.0517344413092358,0.399040701973718,1.24647984537296,-0.583461811513174,-0.40985389088979,-0.778148925215937,1.7154671405917,-0.712220822838601,-1.2773559222091,-0.359161626501475,0.246079286864027,-0.372836409728508,0.00951639809133489,0.533458553374279,0.0496944634560496,1.53046020912006,1.61457118135877,1.59601364046102,0.610545091854874,1.6683837127639,1.73355124186492,0.696064085583203,1.1735470505082,1.07975353219081,1.35329119418748,-2.49173292791238,-0.0535802571685051,0.722696484241169,2.21388123423094,-2.47544715198455,0.0214823996648195,0.865552621486131,2.11613140668487,-2.55360030819429,0.15548812027555,0.785585634526797,2.17879107326735,-2.55247976706596,-0.530340028286446,0.347640754422173,2.36594421544578,-2.32089007436298,0.217876451846678,0.936329171760008,2.02713383582886,-2.30503643938573,0.289898566028569,0.909693811787292,2.05291288834997,-2.30262129439507,-0.0577018252224659,0.635537089488935,2.36198045563651,-2.14151136565488,-0.624846481310669,0.3092541481019,2.28370912332321,-2.16438991588075,-0.815688956005033,-0.029386818117928,2.04584575799527,-2.59880408662139,0.0329881406505594,0.739767175924499,2.12027050979668,-3794.22777526038
0.226209471351964,-0.346427487539065,0.725331699716803,-0.0491869157716437,-0.465228277011087,0.12835088531524,-0.414647187136096,0.36204626676571,0.00807937913862504,-0.139409517888241,-0.201652773718256,-0.266190352206199,-0.0968680713431912,0.00788443081433682,-0.0743501188840973,0.317539924835348,1.25389515290406,-0.402452718158525,-0.230170930641282,-0.59451268346307,1.64231442821299,-0.629206499299009,-1.13834788841409,-0.282130012105567,0.28871661812254,-0.368250478815168,0.0142682221519466,0.552543490799283,0.0589454347174716,1.51145207063992,1.61844011090645,1.60103452773351,0.514618052833133,1.78306477141891,1.86379422089275,0.629893459626,1.19916913912751,1.1083074354978,1.30086924235144,-2.60461736971053,0.0584625781933675,0.675187615612321,2.25451115173796,-2.58453685097871,0.143223969949819,0.848119615124113,2.14088271583118,-2.67206291526877,0.30689488986474,0.745973787840935,2.21593695781186,-2.63152034063528,-0.499498014473418,0.256353755501809,2.41478315957951,-2.33984265853081,0.403828958972463,0.934985966921494,2.0339174957193,-2.3222754345381,0.497325705919948,0.89681071262606,2.06623338794698,-2.30202599945566,0.0473096750278224,0.626914859196579,2.42310462249175,-2.15121257474624,-0.578446604527895,0.232836442113027,2.30949373922476,-2.19565377788615,-0.798247671280007,-0.180363364084366,1.99614481053969,-2.71586335609982,0.151508450085051,0.698420979807541,2.13936317615692,-3627.06850055123
0.325710038600938,-0.341097046629602,0.685989521875193,-0.0591759514818286,-0.478100736391571,0.120461461169463,-0.355702422673632,0.360318730499038,0.00401946646326275,-0.158227316815656,-0.219160170431241,-0.281519478073508,-0.102775050801173,0.00590283348612349,0.0289343137424235,0.347041729920113,1.22920797731788,-0.34531960972254,-0.171588039288157,-0.528309580548909,1.57210411437478,-0.640598323581877,-1.16747096778389,-0.299783562890167,0.268473335248662,-0.37173862898172,-0.0136898214279267,0.564123412193002,0.032356157945159,1.49273113428172,1.60519925183089,1.59320179860589,0.669916941019741,1.86585314794469,1.95695185115417,0.596514655121637,1.22252330735283,1.13741165832727,1.26980937870239,-2.69044091283706,0.106556060173762,0.671776566239096,2.29456737168209,-2.66886846031454,0.208574792220266,0.859790107784081,2.16769078482978,-2.7617940925915,0.390064005728316,0.747140967914441,2.25459775707349,-2.64545852669703,-0.512895890552285,0.23405546260129,2.44783163724649,-2.36332432737494,0.499452179386243,0.960145771845157,2.04141082975525,-2.34694902075629,0.61683686731149,0.906997039371266,2.07986540869056,-2.27341543155015,0.0515827665042014,0.688994526297499,2.47010874026451,-2.15214089826203,-0.579608622001833,0.218434770028806,2.31770730047048,-2.22312948010578,-0.823252801853589,-0.258941397174131,1.92693626898556,-2.79293100223228,0.200254741995659,0.698934789943883,2.15765344452642,-3563.40174239248
0.652727196292816,-0.292368676890192,0.64837109618769,-0.0357525143795088,-0.544378292549112,0.101445464791735,-0.184189617477178,0.358824208961788,-0.010798265390773,-0.248041016534727,-0.317198475277551,-0.348659195260421,-0.122695934584612,0.00736450141369097,-0.139449217733232,0.195251914576267,1.07545740280367,-0.311922023657564,-0.17786070955292,-0.499830821806838,1.1874065449258,-0.750807232208485,-1.29451893028789,-0.348037596880943,0.201050060807147,-0.385099677508976,-0.118292214032434,0.644709462812612,-0.0581041477413843,1.50189237446506,1.56674824626248,1.596187566498,0.616998130809236,2.09158456748989,2.21677293672986,0.502553526665173,1.31934098938772,1.25503765298958,1.35140718362591,-2.9667445847159,0.0920581142114984,0.8166235311539,2.48109408186582,-2.94187948188722,0.291296548900996,1.03039687529876,2.30344991947948,-3.05209991348326,0.478393357373944,0.949151996431155,2.44331260466795,-2.81382325962093,-0.828163983562324,0.276916097688721,2.55879326121631,-2.53040275159644,0.577901117100614,1.21168579236254,2.08269567626685,-2.5328389248862,0.75590386545789,1.13458057647019,2.1479126091624,-2.04694054863047,0.0164170681456738,0.957240630654901,2.66470608677236,-2.12973014849923,-0.694208922898146,0.359486111979609,2.32336404469361,-2.34928693361029,-1.1099452229573,-0.334099413148042,1.5889856961405,-2.97251697893176,0.16934379089958,0.858264271922052,2.23845841408504,-3468.90302837402
0.948908582025249,-0.169330833499641,0.629778323420213,0.0668309771497426,-0.583325880905034,0.0929890903714018,0.00954941078369825,0.3433820159457,-0.0399055397088223,-0.357831745592465,-0.436401994206959,-0.404421857021592,-0.126363079879256,0.0183048659738553,-0.24375309008192,0.0766533407676568,0.873220411719734,-0.266819953128498,-0.306657803972261,-0.595202637531984,1.09876856516634,-0.72721578688819,-1.00816026215786,-0.113113118972281,0.190546217801442,-0.392858846364061,-0.199151899568417,0.760666156412761,-0.0982393630778142,1.66154058067909,1.65663898505467,1.72884046547242,0.890277149262142,2.14710737991335,2.29987979814068,0.548824818847122,1.45291528569294,1.29905622319144,1.49866636932554,-3.2192649846525,0.0277268799518861,0.958745381655831,2.71459725287856,-3.16509055039496,0.296426007692972,1.2331031296928,2.48488350656603,-3.30886231358381,0.5046313795848,1.18153796263,2.69106076394216,-2.97739559728862,-1.00931283604336,0.174732969932146,2.67141435219857,-2.88016692412104,0.55433843418516,1.4726835201344,2.16603568831819,-2.91194963669888,0.761741904698976,1.41287725846787,2.25817531110586,-1.76517804426781,0.231919137935086,0.963125377529657,2.91012169861515,-2.14077802255891,-0.706683622019862,0.415310021092787,2.34582953780737,-2.55442479753625,-1.37313966837555,-0.529446944081538,1.29566071301846,-3.13938080881174,0.110273584834971,0.976197197063601,2.34989737413091,-3398.2039325485
1.09590928229846,0.0269172783369008,0.620268139303493,0.238048774961248,-0.551175816530189,0.0997240050845216,0.176167970854305,0.308972403862748,-0.0817919528628074,-0.455413402864659,-0.529134407798512,-0.413285115787401,-0.100516624393278,0.0368937058670324,-0.0412684198235434,0.127990634601043,0.698687534124673,-0.130746304483494,-0.217793247184753,-0.491336710914567,1.04376069231227,-0.839648154821107,-0.971622967176461,-0.126435454505116,0.180515295058033,-0.406938324704114,-0.238863215589456,0.852650005545235,-0.0873868004319181,1.88063652243495,1.86528272432609,1.93712493336323,0.761531772216339,2.20510468732276,2.34766905367454,0.726963477002035,1.56200505291042,1.21218840135265,1.5893471299987,-3.38519602562427,-0.0735079775109427,1.03789855917027,2.94068906802692,-3.25338757135269,0.226413876963025,1.3735693188445,2.67859099665306,-3.44581791341062,0.46767394162313,1.34418458803914,2.9474417375676,-3.22156664606771,-1.10501085327722,-0.00457050346223309,2.7349705795458,-3.14549225936073,0.491139915870743,1.61159449604557,2.31513854717051,-3.2110967727469,0.705968122683614,1.59624577281681,2.42116988267687,-1.52284415007045,0.348721900937429,0.977879326811449,3.10305941926826,-2.19824554622065,-0.644638505853666,0.38858787023135,2.39228844140108,-2.79809383683046,-1.52991984711902,-0.773567492840395,1.18980067433879,-3.25560738427733,0.0318368812662579,0.991611900825296,2.47395136620567,-3364.08079156124
1.07034475221089,0.278499145141813,0.828621751813193,0.517381693076422,-0.526695642213792,0.150386111554955,0.200164545969018,0.304584922977208,-0.138128625122123,-0.575250562055952,-0.646007779155923,-0.410229986939742,-0.0510616525300119,0.0746191955997625,-0.128293244239631,-0.051180713203204,0.52058559805311,0.0525944744298502,0.000560705373399473,-0.259720714270948,1.02945516781503,-0.949862321705867,-1.04358287365899,-0.247453922400344,0.130897447808939,-0.436338955532449,-0.275178102897204,0.930267266856174,-0.0667942670995892,2.09590785958214,2.09886523339161,2.14816873894037,0.993412153415833,2.29808453197748,2.42163446632737,0.952489656000706,1.66066438838067,1.05485152905801,1.62818058866548,-3.57474986283413,-0.226667628365876,1.08429916064473,3.22935913889678,-3.31922933987933,0.0891219547671679,1.4962676875317,2.94463244717482,-3.5696609587384,0.384737706681183,1.48245242958267,3.2887029709937,-3.41736588119121,-1.15801548800287,-0.198481730635748,2.76179698829051,-3.40220746477528,0.373673361886561,1.68718905096115,2.5498599572854,-3.50756246208892,0.597036288744069,1.7332734825444,2.67122689772538,-1.27023245750733,0.30780791398864,1.17122498485099,3.30648830253561,-2.28456486397099,-0.57742554821183,0.370644058031154,2.46168946999144,-3.11942132000489,-1.68770234386458,-1.01924993099884,1.13027016269327,-3.37079527832365,-0.0830312898251971,0.937758037596047,2.63519783714812,-3331.26984717596
