"asc_Op2","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_PANEL1","b_ZER1","lambda1","lambda2","lambda3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4","logLike"
-1.05600565060859,0.2718892570173,-1.06307615232842,0.562998246515859,-0.773952914469238,0.153812243756079,-1.6005072401059,-1.62887434051517,0.143341066731643,0.300462646823804,-0.771034395591204,2.27896857100499,-4.29895054467719,5.21114373911984,2.59878977910486,2.20332619140793,2.44121231896405,1.42405896843998,1.76625037043288,1.62184673452808,0.435316413388581,0.307409418950908,0.842620153275701,1.53271820951027,-1.8932876656106,1.85282849091662,2.86129027320117,7.13280095269102,-1.49001920533006,1.94758532703051,3.05743904676156,5.84394489802052,-1.69421747540382,2.53053419740028,3.17121681025655,7.74909903462294,-2.03413297975522,-0.22122047665516,0.674838070971549,3.61622075490126,-1.24682641136745,2.94628830871253,3.97344125406017,6.07463547957399,-1.23466979734015,2.96250168113154,3.56194285885694,7.35966456004747,-1.75375691894711,0.0113697705939319,0.683080620620385,2.97108826265112,-2.09756156951072,-0.755452796369905,-0.233225385376272,0.373089857911334,-4.24974686924841,-2.2656817743391,-1.75546617835971,0.286435533368053,-1.49517091077305,1.18475288618726,1.98550823799165,3.24303471476801,-3370.33639896512
-0.758908194107929,0.0585579617411778,-1.25926819788087,0.97737520963863,-0.558842057786381,0.224266646058523,-1.64980868259686,-1.58394369094003,-0.10988512427476,0.401020284007256,-0.425858140585672,3.76449091348195,-4.97452199591429,4.18999630948464,2.49956824233591,2.13365269220582,2.50161248438997,1.70998209582035,1.97217342727464,2.0119130657238,0.315951268684768,0.475209209629385,1.09040861616431,1.51314258373909,-1.26220711250888,2.55221555467069,3.4837204383882,7.44872826765017,-0.971151961775642,2.60810929874153,3.37953825159089,5.87744395713131,-1.21561575018135,3.21476689637786,3.81374804423082,8.0080074376199,-1.97714059017931,0.128083015803321,1.45899813206428,4.08777906463545,-1.22443308004623,2.89808937799714,4.2702130738134,6.0809670495904,-1.09629902827739,3.25241299297715,3.92798567479003,7.600607439173,-1.90062374522618,0.0095740868059682,0.654824238837274,2.83302517431621,-1.9511316588521,-0.398807824668236,0.180063141605996,0.87322003867609,-3.92869803294364,-2.19832461904174,-1.68308507559734,0.219088703816093,-1.25348011954239,1.52685986515522,1.91483576536496,3.67764347483878,-3347.53996439799
-0.712261122453443,0.0459517933802444,-1.28727450249801,1.02234868505902,-0.527204960141199,0.266379095861597,-1.63527295239088,-1.57015195709832,-0.168227202839007,0.423988940127985,-0.329808936938536,4.15395885143701,-5.02407802850612,4.03521983795852,2.50940848050683,2.12746149797264,2.50888241786105,1.753234648138,2.07447091544098,2.12004283884955,0.336416140557023,0.434275073656296,1.03040209479751,1.52414583268124,-1.16528182396505,2.71063843126967,3.54428973526668,7.50457216771324,-0.872314589323135,2.6785754076907,3.4671557260303,5.89190114655159,-1.127425262511,3.36477919700425,3.92174683904839,8.05614742020146,-1.98586280946031,0.240392640456767,1.52115877388815,4.20202129147003,-1.21758709003391,2.89834826756364,4.25904095990709,6.07624479371979,-1.07258805992982,3.30684327469106,3.97096767836321,7.63601662105824,-1.90347549518816,0.00362309024741421,0.635322158700918,2.8084176866452,-1.92230481987112,-0.362096240087408,0.220008512187253,0.943443923743667,-3.8404817407107,-2.18329129391876,-1.66870982463161,0.214071681250091,-1.18355529553477,1.45765665420164,2.04460010452632,3.78352130814836,-3336.32013396064
-0.75133024161667,0.0752781993098739,-1.30141509326805,1.01583481234628,-0.481929685768555,0.501356197646116,-1.48379114226514,-1.51211039430655,-0.378442825213461,0.519013454804477,0.068165341358456,5.61566008256553,-5.02957628100582,3.67860682624327,2.67596537903717,2.16635709330597,2.59299904948734,1.96342126221159,2.40870985573383,2.40025270838887,0.21425757624574,0.226954212682071,0.644747296786592,1.49141041712975,-0.988867413483777,2.85602695871593,3.81511152754225,7.63650382477013,-0.611448811531211,2.6628256197549,3.79527872343172,5.97325742549637,-0.857459109122214,3.60690953232463,4.43372268621057,8.17793878206406,-1.80318427695405,0.188922616167092,1.69991283218854,4.63840927797348,-1.19271495647907,3.11693853115209,3.86771086477104,6.06530751228898,-1.06011086374169,3.52487547853126,3.97785129716784,7.71217344671154,-2.01836502248542,0.0246363216322967,0.533056620092459,2.74820166644916,-1.72878001676368,-0.469087962817622,0.140079689920785,0.878113962136131,-3.43682855444434,-2.13316434633031,-1.47555263461497,0.412516750140674,-0.972279939434796,1.88484637846654,2.14537071699493,4.14472778930239,-3324.89239544736
-0.985571624557619,0.0655217890867184,-1.21815822438207,0.937546226125139,-0.532631158558232,0.651497318194463,-1.30986463095269,-1.46607577035159,-0.496369377209253,0.585863576133809,0.282322608330126,6.28740841783671,-5.17961120225009,3.49153505303716,2.86456321407502,2.28589328688137,2.84943746804903,1.90096988004428,2.2514879755486,2.37168457951784,0.313606627313966,0.298084809351755,0.496924003902488,1.67310370445949,-1.01663107927648,2.76214753824443,3.91668411575171,7.65908981663308,-0.619869208824648,2.77084795666146,3.76411054818698,6.04650261251647,-0.763171448984381,3.71941221943007,4.55329605231382,8.20315748249729,-1.78969915600717,0.214777664216644,1.69066411187115,4.88100656220276,-1.23861374974132,3.2404492740599,3.68058465379458,6.06405871686501,-1.09334334242771,3.47299430871713,4.14663800025658,7.71381035612465,-2.03733080505608,0.0118926148469273,0.568546918370114,2.76974777473888,-1.8638031162956,-0.568287415148934,0.0646466425303397,0.849846740772578,-3.21750888903519,-1.78539177292202,-1.14099082904123,0.439080917737141,-0.92135819722281,2.09515158776884,2.38998652384216,4.29872532975137,-3308.69616997389
-1.34717223745309,0.0594177244633929,-1.0902542411891,0.794002029720718,-0.654390320491667,0.809765698606439,-1.04564593370835,-1.38805023504946,-0.635124583701077,0.6847858243971,0.508435327409319,6.99520431835814,-5.59913368828143,3.26809818695207,2.97296902264349,2.48670140590511,3.08562813526402,2.02047724203587,2.09867935287177,2.23304986538193,0.367386339981718,0.394835149308433,0.117351337615188,1.98868978148091,-1.18930065231921,2.85804262336895,3.82069888935983,7.66339460475328,-0.739164955956578,2.80439562102192,3.68736351355676,6.16717542276839,-0.848924753034214,3.84283075825345,4.6687422235875,8.21439271160735,-1.72719068744767,0.111835778633698,1.58554218554778,5.05590815611387,-1.08004623039487,2.87718336043507,3.89779794752819,6.04094032511305,-1.01639274904854,3.62888870560931,4.19388687225373,7.69005554723562,-1.96193308106388,-0.0324849251511791,0.578400660658901,2.82360201198676,-2.11691811199907,-0.778966131031221,-0.0835445484090008,0.791166881558388,-2.88646876013106,-1.4510070898698,-0.761761965935828,0.890936738672564,-0.993199925676966,2.36903985033242,2.70665813155676,4.45362443499702,-3294.93734228245
-1.30966035197545,0.0586200834801946,-1.13447665678316,0.703516415710439,-0.748541831767347,0.822285359301096,-0.951017164188931,-1.33564790700499,-0.67205859676691,0.739797556304305,0.507303864838114,7.18315381429986,-5.8977246399082,3.23683990259544,2.97475801894679,2.51242994821346,3.09770996660186,2.09120634385906,1.96490105706227,2.25324808970479,0.342679240983379,0.407571101432399,0.0291758385392161,2.06237616197952,-1.26165920142753,2.79458321608786,3.79380146194534,7.64415579014771,-0.828548844617968,2.7012277114429,3.76660878713793,6.24407550291281,-1.03521306804889,3.84805626971509,4.66685054214117,8.2277949844927,-1.97910266773545,0.182661207683396,1.63994805611893,4.9429885510406,-0.940665353878728,2.96833948642935,3.89293995157124,6.0082624328336,-0.870891440782894,3.71678179488051,4.17665132490056,7.64550656962483,-1.91071856032952,-0.0315757476928533,0.571682160903602,2.87086927975259,-2.16649046286284,-0.862479708541874,-0.166807895050474,0.736262746831108,-2.68848365495581,-1.38745941899589,-0.698518296106055,0.89363568994731,-1.16707190530889,2.35332027855242,2.73914306061266,4.58099742835375,-3283.84007424727
-1.15155742806843,0.0621613150516491,-1.24952217606259,0.605007658904115,-0.863272993792134,0.733474455543105,-0.899093814111078,-1.278195978092,-0.714880306909804,0.801372755204482,0.427433319194037,7.3812995486183,-6.16561615914057,3.28212126197111,2.98039382802372,2.48847302120533,3.12187548459992,2.02447479853406,2.12273732088815,2.11214330489992,0.343854578610122,0.391743822024203,0.0280881152769366,2.07024867082395,-1.33796355932332,2.73074215042112,3.7613335274427,7.63001800696111,-0.921745013379276,2.81789947939507,3.77561000087511,6.35606949297591,-1.17535203283139,3.80614118960424,4.63696885351567,8.27211140911532,-2.09931369600868,0.0699650237950308,1.5004515619641,4.84207646472015,-0.878646911753635,3.05033314572564,3.90265214015373,5.92831761216488,-0.901541453574057,3.71912119338899,4.37054582519178,7.58310317177122,-1.90656356747145,-0.0178369405902993,0.644050532571655,2.92741467640432,-2.18047008560723,-0.882168558766268,-0.173029697568619,0.769303063015538,-2.62489614982196,-1.49082170960121,-0.787157991781254,0.851000484928421,-1.24665934680345,2.275613294393,2.69731292699687,4.7140934942636,-3273.18671055334
-0.989206012651097,0.0912079437148076,-1.43740260151746,0.464241339939878,-1.02969636066557,0.502844335988537,-0.857366767710256,-1.20534271115579,-0.808697583307794,0.899005009511912,0.251974061741653,7.73022776749037,-6.5681216151314,3.37755502249442,2.94805864805166,2.69444120648363,3.13603785891395,1.88369454889588,2.07061445036124,2.26437861579429,0.40128074023999,0.385766697820056,0.109626228946942,2.00215437354803,-1.46432906775746,2.63194509480562,3.7604101004389,7.62953411601322,-0.956571503714808,2.77139298124134,3.91737487024483,6.53262429689302,-1.26945706935375,3.75879189981733,4.57794817566864,8.39203895366751,-2.086647821067,-0.128646695874132,1.20753289943074,4.69540660120082,-1.13465747980668,3.13609843158882,4.08364380248084,5.83528206195188,-1.01222088577272,3.87391759108928,4.4627652287738,7.45116926733902,-1.86593997091601,0.0035803398876603,0.719206253480884,3.00471372614522,-2.174649247212,-0.838724356320677,-0.100798306849114,0.908295027401642,-2.84633210383739,-1.64889299831647,-0.938353409473149,0.656474696520036,-1.26003150145355,2.14480983711164,2.63377651470332,4.85532103174521,-3257.77376193897
-1.08408969115905,0.120032513200582,-1.45046352796398,0.376202376638988,-1.04626883067868,0.315625329318493,-0.857344584838621,-1.18692525668853,-0.890760573596353,0.962426694068906,0.116742373848216,7.98718146759667,-6.89733340209727,3.44814413454242,3.06255777804711,2.64538143737636,3.18804456582824,1.72259545921156,2.14013273488255,2.42402005373508,0.392327563465774,0.337709421831027,0.165555289853616,2.08842091104818,-1.47765476887032,2.52828988156487,3.74654043449731,7.6368464403891,-1.06343059072025,2.79308783100033,4.05281748929005,6.70063636824846,-1.23355761102146,3.74154075332914,4.49939049904552,8.51836025367114,-2.13171544889918,0.00488276164813334,1.3303520149487,4.55614813225761,-1.26837868264314,3.10690026872277,4.1425388033473,5.83382293004901,-1.15678238040561,3.90158324137618,4.535231433029,7.37564156833488,-1.84081518679621,-0.0461042937114774,0.720166712085681,3.00960325672292,-2.08281625281849,-0.809896716076786,-0.100891249143521,0.932837194677396,-3.21415443035285,-1.84328901441577,-1.1054366936601,0.664635299449315,-1.23699699099138,2.08888124367167,2.59711028539448,4.77562805951686,-3249.10379041441
-1.17463013123994,0.17041656426211,-1.36611079007719,0.279113607730505,-0.955378778803357,0.204693924350865,-0.888789185337415,-1.18248607936984,-0.97175133593773,1.02338866163386,-0.000212071289611468,8.26547140207911,-7.27253455098924,3.53035597363509,3.0948549564614,2.70716959382975,3.20224180988943,1.93099604046841,2.26832288089875,2.44259071604858,0.414278474212973,0.292740279630102,0.177997964811396,2.02686304773026,-1.48571448558296,2.61920536282069,3.69268824876352,7.67516933357285,-1.12046357190534,2.87991963265284,4.09079682648493,6.87253533222558,-1.19984310315111,3.67179867366319,4.49665700027091,8.68038286281299,-2.03584869396454,0.190772332904966,1.49676003287848,4.3653455734623,-1.29554553808684,3.08231032365297,4.08306519671048,5.89427325759482,-1.32404491515285,3.92689813649684,4.60438198195535,7.33992835381873,-1.87055437732929,-0.0868350125962171,0.705962672953,2.96877069151868,-2.04522173728445,-0.825234366987041,-0.0886098373139422,0.985220182886503,-3.64469930838272,-1.93219839485572,-1.20531760517935,0.336695544014899,-1.33379499584101,2.08767424010615,2.64342280530105,4.5988987027973,-3244.35753481195
-1.13509556307616,0.158861890631455,-1.28570736311487,0.2149771156801,-0.823394059594892,0.284739509809754,-0.93362450134287,-1.18935132094158,-1.01013852750493,1.0510740639804,-0.0182580534536302,8.43286512985295,-7.48529497896818,3.55977546534911,3.10371143056521,2.90182816673841,3.21212018760424,1.92892009288999,2.23413169735003,2.39836845000316,0.449646405637283,0.304364067590212,0.251849533389137,2.01504617659312,-1.44997300333982,2.74515598939544,3.73450580158159,7.71885761669857,-1.03999453789717,2.87078488541183,4.13500240708354,6.93896109409531,-1.21065716653585,3.7008868593334,4.51682835208409,8.78559946734954,-2.10131770789947,0.232034076473326,1.54492308437197,4.38103098229657,-1.26894063060082,3.09855028376453,4.03041040149104,5.9684888776322,-1.34202379028327,3.88973879968099,4.69795535838313,7.3480621770231,-1.92250147783556,-0.133446211515219,0.69878667205763,2.923193343729,-2.09995664850589,-0.843197785026797,-0.0933568885501725,1.01096368537206,-3.76987291226799,-2.09020856020716,-1.36059866092889,0.308736626255483,-1.38299228136649,2.11212738146564,2.68291644042639,4.47594725063788,-3240.09380026998
-1.02051935815396,0.152306472685445,-1.18143100639256,0.158763537105864,-0.643210944493352,0.4610144543274,-1.00894613916218,-1.21296578535506,-1.04395140128502,1.07837871994276,-0.0137164193031692,8.67974844215394,-7.76849132807277,3.56475155571588,3.16428255795738,2.87318328534283,3.24749695389956,1.95069192483662,2.15569613924625,2.42137818655055,0.528140841290432,0.347507527652167,0.350061440515267,2.11458806279947,-1.38769161843445,2.84668001892541,3.88265611498739,7.79035315978376,-1.01465873704654,3.0094536940048,4.25771707789695,7.03970627504514,-1.2370222175799,3.76825842861581,4.58545562968616,8.92983583819429,-2.16744622180198,0.186397477417217,1.47442768544212,4.49083569924753,-1.18624947286177,3.07863246210542,4.03997306654018,6.06593351214007,-1.21487922734141,3.95029957049585,4.71521339951648,7.3752059447475,-1.99650919314932,-0.192754187064537,0.654135720886819,2.86584862171919,-2.20514824584461,-0.909816750939973,-0.137893315861497,1.00217617587955,-3.89385482168463,-2.22783695075192,-1.50074927541907,0.151825682484046,-1.33654656933212,2.10160779940605,2.67043373047792,4.36325688724755,-3234.6608184277
-1.00189899503098,0.144748056583075,-1.12774986777006,0.184503107933151,-0.586227343947823,0.529473830565863,-1.050386026188,-1.26359425979161,-1.05015624024821,1.08610371963869,-0.0150444164712335,8.88029231826082,-8.02575659965396,3.50113179928423,3.24355288328133,2.85300872783224,3.33200840106207,1.88602461024302,2.14064013731081,2.39777591512282,0.574967303087289,0.411496635726274,0.413524459793167,1.88968632260399,-1.37618663237141,2.91597423949542,3.99144489845631,7.87386349266032,-1.02132196451681,3.09739262091987,4.37607125546035,7.10854445261884,-1.20812445270516,3.86485036590508,4.64479077451652,9.04867644719484,-2.21803065469524,0.202054999032907,1.4512083561866,4.59390963706056,-1.11710582864112,3.07899480590029,4.11172252858329,6.09872227900125,-1.10129751478403,4.01508140795224,4.74427824642913,7.41482807674833,-2.04088781582381,-0.25589738401608,0.60762359779502,2.84735218119099,-2.29621045126397,-0.986868900487881,-0.212433949956787,0.954821096605948,-3.97295425996549,-2.27336375160527,-1.55342687208343,0.0927030712405744,-1.34521809165285,2.07420392662429,2.67657129990025,4.47774111550456,-3231.206173597
-0.975357287465723,0.144978089010768,-1.10989794781642,0.258937396883308,-0.621523921286837,0.504298261021143,-1.07059086568227,-1.34425488741944,-1.02830365244773,1.08216837793494,-0.0284621335048953,9.13776954086782,-8.30528713825893,3.40102441839972,3.20395046712194,2.8792450021636,3.32640058521754,1.86434768246685,2.08695170690843,2.32299070802413,0.613792807270652,0.46851401900966,0.422766623835158,1.88495567269822,-1.44281743022256,3.04430921984882,4.07765646458111,8.01980758186312,-1.01986867608952,3.16579788973887,4.46191478957045,7.1798656808872,-1.185083209559,3.98406362246074,4.77051995970518,9.20242807517126,-2.2115017149149,0.257904761771468,1.48711935725662,4.64212837978931,-1.09425135822075,3.19800466394001,4.18763707078602,6.0912719142187,-1.025842285683,4.04572924890768,4.81982661531086,7.47189358030176,-2.11820329688237,-0.309463201723697,0.577124290492614,2.8565392551606,-2.40649189680221,-1.10339073986357,-0.311893013925024,0.890175566594946,-4.03263133333694,-2.29644459022606,-1.57356961266075,0.0886538983851065,-1.23086650537492,1.98415358540163,2.58819656601764,4.6772718791799,-3226.82541718521
-0.616593275728233,0.139415700343021,-1.45631230979376,0.480810758121434,-1.0360479216396,0.12120237609253,-1.0153885147339,-1.67854364240853,-0.803098217959946,1.01863904053791,-0.150142914317924,10.2668278744199,-9.13601824176309,3.04447780633603,3.48680488026366,2.87117462001211,3.12521041667734,1.67908986593725,2.00540375533397,2.27237260960775,0.702499346302264,0.653340760394666,0.550588782919298,2.14888948496657,-1.19933856056182,3.06625133891148,4.1959318968749,8.66844092476064,-0.787055039153437,3.31885491899786,4.57490286636588,7.46001746133268,-1.21550898337344,4.43673449668793,5.1869187755821,9.82589537716587,-2.08434278488977,0.37587176048135,1.45312152836436,4.51791155591134,-0.920777862799343,3.58417716914695,4.64579391306442,5.86491925023704,-0.981402933463925,4.22893015976042,4.99747142565183,7.63169465607539,-2.17833340200457,-0.399054778863162,0.545145921867574,2.96519156767945,-2.78222707174114,-1.37477611429644,-0.521892148612163,0.85029571328125,-3.91597948008883,-2.33649211062835,-1.64050399558886,0.0375898041919218,-1.51835009421265,2.24857181903941,2.93379989019586,4.90256036309202,-3224.6548800735
-0.484046394972397,0.13889423145441,-1.57414260760979,0.482307699782052,-1.13792532709714,0.00868987066460192,-0.983888165602384,-1.76291305632436,-0.714105738309128,0.992541218929073,-0.201828523035001,10.612903252417,-9.36024197207903,2.93954464752123,3.3719583753884,2.85491209704698,3.38364676406476,1.64106170130789,1.98782194451289,2.33111397455401,0.697946764922582,0.675967953245406,0.583332829015115,2.22521381967849,-1.1710842305464,3.14634905748793,4.25004760047826,8.87144440039388,-0.786752896668912,3.34881903246396,4.59784083858156,7.51634749466878,-1.18084575445852,4.45044828882197,5.20793604465403,9.98599051760521,-2.10191653696543,0.383414608513825,1.43277693016474,4.41930434318029,-0.885518061752509,3.67581473305267,4.74933549612584,5.8101912915995,-0.915648956721945,4.28168125507457,5.06669198933485,7.64972864049091,-2.21906325793979,-0.385092596801748,0.574673953874833,3.00908591207356,-2.83198191865712,-1.4490630244621,-0.589060901818512,0.825297761629854,-3.87598507500007,-2.37512657009942,-1.68187106049302,0.0275287276675478,-1.55258981698354,2.37332190968113,3.08776534797758,4.93770915481732,-3221.27886928432
-0.409099981450172,0.11342195459993,-1.66638233291648,0.126146078050127,-1.11463529699669,-0.0328848663757868,-0.889883184811577,-1.78957708294045,-0.503632944607136,0.918417958565181,-0.328595549522238,11.1121101077962,-9.79971049649856,2.57420531955196,3.52992635618118,3.09752848244362,3.61422873777434,1.75154406966652,2.1397314542336,2.24548120453152,0.681204636563388,0.716093220838452,0.699216218967683,2.30340537804604,-1.231731261376,3.10039459814109,4.35259702394474,8.98654414312094,-1.07112707479705,3.3004640584752,4.67777665313601,7.34483212703486,-1.36983846490894,4.53378908484455,5.20286819360696,10.1501714703487,-2.35505931711593,0.278143144335904,1.31800199953176,4.09683755071559,-0.997272824389954,3.65071814973631,4.62448170245742,5.9712648911943,-0.745199061024963,4.67511564080572,5.34056477817143,7.49824241173499,-2.09315384040695,-0.409335142795284,0.527333223536412,3.20543322065827,-2.88514388026825,-1.4707982618718,-0.624247512400159,0.875626990956306,-4.06937234156749,-2.47607908669171,-1.79363081841214,-0.0358570324103644,-1.1664158216492,2.54005852010964,3.28894330190778,5.07231845985963,-3220.77904983584
-0.4358006067319,0.102659572051482,-1.63049533909928,-0.0420289912557628,-1.07852702278665,0.00394792355934525,-0.866752564349541,-1.76912593846005,-0.432565221927252,0.890202753394023,-0.363409371045181,11.2624840786195,-9.90113689546543,2.48213932244963,3.61265165562544,3.1236774485122,3.63699556135062,1.76656961173737,2.08601415702402,2.35165524573137,0.660882429309962,0.708012601665238,0.707022805156096,2.2928979310711,-1.31808320998065,3.13339228763416,4.32771053137915,8.9714764771797,-1.13755309386703,3.35666905026903,4.66665148442242,7.26932839150412,-1.45813772241569,4.54213270167327,5.2156503805591,10.1782338665158,-2.37857653827362,0.225979250647812,1.27670694803412,4.04632525484526,-1.00526115793873,3.63830055083288,4.59382201867994,6.05357816435546,-0.733952113357911,4.72139643250424,5.45764570384847,7.42460796418898,-2.15317273539983,-0.348184619363685,0.601913284314402,3.25788135397079,-2.86064328017693,-1.49694045616833,-0.65515152276313,0.86833308612416,-4.15666216642216,-2.54646078969225,-1.85249026302884,-0.0402180888037604,-1.18058842667965,2.50830117957125,3.27813159857681,5.13874325958612,-3217.73173841262
-0.543279338399217,0.101357918303902,-1.55584155630026,-0.223759105542421,-1.05476595259398,0.118766649879798,-0.862195664157258,-1.71860257954421,-0.374859492227689,0.857694859203191,-0.37546030915588,11.4084740001668,-9.9608434802266,2.41773228450634,3.58766152249333,3.14388279403557,3.71663572863155,1.71762611627266,2.12650195522674,2.41538525446057,0.639248919565786,0.727465123740058,0.752319535593123,2.34797072561009,-1.48384448698994,3.13928676676812,4.39482292157321,8.92371879210627,-1.13420540881741,3.3620802840231,4.68349223897367,7.18848470176543,-1.53162641252139,4.55124786220809,5.2130010921307,10.1820768618914,-2.35560594325747,0.195162079088411,1.25782413935516,4.09804731009122,-0.96710483954096,3.63444334810298,4.57232933549396,6.11870444342883,-0.832972220017257,4.82681309254785,5.52227834903853,7.37207119036726,-2.10318631076073,-0.349875989126133,0.583942772387424,3.30964824663111,-2.88349505204182,-1.51843470600265,-0.678556952455753,0.872878955616366,-4.24147337410817,-2.62554104452872,-1.92605730509358,-0.104279896618253,-1.33099356523701,2.39366356113202,3.17093828975262,5.18045752948964,-3214.07849783979
-0.710540228369207,0.0966202661339391,-1.29351664779774,-0.29616819086166,-1.09329177105149,0.509844161782095,-1.00830717664315,-1.45128008986509,-0.438913928497338,0.793442291203366,-0.176856185262129,11.422917061734,-10.0098044593932,2.56880408647033,3.69174130747955,2.91100955711766,3.96149571663733,1.92555224191955,2.19753854387837,2.41061113164924,0.623626908374245,0.775264725907201,0.761534076213961,2.25073024775003,-1.56732625063809,3.29965637878178,4.29493205784029,8.69279227321563,-1.1986432328289,3.15916283102176,4.70411166229771,7.23110841874307,-1.60767757415278,4.5812441596484,5.2869565159683,10.0897291525964,-2.36243650103921,0.173434366472287,1.30288111798814,4.47633964692524,-1.31719419048895,3.86484868596169,4.71334790437959,6.03035042711436,-1.01912112002342,4.80178910987924,5.52491070987972,7.61246728908348,-2.07205302406026,-0.321679050276556,0.604199904809454,3.17415882789702,-3.03631877744892,-1.56215243492854,-0.678202121534297,0.963875121442543,-4.29218633391995,-2.77699326214706,-2.08198345405614,-0.0934879096626332,-1.35994373561703,2.19648115818536,2.97091257042701,4.99170161950255,-3211.99758107927
-0.763490959812854,0.109308699949662,-1.19151099043589,-0.269430613767498,-1.10705512968468,0.638953556584201,-1.08552496694028,-1.32410640109163,-0.501961645017356,0.768605445861687,-0.0659468234878248,11.405708694895,-9.99852313340179,2.68859015788023,3.66971719190459,2.97009988567578,4.00468367867638,1.94022438055637,2.32059450961151,2.48572861739929,0.618672893642247,0.775681663368081,0.747831890778261,2.19501532999903,-1.59763590821191,3.27258556489744,4.34054567967903,8.59997829051198,-1.19785705965104,3.13493969538699,4.57712902526891,7.25434441703717,-1.63931313691894,4.63445614324295,5.34637368195315,10.0542843120664,-2.43565378824624,0.206821405758097,1.33708847155854,4.6617933253862,-1.37762394561189,3.87370132790741,4.81524540047825,6.00015424572445,-1.05042217846944,4.77385218966456,5.47170802837681,7.75524584510409,-2.14467910064775,-0.277720317051036,0.650721913872551,3.0840329829406,-3.02701257832024,-1.60088165981837,-0.735054786413067,0.925027140683782,-4.32239909430249,-2.78956474409969,-2.09517264155655,-0.135601989999106,-1.29419232161329,2.1265451388045,2.88839225453018,4.87397644641558,-3209.12074816692
-0.796275063681229,0.129132999168478,-1.20238372002706,-0.211778383012673,-1.10336185082455,0.634449081618804,-1.11167999896573,-1.27613506170794,-0.566844811522617,0.762665648556502,-0.0149807022630496,11.3883316652234,-9.97484988602013,2.73927806115189,3.65190415039389,3.00726125777949,4.03290611968163,1.99388705157696,2.3123325408849,2.57955711284308,0.597690487288835,0.771207549949401,0.726784243231946,2.15738941523273,-1.6034743100154,3.25989707861061,4.35834475545749,8.57461234219694,-1.18049986438854,3.20674155404169,4.52180233144725,7.26026182389285,-1.6153954213987,4.68077677519782,5.3913318161566,10.0563520897696,-2.45249280420903,0.187772154240768,1.32911749927748,4.7202766461455,-1.34766835521647,3.87942817890021,4.80791473262712,6.06362868426318,-1.05597959612258,4.7125747125655,5.48647426030088,7.82717594572051,-2.12188053686143,-0.362988586293947,0.566914898987022,3.06608828267087,-3.03891734840688,-1.61909779712265,-0.761042081697655,0.91112587021407,-4.32699715677376,-2.80549374293454,-2.10688521895353,-0.117170887251086,-1.26819728914211,2.09830905954911,2.86513077394248,4.83401716282224,-3208.08872528919
-0.9189179906041,0.179494888284619,-1.36095605758547,0.0747570515438417,-0.940501247718377,0.316422878677549,-1.11476800191229,-1.17527627323287,-0.922808357153069,0.771078300937233,0.133693951571754,11.3624024929565,-9.77268617951366,2.87309073505804,3.64010686655577,3.0813351391298,4.2159591414229,2.03722091483996,2.21976641335284,2.61876640117211,0.750748661623812,0.836712983671804,0.726566942432794,2.17103761779516,-1.59296074052364,3.31037625910392,4.34082442611549,8.57013948588006,-1.06140279955878,3.31772481098471,4.81753037100747,7.24729699190483,-1.41045669657743,4.9133847066762,5.65671307258131,10.1874325565287,-2.51900990683907,0.172290051491949,1.30746275575806,4.84458656361445,-1.02833514328755,3.71119500886387,4.66570851291825,6.55832512351961,-1.17995574782861,4.79757028967435,5.53530794273342,8.12328221546486,-2.49777142730295,-0.460779501964085,0.501620447351096,3.01006889773349,-3.12605460418905,-1.6940498756626,-0.832738695062116,0.879066445118124,-4.33100258384905,-2.76857611302259,-2.08838542716096,-0.112268743337361,-1.27793067183689,2.05442140658292,2.79441022861298,4.77236373351981,-3207.29328749197
