"","asc_Op2","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_PANEL1","b_ZER1","lambda1","lambda2","lambda3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"b_ZER1",-1.81898940354586,-14.5519152283669,-2.72848410531878,-0.454747350886464,-1.36424205265939,0.909494701772928,-0.454747350886464,0,1.36424205265939,0.454747350886464,-16.8256519827992,1.81898940354586,4.09272615797818,0,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lambda1",-1.36424205265939,-14.5519152283669,-6.3664629124105,5.00222085975111,-0.454747350886464,4.54747350886464,1.81898940354586,0.909494701772928,-2.27373675443232,0.454747350886464,1.81898940354586,-58.2076609134674,-59.5719029661268,-14.5519152283669,-0.454747350886464,0,-0.454747350886464,1.36424205265939,0,0,-0.454747350886464,1.36424205265939,-0.909494701772928,0.454747350886464,0,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0
"lambda2",-1.36424205265939,-1.81898940354586,-2.27373675443232,7.73070496506989,-4.54747350886464,2.72848410531878,1.36424205265939,1.36424205265939,-2.72848410531878,0.454747350886464,4.09272615797818,-59.5719029661268,-83.2187652122229,-27.2848410531878,0.454747350886464,0.454747350886464,0.454747350886464,0.909494701772928,-0.454747350886464,0,-0.454747350886464,0.909494701772928,-1.36424205265939,0.909494701772928,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0
"lambda3",-21.8278728425503,128.238752949983,-27.2848410531878,34.5607986673713,-16.8256519827992,15.0066625792533,0,-0.909494701772928,-6.3664629124105,0.454747350886464,0,-14.5519152283669,-27.2848410531878,-113.23209037073,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,2.27373675443232,6.3664629124105,4.09272615797818,0,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,-0.454747350886464,-0.454747350886464,0,0,0,0,0,0,0.909494701772928,1.36424205265939,0.454747350886464,0,0.909494701772928,1.36424205265939,1.36424205265939,0.454747350886464,0,0,0.909494701772928,1.81898940354586,0.454747350886464,0,0,0
"zeta_FRbr",0,0.909494701772928,0.454747350886464,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,-0.454747350886464,0.454747350886464,0.454747350886464,-22.2826201934367,5.00222085975111,5.91171556152403,4.54747350886464,0.909494701772928,0,0.909494701772928,0,0.454747350886464,5.00222085975111,-4.09272615797818,6.82121026329696,7.73070496506989,3.63797880709171,0.909494701772928,-2.27373675443232,-0.909494701772928,0,0.909494701772928,-2.27373675443232,-0.909494701772928,0,0.909494701772928,0,-1.36424205265939,-0.454747350886464,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,0,0,0,0.454747350886464,0.909494701772928,-1.36424205265939,-0.454747350886464,-0.454747350886464
"zeta_EnfCond",0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0.454747350886464,5.00222085975111,-30.4680725093931,4.54747350886464,3.63797880709171,0.454747350886464,0,0.909494701772928,-0.454747350886464,0,5.45696821063757,0.909494701772928,-1.81898940354586,-1.81898940354586,-0.454747350886464,-3.63797880709171,10.0044417195022,7.73070496506989,4.54747350886464,0.454747350886464,-1.81898940354586,-1.36424205265939,0,0.454747350886464,-0.454747350886464,-1.36424205265939,-0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0.454747350886464,0.454747350886464,-1.36424205265939,-0.454747350886464,-0.454747350886464
"zeta_AFrSem",0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,-0.454747350886464,0.454747350886464,0.454747350886464,5.91171556152403,4.54747350886464,-20.4636307898909,3.63797880709171,0.909494701772928,0,0.454747350886464,-0.454747350886464,0,3.63797880709171,0.909494701772928,-1.81898940354586,-1.81898940354586,-0.909494701772928,0.909494701772928,-1.81898940354586,-0.909494701772928,-0.454747350886464,-3.18323145620525,6.82121026329696,6.3664629124105,1.81898940354586,0.454747350886464,0,-1.36424205265939,-0.909494701772928,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0.909494701772928,-0.909494701772928,-0.909494701772928,-0.909494701772928
"zeta_CulFr",0.454747350886464,-0.454747350886464,0.454747350886464,0,0,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,1.36424205265939,0.909494701772928,0.454747350886464,4.54747350886464,3.63797880709171,3.63797880709171,-53.2054400537163,0.909494701772928,0,0.454747350886464,-0.454747350886464,-0.454747350886464,4.54747350886464,1.36424205265939,-1.36424205265939,-0.909494701772928,0,1.36424205265939,-0.909494701772928,-0.454747350886464,0,0.909494701772928,-0.909494701772928,-0.454747350886464,0,-16.8256519827992,1.81898940354586,15.0066625792533,9.09494701772928,0.909494701772928,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0,0,0,0,0,0.454747350886464,2.72848410531878,-0.909494701772928,-0.454747350886464,0
"zeta_OmLmVel",0.454747350886464,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,-0.454747350886464,0.454747350886464,0.909494701772928,0.454747350886464,0.909494701772928,0.909494701772928,-46.8389771413058,0,0,0.454747350886464,0.909494701772928,0.909494701772928,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,0,-4.54747350886464,13.1876731757075,5.45696821063757,5.45696821063757,0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0
"zeta_IgPare",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0,0,0
"zeta_UsoCel",0.454747350886464,-3.18323145620525,0.909494701772928,-1.36424205265939,0,-0.454747350886464,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,-0.454747350886464,2.27373675443232,0.909494701772928,0.909494701772928,0.454747350886464,0.454747350886464,0,-0.454747350886464,-138.243194669485,18.644641386345,8.18545231595635,0.454747350886464,0,0,-0.454747350886464,-0.454747350886464,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,-0.454747350886464,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,-45.4747350886464,-29.1038304567337,-4.09272615797818,1.36424205265939,1.36424205265939,2.27373675443232,3.63797880709171,1.36424205265939,0,1.81898940354586,2.72848410531878,2.72848410531878,0,0,-0.454747350886464,-0.454747350886464
"zeta_PasoPeaton",0.909494701772928,-4.09272615797818,0.909494701772928,-1.81898940354586,0.454747350886464,-0.909494701772928,-0.454747350886464,0,0,0,0,1.36424205265939,0.909494701772928,6.3664629124105,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0.454747350886464,-0.454747350886464,18.644641386345,-140.971678774804,29.1038304567337,0,0,-0.454747350886464,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,4.09272615797818,5.00222085975111,2.27373675443232,0,-29.5585778076202,-27.2848410531878,-22.2826201934367,-0.909494701772928,0,0.909494701772928,4.09272615797818,5.91171556152403,0,-0.454747350886464,0,0
"zeta_UsoDirec",0.909494701772928,-7.73070496506989,0.454747350886464,-0.909494701772928,0.454747350886464,-0.454747350886464,-0.454747350886464,0.454747350886464,0,0,0,-0.909494701772928,-1.36424205265939,4.09272615797818,0.454747350886464,0,0,-0.454747350886464,0.909494701772928,0,8.18545231595635,29.1038304567337,-150.976120494306,-0.454747350886464,0,0,0,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,0,0,0,5.00222085975111,4.09272615797818,0.909494701772928,0,2.72848410531878,3.63797880709171,4.09272615797818,2.72848410531878,-6.82121026329696,-18.1898940354586,-35.0155460182577,-23.6468622460961,0,0,0,0
"zeta_UsoPito",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0.909494701772928,0,5.00222085975111,5.45696821063757,3.63797880709171,4.54747350886464,0.909494701772928,0,0.454747350886464,0,-0.454747350886464,-40.4725142288953,1.36424205265939,-1.36424205265939,-1.36424205265939,-0.454747350886464,0.909494701772928,-1.36424205265939,-0.909494701772928,0,1.36424205265939,-1.36424205265939,-0.909494701772928,0,1.36424205265939,0,-0.909494701772928,-0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.54969436861575,11.3686837721616,7.73070496506989,6.82121026329696
"tau_FRbr_1",0,-0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0.454747350886464,-4.09272615797818,0.909494701772928,0.909494701772928,1.36424205265939,0.454747350886464,0,0,0,0,1.36424205265939,-12.732925824821,1.36424205265939,0,0,3.18323145620525,0.454747350886464,0,0.454747350886464,3.18323145620525,0,0,0,1.36424205265939,1.36424205265939,0.454747350886464,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72848410531878,0.909494701772928,0,0
"tau_FRbr_2",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,6.82121026329696,-1.81898940354586,-1.81898940354586,-1.36424205265939,0,0,0,-0.454747350886464,0,-1.36424205265939,1.36424205265939,-23.6468622460961,11.8234311230481,0,1.36424205265939,1.81898940354586,0.454747350886464,0.454747350886464,0.909494701772928,1.36424205265939,0.454747350886464,0,0,0.909494701772928,0.909494701772928,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909494701772928,1.81898940354586,0.454747350886464,0
"tau_FRbr_3",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,7.73070496506989,-1.81898940354586,-1.81898940354586,-0.909494701772928,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,-1.36424205265939,0,11.8234311230481,-18.644641386345,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0.454747350886464,0,0
"tau_FRbr_4",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,3.63797880709171,-0.454747350886464,-0.909494701772928,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0.454747350886464,-2.27373675443232,0,0,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tau_EnfCond_1",0.454747350886464,0,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0.454747350886464,0.909494701772928,-3.63797880709171,0.909494701772928,1.36424205265939,0.454747350886464,0,0,0,0,0.909494701772928,3.18323145620525,1.36424205265939,0,0,-18.644641386345,2.27373675443232,0.454747350886464,0.454747350886464,3.18323145620525,0.454747350886464,0.454747350886464,0.454747350886464,1.36424205265939,1.81898940354586,0.454747350886464,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72848410531878,1.36424205265939,0.454747350886464,0
"tau_EnfCond_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27373675443232,10.0044417195022,-1.81898940354586,-0.909494701772928,0,0,-0.454747350886464,0,0,-1.36424205265939,0.454747350886464,1.81898940354586,0.454747350886464,0,2.27373675443232,-26.8300937023014,12.2781784739345,0,0.454747350886464,0.909494701772928,0.454747350886464,0,0,0.909494701772928,0.909494701772928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,1.36424205265939,0.454747350886464,0
"tau_EnfCond_3",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0.454747350886464,-0.909494701772928,7.73070496506989,-0.909494701772928,-0.454747350886464,0.454747350886464,0,0,0,0,-0.909494701772928,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,12.2781784739345,-19.554136088118,2.27373675443232,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464
"tau_EnfCond_4",0.454747350886464,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0,4.54747350886464,-0.454747350886464,0,0.454747350886464,0,0,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,2.27373675443232,-3.63797880709171,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464
"tau_AFrSem_1",0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0.909494701772928,0.454747350886464,-3.18323145620525,0.909494701772928,0.454747350886464,0,0,0,0,1.36424205265939,3.18323145620525,0.909494701772928,0,0,3.18323145620525,0.454747350886464,0,0,-13.6424205265939,0.454747350886464,0,0,1.36424205265939,1.81898940354586,0.454747350886464,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27373675443232,0.909494701772928,0,0
"tau_AFrSem_2",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,-2.27373675443232,-1.81898940354586,6.82121026329696,-0.909494701772928,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,-0.454747350886464,-1.36424205265939,0,1.36424205265939,0.454747350886464,0,0.454747350886464,0.909494701772928,0.454747350886464,0,0.454747350886464,-24.1016095969826,15.4614099301398,0,0,0.454747350886464,0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0.454747350886464,0.909494701772928,0.454747350886464,0
"tau_AFrSem_3",0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0.454747350886464,-0.909494701772928,-1.36424205265939,6.3664629124105,-0.454747350886464,0.454747350886464,0,0,0,0,-0.909494701772928,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,15.4614099301398,-20.0088834390044,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464
"tau_AFrSem_4",0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,1.81898940354586,0,0.454747350886464,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0.454747350886464,-0.909494701772928,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0
"tau_CulFr_1",0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.909494701772928,0.454747350886464,0.454747350886464,-16.8256519827992,0.454747350886464,0,-0.454747350886464,-0.454747350886464,0,1.36424205265939,1.36424205265939,0,0,0,1.36424205265939,0,0,0,1.36424205265939,0,0,0,-27.7395884040743,9.54969436861575,0,0,0.454747350886464,-0.454747350886464,0,0,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,1.81898940354586,0,0,0
"tau_CulFr_2",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,-0.454747350886464,0,1.81898940354586,0.454747350886464,0,0,0,0,0,1.36424205265939,0.909494701772928,0,0,1.81898940354586,0.909494701772928,0,0.454747350886464,1.81898940354586,0.454747350886464,0,0,9.54969436861575,-66.8478605803102,34.1060513164848,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36424205265939,0.909494701772928,0,0
"tau_CulFr_3",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,-1.36424205265939,-1.36424205265939,-1.36424205265939,15.0066625792533,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,-0.454747350886464,-0.909494701772928,0.454747350886464,0.909494701772928,0.454747350886464,0,0.454747350886464,0.909494701772928,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0,34.1060513164848,-58.6624082643539,3.18323145620525,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0.454747350886464,0.909494701772928,0,0
"tau_CulFr_4",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.909494701772928,9.09494701772928,0,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0,0,0,3.18323145620525,-9.54969436861575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
