"","asc_Op2","b_tt","b_dt","b_CongAB","b_CongCD","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_PANEL1","b_ZER1","lambda1","lambda2","lambda3","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","zeta_OmLmVel","zeta_IgPare","zeta_UsoCel","zeta_PasoPeaton","zeta_UsoDirec","zeta_UsoPito","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4","tau_OmLmVel_1","tau_OmLmVel_2","tau_OmLmVel_3","tau_OmLmVel_4","tau_IgPare_1","tau_IgPare_2","tau_IgPare_3","tau_IgPare_4","tau_UsoCel_1","tau_UsoCel_2","tau_UsoCel_3","tau_UsoCel_4","tau_PasoPeaton_1","tau_PasoPeaton_2","tau_PasoPeaton_3","tau_PasoPeaton_4","tau_UsoDirec_1","tau_UsoDirec_2","tau_UsoDirec_3","tau_UsoDirec_4","tau_UsoPito_1","tau_UsoPito_2","tau_UsoPito_3","tau_UsoPito_4"
"tau_OmLmVel_1",0,1.36424205265939,0,0.454747350886464,0,0.454747350886464,0,0.454747350886464,0,0,0,0,0,-0.454747350886464,0.454747350886464,0.454747350886464,0,0.909494701772928,-4.54747350886464,0,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,0,-20.0088834390044,1.81898940354586,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0,0
"tau_OmLmVel_2",-0.454747350886464,0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,13.1876731757075,-0.454747350886464,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,1.81898940354586,-24.5563569478691,11.8234311230481,-0.454747350886464,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0,0,0
"tau_OmLmVel_3",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,5.45696821063757,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,11.8234311230481,-17.2803993336856,2.72848410531878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tau_OmLmVel_4",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,5.45696821063757,-0.454747350886464,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,2.72848410531878,-5.00222085975111,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,0,0,0,0,0,0,0
"tau_IgPare_1",0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0,0,0
"tau_IgPare_2",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tau_IgPare_3",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.454747350886464,0,0,0,0,0
"tau_IgPare_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tau_UsoCel_1",0,-0.909494701772928,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0.909494701772928,0.454747350886464,0,0,0,0,0,-45.4747350886464,4.09272615797818,5.00222085975111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.7462509833276,20.0088834390044,0,0,0.454747350886464,0.909494701772928,0.909494701772928,0.454747350886464,0,0,0.909494701772928,1.36424205265939,0,0,0,0
"tau_UsoCel_2",0.454747350886464,-0.909494701772928,0.454747350886464,-0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,1.36424205265939,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0,-29.1038304567337,5.00222085975111,4.09272615797818,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,20.0088834390044,-106.865627458319,57.2981662116945,0,0.454747350886464,0.909494701772928,1.81898940354586,1.36424205265939,0,0.454747350886464,0.909494701772928,2.27373675443232,0,0,0,0
"tau_UsoCel_3",0,-0.909494701772928,0,-0.454747350886464,0,-0.454747350886464,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0.454747350886464,0,0,0,0,0,-0.454747350886464,-4.09272615797818,2.27373675443232,0.909494701772928,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0,57.2981662116945,-81.8545231595635,5.45696821063757,0,0,0.909494701772928,0.909494701772928,-0.454747350886464,0,0,0.909494701772928,0,0,0,0
"tau_UsoCel_4",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0,1.36424205265939,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45696821063757,-8.18545231595635,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0
"tau_PasoPeaton_1",0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0.909494701772928,0.454747350886464,0,0,0,0.454747350886464,0,1.36424205265939,-29.5585778076202,2.72848410531878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0,0,-35.0155460182577,23.1921148952097,0,0,0,0,0.454747350886464,0.454747350886464,0,0,0,0
"tau_PasoPeaton_2",0,-0.454747350886464,0,-0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,1.36424205265939,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0,2.27373675443232,-27.2848410531878,3.63797880709171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909494701772928,0.909494701772928,0,0,23.1921148952097,-104.591890703887,64.1193764749914,0,0,0,0.909494701772928,1.36424205265939,0,0,0,0
"tau_PasoPeaton_3",0.454747350886464,-0.909494701772928,0.454747350886464,-0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,1.36424205265939,0.454747350886464,0,0,0,0,0,3.63797880709171,-22.2826201934367,4.09272615797818,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909494701772928,1.81898940354586,0.909494701772928,0,0,64.1193764749914,-112.322595668957,23.1921148952097,0,0,0.909494701772928,2.27373675443232,0,0,0,0
"tau_PasoPeaton_4",0,-0.909494701772928,0,-0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0,0.454747350886464,0,1.36424205265939,-0.909494701772928,2.72848410531878,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454747350886464,1.36424205265939,0.909494701772928,0,0,0,23.1921148952097,-41.8367562815547,0,0,0.454747350886464,1.81898940354586,0,0,0,0
"tau_UsoDirec_1",0,0,0,0,-0.454747350886464,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0,-0.454747350886464,0,0,-6.82121026329696,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,-0.454747350886464,0,0,0,0,0,-11.8234311230481,8.64019966684282,-0.454747350886464,0,0,0,0,0
"tau_UsoDirec_2",0,-0.454747350886464,0,-0.454747350886464,0,0,-0.454747350886464,0,-0.454747350886464,0,0,0,0,0,0,0,0,0,0,-0.454747350886464,1.81898940354586,0.909494701772928,-18.1898940354586,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,0.454747350886464,0,0,0,0,0,0,8.64019966684282,-72.7595761418343,55.4791768081486,0,0,0,0,0
"tau_UsoDirec_3",0,-0.909494701772928,0,-0.454747350886464,0,-0.454747350886464,-0.454747350886464,0,0,0,0,0,0,0.909494701772928,0,0,0,0,0,-0.454747350886464,2.72848410531878,4.09272615797818,-35.0155460182577,0,0,0,-0.454747350886464,0,0,0,0,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0,-0.454747350886464,0,0,0,0,-0.454747350886464,0,0.909494701772928,0.909494701772928,0,0,0.454747350886464,0.909494701772928,0.909494701772928,0.454747350886464,-0.454747350886464,55.4791768081486,-98.2254277914762,21.3731254916638,0,0,0,0
"tau_UsoDirec_4",0.454747350886464,-1.81898940354586,0.454747350886464,-0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,1.81898940354586,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,2.72848410531878,5.91171556152403,-23.6468622460961,0,0,0,0,0,0,0,0,0.454747350886464,0,0,0.454747350886464,0,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,1.36424205265939,2.27373675443232,0.909494701772928,0.454747350886464,0.454747350886464,1.36424205265939,2.27373675443232,1.81898940354586,0,0,21.3731254916638,-59.5719029661268,0,0,0,0
"tau_UsoPito_1",0.454747350886464,0,0.454747350886464,0,0,0,0,0.454747350886464,0,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.909494701772928,0.454747350886464,0.909494701772928,2.72848410531878,0.454747350886464,0,0,0,0,-9.54969436861575,2.72848410531878,0.909494701772928,0,0,2.72848410531878,0.454747350886464,0.454747350886464,0.454747350886464,2.27373675443232,0.454747350886464,0.454747350886464,0.454747350886464,1.81898940354586,1.36424205265939,0.454747350886464,0,0.454747350886464,0,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.0111042987555,4.09272615797818,0,0
"tau_UsoPito_2",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,-1.36424205265939,-1.36424205265939,-0.909494701772928,-0.909494701772928,0,0,0,-0.454747350886464,0,11.3686837721616,0.909494701772928,1.81898940354586,0.454747350886464,0,1.36424205265939,1.36424205265939,0.454747350886464,0.454747350886464,0.909494701772928,0.909494701772928,0.454747350886464,0,0,0.909494701772928,0.909494701772928,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09272615797818,-60.9361450187862,38.6535248253495,0
"tau_UsoPito_3",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.909494701772928,-0.454747350886464,0.454747350886464,0,-0.454747350886464,0,0,7.73070496506989,0,0.454747350886464,0,0,0.454747350886464,0.454747350886464,0.454747350886464,0.454747350886464,0,0.454747350886464,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6535248253495,-50.4769559483975,5.45696821063757
"tau_UsoPito_4",0,0,0,0,0,0,0,0.454747350886464,0,0,0,0,0,0,-0.454747350886464,-0.454747350886464,-0.909494701772928,0,0,0,-0.454747350886464,0,0,6.82121026329696,0,0,0,0,0,0,0.454747350886464,0.454747350886464,0,0,0.454747350886464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45696821063757,-9.54969436861575
