"asc1","log_tt_a_mu","log_tt_b_mu","log_tt_a_sig","log_tt_b_sig","tc_a","tc_b","hw_a","hw_b","ch_a","ch_b","delta_a_mu","delta_a_sig","gamma_commute_a","gamma_car_av_a","logLike"
-0.0215778078250285,-2.76546886800493,-2.26369802086568,0.933693918964512,0.593897649955926,-0.297426966867547,-0.193408191498943,-0.0336329127136442,-0.0575548967431155,-0.514604798323403,-2.4981375404031,-0.708814016529738,1.72045005835264,-0.019818880767628,-0.00908150544937303,-1513.46715808922
-0.0033312869663868,-2.64365793629976,-2.22767565974663,0.83337269418991,0.581810113416575,-0.307108915509417,-0.212070295547556,-0.033977428608048,-0.0578726832766917,-0.438234612731213,-2.40302029169497,-0.887842201462855,1.81302085510846,-0.140795863968855,0.156392363646578,-1512.4424849319
-0.00511091082837306,-2.66882474564338,-2.20608638366698,0.768226229816269,0.606378871190912,-0.304182108509958,-0.217945053374202,-0.0334298452268694,-0.0596717954605637,-0.46820925424427,-2.48671201968952,-0.772221376492421,1.8041424715007,-0.23242580952063,0.0459454274290129,-1511.52303068033
-0.00452282363440467,-2.7050177063135,-2.1752556929368,0.738462842255898,0.648970724102716,-0.302140168192515,-0.230165005690926,-0.0339208007579802,-0.0607789367694241,-0.499337946414444,-2.58591883940643,-0.725788299281023,1.73504232901269,-0.197847256922665,0.014312848985302,-1511.09022923196
-0.00494099382563924,-2.68627730928607,-2.17581911155522,0.742794991922599,0.651232887097102,-0.305902817247148,-0.233378317988503,-0.0342508651308378,-0.0605907874792618,-0.500532829931054,-2.59519787915219,-0.744464595858992,1.75662744175365,-0.153442531373115,0.0394073678616981,-1511.03843175543
-0.00455265115026456,-2.67278384309755,-2.17222791724673,0.746439690637767,0.645435000781825,-0.309591193203222,-0.236679641399399,-0.0344054291203576,-0.0605905480870814,-0.504546091320269,-2.60566455242066,-0.748509566453493,1.81523569561306,-0.136707005548352,0.0559628796186341,-1511.01274637429
-0.00422505662995048,-2.67239222024613,-2.16780605715845,0.751966906336572,0.64078494503828,-0.311094499096399,-0.238284350289686,-0.0343618365664898,-0.0607599657219717,-0.504997115017067,-2.60937423912398,-0.750033336656802,1.84603317266593,-0.146551812409935,0.0599199156147195,-1511.00575739545
-0.00425448554142647,-2.6679185990505,-2.16653386478753,0.74952099974418,0.637688652498429,-0.312654761195311,-0.238545035403709,-0.0343344690554825,-0.0608783533390407,-0.506339872086641,-2.60864360310051,-0.752673784340017,1.8734635143061,-0.147900199622607,0.0598682664144816,-1511.00238027624
-0.00417515296273141,-2.66683485527082,-2.16657750226615,0.750549228805953,0.636705403609481,-0.314219478562694,-0.238087387365111,-0.0343009728981972,-0.0609653341521588,-0.505584526995997,-2.60453348929253,-0.75852422111191,1.88928787562475,-0.152676254128548,0.0558068488416711,-1510.99841406476
-0.00400797549367582,-2.65903411678275,-2.17086399272049,0.749035388542641,0.637616130272233,-0.319436419890552,-0.235881409418186,-0.0342922884431288,-0.0609890267271072,-0.503065059105396,-2.58925589117872,-0.779001154197121,1.92492264070949,-0.154091943275105,0.0429966875925395,-1510.9890374081
-0.0038366340379968,-2.64554441136887,-2.17984229710546,0.745804575331599,0.640999713747951,-0.327112169454637,-0.232750811278469,-0.0343489893758,-0.0607585166460008,-0.498804102519427,-2.5660446164146,-0.811289980246235,1.96075263756918,-0.147851404674125,0.0290962032699793,-1510.9780461488
-0.00356055968552865,-2.60057419744661,-2.20749371068817,0.73568384410009,0.649390235781762,-0.350650899274671,-0.224761290896255,-0.0345216292694263,-0.0597983145140806,-0.484828823879117,-2.49595949086836,-0.911262475825541,2.05672134571784,-0.129279462177749,-0.00257591739959624,-1510.92696326513
-0.00356463148312214,-2.60057878822662,-2.20750368624434,0.735680393483012,0.649385529523575,-0.350697907563346,-0.224809627978517,-0.0343345940763416,-0.0594693920357149,-0.484830018879485,-2.49596317529688,-0.91126538174697,2.05672082797816,-0.129280170867662,-0.002577231533584,-1510.9212372814
-0.00356975396499332,-2.60058462418763,-2.20751654334622,0.735674997146723,0.649377973317116,-0.350751092469643,-0.224861047509014,-0.0344314621868211,-0.0593578657311242,-0.484828287496718,-2.49596446203105,-0.911268819715285,2.05672021501906,-0.129280905001549,-0.00257857411093303,-1510.91993117702
-0.00372321923587613,-2.60073180832152,-2.20787530037363,0.735543705041945,0.649163016936584,-0.352212083714089,-0.226150140854305,-0.0344306229583659,-0.0593839930537265,-0.484812673550968,-2.49596318514492,-0.91135801077536,2.05670490975411,-0.12929313985307,-0.00260824984037183,-1510.91256227337
-0.0043489962197671,-2.60030169708907,-2.2080139687844,0.735704003746203,0.648680293059567,-0.356569043046379,-0.224542728691428,-0.0344699723351648,-0.0593214554465714,-0.484437959132903,-2.49566612105448,-0.912001888378688,2.05657569775241,-0.129362672407375,-0.0028335973799322,-1510.90578299895
-0.00981735137878057,-2.55123043493279,-2.20788357790166,0.75358414215396,0.654447514799133,-0.388956775074299,-0.223406425607798,-0.0349073419628426,-0.0588225146632813,-0.48261205332612,-2.46497583232863,-0.935146839895938,2.05159582503322,-0.13099644695008,-0.013180562342518,-1510.84291360084
-0.0177063919071091,-2.24937140671507,-2.2379473171553,0.826526973532796,0.652485921724088,-0.575753331794051,-0.20913182880808,-0.0372625010041424,-0.0552978427276832,-0.472690416337989,-2.26873619093495,-1.08455074284844,2.01894777861139,-0.140405085683972,-0.0812040480393177,-1510.04852965447
-0.0245876586768574,-2.17608007808207,-2.24801058073425,0.842705201880999,0.653281040192902,-0.620485870368175,-0.205339687709046,-0.0378172975425645,-0.0544020395847623,-0.468549294580907,-2.21986495190146,-1.12237618100554,2.01044824869748,-0.142417777802036,-0.0984638641830397,-1509.98032383228
-0.0215678356639128,-2.17001253187612,-2.25310481468305,0.847991704326498,0.655560075827229,-0.624590278079589,-0.204769587694818,-0.0378501944120653,-0.0543783175153329,-0.465461733032314,-2.2196561244103,-1.13046072865185,2.00808060807714,-0.142823879139889,-0.101550704631721,-1509.97003468439
-0.0239680605718691,-2.16717690174065,-2.24975689389092,0.864261332911313,0.641291751383182,-0.628301271668552,-0.206230954037626,-0.0378951873144902,-0.0543538548564473,-0.463934422829706,-2.21788067773081,-1.16193516265431,1.99816514726683,-0.145008143243452,-0.110452565847877,-1509.96051456802
-0.0212333955051796,-2.17000846994381,-2.24556715042363,0.867036931617129,0.640104647699089,-0.630367230484061,-0.207015850415866,-0.0378589833082929,-0.0543447088082011,-0.45992574149025,-2.21159004522376,-1.17546526406702,1.99382412548701,-0.145286235219986,-0.11338252593155,-1509.94705890546
-0.0180758781451912,-2.17337963715658,-2.26623670634243,0.887448884767166,0.639835571474999,-0.638225540494233,-0.204083594915129,-0.0381021415476347,-0.0539124250685532,-0.463969072848769,-2.17690530624887,-1.20742813259364,1.98425973162874,-0.144364691664874,-0.0759668897964074,-1509.82242133827
-0.0164926165399887,-2.12557079126676,-2.28151974988694,0.893351178033384,0.631625886459064,-0.66051682130667,-0.207949814679118,-0.0378576342500846,-0.0539048974152479,-0.407361574733658,-2.13577014141595,-1.30658319655153,1.95424338914035,-0.141758248357974,0.0374416179989713,-1509.49905701919
-0.0128904008000758,-1.99106523546172,-2.30415110891565,0.813238706733512,0.699624561675341,-0.732437290992408,-0.209117158335502,-0.0387495495344813,-0.0548450788343631,-0.420054962954266,-2.08377501491576,-1.62728964504061,1.84974487238294,-0.146735431003581,0.278634170168737,-1509.33438393825
-0.000225435616843859,-1.83258682733486,-2.42574417540276,0.802898121372712,0.730628399359547,-0.884426604688669,-0.187794506038039,-0.0411201468524443,-0.0543660365478991,-0.381591915306154,-1.85600763378497,-1.6518004923469,1.96834679976233,0.316022569450228,-0.510095967824199,-1508.01694804156
0.0406658847847221,-1.80495720675914,-2.38190314940425,0.54138448863687,0.676302887214212,-0.849221449867525,-0.180585771145973,-0.0442012939846966,-0.0519255151677596,-0.542266527745345,-2.0720787556507,-1.29209014125875,2.25636423461888,0.953907128043751,-0.503189219770521,-1507.39364755398
-0.0418063945774939,-2.11642015556828,-2.46523903229701,0.702696909175743,0.662368274607693,-0.79549293492347,-0.166247354708613,-0.0402129488036528,-0.0481869161599623,-0.387771907788824,-1.98056137918036,-1.73241960299824,2.49526293019458,-0.0664736069844831,-0.308640578303411,-1506.19878149615
-0.0273754160941411,-1.74920520961343,-2.4685918898659,0.674776128928255,0.680000085798421,-0.997973199534528,-0.173292200306256,-0.0437920861147871,-0.0498290723145921,-0.418619406352172,-1.83419594808178,-2.06592688797879,2.34724717298394,0.252127312540197,-0.223751251240091,-1503.72651436534
-0.017633912665201,-1.79703820652316,-2.43552580760297,0.57591327332316,0.700948379941858,-0.977603178964094,-0.181787058840953,-0.0436058125818904,-0.0535921347337984,-0.468419503178562,-1.94273185440451,-2.01595193056083,2.69137832821073,0.521039263062617,-0.499763780253411,-1503.30980415332
-0.0136838006487158,-1.72083280170756,-2.45687932911823,0.580182381907912,0.678286987931568,-1.05330167313507,-0.17228152079377,-0.0453730060308846,-0.050445175839159,-0.485196280079398,-1.89611453632478,-2.12634266737668,2.66383661631488,0.745049398436867,-0.441703498395343,-1502.72325984999
-0.0201571511751145,-1.6793315170203,-2.47486736559413,0.543696207719593,0.681111334808632,-1.11522603239825,-0.167835300903425,-0.0456001078053904,-0.0500274599161062,-0.482682141749335,-1.83847968669886,-2.21558411126278,2.75741937017718,0.498941324730188,-0.463866441960795,-1502.52699686377
-0.0265541240339512,-1.67443430919116,-2.47487542994572,0.580356598467498,0.677876154022062,-1.15949906661382,-0.172326162046532,-0.0456939637508136,-0.050373271405939,-0.484172383186842,-1.82358796219125,-2.34271194183494,2.71580653677187,0.606437721752727,-0.48014441753258,-1502.36891784831
-0.0242681313442365,-1.63418133744878,-2.46923451924355,0.55853081267634,0.685626196831831,-1.20260675356744,-0.172764590027893,-0.0462739380355773,-0.0507021963499633,-0.512645435700287,-1.84126253151168,-2.43316748542608,2.89743349062923,0.776896469752226,-0.515216651601254,-1502.26274044462
-0.0212585501749082,-1.59135089931224,-2.47458252950836,0.55929352022891,0.679348631877935,-1.23858473622209,-0.171167691276581,-0.046626223734996,-0.0508510006040924,-0.523276833259043,-1.8317873715944,-2.4730719851021,3.00319768502387,0.726344384075364,-0.521490998554983,-1502.23423756002
-0.0222010839738444,-1.60197732438575,-2.47664489973198,0.561073241152159,0.681386319305185,-1.24112032441954,-0.170530300355357,-0.0464213107807697,-0.050713569223016,-0.522611889418204,-1.82962774826833,-2.48951946384364,3.04151495759034,0.707821102332768,-0.525835693340907,-1502.22515298281
-0.0228200242309525,-1.59836511466683,-2.4764079393751,0.560390527256507,0.682256720413712,-1.24239016391226,-0.170981346488637,-0.0463383777762572,-0.0507409845103474,-0.521818563881416,-1.83000141593966,-2.49033582588664,3.03413148354392,0.712398624644411,-0.529906868865199,-1502.22380660483
-0.0225216421907335,-1.5980868414559,-2.47618715647335,0.560155658176441,0.681807834662601,-1.24218582085261,-0.170930126348348,-0.0462364027552382,-0.0507980677218186,-0.521465656637517,-1.8303161802685,-2.48878693769067,3.0270495573213,0.715209263564517,-0.531497749329427,-1502.22327977421
-0.0223143969565021,-1.59856004171505,-2.4761091793293,0.559939750822634,0.68150894255164,-1.24132760735623,-0.170954258207036,-0.0461199761752863,-0.0508081237790983,-0.521491700383106,-1.83029210662827,-2.48723570335202,3.02774566133778,0.713848971638921,-0.531910556781023,-1502.22299884673
-0.022368701439958,-1.59891876760483,-2.47627778385883,0.559867317896605,0.68177164914868,-1.24092734677408,-0.170832187779542,-0.0460826730993908,-0.0508094460317848,-0.521740904463194,-1.83006167125238,-2.48720073000274,3.02915473662134,0.7136604633392,-0.531775672753324,-1502.22296291442
-0.0223554493851321,-1.59912957345031,-2.47625280713408,0.559861944522568,0.68168374737313,-1.24069364191836,-0.170868130630292,-0.0460863967083047,-0.0508064918733514,-0.521919575670935,-1.83013343090738,-2.48697981656147,3.02986604425888,0.7132313089521,-0.531885169264141,-1502.22295492335
