"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","tau_FRbr_1","tau_FRbr_2","tau_FRbr_3","tau_FRbr_4","tau_EnfCond_1","tau_EnfCond_2","tau_EnfCond_3","tau_EnfCond_4","tau_AFrSem_1","tau_AFrSem_2","tau_AFrSem_3","tau_AFrSem_4","tau_CulFr_1","tau_CulFr_2","tau_CulFr_3","tau_CulFr_4"
"tau_FRbr_2",-1.26227831773142e-10,-7.69746601442239e-11,-4.42175117949211e-10,2.21044058195128e-10,4.58939131186756e-14,1.11656178337034e-12,1.5424669841655e-10,7.8148219287675e-11,8.19819066524268e-10,7.7310305974481e-12,7.09412549647855e-14,4.71575744998979e-13,3.35118940699338e-13,1.07458075176187e-11,-2.26863654869453e-09,-1.62346313910949e-09,-4.10201078041799e-10,9.99288835101103e-15,3.31014281427721,5.24882988499665,1.06230846232289,5.27975394288538,6.83256873499259,-2.70102651598899,-2.84188522619834,-2.08857115514691,1.20312038567386,-21.9259368217818,11.8285585213562,-1.40945594784022e-11,1.41705570075139,2.22868783398072,0.335386326314068,0.0155228908611984,0.977508365319754,2.22775856370522,0.565718661343316,0.00232907838635579,0.213257945523644,1.53261095498305,1.55325118515742,0.165560810602972
"tau_FRbr_3",-1.00799455932132e-10,-7.89598972074919e-15,3.14606319941721e-11,1.73167931713646e-10,-9.08667706774873e-14,-4.27943339935642e-14,1.45473136749913e-09,-9.62207331008036e-14,6.42428396635178e-10,3.78775648853079e-10,8.95013063331597e-11,2.31130697693857e-11,-2.84306267351293e-13,2.68422517898892e-10,1.61868607582971e-10,1.04376439755359e-10,-4.23144764377571e-14,-1.95365177408607e-14,1.40319334437657,2.1858783267183,0.695708264087654,1.83411864635626,8.0048391302741,-2.69672352272421,-4.13824596956995,-1.78391043421546,-2.31021606166158e-13,11.8285585213562,-18.0278662091737,0.326032306569445,0.134153782420018,1.04508828899129,0.71826178014549,0.155876061293208,0.0344511166410969,1.9335480317268,1.2101768417335,0.0626623837254021,0.0243752598146145,0.296884984508103,0.771431661031563,0.338515479369349
"tau_FRbr_4",-5.312611972916e-11,-3.24423363588835e-11,1.66258852263768e-11,9.29436545703722e-11,-6.65577784702607e-15,1.49741714614212e-11,6.38749588623868e-11,3.28594305594764e-11,3.39494370479388e-10,3.06539853730491e-12,-1.08130619103978e-14,1.88128779880626e-13,-2.74379745618206e-15,2.17847138973895e-12,-9.56155222882273e-10,-1.26262345124968e-14,2.18597508833131e-13,-1.52429543045957e-15,1.0094231320437,1.34008517949787,0.39352747637558,0.493941133046555,4.11584926758596,-1.54696321421046,-1.7216436105795,-1.06062934954231,-1.84154102621935e-15,-1.40945594784022e-11,0.326032306569445,-2.20410718605793,0.00193800708421165,0.0565305096935812,0.359208531667523,0.406418705701432,0.000125235759190272,0.0261692761603686,0.327883404313838,0.498539005954469,0.000303021523970451,0.00286148211647565,0.169121022973423,0.37833978591493
"tau_EnfCond_1",-1.26918119472334e-09,1.08685286910854e-12,4.03514071746222e-10,2.22105137174927e-09,-1.29860175919458e-15,5.50156323287945e-12,1.54987504760011e-09,7.73146954078867e-10,8.11274797654779e-09,7.47465306073109e-11,-1.12602132074174e-14,-3.28059229004041e-15,3.2381339096812e-12,1.05740131290234e-10,2.076014975693e-09,-1.36864005395037e-14,5.29542544020055e-12,-1.64192462577117e-15,5.95948185620501,8.65831856648998,1.34483409814389,8.76101535470777,-0.389355939384077,-3.2988733154865,-0.0692751222312026,1.42996977911693,4.01629470827917,1.41705570075139,0.134153782420018,0.00193800708421165,-32.1465685267106,3.89369433212241,-3.51901047983867e-17,2.92937403278893e-10,4.0413680077867,0.575865551191156,0.0290457468684739,0.000391299450394191,2.38227267736972,2.0035224116609,0.890591104835959,0.0602121850420537
"tau_EnfCond_2",-1.92900038336812e-10,-1.27994986519314e-10,-6.74861305286683e-10,-3.71478218309916e-09,-1.11210685897662e-10,8.79530664844445e-13,3.75318323873423e-12,9.72158585995624e-14,1.23255929671767e-09,6.02524492490344e-13,-2.57927013080916e-12,3.65920263941736e-14,-4.16865195213977e-10,5.23030941432576e-10,-3.47216012038499e-09,-2.47778335591702e-09,-6.78359173096194e-10,2.02939955886677e-14,2.31029209683361,3.82211905903484,0.907468596262729,3.58066127738197,-3.31574374412414,15.0174917766991,-2.54607725295827,-1.53130686311646,0.763496645805613,2.22868783398072,1.04508828899129,0.0565305096935812,3.89369433212241,-43.0337973303131,21.1947516711478,4.43673913213258e-11,0.798455411730537,1.68360332747824,0.593066668689647,0.0195622806873276,0.165462877070691,0.988450816316931,1.12221614362374,0.19622766179202
"tau_EnfCond_3",-1.48930217306343e-10,1.54729245564733e-15,3.60399816251489e-15,-2.59074067313819e-15,-8.71571757666957e-11,2.01632003642039e-15,9.51432495398759e-15,-1.10314878007852e-09,-1.13973825236497e-08,-6.82541071192786e-09,-1.77484900216996e-09,-4.16985178893983e-10,-2.97091871062693e-10,-4.43992612076191e-09,-2.91654971965699e-09,-1.75627273829626e-09,-3.96995841802819e-11,1.86155792059932e-16,0.495287030620028,0.918605189525728,0.378614804817898,0.77717114906997,-2.11425701832841,10.2881581610134,-1.94754791673231,-1.22394905659172,0.0230114595477764,0.335386326314068,0.71826178014549,0.359208531667523,-3.51901047983867e-17,21.1947516711478,-30.6339413669769,2.58992677630488,0.0224067600388062,0.461846219684302,0.789421636520199,0.16498864380757,0.00958679892601619,0.0929182712553205,0.368078896004517,0.300212670561205
"tau_EnfCond_4",-1.19780277897252e-13,5.07081840738345e-12,2.90846980392126e-11,2.11208419489899e-09,1.30887412952374e-09,2.619521750091e-11,1.45320833475935e-09,7.46693162327682e-10,7.72373878035858e-09,4.61992936129432e-09,1.02357140248934e-09,-3.14567040949129e-15,-2.41501424986316e-13,2.48151200117897e-10,1.49644161186039e-10,9.64957477606996e-11,-3.72009158400778e-15,-1.72905029130551e-15,0.336401150444007,0.791730584482587,0.483809952247299,0.514845798447015,-1.08276202597091,5.91693548090447,-1.07107864606351,-0.656754203007467,0.000672413656516846,0.0155228908611984,0.155876061293208,0.406418705701432,2.92937403278893e-10,4.43673913213258e-11,2.58992677630488,-5.42187975520144,0.000866426679522684,0.0397099284888302,0.232952069403693,0.270624065437654,0.000475859776756297,0.00408224002941335,0.118837927219757,0.225353863572807
"tau_AFrSem_1",8.63613511429617e-15,8.95458997192882e-15,4.87534731161078e-10,2.09376693280794e-11,6.56049747889593e-15,3.37557423071467e-12,2.88207154264026e-11,7.41544221502991e-12,6.47241669898212e-08,2.98089821960862e-09,4.61317972093974e-15,2.79906308481668e-12,1.19144923326258e-15,2.11236285440696e-09,1.27383052406315e-09,8.21613121557922e-10,3.252444351521e-12,6.14468067643205e-16,5.21619113889888,7.12391058345322,1.28262926284811,7.3605603033823,0.172072117798743,0.343977799261796,-1.21879990564037,0.698883932584463,5.22200723710624,0.977508365319754,0.0344511166410969,0.000125235759190272,4.0413680077867,0.798455411730537,0.0224067600388062,0.000866426679522684,-10.4491101586042,0.33927172439394,1.09338655854142e-11,7.36480705914093e-11,1.7132910499652,2.12348002425136,0.773680777387922,0.0370062614470086
"tau_AFrSem_2",1.78566376852533e-16,2.50571168752205e-16,2.7036184909012e-11,1.48820823389496e-10,-1.17630772847189e-15,3.73621327879519e-13,1.59026583788538e-12,6.41411935249218e-10,7.17897533659554e-09,3.25520473891813e-10,7.69196679455021e-11,1.98625365493712e-11,-1.76848174552518e-15,2.34277190240088e-10,1.41277402034563e-10,9.11229442871493e-11,3.59793544164282e-13,-3.59390647753163e-16,2.29149328109677,3.34641807245888,1.00581175287906,3.26744183145354,-4.02377363764179,-2.56581938896058,5.96870012253283,-1.62224502490815,0.295393208034742,2.22775856370522,1.9335480317268,0.0261692761603686,0.575865551191156,1.68360332747824,0.461846219684302,0.0397099284888302,0.33927172439394,-15.3150730963083,8.74473175023039,8.16912274089097e-12,0.0879033092654211,0.711365114960493,1.08117245730626,0.216366361891282
"tau_AFrSem_3",-9.83161964539038e-14,4.0744727917875e-12,4.67504831143846e-11,2.57332150297546e-10,-6.94497369666113e-13,-1.00274726793575e-14,8.84072814955061e-11,6.00135209605047e-10,6.67049293402744e-09,2.81378007313846e-10,8.9023748954597e-10,1.68999305290759e-11,-5.78813892758941e-15,1.99393831252111e-10,2.40528493066446e-10,7.87625256021009e-11,-9.64153800889255e-15,-4.56325894179016e-15,0.97632361932201,1.64360285310118,0.538579684193974,1.22695097498848,-3.08340892668871,-2.38340564492003,4.88149487197959,-1.51248333551042,0.00519935387703304,0.565718661343316,1.2101768417335,0.327883404313838,0.0290457468684739,0.593066668689647,0.789421636520199,0.232952069403693,1.09338655854142e-11,8.74473175023039,-11.9704493593476,0.137564923710118,0.00694285421998039,0.0894229874982991,0.534331050104139,0.392015647693021
"tau_AFrSem_4",-5.29153468607113e-14,3.69340784119462e-17,1.2911569131841e-11,8.66473937091342e-10,2.9012909806199e-10,1.39589953660946e-10,5.95467301228885e-10,3.06327778531475e-10,3.42450457144866e-09,1.89287758130902e-09,4.53777832140011e-10,1.15494447710025e-10,-1.08717426320278e-15,1.34306945685098e-09,6.64315515006736e-11,-6.8310524785232e-13,-1.33207660345313e-15,-8.27014969747755e-14,0.940988517330828,1.74674124222232,0.875434591592943,0.612081846344174,-1.14196129413074,-0.96230026955818,2.38072745040901,-0.608457603038899,7.52172841358504e-06,0.00232907838635579,0.0626623837254021,0.498539005954469,0.000391299450394191,0.0195622806873276,0.16498864380757,0.270624065437654,7.36480705914093e-11,8.16912274089097e-12,0.137564923710118,-1.14785395943951,6.43940867316267e-05,0.00152354882227096,0.0680288672073357,0.233122830152572
"tau_CulFr_1",-3.87724838911988e-10,-1.92457798669026e-11,4.55402914014082e-15,9.61883200989818e-12,-3.94239808250778e-15,3.10959997213951e-12,-4.11057301581106e-10,-2.14871387241901e-10,7.05292110034087e-11,2.10691752510073e-11,-3.95201382532443e-09,1.28907085376465e-12,-7.73521071969681e-10,2.98818407210626e-11,-7.01725679456903e-09,7.18721584074167e-15,-9.27736594190758e-11,8.70416341363544e-16,5.84900475449963,8.09667761614573,1.08498202126702,8.58592096360637,0.432398993658354,0.999911628263894,0.302057410133366,-16.3439110879033,2.00138320603076,0.213257945523644,0.0243752598146145,0.000303021523970451,2.38227267736972,0.165462877070691,0.00958679892601619,0.000475859776756297,1.7132910499652,0.0879033092654211,0.00694285421998039,6.43940867316267e-05,-34.274100302167,12.0664503272877,-2.77891627005548e-11,-9.57169055914975e-12
"tau_CulFr_2",-8.89910994126005e-11,1.26700776011273e-14,3.3439193495317e-10,1.869343597102e-09,-9.654225165729e-12,-1.03424030140717e-14,1.2847537330488e-09,1.3000192750199e-14,8.86825707836373e-08,-1.00128488686889e-13,-1.51269180406351e-11,-3.83403956976361e-12,-4.24711706491233e-15,4.45017100574365e-11,1.72048577381717e-09,2.14510753358437e-14,-2.85505176173315e-10,-3.72849654226309e-15,3.24151593494771,4.36377028310516,0.690372370473692,4.28449307096908,-1.10091436579448,-0.773907331573772,-0.665069069679601,6.95613660012403,1.97819099642713,1.53261095498305,0.296884984508103,0.00286148211647565,2.0035224116609,0.988450816316931,0.0929182712553205,0.00408224002941335,2.12348002425136,0.711365114960493,0.0894229874982991,0.00152354882227096,12.0664503272877,-90.2641970478825,49.3995148606576,-2.8534434408014e-11
"tau_CulFr_3",-4.4670946377503e-10,-3.46844912341138e-13,1.29095649789623e-10,8.56349094249043e-15,2.04674240518917e-14,8.01953301213266e-15,-4.88265830045662e-10,1.97065927065317e-14,2.5955190903064e-09,5.22079292516656e-14,-5.80014373538522e-12,7.25549379166185e-15,-6.86175525556604e-11,8.53923120898679e-14,6.64212258467438e-10,-6.74375077384632e-12,-1.10199244753483e-10,4.07355935387727e-15,1.68607673818782,3.26397487595358,0.843821333977611,3.03917482734381,-2.57523422535312,-1.81386457336928,-2.10189556851081,19.784616709763,0.705683021052341,1.55325118515742,0.771431661031563,0.169121022973423,0.890591104835959,1.12221614362374,0.368078896004517,0.118837927219757,0.773680777387922,1.08117245730626,0.534331050104139,0.0680288672073357,-2.77891627005548e-11,49.3995148606576,-77.6096818426858,4.68362601485951
"tau_CulFr_4",-6.42862246713927e-16,7.74911540966865e-12,4.44466096308474e-11,-3.24246233256448e-14,1.00006091873545e-09,-4.77176581574577e-15,2.05253571849766e-09,1.14104589746902e-09,1.18028942105115e-08,-8.42926807954542e-14,1.5641527684295e-09,-3.74382054649923e-15,-4.73207667528059e-15,-6.06871805894669e-14,2.2868302243031e-10,-1.701871943098e-14,-4.43936572496222e-15,-2.05420618994878e-15,0.787233306149503,1.2579894179416,0.461133593701036,0.753466336034155,-1.38162397971795,-1.16735504686222,-1.37754060564136,12.6080324945686,0.0365886663419092,0.165560810602972,0.338515479369349,0.37833978591493,0.0602121850420537,0.19622766179202,0.300212670561205,0.225353863572807,0.0370062614470086,0.216366361891282,0.392015647693021,0.233122830152572,-9.57169055914975e-12,-2.8534434408014e-11,4.68362601485951,-12.2877891809981
