"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr"
"asc_ruta2",1,0.262410979131104,0.1234485327412,-0.213336122801763,0.12720360783112,-0.115289288866569,0.109437127729511,-0.0584197622763123,0.0668635927445211,-0.00613404484775819,0.0608675140797183,-0.10312116274877,-0.030145304631177,-0.0592169555782577,-0.079744301171445,0.0527214741672018,0.0109816792741699,-0.0450564979409377,-0.0156504595455724,0.14010315218329,0.00639846738382225,-0.100174198212823,-0.0898447851267819,-0.0105371683580631,-0.0458697337037164,-0.0494131225541447,0.0337444986140665,0.00195070923103169,0.051519455796525,0.0417923369135635
"asc_ruta3",0.262410979131104,1,0.095356166291437,-0.476242756690028,0.425810771835841,-0.0416328332401189,0.0398513899264364,-0.0826681588604404,0.00974512247036611,0.0467211738013257,0.0446150484416537,-0.0346736646020669,-0.0204232791662494,-0.0419803845855041,-0.0745208121762692,-0.0150479591436703,-0.00809170760401473,0.0619266170160695,0.0610105088303611,0.0505232630170816,-0.0175688297330749,-0.0990627274184551,0.0508225457766307,-0.0522706576141564,0.0151862470921488,0.0272771140595015,-0.0654517182737932,0.131900420536539,-0.0224317727095754,0.0296617725497109
"asc_rutaEC",0.123448532741201,0.0953561662914378,1,0.0224819358131849,-0.00332863613532261,-0.423961824992954,-0.106168010734005,0.00791316373198079,-0.178856059594393,-0.709451157636036,-0.0326785477236462,-0.220089222047549,-0.255856756157909,-0.289875411301529,-0.282635036505926,-0.299561943620489,-0.129520084586392,-0.0845065793941015,0.0421211671451346,-0.0827081261796588,-0.0273145335782274,0.0323726302426491,-0.0676563540904363,0.0787048348435757,-0.0372812712257957,-0.0376898562951023,0.0167895641292312,-0.072474536469604,-0.00627906032282524,-0.102972998762373
"b_time",-0.213336122801763,-0.476242756690028,0.0224819358131858,1,-0.702818561434094,-0.0356128719454952,-0.397758187907182,0.0975824210964079,0.0491128878524927,-0.159123410698778,-0.0265001562462015,0.0300774136299922,-0.0112277255553033,-0.0111378155213435,-0.00154643037062358,-0.0946001386888221,0.216355028621328,-0.0896940536743443,0.0641937972800292,-0.022792763158908,0.052651394544531,-0.00720435967344974,-0.010262448289692,0.0606410171612397,-0.0149814615699445,0.104582049563893,0.0148690833529169,-0.058043005739193,0.0326125109340557,-0.116291174754422
"b_dist",0.12720360783112,0.425810771835841,-0.00332863613532327,-0.702818561434094,1,0.0781321666681359,-0.000278386624682462,-0.0673088081921139,-0.0625302013386987,0.133896648147825,0.00639416150828695,-0.0555772959373443,-0.0494692182669287,0.013806426211578,-0.0164274774740137,0.0373787905147662,-0.0439097902102803,0.049994095424533,0.000577567219195251,0.0489107087929711,-0.0528780282082528,-0.0421468139655136,-0.0181042103968925,-0.0582430865286978,-0.0243427370747492,-0.115212955092697,-0.0628212668982854,0.0165445194583055,-0.0192286124182194,0.0890206111675751
"b_clima",-0.115289288866569,-0.0416328332401192,-0.423961824992955,-0.0356128719454949,0.0781321666681359,1,0.0810063359071651,-0.0573747989173339,-0.0559823473797454,0.0345633425814973,-0.155779365342507,0.0199072614173045,-0.0429335331149058,-0.0725635933868103,-0.0523263056737337,0.166901117313198,-0.0253204956668113,0.0204277351176947,-0.174838143976632,0.0846018394226871,0.00676910363573552,-0.0141599725378553,-0.0642370983437045,-0.0629181402902286,-0.0572547078713911,-0.0334394603774861,-0.00690667000875318,0.0741056825063976,0.00243105412798611,0.039606121934519
"b_cong",0.109437127729511,0.0398513899264362,-0.106168010734006,-0.397758187907182,-0.00027838662468244,0.0810063359071649,1,-0.0991617723912728,-0.0369263863722402,0.019811595617007,0.09457171675498,0.0903579216778103,0.113509297367745,0.121973494867862,0.114713908280297,0.12829786233131,-0.181650753215749,-0.0669418687066428,-0.176247264921448,-0.0377601193711382,0.0119088042058103,0.106759313814006,-0.00950449711392146,-0.0156656395522675,0.0345624738718272,-0.079669226181295,0.067055645281536,0.00494260571150477,-0.124730226539248,0.104794313319759
"b_Hvalle",-0.0584197622763122,-0.0826681588604404,0.00791316373198269,0.0975824210964081,-0.0673088081921139,-0.0573747989173341,-0.0991617723912728,1,-0.0111779269764765,-0.12942333642348,0.0514146716619582,0.0231360485089842,-0.0825313131549545,0.016697199277531,0.0277789051420961,-0.0617179162758803,0.0449745022233082,0.0125784547574095,-0.058646319289998,-0.0402998727700416,0.101219796708651,0.0160268784588796,-0.000311906870232479,0.052471523177595,0.0449152352376301,0.0142004966805162,0.0507058666457268,-0.0391059062940512,-0.0637730158130366,-0.0704921720141013
"b_T_prof",0.0668635927445211,0.00974512247036613,-0.17885605959439,0.0491128878524926,-0.0625302013386985,-0.0559823473797456,-0.0369263863722405,-0.0111779269764763,1,-0.0646307458299695,-0.0934413549815589,0.0198541024696806,0.31992768715835,0.276943296915439,0.136249794237772,0.00528167069309988,-0.0217796040493098,0.0239252912105771,0.131568221665864,0.119966617347297,-0.0601583088890025,-0.142977236724223,0.056128275877394,-0.0250376884624828,0.0776333631547315,0.117282905974945,-0.010727939467673,0.0672739492321693,0.0220818421840683,-0.0475659794194649
"b_Hor_trab",-0.00613404484775843,0.0467211738013253,-0.709451157636047,-0.159123410698779,0.133896648147826,0.0345633425814975,0.0198115956170064,-0.129423336423479,-0.064630745829969,1,-0.0947473803037878,0.129085124333718,-0.00119549454691051,-0.0353320342871792,-0.0698866247195003,-0.0517237326373318,0.0772475973925566,0.0831855198961911,0.0310880045215321,0.062450317154569,0.0101196598534655,-0.0394055521377686,0.0884496629853376,-0.0563160892993143,0.0814035524332805,0.0502697782663016,-0.0237460241149952,0.0305174496231107,-0.0257553254108476,0.118714046062947
