"","asc_ruta2","asc_ruta3","asc_rutaEC","b_time","b_dist","b_clima","b_cong","b_Hvalle","b_T_prof","b_Hor_trab","b_EduBasica","b_Info_traf","b_Joven30","b_Adulto40","b_Adulto60","b_USOCINTURON","b_USODISPMOB","lambda","gamma_EDUBASICA","gamma_CSECO","gamma_CONG_EF","gamma_SININFO","zeta_FRbr","zeta_EnfCond","zeta_AFrSem","zeta_CulFr","sigma_FRbr","sigma_EnfCond","sigma_AFrSem","sigma_CulFr"
"asc_ruta2",0.0335352147391314,0.0126131162572714,0.020159820339218,-0.00116125005128344,0.00188524307401986,-0.0066816838521862,0.00156448366412045,-0.00250167688728248,0.000159865187020539,-6.12593871997957e-05,0.00267038195644416,-0.00568014391641813,-0.00312702084156732,-0.00444284966546611,-0.0052786499157389,0.00289382548830122,0.000520144889868738,-0.000991281007260067,-0.000314011504604003,0.00298306527779126,0.000224569479854599,-0.00244634503005041,-0.000840158943966291,-9.03981315234262e-05,-0.000434646141311649,-0.000415896349793752,0.000301496615827863,1.74183847337292e-05,0.000406076317543232,0.000263731037733363
"asc_ruta3",0.0126131162572714,0.0688937305802349,0.0223197236266629,-0.00371560070879383,0.00904531871049876,-0.00345837620825538,0.000816561924242939,-0.00507398292616284,3.3395719009143e-05,0.000668773031605115,0.00280548850880748,-0.00273747768393255,-0.00303651812646307,-0.00451441271355269,-0.00707033657731224,-0.00118386369107016,-0.000549332212813283,0.00195279211801353,0.0017545365427141,0.00154186214945987,-0.000883805931421549,-0.00346745968741106,0.000681183785556174,-0.000642736264226402,0.000206252573829254,0.000329064122869839,-0.00083818487510216,0.00168811032190373,-0.000253419072066388,0.000268287842472891
"asc_rutaEC",0.020159820339218,0.0223197236266631,0.795243921661969,0.000595929226318554,-0.000240233673113437,-0.11965293302215,-0.00739093971709228,0.00165014161135634,-0.00208241595863406,-0.034502283248178,-0.00698152344847499,-0.0590350515530008,-0.129243175969355,-0.105907460225505,-0.0911063891952576,-0.080070228029325,-0.0298739282164594,-0.00905377106803588,0.00411546104799356,-0.00857556346635555,-0.00466840144561104,0.00384981140333118,-0.00308089434166613,0.00328803612308076,-0.00172028322932747,-0.00154478101902142,0.00073049713515598,-0.00315137742451009,-0.000241007569984901,-0.00316437234959816
"b_time",-0.00116125005128344,-0.00371560070879383,0.000595929226318578,0.00088353061943514,-0.00169071888649712,-0.000335014972727932,-0.000922966061218066,0.000678271043177378,1.9059869363267e-05,-0.000257940796652075,-0.000188710693732391,0.000268913300578792,-0.000189044107048883,-0.000135636264022426,-1.66155159095956e-05,-0.000842823860372448,0.00166334689086584,-0.000320304663102824,0.000209060405588166,-7.87720385603844e-05,0.000299947266055855,-2.85573219447979e-05,-1.55768565040812e-05,8.44427306632362e-05,-2.30422057787052e-05,0.000142876306597016,2.15637314580545e-05,-8.41250800715702e-05,4.17235151036006e-05,-0.000119116411560195
"b_dist",0.00188524307401986,0.00904531871049876,-0.000240233673113484,-0.00169071888649712,0.00654990133208647,0.00200121460361978,-1.75882060612525e-06,-0.00127382616315066,-6.60725170405112e-05,0.000590965652041982,0.000123976181219969,-0.00135293142379638,-0.00226784296806801,0.000457787206300121,-0.00048057471505631,0.000906727671922572,-0.000919144463677881,0.000486099193380766,5.12138983063928e-06,0.000460241355401842,-0.000820194509782816,-0.000454876413117328,-7.48195345061753e-05,-0.000220824242761172,-0.000101940286766012,-0.000428559334254537,-0.000248057855944379,6.52884458062843e-05,-6.69809301089371e-05,0.000248268712446872
"b_clima",-0.00668168385218622,-0.00345837620825541,-0.11965293302215,-0.000335014972727929,0.00200121460361978,0.100159658109722,0.00200134152313214,-0.0042460829891048,-0.000231318925964589,0.00059653689316694,-0.011811189053639,0.00189504238784547,-0.00769668298462252,-0.00940871241299632,-0.00598603357564148,0.0158321504126404,-0.00207263894510602,0.000776703820184482,-0.00606248286269261,0.00311308176065627,0.000410583797072643,-0.000597613110331185,-0.00103812671383551,-0.000932840264061342,-0.000937598024404892,-0.00048640489966219,-0.000106645869505984,0.00114356991687576,3.31151628183917e-05,0.000431939357894598
"b_cong",0.00156448366412045,0.000816561924242936,-0.0073909397170923,-0.000922966061218066,-1.75882060612511e-06,0.00200134152313213,0.00609412841807745,-0.00181017668291531,-3.76362423154952e-05,8.43432654036845e-05,0.00176870070037855,0.0021216953585988,0.00501935357200477,0.00390109264979448,0.00323701368171373,0.00300199156465569,-0.00366773574959099,-0.000627830542337828,-0.0015074610746404,-0.000342731059882948,0.000178175580588083,0.00111140632276214,-3.78881132489724e-05,-5.72913320085863e-05,0.000139611015121399,-0.000285850307391968,0.000255399512048262,1.88138016697581e-05,-0.000419095850914917,0.000281908102559878
"b_Hvalle",-0.00250167688728248,-0.00507398292616285,0.00165014161135673,0.00067827104317738,-0.00127382616315066,-0.00424608298910482,-0.00181017668291531,0.0546816700368989,-3.41268181876389e-05,-0.00165047378880607,0.0028803497508,0.00162731288623249,-0.0109320143530864,0.00159966672724773,0.00234805717418257,-0.00432579950261875,0.0027201464384815,0.000353375945635593,-0.0015025521877595,-0.00109569294328908,0.00453639196441582,0.000499782582693774,-3.72446468511009e-06,0.000574816922757975,0.000543467561831647,0.000152621839425643,0.000578506191178699,-0.000445890309770278,-0.000641864992073873,-0.000568035945282235
"b_T_prof",0.000159865187020539,3.3395719009143e-05,-0.00208241595863402,1.90598693632669e-05,-6.6072517040511e-05,-0.00023131892596459,-3.76362423154954e-05,-3.41268181876383e-05,0.000170461886838798,-4.6018024255262e-05,-0.000292273908480086,7.79695265383234e-05,0.00236606147949587,0.0014813903115126,0.000643016561319521,2.066898794667e-05,-7.35476262275871e-05,3.75283685453741e-05,0.000188205612317541,0.000182111916030165,-0.000150533615207795,-0.000248938365447612,3.74208271146656e-05,-1.53141489214414e-05,5.24470553961198e-05,7.03786006854019e-05,-6.83374668574514e-06,4.28277602466721e-05,1.24089432025905e-05,-2.14005103693365e-05
"b_Hor_trab",-6.1259387199798e-05,0.000668773031605109,-0.0345022832481786,-0.000257940796652076,0.000590965652041986,0.000596536893166943,8.43432654036821e-05,-0.00165047378880606,-4.60180242552616e-05,0.00297406400461982,-0.00123788311864625,0.00211744600745034,-3.69303401587796e-05,-0.000789421217477474,-0.00137765946175535,-0.000845472059505448,0.00108959517273562,0.000545019068672486,0.000185753036333537,0.000395980781353911,0.000105770680182379,-0.000286578668831283,0.000246314156383501,-0.000143877417302224,0.000229708770302603,0.000126001115155996,-6.31822337793711e-05,8.1149936751878e-05,-6.04544182253614e-05,0.000223095753512935
