"","asc_ruta1","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.283869999805825,0.270685946517087,0.186020097446821,0.125719937993846,-0.0382501811669526,-0.0159544539922092,-0.112301708311824,-0.012808692322401,-0.0635643720691077,-0.115174273327121,-0.020354990658297,0.0151283019834529
"asc_ruta4",0.283869999805825,1,-0.0732187227374697,0.171978778587199,0.0126617883755779,0.0209038121715846,-0.0113611546756892,-0.0753058679399164,-0.00483260170565242,-0.0617079449376363,-0.0677368037972379,-0.608890776854825,-0.67330020862768
"b_tt",0.270685946517087,-0.0732187227374697,1,-0.218628352277048,-0.0755807222261851,0.0299359949271386,-0.00594068734638132,-0.115443048438619,0.0545344418552265,-0.0547894404200804,-0.0480029850127301,-0.0700184946996514,0.0310176539207657
"b_dt",0.186020097446821,0.171978778587199,-0.218628352277048,1,0.287886957295529,-0.0816273353445226,0.00306806153314677,-0.109038731114716,0.0375118805058784,-0.123211057989534,-0.146455010670442,-0.019751498515762,0.0199287732890692
"b_Sem",0.125719937993846,0.0126617883755779,-0.0755807222261851,0.287886957295529,1,-0.0798973559443154,0.0508094209558828,-0.0193926872850948,-0.00140102447803327,-0.0393616781201966,-0.11290132499246,-0.0188723208660011,-0.0234466972978275
"b_ACC_1",-0.0382501811669526,0.0209038121715846,0.0299359949271386,-0.0816273353445226,-0.0798973559443154,1,0.0999815752787586,-0.0445017925871947,-0.0295907601403788,-0.0355226888856334,0.0566020067854077,-0.0661089072864055,-0.00372836240793509
"b_ACC_2",-0.0159544539922092,-0.0113611546756892,-0.00594068734638132,0.00306806153314677,0.0508094209558828,0.0999815752787586,1,-0.0125562352648667,0.0729543522165888,0.0458977841458857,-0.0313448602732955,0.013062068901185,0.0185012423139701
"b_SI_CAMFD",-0.112301708311824,-0.0753058679399164,-0.115443048438619,-0.109038731114716,-0.0193926872850948,-0.0445017925871947,-0.0125562352648667,1,-0.0824308279249169,0.117887289751414,0.127887573450829,0.0900912879504748,0.047157731408446
"b_SI_PANEL",-0.012808692322401,-0.00483260170565242,0.0545344418552265,0.0375118805058784,-0.00140102447803327,-0.0295907601403788,0.0729543522165888,-0.0824308279249169,1,0.000553947482270708,-0.0625143646244182,0.0848785480591105,0.0167398544196431
"b_SI_ZER",-0.0635643720691077,-0.0617079449376363,-0.0547894404200804,-0.123211057989534,-0.0393616781201966,-0.0355226888856334,0.0458977841458857,0.117887289751414,0.000553947482270708,1,-0.00784698790986538,0.0079537424803919,0.0809586483033935
"b_Si_MTRP",-0.115174273327121,-0.0677368037972379,-0.0480029850127301,-0.146455010670442,-0.11290132499246,0.0566020067854077,-0.0313448602732955,0.127887573450829,-0.0625143646244182,-0.00784698790986538,1,0.0031374072575539,-0.0170770122336811
"b_No_Info",-0.020354990658297,-0.608890776854825,-0.0700184946996514,-0.019751498515762,-0.0188723208660011,-0.0661089072864055,0.013062068901185,0.0900912879504748,0.0848785480591105,0.0079537424803919,0.0031374072575539,1,0.0574750781443234
"b_UsoCel_F",0.0151283019834529,-0.67330020862768,0.0310176539207657,0.0199287732890692,-0.0234466972978275,-0.00372836240793509,0.0185012423139701,0.047157731408446,0.0167398544196431,0.0809586483033935,-0.0170770122336811,0.0574750781443234,1
