"","asc_ruta1","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.326122680555305,0.338620210300963,0.282276977744907,0.112428497865306,-0.125217413795364,0.0415313283682659,-0.184479055394691,0.07140344452957,0.000546165602422918,-0.226791629593106,-0.0777059913290558,0.0510861650173018
"asc_ruta4",0.326122680555306,1,-0.0465141672776282,0.283330321283386,-0.0616606707048959,0.0314373464242076,-0.0225184445570213,-0.114582414101581,0.0498468855308526,-0.0855654445025652,-0.189282038624795,-0.64750456397442,-0.578211432599562
"b_tt",0.338620210300963,-0.0465141672776279,1,-0.206644711454953,-0.120965924314642,0.0591967785869966,0.0364067747007539,-0.338387822523631,0.0352725345017963,-0.0510064975300885,-0.0480669234645635,0.0466839814309234,-0.132615208531695
"b_dt",0.282276977744907,0.283330321283386,-0.206644711454953,1,0.259363497968155,-0.184675239941276,0.0759832942297879,0.0177061532507343,0.117159058558607,-0.0739398798673674,-0.276978907724927,-0.10918907630126,0.0934932279906937
"b_Sem",0.112428497865306,-0.0616606707048958,-0.120965924314642,0.259363497968155,1,-0.129039385976919,-0.00104350251213742,0.0386409918195837,0.0234292381713235,0.0633407383343949,-0.0225151424309453,0.00767615517148173,0.0740932287454144
"b_ACC_1",-0.125217413795364,0.0314373464242074,0.0591967785869967,-0.184675239941276,-0.129039385976919,1,0.0393749582952498,-0.178915324123319,-0.0266829851596673,-0.187524976905156,0.161259541389669,-0.153417217530115,-0.0730586100482874
"b_ACC_2",0.0415313283682659,-0.0225184445570211,0.0364067747007539,0.075983294229788,-0.00104350251213739,0.0393749582952497,1,-0.0314342561591716,0.0576720712576828,0.122271538312252,-0.0693234794721283,0.0503557748755838,0.0905637098839189
"b_SI_CAMFD",-0.184479055394691,-0.114582414101581,-0.338387822523631,0.0177061532507343,0.0386409918195836,-0.178915324123319,-0.0314342561591716,1,-0.0511317667548481,0.119305641626838,0.133589788415028,0.107227987989622,0.193617070724708
"b_SI_PANEL",0.0714034445295701,0.0498468855308528,0.0352725345017963,0.117159058558607,0.0234292381713235,-0.0266829851596673,0.0576720712576828,-0.0511317667548481,1,-0.144326015667526,-0.0533994101221259,0.0726594989229943,0.0175403962327077
"b_SI_ZER",0.000546165602422863,-0.0855654445025651,-0.0510064975300885,-0.0739398798673674,0.0633407383343949,-0.187524976905156,0.122271538312252,0.119305641626838,-0.144326015667526,1,-0.000258878281933856,0.0162201739227742,0.174757759864279
"b_Si_MTRP",-0.226791629593106,-0.189282038624795,-0.0480669234645635,-0.276978907724927,-0.0225151424309452,0.161259541389669,-0.0693234794721283,0.133589788415028,-0.0533994101221258,-0.000258878281933881,1,0.00894369700798602,0.0412371676159623
"b_No_Info",-0.0777059913290551,-0.647504563974415,0.0466839814309233,-0.109189076301259,0.00767615517148168,-0.153417217530115,0.0503557748755838,0.107227987989622,0.0726594989229944,0.016220173922774,0.00894369700798595,1,0.0251165542809421
"b_UsoCel_F",0.0510861650173009,-0.578211432599562,-0.132615208531695,0.0934932279906933,0.0740932287454143,-0.0730586100482876,0.0905637098839188,0.193617070724708,0.0175403962327078,0.174757759864279,0.0412371676159626,0.0251165542809438,1
