"asc_ruta1","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,-248.286377238993
0,0,0,0,0,0,0,0,0,0,0,0,0,-248.286377238993
0,0,0,0,0,0,0,0,0,0,0,0,0,-248.286377238993
0.133333333451446,0.181333333557632,0.400161728975945,-0.106121573708151,0.205740136607346,-0.0346666665791418,-0.0453333332188777,-0.0559999998586136,-0.125333333244271,-0.00533333331986796,0.0426666665589437,0.130666666791512,0.154666666958292,-232.885127185372
1.70042606525894,0.138014629658313,0.62087674529927,-0.522028267118033,0.836240814613839,-0.244312623818886,-0.270366207823443,-0.32010364606948,-0.60712436498972,-0.0124394123188516,0.206022105801395,-0.0757905917816034,0.138417110868814,-222.018057112832
1.781988689302,0.354399189960646,0.431832284577527,-0.513893339742789,0.778479319805871,-0.362025967961826,-0.374601165289933,-0.467190533932752,-0.736664609603554,0.00555345888730944,0.26453523239069,-0.05229220640219,0.319588456077082,-219.86418051914
1.81207631573037,0.468424315198875,0.47469151399941,-0.341559777659677,0.603828532550032,-0.510609703241793,-0.522884133095916,-0.594617167337475,-0.817903139152142,0.0482236229895948,0.321367791656646,-0.19759555806805,0.367194559258073,-217.496220374963
1.40480861893546,0.933548183363858,0.405631568909185,-0.00272370510644609,0.94809889968294,-0.926438741574371,-1.33177245895936,-0.858241276320633,-0.515103297347337,0.0672289377689449,0.407229498427489,-0.920761174964761,0.318522770993561,-214.848563189133
1.29308609872765,1.32270966355402,0.41860762618943,-0.134867963651624,0.618214700842446,-0.765521534779032,-2.0695645299997,-0.574116489071421,-0.310150876467133,-0.111936172657839,0.173138085226706,-0.948310238477373,0.0586145119542497,-210.623852890567
1.02486770801019,1.26863040410542,0.35254182719742,0.0164106292653391,0.59057079299698,-0.345032992670594,-2.63166018076189,-0.460568462204751,-0.725476846522882,0.149607069952254,0.117927061305304,-0.567737548066934,-0.362630713075395,-210.440280405651
1.05028774272611,1.03524329880437,0.377694934143931,-0.0234638593244635,0.51568393168731,-0.32866337645411,-2.64435586553777,-0.508910175108899,-0.572289516440249,0.179102651928121,0.279030652597185,-0.391492602006132,-0.233618158986874,-209.441883920764
1.00455620495046,0.624166982440166,0.416433510401186,-0.178969835960277,0.445445040120793,-0.485963366392517,-2.53585068957569,-0.421260644689619,-0.655183953583006,-0.0382824698710491,0.303776331023027,-0.366825448318371,0.0985934984175936,-208.816158221492
1.10070210524863,0.634685778381952,0.418730278348918,-0.121385751587952,0.460415438196419,-0.510832916658876,-2.43267764228933,-0.332061400697287,-0.59050900151856,0.0425498893731748,0.189073202686919,-0.395574960003466,0.229525720418022,-208.536110177006
1.1377689601813,0.721460479523124,0.429718734833734,-0.157897177407811,0.449940400910821,-0.516096601105528,-2.33913945187988,-0.429647937568961,-0.544971230907746,0.0419148920787762,0.157562964692413,-0.426670929322479,0.164666968354897,-208.335129706266
1.17738084988521,0.817319198143038,0.423356228649828,-0.11113742695984,0.462681595506129,-0.493784903594486,-2.27396443600074,-0.421566471822845,-0.520457583715125,-0.0288650849915188,0.251415328399522,-0.440010196825236,0.105057080605179,-208.281513546897
1.17126434066248,0.833937293596833,0.423884728563663,-0.139145633579535,0.455628484948777,-0.492670171939433,-2.2630172358898,-0.411569403600423,-0.518716234594388,0.00464192486812235,0.281975797149192,-0.457345617206821,0.0926816147801108,-208.26301130673
1.15657599331994,0.816750631078493,0.425824425271361,-0.142203819260804,0.453863364417793,-0.469358051303231,-2.25022250233647,-0.499569610556262,-0.479026849903001,0.0451623161480489,0.221530716851986,-0.433060215857755,0.0753596124120652,-208.255760717307
1.16195947258634,0.823686286697172,0.423090998898322,-0.142859067334376,0.454903662954604,-0.519456443552728,-2.23267774262252,-0.450079859327313,-0.494991764049193,0.0335942640988608,0.241740836976603,-0.421651941827489,0.0641848340438735,-208.245832815901
1.16325239071399,0.825293328091644,0.423678848797906,-0.144462614452979,0.453488678646288,-0.497885203511498,-2.22831346974284,-0.444553550200194,-0.502594911481448,0.0266692463182554,0.250923526029273,-0.438687471453818,0.0780893422430025,-208.240301257081
1.16087360592586,0.822694150268512,0.42406129087478,-0.143751597309238,0.45321356311902,-0.483714463092497,-2.22457545194199,-0.457421764987183,-0.497736010453844,0.0297925024959325,0.245638891203591,-0.441849243798933,0.0813494124581167,-208.238559225216
1.16068810865903,0.822601068478738,0.423851505753569,-0.143736143570756,0.453107989957505,-0.484329153015703,-2.22041154333013,-0.456323438616845,-0.498033699916465,0.0295510464034366,0.245969940238956,-0.4416249716783,0.0812441002344779,-208.23852447537
1.16039227277952,0.822363965735141,0.423695039162592,-0.143646329316291,0.453060917419089,-0.484345636732549,-2.21668503916377,-0.455978332433036,-0.497985890217678,0.0295487861106342,0.245994077363461,-0.441507152470103,0.0812291895477257,-208.238516044952
1.16034287615894,0.82231926931872,0.423679123825662,-0.143632632376692,0.453051825872104,-0.484264534797383,-2.21625435215316,-0.456037615497463,-0.497941293160582,0.029579241898747,0.245951851973705,-0.441497647099958,0.0812383960757459,-208.238515855584
