"","asc_ruta1","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.326844520453434,0.335169996759329,0.287475754676458,0.112460211137867,-0.125369589191174,0.041996300300787,-0.18340449481517,0.0722366523818921,0.000330912912441495,-0.226304895321333,-0.0777618696786876,0.0511641005432981
"asc_ruta4",0.326844520453433,1,-0.0457600995020041,0.28343483944621,-0.0613024689281743,0.0313813688543214,-0.0222757668707681,-0.114625594245249,0.049726439255517,-0.0857677798029033,-0.18882219506336,-0.647116508260991,-0.578497876824317
"b_tt",0.335169996759329,-0.0457600995020038,1,-0.197861335316433,-0.123571584839741,0.061015065496949,0.0358640934440563,-0.338919687220361,0.0370400595079726,-0.0529745015100993,-0.0470905561127846,0.0474353892871813,-0.134389334397954
"b_dt",0.287475754676458,0.28343483944621,-0.197861335316433,1,0.258479978546685,-0.185024772460688,0.0773419831152372,0.0147589206352077,0.117291178057703,-0.0736678074373617,-0.27779852544193,-0.108881858034242,0.0929943999648755
"b_Sem",0.112460211137867,-0.0613024689281743,-0.12357158483974,0.258479978546685,1,-0.129339261095615,-0.00111831858020667,0.0397210661491572,0.0230265808543647,0.0639383467126117,-0.0228629923434332,0.00726074052990753,0.0743222995997399
"b_ACC_1",-0.125369589191174,0.0313813688543217,0.061015065496949,-0.185024772460688,-0.129339261095615,1,0.0385266894557682,-0.179459880554341,-0.0259870520157993,-0.188285373386188,0.160991942410841,-0.153999909868616,-0.0728887240336438
"b_ACC_2",0.041996300300787,-0.022275766870768,0.0358640934440563,0.0773419831152372,-0.00111831858020668,0.0385266894557683,1,-0.0315157097623086,0.05748431498747,0.122279351625053,-0.0697884235687614,0.0505597224398433,0.0907796590357533
"b_SI_CAMFD",-0.18340449481517,-0.114625594245249,-0.33891968722036,0.0147589206352077,0.0397210661491571,-0.179459880554341,-0.0315157097623086,1,-0.0522589480467418,0.119860088514865,0.132955434824834,0.107081153835566,0.193872954790836
"b_SI_PANEL",0.0722366523818922,0.049726439255517,0.0370400595079726,0.117291178057703,0.0230265808543647,-0.0259870520157993,0.05748431498747,-0.0522589480467419,1,-0.145047823239095,-0.0526810199272575,0.0723700221204115,0.0179145982812641
"b_SI_ZER",0.00033091291244149,-0.0857677798029028,-0.0529745015100994,-0.0736678074373617,0.0639383467126117,-0.188285373386188,0.122279351625053,0.119860088514865,-0.145047823239095,1,-0.000693493701325394,0.0165205141772757,0.174903457279562
"b_Si_MTRP",-0.226304895321332,-0.18882219506336,-0.0470905561127846,-0.27779852544193,-0.0228629923434331,0.160991942410841,-0.0697884235687613,0.132955434824834,-0.0526810199272575,-0.000693493701325353,1,0.00797315368215104,0.0415082390988694
"b_No_Info",-0.0777618696786871,-0.64711650826099,0.0474353892871808,-0.108881858034242,0.00726074052990766,-0.153999909868616,0.0505597224398433,0.107081153835566,0.0723700221204115,0.0165205141772758,0.0079731536821511,1,0.0250030478531923
"b_UsoCel_F",0.0511641005432984,-0.578497876824317,-0.134389334397954,0.0929943999648752,0.0743222995997399,-0.0728887240336439,0.0907796590357534,0.193872954790836,0.0179145982812643,0.174903457279563,0.0415082390988692,0.0250030478531947,1
