"","asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F"
"asc_ruta1",1,0.845229623823758,0.608174637200445,0.179424953230363,0.587069312985469,0.239762039749344,-0.0750553239066418,0.00300303214285188,-0.053667907557176,0.0259777750963193,-0.0732510167041278,-0.0427150293879219,-0.0190776549275126,0.0185113042391199
"asc_ruta2",0.845229623823758,1,0.576610141470307,0.0540377976769754,0.507541656587404,0.181739968266271,-0.0360442645765634,0.0195068302027638,-0.0153222711718353,0.0334677916654035,-0.050090044942097,0.0121875927406015,-0.0135153168810664,0.0118840485935868
"asc_ruta4",0.608174637200445,0.576610141470307,1,-0.0428939156462624,0.46958880984503,0.144405828215986,-0.0169237683687942,0.00547289221834273,-0.0787661027769173,0.0131244084213773,-0.0720086244185043,-0.0457828436401783,-0.512074914686897,-0.543501157091504
"b_tt",0.179424953230363,0.0540377976769754,-0.0428939156462624,1,-0.173118806988868,-0.072167050041927,-0.0156506480415887,0.0335692800544978,-0.097931170630289,0.0434860968312671,-0.0712163700406831,-0.0639696553180881,-0.0648708753129202,0.063274610426466
"b_dt",0.587069312985469,0.507541656587404,0.46958880984503,-0.173118806988868,1,0.25117125594178,-0.0724881545743793,-0.0192488632936918,-0.0590203692547145,0.0354335290929658,-0.0938884404559037,-0.105010300779861,-0.0103162175303652,-0.0015029920640381
"b_Sem",0.239762039749344,0.181739968266271,0.144405828215986,-0.072167050041927,0.25117125594178,1,-0.0663221054979352,0.0155629289620672,-0.0278531990738108,-0.0353270185723547,-0.0560861556582499,-0.120800240007957,-0.047176148764986,-0.0360567063271155
"b_ACC_1",-0.0750553239066418,-0.0360442645765634,-0.0169237683687942,-0.0156506480415887,-0.0724881545743793,-0.0663221054979352,1,0.11689080864561,-0.0375706348852011,-0.0292716831545871,-0.0192267046453648,0.039092546300568,-0.0420455670875,-0.00602887596518438
"b_ACC_2",0.00300303214285188,0.0195068302027638,0.00547289221834273,0.0335692800544978,-0.0192488632936918,0.0155629289620672,0.11689080864561,1,-0.0168137364702046,0.0484971778934725,0.00067744429890936,-0.0324581432415497,-0.00826362516554339,0.0124736496094749
"b_SI_CAMFD",-0.053667907557176,-0.0153222711718353,-0.0787661027769173,-0.097931170630289,-0.0590203692547145,-0.0278531990738108,-0.0375706348852011,-0.0168137364702046,1,-0.0796835090609981,0.115053919734702,0.106402297022222,0.0816458217957276,0.0810731102724409
"b_SI_PANEL",0.0259777750963193,0.0334677916654035,0.0131244084213773,0.0434860968312671,0.0354335290929658,-0.0353270185723547,-0.0292716831545871,0.0484971778934725,-0.0796835090609981,1,-0.00317074229249881,-0.0693951280781721,0.0903143278517683,0.0186869131584125
"b_SI_ZER",-0.0732510167041278,-0.050090044942097,-0.0720086244185043,-0.0712163700406831,-0.0938884404559037,-0.0560861556582499,-0.0192267046453648,0.00067744429890936,0.115053919734702,-0.00317074229249881,1,-0.0237368179454246,0.0118831520647951,0.0829306623723518
"b_Si_MTRP",-0.0427150293879219,0.0121875927406015,-0.0457828436401783,-0.0639696553180881,-0.105010300779861,-0.120800240007957,0.039092546300568,-0.0324581432415497,0.106402297022222,-0.0693951280781721,-0.0237368179454246,1,-0.00909720045218114,0.00998278470017059
"b_No_Info",-0.0190776549275126,-0.0135153168810664,-0.512074914686897,-0.0648708753129202,-0.0103162175303652,-0.047176148764986,-0.0420455670875,-0.00826362516554339,0.0816458217957276,0.0903143278517683,0.0118831520647951,-0.00909720045218114,1,0.0638340955126748
"b_UsoCel_F",0.0185113042391199,0.0118840485935868,-0.543501157091504,0.063274610426466,-0.0015029920640381,-0.0360567063271155,-0.00602887596518438,0.0124736496094749,0.0810731102724409,0.0186869131584125,0.0829306623723518,0.00998278470017059,0.0638340955126748,1
