"asc_ruta1","asc_ruta2","asc_ruta4","b_tt","b_dt","b_Sem","b_ACC_1","b_ACC_2","b_SI_CAMFD","b_SI_PANEL","b_SI_ZER","b_Si_MTRP","b_No_Info","b_UsoCel_F","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.710646668774
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.710646668774
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.710646668774
0.255999999353662,-0.192000000424741,0.304000000141969,0.132890126224083,-0.548983016869897,0.216803550301847,-0.0319999999192078,-0.0920000002224697,-0.0920000002224697,-0.169999999798165,-0.0580000000809378,0.00600000021222513,0.225999999656779,0.256000000263157,-290.327672164871
0.582812424450839,-0.236577205487673,0.218745094237468,0.1324641377911,-0.716102657941047,0.263282028987142,-0.0684888912361185,-0.153807965855151,-0.143254300653631,-0.245215684336705,-0.0735699458352933,0.00759254209063268,0.113680694092146,0.178415870654351,-278.11423073454
0.688947278146302,-0.217308055992423,0.204487245718139,0.31568005154207,-0.704364051639292,0.287213261471106,-0.106503433229143,-0.204755600607703,-0.184569959578643,-0.299161320678901,-0.0698034723826354,0.0225636622757126,0.0596167762047686,0.158784417379748,-274.761560115811
0.839779197847359,-0.0444279735027548,0.335994449581022,0.29771978463713,-0.5861957986902,0.261398707162609,-0.256203707921906,-0.38036036795243,-0.344819728001988,-0.422241521387778,-0.0618516044056521,0.070717381434101,-0.0173750195618193,0.261908833151174,-271.463704025446
1.02744275799907,0.145399180406538,0.528967297476415,0.291583013913125,-0.483768915431002,0.383256559747374,-0.344626302907164,-0.596982606967119,-0.362083282244785,-0.27666394085883,-0.0368611208940535,0.120401802437639,-0.110976686269278,0.325921876969135,-269.133928220521
1.22507933042292,0.272702065774327,0.765645523546779,0.313913614949577,-0.417777466562032,0.272314390055271,-0.345107507325943,-0.80926636270378,-0.2719770517345,-0.20639798143054,-0.0341388286589856,0.109650674234802,-0.150015686649034,0.31856710913711,-267.612001770523
1.3069449450844,0.410520971365002,0.944489099036198,0.304269082385856,-0.383238446677536,0.315621150170248,-0.306336698022715,-0.970856709515593,-0.202711743502598,-0.284404702957708,-0.023894200121018,0.088543480503456,-0.18120239884785,0.214328374176179,-266.491468774804
1.36838781511025,0.385627988380633,1.07864323013805,0.292886050832249,-0.319237817690872,0.343677833428224,-0.303034164118645,-1.0608078069143,-0.239394676967989,-0.307093498069809,-0.00671792331147604,0.110677408737294,-0.203818408711586,0.134022819045704,-265.868873707236
1.51398951573959,0.639845173506137,1.82732036072389,0.332678072368398,-0.428763871216624,0.288755185068023,-0.496308419606665,-1.59323060500365,-0.727733803288221,-0.213438908580647,-0.0453984324293503,0.240389743005466,-0.567434215119775,-0.375753612788566,-265.332726193185
1.66648334198072,0.703163132894644,1.93374866261865,0.340792698835338,-0.35124124570038,0.3589749580852,-0.622481340902352,-1.75252199804361,-0.633497234132483,-0.304216343327577,-0.190416647889745,0.181111926883978,-0.76627791581551,-0.195776851114095,-263.932411893039
1.97094455954645,0.929622919405287,1.82827008442226,0.3531701582446,-0.266957652137243,0.40394782895738,-0.600785094491317,-1.93113006561975,-0.569775631431178,-0.392779114004123,0.136277546922428,0.160184602667959,-0.646837649745454,0.101472830207173,-262.92245285223
2.10512414259758,1.03903465258492,1.70241283860674,0.351946188119658,-0.177480803312228,0.438259549343587,-0.538340356614497,-2.07486788493762,-0.58187973498646,-0.388158585128334,-0.0437869681170308,0.215650955256575,-0.378974768121639,0.129994473855945,-262.584231440236
1.89801603044196,0.806082253079107,1.69142255634771,0.319248646001125,-0.214834341874719,0.448234725258164,-0.709183977059221,-2.51406409210555,-0.338108915409039,-0.423715027620965,-0.0350975110839784,0.149196262001693,-0.382908856953966,0.0241923516873988,-262.3894366082
1.86020926398227,0.771148504242935,1.71119071255165,0.319517416595381,-0.222762403608435,0.445780430218439,-0.559426478573827,-2.59803539161483,-0.373229969815356,-0.427740126967564,-0.0524997209354165,0.13128787120259,-0.478636217356594,0.0663613767207801,-262.2420344078
1.99928394014026,0.913742216182964,1.80312995710899,0.343138550146375,-0.219040231972698,0.432812616722706,-0.542921998513035,-2.43452598055793,-0.471062564064796,-0.42390403615701,-0.0575371837540354,0.218294277743063,-0.496371096806243,0.0784341394511316,-262.118169606547
2.00737590361957,0.917836813009481,1.8039066356567,0.344866425362981,-0.212796167734498,0.437653288239588,-0.549332354138916,-2.44011136466021,-0.493655454683385,-0.414874880903599,-0.0576357719723303,0.158808060801051,-0.484649348063977,0.0751950998867846,-262.107240275957
1.9727479349929,0.885295092665527,1.77697752278577,0.337961295751681,-0.221065184702879,0.438422512496996,-0.554852761992421,-2.53359245114054,-0.464430069268083,-0.418691520048631,-0.0559796155682582,0.161062430622544,-0.476204516422972,0.07424072028712,-262.095096886985
1.98024933893858,0.892000160406397,1.78606763378505,0.339157028696466,-0.220369195881583,0.438086793202007,-0.554997077848887,-2.53751699159576,-0.467363266727949,-0.419184369701809,-0.0569416305524333,0.162667922683979,-0.477547720531405,0.07264640920885,-262.094460958211
1.98238423946153,0.893917641646035,1.78760564891678,0.339441251269463,-0.220770263133038,0.437937550303662,-0.555458812284895,-2.54729144194235,-0.46851770445056,-0.419277164806867,-0.0571193108853189,0.163134550513887,-0.477200763142534,0.0725742834682982,-262.094368259697
1.98244931031426,0.893901444436648,1.78793258854764,0.339447818467406,-0.220706491171088,0.43796928805451,-0.555561263130428,-2.54865980967777,-0.468324610619383,-0.419348796223521,-0.0571616476870229,0.162976541048416,-0.477214265995316,0.07240689648838,-262.094366560609
